,firstenergy_male,firstenergy_female,tuple,corp_male,corp_female,average_male,average_female,male-female
5,0.7337104,0.8098797,"('distant', 'outgoing')",-0.32116497,-0.06684457,0.2062727,0.3715176,-0.1652449
13,-0.72470134,-0.9887152,"('impolite', 'polite')",-0.7629351,-1.0096356,-0.7438182,-0.9991754,0.2553572
27,0.7100257,0.70574343,"('hardhearted', 'softhearted')",1.9422874,1.8776555,1.3261566,1.2916994,0.0344572
34,0.6805186,0.71669155,"('mean', 'honorable')",5.6047263,5.685265,3.1426225,3.2009783,-0.0583558
39,0.66940325,0.6607881,"('exploitative', 'cooperative')",0.2982533,0.16995458,0.4838283,0.4153714,0.0684569
6,0.6493864,0.7260537,"('distant', 'open')",-0.07804383,0.121137224,0.2856713,0.4235955,-0.1379242
46,-0.6362269,-0.88080543,"('uncompetitive', 'competitive')",-1.3099742,-1.4804821,-0.9731005,-1.1806438,0.2075433
12,0.6238929,0.47540206,"('unsupportive', 'supportive')",-1.8226054,-2.0539508,-0.5993562,-0.7892743,0.1899181
36,-0.5766365,-0.43409082,"('hostile', 'amicable')",0.08355285,0.21556275,-0.2465418,-0.109264,-0.1372778
28,-0.57495296,-0.66959906,"('disloyal', 'loyal')",0.91928744,0.86196935,0.1721672,0.0961851,0.0759821
3,-0.53812265,-0.7036822,"('repellent', 'pleasant')",0.9988897,0.8809279,0.2303835,0.0886229,0.1417606
59,0.53765535,0.657999,"('foolish', 'wise')",0.11353111,0.4505682,0.3255932,0.5542836,-0.2286904
48,-0.53510183,-0.58871454,"('unintelligent', 'intelligent')",0.55058634,0.52393365,0.0077423,-0.0323904,0.0401327
64,-0.5322896,-0.6533743,"('shy', 'confident')",-6.798328,-6.913863,-3.6653087,-3.7836187,0.11831
44,0.5148415,0.77985,"('prejudiced', 'unprejudiced')",-1.4048924,-1.2192312,-0.4450255,-0.2196906,-0.2253349
78,0.5027409,0.20211342,"('nonresilient', 'resilient')",0.37983447,0.24581724,0.4412877,0.2239653,0.2173224
30,-0.49484688,-0.5172795,"('intolerant', 'tolerant')",0.32614255,0.32154393,-0.0843522,-0.0978678,0.0135156
1,-0.4367678,-0.50789446,"('unfriendly', 'friendly')",1.6528836,1.6967297,0.6080579,0.5944176,0.0136403
37,0.4287425,0.27192986,"('fake', 'genuine')",0.13414624,0.036190443,0.2814444,0.1540602,0.1273842
70,-0.40347353,-0.5336007,"('lethargic', 'energetic')",0.31271976,0.038066,-0.0453769,-0.2477673,0.2023904
16,-0.40086308,-0.3518495,"('unpopular', 'popular')",0.19596651,0.39887613,-0.1024483,0.0235133,-0.1259616
81,-0.38185918,-0.45751333,"('submissive', 'aggressive')",-1.1645951,-1.1748842,-0.7732272,-0.8161988,0.0429716
56,0.35949284,0.23475662,"('impractical', 'practical')",-1.4107181,-1.4795665,-0.5256126,-0.6224049,0.0967923
76,-0.35525626,-0.35105395,"('anxious', 'daring')",-0.6342114,-0.57817376,-0.4947338,-0.4646139,-0.0301199
67,0.35087955,0.43071762,"('doubtful', 'determined')",-1.029286,-0.76036865,-0.3392032,-0.1648255,-0.1743777
80,0.33945817,0.19458419,"('dominated', 'dominating')",-0.8279837,-1.0794393,-0.2442628,-0.4424275,0.1981647
42,0.3354465,0.2416763,"('unreliable', 'reliable')",-3.1180365,-3.183631,-1.391295,-1.4709773,0.0796823
20,-0.32345533,-0.19389237,"('rough', 'thoughtful')",0.6854599,0.71804035,0.1810023,0.262074,-0.0810717
8,-0.31523365,-0.25590634,"('unaffectionate', 'affectionate')",1.1998103,1.0947775,0.4422883,0.4194356,0.0228527
24,-0.3052042,-0.3263142,"('dishonest', 'honest')",0.57309794,0.57553923,0.1339469,0.1246125,0.0093344
53,-0.29496258,-0.41155443,"('uncreative', 'creative')",0.27924415,0.28601196,-0.0078592,-0.0627712,0.054912
87,0.2933458,0.2381388,"('unsuccessful', 'successful')",1.007533,0.93354577,0.6504394,0.5858423,0.0645971
79,0.2932675,0.21694449,"('wavering', 'unwavering')",-0.30968022,-0.1691356,-0.0082064,0.0239044,-0.0321108
19,0.2929399,0.16474116,"('inhospitable', 'hospitable')",-0.00024151616,0.0072073266,0.1463492,0.0859742,0.060375
77,0.24512255,0.06579121,"('unmotivated', 'motivated')",-1.278539,-1.2746412,-0.5167082,-0.604425,0.0877168
62,-0.24201967,-0.2691011,"('incompetent', 'brilliant')",-0.035550248,-0.006651691,-0.138785,-0.1378764,-0.0009086
11,0.23035806,0.13197434,"('unhelpful', 'helpful')",1.4944204,1.4859014,0.8623892,0.8089378,0.0534514
23,0.20861863,0.101187825,"('insincere', 'sincere')",5.943307,5.8488007,3.0759628,2.9749942,0.1009686
61,-0.20456448,-0.36806992,"('illogical', 'logical')",0.6688813,0.45768234,0.2321584,0.0448062,0.1873522
52,-0.20028225,-0.079539165,"('irrational', 'rational')",0.25755993,0.5560924,0.0286388,0.2382766,-0.2096378
4,0.18588668,0.050329797,"('disliked', 'liked')",-7.404779,-7.3811255,-3.609446,-3.6653979,0.0559519
49,0.18270437,0.2802092,"('unable', 'able')",-0.5093925,-0.3358631,-0.1633441,-0.0278269,-0.1355172
40,0.16728759,0.16153978,"('stingy', 'generous')",-1.9133195,-2.0779283,-0.8730159,-0.9581943,0.0851784
9,0.16561508,0.17106129,"('unaffectionate', 'caring')",1.766724,1.6676874,0.9661695,0.9193743,0.0467952
17,-0.15804529,-0.25046,"('nasty', 'nice')",-0.5863227,-0.6270931,-0.372184,-0.4387766,0.0665926
41,-0.13873559,-0.14387442,"('unforgiving', 'forgiving')",-0.024077784,-0.20317218,-0.0814067,-0.1735233,0.0921166
74,0.13102236,0.070656806,"('undedicated', 'dedicated')",-0.2456512,-0.3641339,-0.0573144,-0.1467385,0.0894241
83,0.12786941,0.17016163,"('powerless', 'powerful')",-1.4267656,-1.6501193,-0.6494481,-0.7399788,0.0905307
75,0.11913239,0.37622833,"('meek', 'impulsive')",-0.8535932,-0.58356416,-0.3672304,-0.1036679,-0.2635625
26,-0.11861282,-0.11389815,"('hardhearted', 'benevolent')",2.0349228,1.9119685,0.958155,0.8990352,0.0591198
47,0.118147396,0.18452062,"('stupid', 'smart')",5.3829937,5.4244537,2.7505705,2.8044872,-0.0539167
35,-0.11348135,0.13570692,"('corrupt', 'incorrupt')",-0.3459205,-0.09291215,-0.2297009,0.0213974,-0.2510983
88,-0.10675818,-0.08977406,"('low', 'eminent')",-0.27702463,-0.26763713,-0.1918914,-0.1787056,-0.0131858
21,-0.07634403,-0.30003512,"('immoral', 'moral')",-0.65632415,-0.74029064,-0.3663341,-0.5201629,0.1538288
38,0.06461041,0.16091879,"('untruthful', 'truthful')",-0.44541186,-0.21703628,-0.1904007,-0.0280587,-0.162342
29,-0.06169622,-0.03928626,"('unfair', 'fair')",-0.20339818,-0.1194648,-0.1325472,-0.0793755,-0.0531717
84,-0.061490797,-0.027148243,"('inferior', 'superior')",0.5740829,0.75396067,0.2562961,0.3634062,-0.1071101
63,0.05267123,-0.14961076,"('unperceptive', 'insightful')",0.46443796,0.2580028,0.2585546,0.054196,0.2043586
31,0.05103098,-0.0568327,"('evil', 'good')",-0.39873,-0.3454094,-0.1738495,-0.201121,0.0272715
54,0.0402943,0.097508475,"('incapable', 'capable')",0.9955292,1.1374283,0.5179117,0.6174684,-0.0995567
7,0.034357157,-0.16762596,"('insensitive', 'sensitive')",0.75682867,0.4492362,0.3955929,0.1408051,0.2547878
60,0.033660408,0.009613006,"('inefficient', 'efficient')",-0.44690013,-0.5179519,-0.2066199,-0.2541695,0.0475496
18,-0.0326014,-0.04704981,"('disagreeable', 'welcoming')",-0.19457981,-0.24766707,-0.1135906,-0.1473584,0.0337678
43,-0.012642406,-0.09877667,"('irresponsible', 'responsible')",0.24948083,0.16974697,0.1184192,0.0354851,0.0829341
66,-0.011184908,-0.10267252,"('inactive', 'active')",0.8848375,0.9145496,0.4368263,0.4059385,0.0308878
