,teco_male,teco_female,tuple,energy_male,energy_female,inc_male,inc_female,average_male,average_female,male-female
44,1.1620666,1.232832,"('prejudiced', 'unprejudiced')",-0.06865536,-0.018317914,-1.1848007,-0.93636686,-0.0304632,0.0927157,-0.1231789
59,1.1425941,1.0417876,"('foolish', 'wise')",0.5829019,0.6156846,0.18422832,0.3211075,0.6365748,0.6595266,-0.0229518
19,-1.1356564,-1.2053983,"('inhospitable', 'hospitable')",-1.1780945,-1.2825755,-0.23876467,-0.21131119,-0.8508385,-0.8997616,0.0489231
28,-1.1272808,-1.1226838,"('disloyal', 'loyal')",-0.03582411,-0.05767469,0.94629323,0.80989677,-0.0722706,-0.1234872,0.0512166
78,-1.0820112,-1.2806742,"('nonresilient', 'resilient')",0.15279871,0.03292901,-0.029903796,-0.010574358,-0.3197054,-0.4194398,0.0997344
9,-1.0775837,-1.2927191,"('unaffectionate', 'caring')",0.23050639,0.026817536,0.89163566,0.6635865,0.0148528,-0.2007717,0.2156245
20,-1.0269513,-1.0341716,"('rough', 'thoughtful')",-0.010578362,0.05951029,0.8090706,0.8638818,-0.076153,-0.0369265,-0.0392265
39,1.014056,1.382673,"('exploitative', 'cooperative')",-0.07106721,0.24591291,-0.23543873,0.12964326,0.23585,0.5860764,-0.3502264
27,-0.9967671,-1.0885293,"('hardhearted', 'softhearted')",0.17653963,0.13790524,1.2119092,1.0922477,0.1305606,0.0472079,0.0833527
53,-0.9677411,-1.0577065,"('uncreative', 'creative')",0.6587629,0.694265,0.9414478,0.8617738,0.2108232,0.1661108,0.0447124
25,-0.96714187,-0.8335169,"('egoistic', 'altruistic')",0.36200118,0.32728195,1.5120006,1.7832173,0.3022866,0.4256608,-0.1233742
18,-0.9246006,-0.76364344,"('disagreeable', 'welcoming')",-1.1579365,-1.0854815,-0.67468053,-0.37082705,-0.9190725,-0.739984,-0.1790885
32,-0.9241006,-0.84142625,"('unkind', 'kind')",0.15723643,0.2513695,0.56152725,0.50901645,-0.0684456,-0.0270134,-0.0414322
63,-0.9165299,-1.2089813,"('unperceptive', 'insightful')",0.6760533,0.54296225,0.7691991,0.40008453,0.1762408,-0.0886448,0.2648856
14,-0.8682865,-0.646131,"('antisocial', 'social')",1.1079205,1.0250323,-0.6060598,-0.54825556,-0.1221419,-0.0564514,-0.0656905
46,-0.83538395,-0.9087013,"('uncompetitive', 'competitive')",0.3717045,0.4226209,-0.6810905,-0.8498417,-0.38159,-0.4453074,0.0637174
26,-0.83011985,-0.95094264,"('hardhearted', 'benevolent')",0.42102662,0.23560022,1.4989616,1.4831961,0.3632894,0.2559512,0.1073382
69,0.7892524,0.56254905,"('lazy', 'industrious')",0.37542188,0.45584822,-0.6033497,-0.29897052,0.1871082,0.2398089,-0.0527007
2,0.7650952,0.7232785,"('unlikable', 'likable')",1.20167,1.1151222,0.5044575,0.8079469,0.8237409,0.8821158,-0.0583749
48,-0.7606635,-0.8147004,"('unintelligent', 'intelligent')",1.172032,1.2413082,0.3136474,0.26362762,0.241672,0.2300785,0.0115935
37,-0.74406207,-0.9832759,"('fake', 'genuine')",0.24813458,0.07776205,0.33009458,0.08003599,-0.0552776,-0.2751593,0.2198817
68,-0.74019444,-0.6602232,"('dependent', 'independent')",-0.3418065,-0.103042975,-0.76418424,-0.7208164,-0.6153951,-0.4946942,-0.1207009
88,-0.7399303,-0.6328712,"('low', 'eminent')",-0.10110455,-0.029665254,0.26392108,0.23555064,-0.1923712,-0.1423286,-0.0500426
49,-0.73261464,-0.59243804,"('unable', 'able')",-0.30290458,-0.10577127,-0.42693853,-0.31433263,-0.4874859,-0.337514,-0.1499719
85,0.71113783,0.7173698,"('insignificant', 'prestigious')",-0.24515778,-0.23526284,0.43558276,0.80865574,0.3005209,0.4302542,-0.1297333
84,0.69033873,0.7250116,"('inferior', 'superior')",0.28553814,0.4063322,0.88171756,1.0020455,0.6191982,0.7111298,-0.0919316
4,0.68905616,0.38066,"('disliked', 'liked')",0.3939952,0.1624526,-5.832808,-5.745271,-1.5832523,-1.7340528,0.1508005
7,-0.6800406,-0.6406118,"('insensitive', 'sensitive')",0.9402694,0.96284264,0.6903876,0.37312347,0.3168721,0.2317848,0.0850873
47,-0.66005594,-0.5653457,"('stupid', 'smart')",0.81222045,0.864924,5.322487,5.1694374,1.8248838,1.8230052,0.0018786
41,-0.6566271,-0.7613963,"('unforgiving', 'forgiving')",-0.54188377,-0.6489963,-0.23636056,-0.20985891,-0.4782905,-0.5400838,0.0617933
58,-0.64451236,-0.8288489,"('undiscriminating', 'discriminating')",0.82762086,0.6757194,0.15802945,-0.14762902,0.1137126,-0.1002528,0.2139654
66,-0.6360801,-0.7690713,"('inactive', 'active')",-0.92362374,-0.87644595,0.79453534,0.65299356,-0.2550562,-0.3308412,0.075785
54,-0.6194875,-0.6446933,"('incapable', 'capable')",-0.43509266,-0.56661284,0.9081684,0.99655795,-0.0488039,-0.0715827,0.0227788
83,-0.61068374,-0.49433234,"('powerless', 'powerful')",0.7341067,0.87188756,-1.3585802,-1.3483678,-0.4117191,-0.3236042,-0.0881149
64,0.5970997,0.8190844,"('shy', 'confident')",0.98813003,1.1807096,-6.2112837,-6.091825,-1.5420179,-1.3640103,-0.1780076
43,-0.5890301,-0.5214423,"('irresponsible', 'responsible')",1.2687479,1.3314769,0.38212475,0.3577521,0.3539475,0.3892622,-0.0353147
5,-0.58824205,-0.742553,"('distant', 'outgoing')",-0.17937973,-0.2956069,-0.34774515,-0.27641845,-0.371789,-0.4381928,0.0664038
42,0.58102745,0.45251018,"('unreliable', 'reliable')",0.2872725,0.12837926,-2.8339474,-2.9156637,-0.6552158,-0.7782581,0.1230423
60,-0.57601714,-0.5493851,"('inefficient', 'efficient')",2.4175732,2.4962578,0.23849012,-0.017500682,0.6933487,0.643124,0.0502247
75,0.566649,0.32474387,"('meek', 'impulsive')",-0.38198787,-0.45587516,-0.06713626,-0.24796738,0.039175,-0.1263662,0.1655412
13,-0.55133384,-0.51145923,"('impolite', 'polite')",0.27242786,0.37677985,-0.4052444,-0.5302914,-0.2280501,-0.2216569,-0.0063932
33,0.5511627,0.4225571,"('wrong', 'right')",0.5966343,0.56574214,-0.84307045,-0.6750549,0.1015756,0.1044148,-0.0028392
52,0.5435984,0.6350504,"('irrational', 'rational')",-0.5334671,-0.70624727,-0.15714401,0.05827077,-0.0490042,-0.0043087,-0.0446955
34,-0.54254764,-0.60172987,"('mean', 'honorable')",0.3765561,0.31116813,5.745428,5.687009,1.8598121,1.7988157,0.0609964
21,-0.51308066,-0.17457023,"('immoral', 'moral')",1.3830928,1.4894686,-0.9815588,-0.6603589,-0.0371822,0.2181798,-0.255362
56,-0.48969698,-0.61636835,"('impractical', 'practical')",1.3954934,1.3182577,-0.07687618,-0.28178582,0.2763067,0.1400345,0.1362722
11,-0.46943444,-0.6151078,"('unhelpful', 'helpful')",0.6198401,0.6163717,1.7638334,1.476475,0.6380797,0.4925796,0.1455001
35,0.44025442,0.40629882,"('corrupt', 'incorrupt')",-1.1108124,-1.0819561,-0.124789104,0.089680865,-0.2651157,-0.1953255,-0.0697902
65,-0.41605777,-0.19265981,"('insecure', 'secure')",0.7644949,0.91617155,-0.37683225,-0.45259243,-0.009465,0.0903064,-0.0997714
77,-0.40314704,-0.35112172,"('unmotivated', 'motivated')",0.68396217,0.7831103,-1.1257228,-1.036025,-0.2816359,-0.2013455,-0.0802904
17,-0.39926973,-0.43165272,"('nasty', 'nice')",-1.041908,-0.8930483,-0.5321986,-0.41773367,-0.6577921,-0.5808116,-0.0769805
81,-0.38925725,-0.0054768175,"('submissive', 'aggressive')",1.6912918,1.8812923,-0.5671743,-0.5734912,0.2449534,0.4341081,-0.1891547
22,-0.38572153,-0.46477833,"('untrustworthy', 'trustworthy')",-0.7220591,-0.74971783,-1.047018,-0.9989222,-0.7182662,-0.7378062,0.01954
3,-0.3790019,-0.29755297,"('repellent', 'pleasant')",0.1076345,0.098170206,0.2670358,0.17257765,-0.0014439,-0.008935,0.0074911
50,0.37666485,0.14265683,"('clumsy', 'skillful')",-0.24473858,-0.40865815,0.18344113,0.00044294447,0.1051225,-0.0885195,0.193642
74,-0.35281393,-0.36113134,"('undedicated', 'dedicated')",-0.08682254,-0.065896854,0.103778616,0.060912102,-0.1119526,-0.1220387,0.0100861
29,0.3518708,0.25445467,"('unfair', 'fair')",-0.42619982,-0.40915543,-0.64232373,-0.6425115,-0.2388843,-0.2657374,0.0268531
38,-0.3511369,-0.5734746,"('untruthful', 'truthful')",0.18936703,0.05445995,-0.06190204,-0.01412384,-0.0745573,-0.1777128,0.1031555
80,0.34559926,0.43440342,"('dominated', 'dominating')",0.38465628,0.4549259,-1.162794,-1.3299717,-0.1441795,-0.1468808,0.0027013
70,-0.3274431,-0.5774763,"('lethargic', 'energetic')",0.7272007,0.7447632,0.8412995,0.48383844,0.4136857,0.2170418,0.1966439
76,0.31508943,0.38346553,"('anxious', 'daring')",0.27130947,0.35509554,0.303131,0.41796944,0.29651,0.3855102,-0.0890002
12,-0.29254723,-0.44899306,"('unsupportive', 'supportive')",0.7159632,0.6509861,-1.8213439,-1.9576707,-0.465976,-0.5852259,0.1192499
72,-0.21437845,-0.22036068,"('unambitious', 'ambitious')",0.4941695,0.55484414,-1.0205094,-1.2773217,-0.2469061,-0.3142794,0.0673733
87,0.21326737,0.12688166,"('unsuccessful', 'successful')",0.19047284,0.14945394,0.49565884,0.4035074,0.2997997,0.2266143,0.0731854
15,0.15728204,0.15688092,"('boring', 'funny')",-0.22965667,-0.21066336,0.3491961,0.46236435,0.0922738,0.136194,-0.0439202
36,-0.14337732,-0.1615961,"('hostile', 'amicable')",-1.1588386,-1.321109,0.067771785,0.33084446,-0.4114814,-0.3839536,-0.0275278
61,-0.127216,-0.025458459,"('illogical', 'logical')",1.0777116,1.2153107,-0.19876274,-0.09567872,0.2505776,0.3647245,-0.1141469
40,0.12047719,0.0075381994,"('stingy', 'generous')",-0.027135197,-0.022647401,-1.5967917,-1.5390023,-0.5011499,-0.5180372,0.0168873
62,-0.10727166,-0.32713965,"('incompetent', 'brilliant')",0.9748486,0.9151305,0.33965543,0.023228943,0.4024108,0.2037399,0.1986709
30,-0.105011605,0.0027789548,"('intolerant', 'tolerant')",1.2208321,1.3520046,1.1727381,1.4570895,0.7628528,0.9372911,-0.1744383
24,-0.096776135,-0.11435853,"('dishonest', 'honest')",0.7122895,0.57737404,0.41842937,0.44016114,0.3446476,0.3010589,0.0435887
31,0.06244014,-0.07082478,"('evil', 'good')",-1.3807973,-1.5268221,-0.97918177,-0.8556151,-0.7658463,-0.817754,0.0519077
79,0.04044682,-0.32298252,"('wavering', 'unwavering')",-0.834325,-1.0317098,-0.017420447,-0.081534356,-0.2704329,-0.4787422,0.2083093
16,0.033819262,-0.19598515,"('unpopular', 'popular')",-0.49219143,-0.5506398,0.3154881,0.48577276,-0.047628,-0.0869507,0.0393227
67,0.02549443,0.03915888,"('doubtful', 'determined')",-0.3172113,-0.2870659,-0.6802102,-0.54229504,-0.3239757,-0.2634007,-0.060575
71,0.009750774,-0.18827762,"('diffident', 'self-confident')",1.2747484,1.3425456,0.3995278,0.26071075,0.5613423,0.4716596,0.0896827
