,sun_male,sun_female,tuple,microsystems_male,microsystems_female,inc_male,inc_female,average_male,average_female,male-female
21,-1.5890763,-1.6878215,"('immoral', 'moral')",-2.8202705,-2.7660286,-0.92843807,-0.9377532,-1.7792616,-1.7972012,0.0179396
71,1.5421921,1.5366483,"('diffident', 'self-confident')",1.4158742,1.331668,0.51683986,0.49820697,1.1583021,1.1221744,0.0361277
57,-1.532948,-1.793903,"('unimaginative', 'imaginative')",-1.8535851,-1.8995306,-2.1159508,-2.4345796,-1.8341614,-2.0426712,0.2085098
87,-1.5248206,-1.4619017,"('unsuccessful', 'successful')",-0.44022763,-0.41224375,0.3127251,0.24618581,-0.5507744,-0.5426532,-0.0081212
51,-1.5130092,-1.5939527,"('uneducated', 'educated')",-0.79215914,-0.6959259,0.6785863,0.65330577,-0.542194,-0.5455243,0.0033303
68,-1.4719166,-1.5380465,"('dependent', 'independent')",-1.2242352,-1.246871,-0.53970367,-0.5863526,-1.0786184,-1.1237566,0.0451382
60,-1.4465963,-1.4371197,"('inefficient', 'efficient')",-2.1355634,-1.955698,0.33800992,0.48250678,-1.0813832,-0.9701037,-0.1112795
22,-1.3674287,-1.5323626,"('untrustworthy', 'trustworthy')",-1.99017,-2.0109327,-0.85394317,-0.8467929,-1.4038474,-1.4633627,0.0595153
13,-1.3649709,-1.3643916,"('impolite', 'polite')",-1.8815601,-1.735405,0.13494529,0.20253418,-1.0371952,-0.9657541,-0.0714411
9,1.3584034,0.8853624,"('unaffectionate', 'caring')",0.79393566,0.38563192,1.0511937,0.9238007,1.0678442,0.7315984,0.3362458
84,1.3532729,1.3624561,"('inferior', 'superior')",1.371119,1.3533796,0.70955414,0.73337567,1.1446487,1.149737,-0.0050883
80,-1.298917,-1.1901045,"('dominated', 'dominating')",-1.4695812,-1.1011136,-1.1169602,-0.94360554,-1.2951528,-1.0782746,-0.2168782
24,-1.285646,-1.3891402,"('dishonest', 'honest')",-3.3559723,-3.386012,0.56380606,0.71502805,-1.3592707,-1.3533748,-0.0058959
62,-1.2720054,-1.3258331,"('incompetent', 'brilliant')",-1.8018743,-1.6546304,0.06034463,0.26194045,-1.0045117,-0.9061743,-0.0983374
59,1.2289217,1.0533284,"('foolish', 'wise')",0.7173026,0.5655413,-0.47131017,-0.40851247,0.491638,0.4034524,0.0881856
58,-1.218785,-1.2986895,"('undiscriminating', 'discriminating')",-0.7360666,-0.8336537,-0.33969203,-0.42686433,-0.7648479,-0.8530692,0.0882213
83,1.2052302,1.2412971,"('powerless', 'powerful')",0.5855574,0.5058386,-0.5901958,-0.58780205,0.4001973,0.3864445,0.0137528
39,1.1432439,1.2474959,"('exploitative', 'cooperative')",0.27847737,0.34709534,0.10662842,0.28810441,0.5094499,0.6275652,-0.1181153
33,1.0909168,0.95164484,"('wrong', 'right')",1.1858073,0.9597248,-0.57655513,-0.6790096,0.566723,0.4107866,0.1559364
7,-1.0613288,-1.2448788,"('insensitive', 'sensitive')",-1.4533072,-1.436462,0.21689954,0.11685799,-0.7659121,-0.8548276,0.0889155
65,-1.0583961,-1.1476223,"('insecure', 'secure')",-2.2432253,-2.220229,-0.34742483,-0.22466135,-1.2163487,-1.1975042,-0.0188445
0,-0.9851437,-1.0930222,"('unsociable', 'sociable')",-1.9646367,-1.927672,-0.54007125,-0.49963626,-1.1632839,-1.1734435,0.0101596
41,-0.9816906,-1.3168213,"('unforgiving', 'forgiving')",-1.049954,-1.146358,0.046373107,-0.12622872,-0.6617572,-0.8631361,0.2013789
50,-0.9501334,-1.2170976,"('clumsy', 'skillful')",0.7509769,0.61220425,0.069046,-0.0017952509,-0.0433702,-0.2022295,0.1588593
73,0.93231267,1.0860833,"('helpless', 'self-reliant')",1.1753869,1.1401587,-2.8604245,-3.0504396,-0.2509083,-0.2747325,0.0238242
52,0.9152246,0.62943536,"('irrational', 'rational')",1.5322089,1.169856,-0.71645445,-0.8300376,0.576993,0.3230846,0.2539084
88,-0.8946035,-1.0197512,"('low', 'eminent')",-0.58246046,-0.6122559,-0.061034992,-0.08452654,-0.5126996,-0.5721779,0.0594783
32,-0.8683903,-0.97339654,"('unkind', 'kind')",-1.3904046,-1.401294,0.7939499,0.81467956,-0.4882816,-0.5200036,0.031722
25,0.86477566,0.6171612,"('egoistic', 'altruistic')",1.6446258,1.4191381,1.3690959,1.2388858,1.2928324,1.0917284,0.201104
35,0.84331614,0.88786995,"('corrupt', 'incorrupt')",2.2824025,2.1807034,-0.45816404,-0.4706487,0.8891849,0.8659749,0.02321
28,-0.79163677,-1.1245333,"('disloyal', 'loyal')",-1.436444,-1.5976484,0.59740704,0.5450989,-0.5435579,-0.7256943,0.1821364
31,0.7817636,0.6192152,"('evil', 'good')",1.8982942,1.6447561,-1.2831442,-1.5229521,0.4656378,0.2470064,0.2186314
48,0.7666085,0.4930095,"('unintelligent', 'intelligent')",0.09456295,-0.014396444,0.9446299,0.8106868,0.6019338,0.4297667,0.1721671
78,-0.76289105,-0.9706994,"('nonresilient', 'resilient')",1.0581232,1.096663,0.52920574,0.38814673,0.2748126,0.1713701,0.1034425
37,-0.7576512,-0.77605444,"('fake', 'genuine')",-0.72070265,-0.8441435,0.030030798,0.066463284,-0.4827743,-0.5179116,0.0351373
11,-0.73438764,-0.86232275,"('unhelpful', 'helpful')",-0.98986155,-1.0966262,2.1411405,2.3073068,0.1389638,0.1161193,0.0228445
79,0.6854905,0.5792413,"('wavering', 'unwavering')",0.37880814,0.25233248,-0.34771228,-0.35461092,0.2388621,0.1589876,0.0798745
44,-0.67899173,-0.54983747,"('prejudiced', 'unprejudiced')",0.74986476,0.8450311,-1.1715478,-0.99667615,-0.3668916,-0.2338275,-0.1330641
8,0.6716595,0.22525418,"('unaffectionate', 'affectionate')",0.47841996,-0.02317451,0.09803474,-0.025680043,0.4160381,0.0587999,0.3572382
36,0.67147267,0.1847432,"('hostile', 'amicable')",1.9226767,1.5676056,0.17637627,-0.13560402,0.9235086,0.5389149,0.3845937
20,0.66531473,0.5229217,"('rough', 'thoughtful')",0.6636909,0.6168487,1.2585465,1.1797035,0.8625174,0.7731579,0.0893595
6,0.6381885,0.47453284,"('distant', 'open')",0.10251425,-0.031628627,-0.12240598,-0.11388641,0.2060989,0.1096726,0.0964263
4,-0.6318208,-0.67665565,"('disliked', 'liked')",1.0063198,1.0012565,-5.3945937,-5.9995394,-1.673365,-1.8916462,0.2182812
66,-0.63102543,-0.7037554,"('inactive', 'active')",-0.49542925,-0.5480336,0.36059067,0.25514728,-0.255288,-0.3322139,0.0769259
3,-0.61995524,-0.7412838,"('repellent', 'pleasant')",-1.3064265,-1.2552754,0.21303545,0.10833727,-0.5711155,-0.6294073,0.0582918
26,0.60625225,0.36826432,"('hardhearted', 'benevolent')",1.3650935,1.197556,1.2133082,1.1398484,1.0615513,0.9018896,0.1596617
1,0.5887338,-0.050785586,"('unfriendly', 'friendly')",0.17175223,-0.35387546,1.3645176,1.0453823,0.7083345,0.2135737,0.4947608
38,-0.5609185,-0.71572715,"('untruthful', 'truthful')",-0.9273809,-0.97657746,-0.14178371,-0.055349067,-0.543361,-0.5825512,0.0391902
74,-0.5251683,-0.589918,"('undedicated', 'dedicated')",-0.7651547,-0.7665823,-0.02283346,-0.09518306,-0.4377188,-0.4838945,0.0461757
30,-0.51891613,-0.41530937,"('intolerant', 'tolerant')",-1.5942386,-1.4934056,0.53009623,0.58611244,-0.5276862,-0.4408675,-0.0868187
29,0.49204183,0.478076,"('unfair', 'fair')",-0.10874723,-0.145047,-0.92650056,-0.93927824,-0.1810687,-0.2020831,0.0210144
86,-0.47076645,-0.79717535,"('uninfluential', 'influential')",-1.5118021,-1.682886,-0.1359131,-0.23998404,-0.7061605,-0.9066818,0.2005213
23,-0.44380802,-0.6747967,"('insincere', 'sincere')",-2.0415678,-2.083838,4.966568,5.3123574,0.827064,0.851241,-0.024177
17,0.44244674,0.53276175,"('nasty', 'nice')",0.7559287,0.75320923,-0.41907734,-0.36628914,0.259766,0.3065606,-0.0467946
15,-0.42680636,-0.38084096,"('boring', 'funny')",-0.26251614,-0.35564476,0.11250515,0.1335432,-0.1922724,-0.2009808,0.0087084
77,-0.41622192,-0.50070953,"('unmotivated', 'motivated')",-0.9292313,-0.81886077,-0.8455828,-0.8702225,-0.7303453,-0.729931,-0.0004143
5,0.4091007,0.3868104,"('distant', 'outgoing')",0.5669831,0.45934704,-0.63768494,-0.64364225,0.1127996,0.0675051,0.0452945
16,0.38525262,0.20570247,"('unpopular', 'popular')",0.68069094,0.55907625,0.34119153,0.20407599,0.469045,0.3229516,0.1460934
54,0.34972733,-0.03873019,"('incapable', 'capable')",0.20541525,-0.083999425,0.61905384,0.7395385,0.3913988,0.205603,0.1857958
72,-0.32917663,-0.32748884,"('unambitious', 'ambitious')",-1.2474749,-1.2733877,-0.8559382,-0.8247838,-0.8108633,-0.8085535,-0.0023098
47,-0.21066861,-0.34812677,"('stupid', 'smart')",-0.7012346,-0.78968984,4.924391,5.2489896,1.3374958,1.3703909,-0.0328951
69,-0.19291663,-0.29501757,"('lazy', 'industrious')",2.4104977,2.2315621,-0.815527,-0.98436964,0.4673514,0.3173916,0.1499598
75,-0.18513799,-0.09025922,"('meek', 'impulsive')",0.95158595,0.89617044,-0.15158735,-0.17778756,0.2049535,0.2093746,-0.0044211
40,-0.15861902,-0.4061334,"('stingy', 'generous')",0.4941483,0.49836367,-1.1464583,-1.546422,-0.2703096,-0.4847306,0.214421
27,-0.13415766,-0.33291388,"('hardhearted', 'softhearted')",-0.3577812,-0.60279405,1.0111212,0.9047929,0.1730608,-0.010305,0.1833658
49,-0.13347992,-0.27645552,"('unable', 'able')",0.041348733,-0.00062466785,-0.4044043,-0.35052463,-0.1655118,-0.2092016,0.0436898
19,0.109497264,0.1577304,"('inhospitable', 'hospitable')",-0.010542698,-0.1080954,-0.60849917,-0.58755517,-0.1698482,-0.1793067,0.0094585
34,-0.10468279,-0.14830957,"('mean', 'honorable')",-0.60953885,-0.64829135,5.7601137,5.941105,1.6819641,1.7148347,-0.0328706
53,0.10227072,-0.1610121,"('uncreative', 'creative')",0.18718658,-0.006675221,0.8189284,0.6336222,0.3694619,0.1553116,0.2141503
18,-0.09030421,-0.40734172,"('disagreeable', 'welcoming')",-0.066865,-0.1698322,-0.92077744,-0.92543185,-0.3593156,-0.5008686,0.141553
67,-0.07507552,0.23100612,"('doubtful', 'determined')",0.22259092,0.34547493,-0.6269284,-0.45338264,-0.1598043,0.0410328,-0.2008371
2,0.061413497,-0.13099718,"('unlikable', 'likable')",0.0020562038,-0.15015271,0.7817274,0.703592,0.2817324,0.140814,0.1409184
12,-0.05320222,-0.22746336,"('unsupportive', 'supportive')",-0.7816929,-0.82856786,-1.832189,-1.9212078,-0.8890281,-0.992413,0.1033849
61,0.0071666352,-0.05931142,"('illogical', 'logical')",-0.59881306,-0.6665862,-0.06716729,-0.06895843,-0.2196046,-0.264952,0.0453474
