,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,male-female
13,-0.8083749,-0.9133461,"('impolite', 'polite')",0.48814455,0.2720748,-0.1601152,-0.3206357,0.1605205
30,-0.8082672,-0.6796722,"('intolerant', 'tolerant')",1.1519786,1.0656571,0.1718557,0.1929925,-0.0211368
75,0.8013507,0.8540551,"('meek', 'impulsive')",-1.060063,-1.0792814,-0.1293561,-0.1126132,-0.0167429
72,-0.7989364,-0.99183697,"('unambitious', 'ambitious')",0.16332643,0.2356674,-0.317805,-0.3780848,0.0602798
63,-0.7792742,-1.0296382,"('unperceptive', 'insightful')",1.1733156,0.5152895,0.1970207,-0.2571743,0.454195
26,-0.7541521,-0.5643212,"('hardhearted', 'benevolent')",1.0627214,1.238711,0.1542846,0.3371949,-0.1829103
25,0.74431765,0.3368267,"('egoistic', 'altruistic')",0.78503644,0.7418234,0.764677,0.5393251,0.2253519
68,-0.73483723,-0.8008783,"('dependent', 'independent')",-1.0118473,-1.247923,-0.8733423,-1.0244007,0.1510584
24,-0.7163328,-0.7898818,"('dishonest', 'honest')",0.9054111,0.769256,0.0945392,-0.0103129,0.1048521
66,-0.70344204,-0.63869286,"('inactive', 'active')",-0.6102037,-0.47168955,-0.6568229,-0.5551912,-0.1016317
28,-0.6925676,-0.6179651,"('disloyal', 'loyal')",1.1271148,1.2678672,0.2172736,0.3249511,-0.1076775
32,-0.68621933,-0.7820653,"('unkind', 'kind')",1.2450515,1.162054,0.2794161,0.1899943,0.0894218
81,-0.63710433,-0.5230287,"('submissive', 'aggressive')",0.17084824,0.18804581,-0.233128,-0.1674914,-0.0656366
46,-0.6281788,-0.7904202,"('uncompetitive', 'competitive')",0.27521095,0.05946037,-0.1764839,-0.3654799,0.188996
64,-0.6254525,-0.6219896,"('shy', 'confident')",-5.8386765,-5.958278,-3.2320645,-3.290134,0.0580695
49,-0.6201111,-0.7573972,"('unable', 'able')",-0.021085942,-0.32123607,-0.3205985,-0.5393167,0.2187182
5,0.59210294,0.29989493,"('distant', 'outgoing')",-1.0479462,-1.3788475,-0.2279216,-0.5394763,0.3115547
67,0.5885659,0.66646683,"('doubtful', 'determined')",-0.34899879,-0.10839911,0.1197836,0.2790339,-0.1592503
47,-0.574614,-0.4070561,"('stupid', 'smart')",5.3553557,5.3620415,2.3903708,2.4774928,-0.087122
76,-0.5736166,-0.57497346,"('anxious', 'daring')",0.17821375,0.20553018,-0.1977014,-0.1847216,-0.0129798
38,-0.5119583,-0.7624174,"('untruthful', 'truthful')",0.22284228,0.024598587,-0.144558,-0.3689094,0.2243514
21,-0.49999666,-0.7841914,"('immoral', 'moral')",0.40717956,0.0936621,-0.0464085,-0.3452647,0.2988562
58,-0.492938,-0.43454513,"('undiscriminating', 'discriminating')",-0.09725945,-0.09385662,-0.2950987,-0.2642009,-0.0308978
33,0.4912602,0.34277588,"('wrong', 'right')",-0.44053024,-0.46787268,0.025365,-0.0625484,0.0879134
55,-0.4809148,-0.7028081,"('incompetent', 'clever')",1.0762889,1.0075165,0.2976871,0.1523542,0.1453329
78,-0.4675456,-0.857322,"('nonresilient', 'resilient')",-0.016656205,-0.41343075,-0.2421009,-0.6353763,0.3932754
20,-0.4602522,-0.3276098,"('rough', 'thoughtful')",0.7672888,0.74250376,0.1535183,0.207447,-0.0539287
6,0.44497845,0.17407487,"('distant', 'open')",-0.74608827,-0.9216829,-0.1505549,-0.373804,0.2232491
79,-0.4335486,-0.49380752,"('wavering', 'unwavering')",-1.0231037,-1.2079083,-0.7283261,-0.8508579,0.1225318
82,-0.4096302,-0.4895314,"('poor', 'rich')",6.5824733,6.38265,3.0864215,2.9465592,0.1398623
2,0.39754745,0.47418457,"('unlikable', 'likable')",0.2686027,0.308893,0.3330751,0.3915388,-0.0584637
9,-0.39600402,-0.6751808,"('unaffectionate', 'caring')",1.2720834,0.9191497,0.4380397,0.1219845,0.3160552
27,-0.3887097,-0.6424575,"('hardhearted', 'softhearted')",0.9722995,0.68643105,0.2917949,0.0219868,0.2698081
80,-0.37852988,-0.31825176,"('dominated', 'dominating')",-0.426162,-0.41505158,-0.402346,-0.3666517,-0.0356943
84,0.37593624,0.27005738,"('inferior', 'superior')",0.42290166,0.20690447,0.399419,0.2384809,0.1609381
16,0.3608529,0.24044302,"('unpopular', 'popular')",0.07324101,-0.10309415,0.2170469,0.0686744,0.1483725
56,0.35575077,0.22587802,"('impractical', 'practical')",1.2993214,1.11739,0.8275361,0.671634,0.1559021
83,-0.34224498,-0.1353806,"('powerless', 'powerful')",-0.66165006,-0.5209058,-0.5019475,-0.3281432,-0.1738043
15,0.34055305,0.17442513,"('boring', 'funny')",0.36930093,0.20870322,0.354927,0.1915642,0.1633628
8,-0.33938667,-0.33630988,"('unaffectionate', 'affectionate')",0.7451475,0.6130029,0.2028804,0.1383465,0.0645339
17,-0.31568944,-0.37023857,"('nasty', 'nice')",-0.74509376,-0.5960455,-0.5303916,-0.483142,-0.0472496
85,0.31334603,0.31030098,"('insignificant', 'prestigious')",-1.3075556,-1.2866001,-0.4971048,-0.4881496,-0.0089552
40,-0.31052306,-0.18602195,"('stingy', 'generous')",-1.9795215,-2.2418218,-1.1450223,-1.2139219,0.0688996
62,-0.30657023,-0.66403717,"('incompetent', 'brilliant')",1.6012352,1.1979569,0.6473324,0.2669599,0.3803725
87,0.3003394,0.07954574,"('unsuccessful', 'successful')",0.71390224,0.49717584,0.5071208,0.2883608,0.21876
37,-0.2861697,-0.34689155,"('fake', 'genuine')",0.67013764,0.49582267,0.191984,0.0744656,0.1175184
4,0.28378528,0.015394375,"('disliked', 'liked')",-7.1080537,-7.4373918,-3.4121342,-3.7109988,0.2988646
74,-0.26526916,-0.26665616,"('undedicated', 'dedicated')",-0.0029332228,0.16802211,-0.1341012,-0.049317,-0.0847842
18,-0.26318946,-0.25366217,"('disagreeable', 'welcoming')",-0.7412447,-0.80039394,-0.5022171,-0.5270281,0.024811
77,0.25246453,-0.011529166,"('unmotivated', 'motivated')",-0.62241656,-1.1202371,-0.184976,-0.5658832,0.3809072
54,-0.19613795,-0.3218027,"('incapable', 'capable')",1.0390075,0.80473244,0.4214348,0.2414649,0.1799699
34,-0.14476721,-0.30723453,"('mean', 'honorable')",5.22688,5.009823,2.5410564,2.351294,0.1897624
36,-0.13852496,0.13262656,"('hostile', 'amicable')",-1.3291146,-1.1954736,-0.7338198,-0.5314235,-0.2023963
29,-0.12409192,-0.17368262,"('unfair', 'fair')",-1.1049584,-1.0714563,-0.6145252,-0.6225694,0.0080442
44,-0.12361042,0.1472902,"('prejudiced', 'unprejudiced')",-1.2580866,-0.9338639,-0.6908485,-0.3932868,-0.2975617
31,0.12228592,0.13858931,"('evil', 'good')",-1.8041843,-1.7513508,-0.8409492,-0.8063807,-0.0345685
39,-0.10815856,0.19366091,"('exploitative', 'cooperative')",0.6688825,0.9385575,0.280362,0.5661092,-0.2857472
71,-0.08889041,-0.37078777,"('diffident', 'self-confident')",0.17016405,-0.02939716,0.0406368,-0.2000925,0.2407293
50,0.08373957,-0.08332273,"('clumsy', 'skillful')",-0.117253296,-0.33539826,-0.0167569,-0.2093605,0.1926036
42,-0.083614364,-0.008880448,"('unreliable', 'reliable')",-2.6082723,-2.798359,-1.3459433,-1.4036196,0.0576763
52,0.06903201,0.10220817,"('irrational', 'rational')",-0.33151647,-0.41848364,-0.1312422,-0.1581377,0.0268955
19,-0.049804647,-0.25395852,"('inhospitable', 'hospitable')",-0.547864,-0.88499165,-0.2988343,-0.5694751,0.2706408
60,0.04371359,-0.24751769,"('inefficient', 'efficient')",1.4869261,1.1661339,0.7653198,0.4593081,0.3060117
