,halliburton_male,halliburton_female,tuple,company_male,company_female,average_male,average_female,male-female
4,1.1347065,0.9219778,"('disliked', 'liked')",-6.2489195,-6.6808467,-2.5571065,-2.8794343,0.3223278
45,-1.129042,-1.362336,"('incompetent', 'competent')",0.8457918,0.67368585,-0.1416251,-0.3443251,0.2027
14,-1.1165388,-0.92863524,"('antisocial', 'social')",0.45947766,0.3513632,-0.3285306,-0.288636,-0.0398946
30,-1.1043034,-0.9684826,"('intolerant', 'tolerant')",1.0527239,1.0362617,-0.0257897,0.0338895,-0.0596792
58,-1.093807,-1.0742587,"('undiscriminating', 'discriminating')",-0.20760739,-0.15707982,-0.6507072,-0.6156693,-0.0350379
32,-1.0663109,-1.0266858,"('unkind', 'kind')",1.4391103,1.3983811,0.1863997,0.1858476,0.0005521
24,-1.0543996,-1.1337403,"('dishonest', 'honest')",0.98596627,1.0357322,-0.0342167,-0.0490041,0.0147874
72,-1.0328774,-0.9334981,"('unambitious', 'ambitious')",0.32726648,0.2992283,-0.3528055,-0.3171349,-0.0356706
53,-1.0286869,-1.0229594,"('uncreative', 'creative')",0.12973616,0.29518345,-0.4494753,-0.363888,-0.0855873
20,-1.0195018,-0.8923892,"('rough', 'thoughtful')",0.29439387,0.5219585,-0.362554,-0.1852154,-0.1773386
33,0.9917827,0.9071814,"('wrong', 'right')",-0.07678253,-0.19882338,0.4575001,0.354179,0.1033211
88,-0.99164546,-1.002584,"('low', 'eminent')",0.013389442,0.062468063,-0.489128,-0.470058,-0.01907
51,-0.9878697,-0.932516,"('uneducated', 'educated')",0.73882806,0.7817835,-0.1245208,-0.0753662,-0.0491546
71,0.9822077,0.87082326,"('diffident', 'self-confident')",0.09049757,0.034596853,0.5363526,0.4527101,0.0836425
12,-0.93218225,-0.96534985,"('unsupportive', 'supportive')",-0.7618634,-0.9710704,-0.8470228,-0.9682101,0.1211873
77,-0.9127001,-1.0153878,"('unmotivated', 'motivated')",-0.51901376,-0.55907834,-0.7158569,-0.7872331,0.0713762
36,0.8833985,0.8051419,"('hostile', 'amicable')",-1.9320629,-1.8055954,-0.5243322,-0.5002267,-0.0241055
50,0.8735193,0.9376238,"('clumsy', 'skillful')",-0.5133003,-0.34127668,0.1801095,0.2981735,-0.118064
31,0.8462778,0.73733234,"('evil', 'good')",-1.7936575,-1.9999791,-0.4736899,-0.6313234,0.1576335
41,-0.78570706,-0.74856746,"('unforgiving', 'forgiving')",0.3479039,0.32155424,-0.2189016,-0.2135066,-0.005395
49,-0.7709143,-0.66572225,"('unable', 'able')",-0.32401472,-0.04132608,-0.5474645,-0.3535242,-0.1939403
22,-0.6973101,-0.7397549,"('untrustworthy', 'trustworthy')",-0.45074558,-0.33618486,-0.5740278,-0.5379699,-0.0360579
74,-0.691884,-0.6219634,"('undedicated', 'dedicated')",-0.09405565,-0.0011119954,-0.3929698,-0.3115377,-0.0814321
13,-0.6394025,-0.87616897,"('impolite', 'polite')",0.7138851,0.5205351,0.0372413,-0.1778169,0.2150582
47,-0.63867265,-0.48236436,"('stupid', 'smart')",4.7614555,5.121986,2.0613914,2.3198109,-0.2584195
2,0.61611694,0.72116935,"('unlikable', 'likable')",0.528421,0.5642329,0.572269,0.6427011,-0.0704321
25,0.5891251,0.5988946,"('egoistic', 'altruistic')",0.6940573,0.71752554,0.6415912,0.65821,-0.0166188
66,0.58420897,0.69390005,"('inactive', 'active')",-0.5862093,-0.6670689,-0.0010002,0.0134156,-0.0144158
34,-0.5514294,-0.61893386,"('mean', 'honorable')",4.5975747,4.8475995,2.0230727,2.1143329,-0.0912602
16,0.54322314,0.38311362,"('unpopular', 'popular')",-0.01757864,-0.10862995,0.2628222,0.1372418,0.1255804
1,-0.5262791,-0.69783974,"('unfriendly', 'friendly')",1.2773695,1.1258487,0.3755452,0.2140045,0.1615407
19,0.51891476,0.37246987,"('inhospitable', 'hospitable')",-0.87274325,-0.80639035,-0.1769142,-0.2169602,0.040046
56,-0.5167959,-0.5580769,"('impractical', 'practical')",1.5919957,1.603826,0.5375999,0.5228746,0.0147253
61,-0.4530592,-0.57371163,"('illogical', 'logical')",0.2332707,0.1861755,-0.1098942,-0.1937681,0.0838739
78,-0.42115057,-0.5838403,"('nonresilient', 'resilient')",0.2611492,0.09599762,-0.0800007,-0.2439213,0.1639206
44,0.41929778,0.46000016,"('prejudiced', 'unprejudiced')",-1.4911945,-1.3931264,-0.5359483,-0.4665631,-0.0693852
52,0.4106366,0.3711584,"('irrational', 'rational')",-0.21684931,-0.2828635,0.0968936,0.0441474,0.0527462
67,0.39540344,0.51068443,"('doubtful', 'determined')",-0.24128371,-0.2513797,0.0770599,0.1296524,-0.0525925
26,-0.37046784,-0.18507937,"('hardhearted', 'benevolent')",1.4976279,1.494876,0.56358,0.6548983,-0.0913183
27,-0.3640177,-0.24416584,"('hardhearted', 'softhearted')",0.5885458,0.6651304,0.1122641,0.2104823,-0.0982182
29,0.27904686,0.21307716,"('unfair', 'fair')",-1.2356334,-1.217063,-0.4782932,-0.5019929,0.0236997
9,-0.27329552,-0.23270583,"('unaffectionate', 'caring')",1.4317183,1.4245466,0.5792114,0.5959204,-0.016709
17,0.26526135,0.14746901,"('nasty', 'nice')",-0.51498026,-0.6095599,-0.1248595,-0.2310454,0.1061859
37,-0.25266352,-0.24147296,"('fake', 'genuine')",0.30593932,0.4115806,0.0266379,0.0850538,-0.0584159
18,0.2523853,0.38478634,"('disagreeable', 'welcoming')",-0.87889796,-0.8123242,-0.3132563,-0.2137689,-0.0994874
15,0.25029737,0.18585578,"('boring', 'funny')",0.3938227,0.23033853,0.32206,0.2080972,0.1139628
87,-0.22859393,-0.25495985,"('unsuccessful', 'successful')",0.82957643,0.73649466,0.3004912,0.2407674,0.0597238
64,0.13123994,0.10171073,"('shy', 'confident')",-4.982093,-5.1359344,-2.4254265,-2.5171118,0.0916853
42,0.12794074,0.2821385,"('unreliable', 'reliable')",-2.698608,-2.5377164,-1.2853336,-1.1277889,-0.1575447
54,0.109754786,0.062296562,"('incapable', 'capable')",0.8122371,0.899055,0.4609959,0.4806758,-0.0196799
40,-0.10445717,-0.14207825,"('stingy', 'generous')",-1.7020128,-1.8585232,-0.903235,-1.0003008,0.0970658
82,0.09975073,0.05616893,"('poor', 'rich')",5.9092526,6.1386294,3.0045016,3.0973992,-0.0928976
68,0.07053776,-0.05022296,"('dependent', 'independent')",-1.2475964,-1.205361,-0.5885293,-0.627792,0.0392627
8,-0.06553501,0.08712806,"('unaffectionate', 'affectionate')",0.60456955,0.65320355,0.2695173,0.3701658,-0.1006485
38,0.04958597,-0.36851138,"('untruthful', 'truthful')",0.55879486,0.23441625,0.3041904,-0.0670476,0.371238
39,0.02284269,0.037552945,"('exploitative', 'cooperative')",0.5571188,0.6428322,0.2899807,0.3401926,-0.0502119
84,-0.021498244,-0.034749284,"('inferior', 'superior')",0.589863,0.6010829,0.2841824,0.2831668,0.0010156
