,wachovia_male,wachovia_female,tuple,corp_male,corp_female,average_male,average_female,male-female
20,-0.5350303,-0.48665658,"('rough', 'thoughtful')",0.8677857,0.9121113,0.1663777,0.2127274,-0.0463497
24,-0.5349003,-0.51806945,"('dishonest', 'honest')",0.6688424,0.48683667,0.066971,-0.0156164,0.0825874
67,-0.52415663,-0.41931376,"('doubtful', 'determined')",-0.95967674,-0.6403754,-0.7419167,-0.5298446,-0.2120721
26,0.5050812,0.7752201,"('hardhearted', 'benevolent')",1.3907266,1.9703298,0.9479039,1.372775,-0.4248711
40,0.44759005,0.52705014,"('stingy', 'generous')",-1.9217612,-1.7937431,-0.7370856,-0.6333465,-0.1037391
5,0.4421464,0.52229464,"('distant', 'outgoing')",-0.90452313,-0.8877293,-0.2311884,-0.1827173,-0.0484711
64,-0.41511732,-0.26578012,"('shy', 'confident')",-5.944933,-5.7648196,-3.1800251,-3.0152998,-0.1647253
79,0.40255478,0.50730103,"('wavering', 'unwavering')",-0.66796017,-0.60016847,-0.1327027,-0.0464337,-0.086269
76,-0.40054056,-0.5660797,"('anxious', 'daring')",0.146588,-0.13080633,-0.1269763,-0.348443,0.2214667
54,-0.39350048,-0.33114415,"('incapable', 'capable')",0.70532626,0.75175655,0.1559129,0.2103062,-0.0543933
27,0.38716367,0.37408793,"('hardhearted', 'softhearted')",1.3005211,1.3931302,0.8438424,0.8836091,-0.0397667
83,-0.36323962,-0.5246569,"('powerless', 'powerful')",-0.63113666,-0.7264977,-0.4971882,-0.6255773,0.1283891
49,-0.3607188,-0.5664782,"('unable', 'able')",-0.35762626,-0.49756527,-0.3591725,-0.5320218,0.1728493
48,-0.3470769,-0.5861644,"('unintelligent', 'intelligent')",1.0947851,0.8761389,0.3738541,0.1449873,0.2288668
36,0.3340571,0.66406506,"('hostile', 'amicable')",-0.9259473,-0.66774577,-0.2959451,-0.0018404,-0.2941047
37,-0.33232784,-0.22457796,"('fake', 'genuine')",0.34939855,0.2626127,0.0085354,0.0190174,-0.010482
39,-0.324686,-0.2601534,"('exploitative', 'cooperative')",0.31037843,0.47816125,-0.0071538,0.1090039,-0.1161577
61,-0.30072948,-0.3996874,"('illogical', 'logical')",0.6421854,0.7019643,0.170728,0.1511385,0.0195895
84,-0.2917583,-0.26019213,"('inferior', 'superior')",0.5381253,0.6291976,0.1231835,0.1845027,-0.0613192
29,0.27276918,0.13572547,"('unfair', 'fair')",-0.08956206,0.007244155,0.0916036,0.0714848,0.0201188
17,-0.26546732,-0.31271398,"('nasty', 'nice')",-0.57611763,-0.44671685,-0.4207925,-0.3797154,-0.0410771
58,0.25321907,0.17949942,"('undiscriminating', 'discriminating')",0.14066494,0.22256684,0.196942,0.2010331,-0.0040911
87,0.24629769,0.18610606,"('unsuccessful', 'successful')",1.08218,1.2060598,0.6642389,0.6960829,-0.031844
31,0.23696437,0.36511523,"('evil', 'good')",-1.3325648,-1.1244537,-0.5478002,-0.3796692,-0.168131
72,-0.23284984,-0.27292034,"('unambitious', 'ambitious')",0.16618705,-0.13794325,-0.0333314,-0.2054318,0.1721004
88,-0.23226596,-0.18139133,"('low', 'eminent')",-0.35961097,-0.38318026,-0.2959385,-0.2822858,-0.0136527
80,0.17574865,0.06815463,"('dominated', 'dominating')",-0.14309412,-0.19312933,0.0163273,-0.0624873,0.0788146
82,-0.17227387,-0.3111908,"('poor', 'rich')",6.3682876,5.849885,3.0980067,2.7693472,0.3286595
66,0.15411717,0.26644063,"('inactive', 'active')",-0.1819562,0.14854482,-0.0139195,0.2074927,-0.2214122
16,-0.1524648,-0.23723453,"('unpopular', 'popular')",-0.24345867,-0.29508948,-0.1979617,-0.266162,0.0682003
34,-0.12548679,-0.18883812,"('mean', 'honorable')",5.102156,4.893953,2.4883347,2.3525574,0.1357773
68,-0.121767536,-0.17653677,"('dependent', 'independent')",-1.0405729,-1.096195,-0.5811702,-0.6363659,0.0551957
50,0.11875446,0.31462148,"('clumsy', 'skillful')",-0.07765849,-0.16964316,0.020548,0.0724892,-0.0519412
18,-0.10407903,0.020143658,"('disagreeable', 'welcoming')",-0.9671082,-0.9053326,-0.5355936,-0.4425945,-0.0929991
19,0.10041933,0.117517084,"('inhospitable', 'hospitable')",-0.6215382,-0.49522415,-0.2605594,-0.1888535,-0.0717059
42,-0.08474115,-0.029957218,"('unreliable', 'reliable')",-2.8169916,-2.7892566,-1.4508663,-1.4096069,-0.0412594
30,0.057541057,-0.055094585,"('intolerant', 'tolerant')",0.80974495,0.801021,0.433643,0.3729632,0.0606798
74,-0.024405263,-0.11505807,"('undedicated', 'dedicated')",-0.32149443,-0.19256371,-0.1729499,-0.1538109,-0.019139
2,-0.017552763,0.023430767,"('unlikable', 'likable')",0.6279302,0.60085297,0.3051887,0.3121419,-0.0069532
25,0.0032890663,0.0715349,"('egoistic', 'altruistic')",1.035265,1.058483,0.519277,0.5650089,-0.0457319
