,medtronic_male,medtronic_female,tuple,plc_male,plc_female,average_male,average_female,male-female
24,-0.85212314,-0.88342005,"('dishonest', 'honest')",0.7697932,0.75560486,-0.041165,-0.0639076,0.0227426
57,-0.7799413,-0.8467836,"('unimaginative', 'imaginative')",-1.2980053,-1.7570598,-1.0389733,-1.3019217,0.2629484
15,0.77598053,0.68226,"('boring', 'funny')",0.20441003,0.12314113,0.4901953,0.4027005,0.0874948
84,0.7754151,0.7344998,"('inferior', 'superior')",0.93126583,0.77016944,0.8533405,0.7523346,0.1010059
37,-0.760416,-0.766224,"('fake', 'genuine')",0.47768915,0.4557713,-0.1413634,-0.1552264,0.013863
58,-0.7501489,-0.90223116,"('undiscriminating', 'discriminating')",0.9238537,0.67059326,0.0868524,-0.1158189,0.2026713
73,0.73024815,0.6948215,"('helpless', 'self-reliant')",-2.2297182,-2.4900563,-0.749735,-0.8976174,0.1478824
21,-0.66226494,-0.59033775,"('immoral', 'moral')",-1.4882478,-1.2919661,-1.0752563,-0.9411519,-0.1341044
43,-0.6558853,-0.59809315,"('irresponsible', 'responsible')",0.9212616,0.97711533,0.1326882,0.1895111,-0.0568229
50,0.64948165,0.6778637,"('clumsy', 'skillful')",-0.52657294,-0.45378822,0.0614544,0.1120377,-0.0505833
22,-0.63947606,-0.71979123,"('untrustworthy', 'trustworthy')",-0.5499754,-0.6425832,-0.5947257,-0.6811872,0.0864615
72,-0.6378918,-0.57464576,"('unambitious', 'ambitious')",1.1072648,0.9493399,0.2346865,0.1873471,0.0473394
27,-0.6212016,-0.5916647,"('hardhearted', 'softhearted')",0.40325168,0.44141316,-0.1089749,-0.0751258,-0.0338491
88,-0.61070085,-0.5889111,"('low', 'eminent')",0.27215227,0.19489175,-0.1692743,-0.1970097,0.0277354
9,-0.607691,-0.661805,"('unaffectionate', 'caring')",1.4107345,1.1705204,0.4015218,0.2543577,0.1471641
19,-0.5584204,-0.5237492,"('inhospitable', 'hospitable')",-0.07059799,-0.16195232,-0.3145092,-0.3428507,0.0283415
45,-0.54204893,-0.6571098,"('incompetent', 'competent')",1.071175,0.7579505,0.264563,0.0504203,0.2141427
41,-0.5377807,-0.5181158,"('unforgiving', 'forgiving')",0.5525565,0.40099582,0.0073879,-0.05856,0.0659479
6,-0.5375187,-0.5908257,"('distant', 'open')",0.5677018,0.31357306,0.0150916,-0.1386263,0.1537179
67,0.52852046,0.5574781,"('doubtful', 'determined')",-0.38614985,-0.32079288,0.0711853,0.1183426,-0.0471573
4,0.5263019,0.41005164,"('disliked', 'liked')",-3.889548,-4.7310886,-1.6816231,-2.1605184,0.4788953
76,-0.52212656,-0.40343943,"('anxious', 'daring')",-0.2591072,-0.1210547,-0.3906169,-0.2622471,-0.1283698
52,-0.4943785,-0.6297771,"('irrational', 'rational')",-0.2013841,-0.24937798,-0.3478813,-0.4395775,0.0916962
56,0.49049288,0.5010531,"('impractical', 'practical')",0.7916441,0.6936252,0.6410685,0.5973392,0.0437293
87,0.48388046,0.5282219,"('unsuccessful', 'successful')",1.3634713,1.2288005,0.9236759,0.8785112,0.0451647
66,-0.47897995,-0.5974182,"('inactive', 'active')",1.1307026,0.9735676,0.3258613,0.1880747,0.1377866
25,-0.46742356,-0.3906382,"('egoistic', 'altruistic')",0.81404686,0.89254355,0.1733117,0.2509527,-0.077641
68,-0.46666962,-0.58794945,"('dependent', 'independent')",-0.8743249,-0.8982503,-0.6704973,-0.7430999,0.0726026
60,0.45949596,0.5361346,"('inefficient', 'efficient')",0.14585708,0.2359547,0.3026765,0.3860447,-0.0833682
39,0.45429233,0.5265386,"('exploitative', 'cooperative')",0.2652904,0.36094865,0.3597914,0.4437436,-0.0839522
81,-0.45168933,-0.30384994,"('submissive', 'aggressive')",-0.73919773,-0.59820956,-0.5954435,-0.4510297,-0.1444138
51,-0.45088166,-0.41095912,"('uneducated', 'educated')",0.20466731,0.29599887,-0.1231072,-0.0574801,-0.0656271
34,-0.40342113,-0.34746087,"('mean', 'honorable')",3.898729,4.134303,1.747654,1.8934212,-0.1457672
61,-0.40041035,-0.48324102,"('illogical', 'logical')",0.5972598,0.551328,0.0984247,0.0340435,0.0643812
0,-0.35807425,-0.27961802,"('unsociable', 'sociable')",-0.60241675,-0.5960488,-0.4802455,-0.4378334,-0.0424121
33,0.35339457,0.31284866,"('wrong', 'right')",0.25218856,0.10935971,0.3027916,0.2111042,0.0916874
62,-0.34492937,-0.2963491,"('incompetent', 'brilliant')",0.615728,0.5636476,0.1353993,0.1336493,0.00175
65,-0.34145436,-0.2934182,"('insecure', 'secure')",0.060996123,0.18822116,-0.1402291,-0.0525985,-0.0876306
18,-0.3140816,-0.2206859,"('disagreeable', 'welcoming')",-0.9592947,-0.7843124,-0.6366881,-0.5024992,-0.1341889
38,-0.30820528,-0.4054398,"('untruthful', 'truthful')",0.57454854,0.3389743,0.1331716,-0.0332327,0.1664043
42,0.29497203,0.3388999,"('unreliable', 'reliable')",-2.0694282,-2.2304482,-0.8872281,-0.9457742,0.0585461
11,-0.27543703,-0.14606237,"('unhelpful', 'helpful')",1.0177075,1.1022131,0.3711352,0.4780754,-0.1069402
35,0.26793674,0.18545833,"('corrupt', 'incorrupt')",-0.3397738,-0.3396919,-0.0359185,-0.0771168,0.0411983
83,-0.26678455,-0.29983413,"('powerless', 'powerful')",-0.41929513,-0.6057724,-0.3430398,-0.4528033,0.1097635
78,0.26512623,0.33852786,"('nonresilient', 'resilient')",0.3252866,0.21984345,0.2952064,0.2791857,0.0160207
44,0.2611183,0.19424337,"('prejudiced', 'unprejudiced')",-1.3074025,-1.2882237,-0.5231421,-0.5469902,0.0238481
14,-0.24470437,-0.23738174,"('antisocial', 'social')",0.11954592,0.15160725,-0.0625792,-0.0428872,-0.019692
36,-0.23642959,-0.43690968,"('hostile', 'amicable')",0.7673398,0.48603663,0.2654551,0.0245635,0.2408916
79,-0.23064247,-0.38825253,"('wavering', 'unwavering')",-0.05346822,-0.23216432,-0.1420553,-0.3102084,0.1681531
20,-0.21359196,-0.27995208,"('rough', 'thoughtful')",1.0055584,0.9065592,0.3959832,0.3133036,0.0826796
47,-0.2121443,-0.0711231,"('stupid', 'smart')",4.757306,5.2164803,2.2725809,2.5726786,-0.3000977
85,-0.2086936,-0.2744653,"('insignificant', 'prestigious')",-0.1691074,-0.30121326,-0.1889005,-0.2878393,0.0989388
13,-0.1884004,-0.10589409,"('impolite', 'polite')",-0.4361079,-0.35200238,-0.3122542,-0.2289482,-0.083306
16,0.18177292,0.22911784,"('unpopular', 'popular')",-0.05426753,-0.016492441,0.0637527,0.1063127,-0.04256
12,0.18174207,0.17991579,"('unsupportive', 'supportive')",-0.94769484,-1.2178714,-0.3829764,-0.5189778,0.1360014
64,0.1751742,0.016564175,"('shy', 'confident')",-4.531729,-4.924903,-2.1782775,-2.4541693,0.2758918
80,-0.17165054,-0.06870932,"('dominated', 'dominating')",0.15352249,0.026546065,-0.009064,-0.0210816,0.0120176
77,-0.15772553,-0.19674338,"('unmotivated', 'motivated')",-1.126538,-1.2572768,-0.6421318,-0.7270101,0.0848783
59,0.1489973,0.15435506,"('foolish', 'wise')",0.20532332,0.25009766,0.1771603,0.2022264,-0.0250661
30,-0.14561266,-0.09518856,"('intolerant', 'tolerant')",0.68278706,0.7150295,0.2685872,0.3099205,-0.0413333
32,0.11641693,0.20564164,"('unkind', 'kind')",0.62172794,0.6148111,0.3690724,0.4102264,-0.041154
29,0.07958135,-0.03199307,"('unfair', 'fair')",-0.32856193,-0.43335053,-0.1244903,-0.2326718,0.1081815
75,0.07883745,-0.042581372,"('meek', 'impulsive')",-0.47066763,-0.748396,-0.1959151,-0.3954887,0.1995736
26,-0.0720189,-0.12949796,"('hardhearted', 'benevolent')",2.2807806,2.1207411,1.1043808,0.9956216,0.1087592
40,0.070288375,0.08923786,"('stingy', 'generous')",-1.695142,-1.9755049,-0.8124268,-0.9431335,0.1307067
31,0.056764226,-0.06418354,"('evil', 'good')",-0.2084965,-0.4910823,-0.0758661,-0.2776329,0.2017668
2,0.039605897,0.03251218,"('unlikable', 'likable')",0.56774676,0.65317464,0.3036763,0.3428434,-0.0391671
48,-0.021397434,0.016234118,"('unintelligent', 'intelligent')",-0.2776696,-0.24715024,-0.1495335,-0.1154581,-0.0340754
17,-0.016724627,-0.107389666,"('nasty', 'nice')",-0.9316585,-0.8966254,-0.4741916,-0.5020075,0.0278159
49,-0.01261837,-0.028751448,"('unable', 'able')",-0.15084365,-0.23098919,-0.081731,-0.1298703,0.0481393
5,0.01047913,-0.07459287,"('distant', 'outgoing')",0.739321,0.42370293,0.3749001,0.174555,0.2003451
74,0.0019469373,0.0013642274,"('undedicated', 'dedicated')",0.70400065,0.60529774,0.3529738,0.303331,0.0496428
