,m&t_male,m&t_female,tuple,bank_male,bank_female,corp_male,corp_female,average_male,average_female,male-female
0,-1.2029094,-1.1769018,"('unsociable', 'sociable')",-2.0082943,-2.0287158,-0.8052079,-0.62740326,-1.3388038,-1.2776736,-0.0611302
23,-1.191404,-1.0517378,"('insincere', 'sincere')",-2.1960096,-2.1345518,-0.37898833,-0.1251488,-1.2554673,-1.1038128,-0.1516545
57,-1.1613654,-1.1746567,"('unimaginative', 'imaginative')",-1.5631034,-1.5579015,-1.4712247,-1.3366926,-1.3985645,-1.356417,-0.0421475
29,1.1251454,1.1398506,"('unfair', 'fair')",0.81678283,0.72527635,-0.08000445,-0.063269824,0.6206413,0.600619,0.0200223
82,-1.1227351,-0.7979231,"('poor', 'rich')",-0.20386656,0.16321968,-1.2988231,-0.82597035,-0.8751416,-0.4868913,-0.3882503
87,1.118834,0.9316206,"('unsuccessful', 'successful')",1.1026273,1.1081737,0.50361645,0.58810776,0.9083592,0.8759674,0.0323918
50,1.1186762,1.0180569,"('clumsy', 'skillful')",1.076226,1.0577502,0.1999014,0.17125015,0.7982678,0.7490191,0.0492487
64,1.1153644,1.1632454,"('shy', 'confident')",-0.19055617,-0.24289615,0.1950629,0.28141552,0.3732904,0.4005883,-0.0272979
2,1.0750962,1.0146992,"('unlikable', 'likable')",1.3812714,1.4436415,1.0040507,0.99019843,1.1534727,1.149513,0.0039597
47,-1.027436,-0.97012955,"('stupid', 'smart')",-0.9074144,-0.9286067,-0.15974441,-0.018947117,-0.6981983,-0.6392278,-0.0589705
9,-1.0177739,-1.2012758,"('unaffectionate', 'caring')",-0.3933637,-0.4395251,0.79431343,0.6012819,-0.2056081,-0.3465064,0.1408983
5,1.0135456,1.17464,"('distant', 'outgoing')",1.3420626,1.5156037,0.9889934,0.9308318,1.1148672,1.2070252,-0.092158
86,-1.0070215,-0.9574237,"('uninfluential', 'influential')",-1.5070497,-1.6398516,-0.5887266,-0.53560424,-1.0342659,-1.0442932,0.0100273
34,-0.9865021,-0.9811861,"('mean', 'honorable')",-1.2767576,-1.3157336,0.20513006,0.33675057,-0.6860432,-0.6533897,-0.0326535
42,0.97707105,0.96181375,"('unreliable', 'reliable')",1.1976146,0.9721682,0.4713433,0.62628734,0.8820096,0.8534231,0.0285865
46,-0.9642614,-0.7839106,"('uncompetitive', 'competitive')",-1.986395,-1.8639585,-1.1942326,-0.6468404,-1.3816296,-1.0982365,-0.2833931
18,-0.93595123,-0.88941085,"('disagreeable', 'welcoming')",0.65841365,0.64110434,-0.41685313,-0.4613931,-0.2314636,-0.2365665,0.0051029
11,-0.880525,-0.85523826,"('unhelpful', 'helpful')",-2.3313553,-2.2330873,0.061430916,0.461445,-1.0501498,-0.8756268,-0.174523
43,-0.8518442,-0.57165056,"('irresponsible', 'responsible')",-2.545403,-2.4131923,-0.2724184,0.19748688,-1.2232219,-0.9291186,-0.2941033
80,0.84651566,0.8005818,"('dominated', 'dominating')",-0.57850593,-0.78196406,-0.036960445,-0.005927358,0.0770164,0.0042301,0.0727863
6,0.84224296,0.9419831,"('distant', 'open')",1.7258688,1.8103803,0.7506136,0.51214284,1.1062419,1.0881688,0.0180731
39,-0.81881213,-0.7232829,"('exploitative', 'cooperative')",-1.2276161,-1.2346867,-0.0038184188,0.17698961,-0.6834156,-0.59366,-0.0897556
55,-0.8081187,-0.6077739,"('incompetent', 'clever')",-1.1719886,-1.1156648,-1.361498,-0.980953,-1.1138684,-0.9014639,-0.2124045
70,-0.79703736,-0.7298567,"('lethargic', 'energetic')",-1.1269372,-1.1300498,-0.62856907,-0.19001561,-0.8508479,-0.6833074,-0.1675405
27,-0.77925634,-1.2088447,"('hardhearted', 'softhearted')",-0.90595365,-1.1286985,0.23482385,-0.00563664,-0.4834621,-0.7810599,0.2975978
41,-0.7605145,-0.91756237,"('unforgiving', 'forgiving')",-1.2653208,-1.2988147,0.038355857,-0.046381213,-0.6624931,-0.7542528,0.0917597
37,-0.75909424,-0.9064578,"('fake', 'genuine')",-0.68141127,-0.84604067,0.014397815,-0.077545166,-0.4753692,-0.6100145,0.1346453
20,-0.7255963,-0.581593,"('rough', 'thoughtful')",-0.7210825,-0.7544489,-1.0242993,-1.0193155,-0.8236594,-0.7851191,-0.0385403
17,0.66687804,0.7361727,"('nasty', 'nice')",-0.41696888,-0.49697956,-0.1523588,-0.21246538,0.0325168,0.0089092,0.0236076
72,-0.65445507,-0.58590007,"('unambitious', 'ambitious')",-1.5822573,-1.4262341,-0.57814765,-0.46889558,-0.9382867,-0.8270099,-0.1112768
69,0.64489496,0.23318085,"('lazy', 'industrious')",1.3620328,1.0162919,0.39344582,-0.08183472,0.8001245,0.3892127,0.4109118
79,0.6157854,0.37315917,"('wavering', 'unwavering')",1.1424003,1.2225925,1.1313736,1.0319222,0.9631864,0.8758913,0.0872951
16,0.61099553,0.65963084,"('unpopular', 'popular')",0.61083007,0.70777357,-0.6597684,-0.5453483,0.1873524,0.2740187,-0.0866663
32,-0.6040679,-0.68620193,"('unkind', 'kind')",-0.41908598,-0.4829979,0.28336656,0.078960545,-0.2465958,-0.3634131,0.1168173
54,-0.570257,-0.58713627,"('incapable', 'capable')",0.08596494,0.13996093,0.7546792,0.6931084,0.090129,0.0819777,0.0081513
13,-0.551412,-0.3040229,"('impolite', 'polite')",-1.8048365,-1.7030743,-0.36464998,0.060634524,-0.9069661,-0.6488209,-0.2581452
56,-0.54196244,0.05098531,"('impractical', 'practical')",-2.1821222,-1.9001014,-0.25598827,0.516075,-0.9933577,-0.444347,-0.5490107
60,-0.5065292,-0.068990566,"('inefficient', 'efficient')",-2.3302834,-2.1851695,-1.0832801,-0.45263553,-1.3066975,-0.9022652,-0.4044323
26,-0.491782,-0.8322663,"('hardhearted', 'benevolent')",1.5433767,1.3183573,0.6529727,0.09056555,0.5681891,0.1922189,0.3759702
7,-0.47988832,-0.19158924,"('insensitive', 'sensitive')",-1.4738905,-1.4359695,-0.8103244,-0.57055366,-0.9213677,-0.7327042,-0.1886635
40,-0.4570996,-0.6382549,"('stingy', 'generous')",-0.24521998,-0.481824,0.3079859,-0.014703991,-0.1314446,-0.378261,0.2468164
49,-0.45655185,-0.21993697,"('unable', 'able')",-0.9315193,-0.6063645,-0.80658036,-0.44918814,-0.7315505,-0.4251632,-0.3063873
61,0.4283183,0.7110094,"('illogical', 'logical')",-0.7536333,-0.6027697,-0.1838134,-0.047340486,-0.1697095,0.0202997,-0.1900092
33,0.3989087,0.33136058,"('wrong', 'right')",0.9421394,0.7266558,0.8830918,0.5612498,0.74138,0.5397553,0.2016247
67,0.392652,0.7151995,"('doubtful', 'determined')",0.18602741,0.2279867,0.7395198,0.9338398,0.4393997,0.6256753,-0.1862756
63,0.3799298,0.43384016,"('unperceptive', 'insightful')",-0.6664605,-0.6405671,0.039356332,0.2901048,-0.0823915,0.0277926,-0.1101841
36,0.36345547,0.028471902,"('hostile', 'amicable')",-0.10627392,-0.33066797,0.5101263,-0.10641809,0.2557693,-0.1362047,0.391974
74,0.35974443,0.45107025,"('undedicated', 'dedicated')",0.22539148,0.22230265,0.3494109,0.38224602,0.3115156,0.351873,-0.0403574
25,-0.3596439,-0.42921343,"('egoistic', 'altruistic')",0.10140444,0.08014338,0.0251442,-0.40247655,-0.0776984,-0.2505155,0.1728171
44,-0.35938284,-0.53452504,"('prejudiced', 'unprejudiced')",-0.10307223,-0.19604427,0.11565862,-0.04739792,-0.1155988,-0.2593224,0.1437236
81,-0.3325606,-0.26352692,"('submissive', 'aggressive')",-1.5978495,-1.6154664,-0.48440886,-0.20877177,-0.8049397,-0.6959217,-0.109018
66,0.3081007,-0.16226229,"('inactive', 'active')",1.1308681,0.9054868,0.050829142,-0.21024692,0.4965993,0.1776592,0.3189401
30,-0.29730663,-0.029336195,"('intolerant', 'tolerant')",-1.3443239,-1.4068562,-0.5194955,-0.20998794,-0.7203754,-0.5487268,-0.1716486
45,-0.26050282,-0.23689878,"('incompetent', 'competent')",-1.6132271,-1.531475,-0.6948275,-0.2422246,-0.8561858,-0.6701995,-0.1859863
14,-0.258238,-0.22846028,"('antisocial', 'social')",-1.1773577,-1.2646012,-0.33893806,-0.10050249,-0.5915112,-0.531188,-0.0603232
83,0.23032296,0.07908094,"('powerless', 'powerful')",-0.832958,-1.0607091,0.19162376,0.11752384,-0.1370038,-0.2880348,0.151031
31,0.21573032,-0.17724754,"('evil', 'good')",1.7164855,1.4925644,0.7170635,0.20288843,0.8830931,0.5060685,0.3770246
68,-0.19475076,-0.1504919,"('dependent', 'independent')",-1.3658626,-1.3686004,-1.8212558,-1.6419113,-1.1272898,-1.0536679,-0.0736219
19,0.19364794,-0.07921433,"('inhospitable', 'hospitable')",0.74020314,0.7947878,0.20305333,0.22367322,0.3789681,0.3130822,0.0658859
62,0.17869729,0.41998464,"('incompetent', 'brilliant')",-1.5900853,-1.2915694,0.08580634,0.72956264,-0.4418605,-0.0473407,-0.3945198
58,-0.16887529,-0.54011,"('undiscriminating', 'discriminating')",-0.20279785,-0.3603049,-1.2840227,-1.3847685,-0.5518986,-0.7617278,0.2098292
15,0.13318186,0.12568894,"('boring', 'funny')",1.0724086,1.1078265,0.18422706,0.17358509,0.4632725,0.4690335,-0.005761
21,-0.11092548,0.26142788,"('immoral', 'moral')",-0.9190354,-0.9510955,-0.7641627,-0.44532576,-0.5980412,-0.3783311,-0.2197101
77,-0.100002855,0.020763244,"('unmotivated', 'motivated')",-1.1363127,-1.1557531,-0.72654116,-0.72385395,-0.6542856,-0.6196146,-0.034671
75,-0.08449086,-0.13966323,"('meek', 'impulsive')",0.38309813,0.5051895,0.52263284,0.5106224,0.2737467,0.2920495,-0.0183028
84,-0.08132541,-0.13140363,"('inferior', 'superior')",-0.028006386,-0.067908734,-0.28987148,-0.22506562,-0.1330678,-0.1414593,0.0083915
52,0.05935459,-0.3485302,"('irrational', 'rational')",1.0145991,0.8196442,0.5893036,0.06911671,0.5544191,0.1800769,0.3743422
12,0.05243826,-0.07447686,"('unsupportive', 'supportive')",-0.5586421,-0.5230222,1.5908345,1.6911633,0.3615436,0.3645548,-0.0030112
38,-0.046922974,0.031750157,"('untruthful', 'truthful')",-1.2742522,-1.2701821,0.719492,0.72598314,-0.200561,-0.1708163,-0.0297447
88,0.033112526,0.21555018,"('low', 'eminent')",-0.35017505,-0.33141097,-0.80784786,-0.86494815,-0.3749701,-0.3269363,-0.0480338
35,0.03095363,0.011336565,"('corrupt', 'incorrupt')",0.96887916,0.99903834,0.079462245,-0.31669146,0.359765,0.2312278,0.1285372
71,-0.017803252,-0.102019876,"('diffident', 'self-confident')",-0.24443012,-0.34438732,1.1368198,0.9744021,0.2915288,0.1759983,0.1155305
76,0.004715927,0.27155206,"('anxious', 'daring')",-0.18531947,-0.0086982325,-0.74042547,-0.52480096,-0.3070097,-0.0873157,-0.219694
78,0.0013955375,0.10831823,"('nonresilient', 'resilient')",-0.9289493,-0.81309474,-0.113082066,0.011049477,-0.3468786,-0.2312424,-0.1156362
