,abercrombie_male,abercrombie_female,tuple,&_male,&_female,fitch_male,fitch_female,co_male,co_female,average_male,average_female,male-female
48,-2.0968711,-2.1281002,"('unintelligent', 'intelligent')",-1.5910118,-1.7052704,-2.1081293,-2.0500915,0.249137,0.4192021,-1.3867188,-1.366065,-0.0206538
11,-2.059072,-2.0089228,"('unhelpful', 'helpful')",-2.52632,-2.613819,-0.88358194,-0.8852414,2.2484632,2.558899,-0.8051277,-0.7372711,-0.0678566
63,-2.0214832,-2.11221,"('unperceptive', 'insightful')",-0.42948884,-0.5681039,0.4263236,0.25801063,0.9083972,1.1411654,-0.2790628,-0.3202845,0.0412217
57,-2.0142531,-2.1256816,"('unimaginative', 'imaginative')",-1.45192,-1.632277,-1.292739,-1.4113451,-2.994133,-2.862355,-1.9382613,-2.0079148,0.0696535
65,-2.0138028,-1.9492624,"('insecure', 'secure')",-1.4251859,-1.5574335,-2.735371,-2.592012,0.038795814,0.25000733,-1.533891,-1.4621751,-0.0717159
6,1.9719164,1.8960958,"('distant', 'open')",1.3500463,1.527749,2.831518,2.7293336,-0.056595843,-0.22297648,1.5242212,1.4825504,0.0416708
14,-1.9688767,-1.8971627,"('antisocial', 'social')",-1.2964256,-1.4517758,-2.7301428,-2.739609,-0.73511,-0.6654696,-1.6826388,-1.6885043,0.0058655
24,-1.924297,-1.9330939,"('dishonest', 'honest')",-2.0961585,-2.074672,-0.30876175,-0.20533782,0.49888435,0.6942668,-0.9575831,-0.8797092,-0.0778739
70,-1.9197721,-1.9485244,"('lethargic', 'energetic')",-1.556624,-1.7633468,-0.57338464,-0.579389,0.35586393,0.7124029,-0.9234792,-0.8947144,-0.0287648
5,1.8536621,1.8249887,"('distant', 'outgoing')",1.0181134,1.2212412,3.3860118,3.3586404,-0.40328082,-0.4784677,1.4636267,1.4816005,-0.0179738
73,1.8450685,1.8775222,"('helpless', 'self-reliant')",0.9340891,0.91916025,1.2936848,1.3755141,-3.5032458,-3.5412643,0.1423992,0.157733,-0.0153338
44,1.8087698,1.9481076,"('prejudiced', 'unprejudiced')",-0.08797138,0.05405561,-1.5804825,-1.4956146,-1.7308682,-1.803639,-0.3976381,-0.3242726,-0.0733655
7,-1.7952727,-1.8659142,"('insensitive', 'sensitive')",-1.5911092,-1.7740473,-0.21992987,-0.25720385,0.32769728,0.4615394,-0.8196536,-0.8589065,0.0392529
3,-1.7909762,-1.8356137,"('repellent', 'pleasant')",-0.8640994,-1.071503,-0.36845586,-0.38262546,0.57414496,0.5816379,-0.6123466,-0.6770262,0.0646796
13,-1.7127814,-1.6689353,"('impolite', 'polite')",-1.484652,-1.551519,-0.3664172,-0.27759784,0.14074919,0.26653636,-0.8557754,-0.807879,-0.0478964
66,1.6164869,1.5364852,"('inactive', 'active')",1.628085,1.5869086,1.3601536,1.1855855,0.683319,0.46962985,1.3220111,1.1946522,0.1273589
31,1.5854601,1.5012263,"('evil', 'good')",1.4762402,1.6554275,1.4060675,1.4283603,-1.0584517,-1.2628589,0.852329,0.8305389,0.0217901
22,-1.5844646,-1.5043108,"('untrustworthy', 'trustworthy')",-1.1207398,-1.1174287,-1.0458388,-0.9655176,-0.7236833,-0.51128983,-1.1186817,-1.0246367,-0.094045
76,-1.5604472,-1.4613285,"('anxious', 'daring')",-0.24171029,-0.30193415,-1.9565668,-1.8891929,0.07354099,0.45670357,-0.9212958,-0.798938,-0.1223578
30,-1.5250944,-1.519446,"('intolerant', 'tolerant')",-1.8563918,-1.9851221,0.08875561,0.16290534,0.2753472,0.35745725,-0.7543458,-0.7460514,-0.0082944
77,-1.52456,-1.486103,"('unmotivated', 'motivated')",-0.39213306,-0.4795826,0.43325317,0.37764123,-0.6369149,-0.6058367,-0.5300887,-0.5484703,0.0183816
82,-1.5206976,-1.3801894,"('poor', 'rich')",-2.134291,-2.200142,-3.2057254,-3.0619416,5.7739797,6.1893888,-0.2716836,-0.113221,-0.1584626
33,1.4623827,1.4545519,"('wrong', 'right')",1.1618974,1.2064962,1.2456816,1.1764528,-1.032925,-1.2734166,0.7092592,0.6410211,0.0682381
56,-1.4318953,-1.3466929,"('impractical', 'practical')",-1.6356229,-1.6394136,-0.055627804,0.02538208,0.036951523,0.44774145,-0.7715486,-0.6282457,-0.1433029
32,-1.4049399,-1.3676043,"('unkind', 'kind')",-1.2387831,-1.3384767,-1.3714237,-1.3778324,0.663343,0.9175203,-0.8379509,-0.7915983,-0.0463526
53,-1.3131423,-1.4171075,"('uncreative', 'creative')",-0.08289394,-0.13959402,1.1069431,1.027512,1.161172,1.3016027,0.2180197,0.1931033,0.0249164
75,1.2892573,1.3076861,"('meek', 'impulsive')",0.0074892864,0.18890399,0.28759322,0.35589376,-0.7550429,-0.7129174,0.2073242,0.2848916,-0.0775674
51,-1.2840515,-1.2374562,"('uneducated', 'educated')",-0.52078944,-0.5400597,-1.0849874,-1.0525632,0.9264527,0.98893833,-0.490844,-0.4602852,-0.0305588
49,-1.266707,-1.312316,"('unable', 'able')",-0.763721,-0.76643944,0.12498021,0.18272361,-0.5552981,-0.342535,-0.6151865,-0.5596417,-0.0555448
12,-1.2642883,-1.3851084,"('unsupportive', 'supportive')",-0.49358696,-0.6222756,1.5331606,1.3922588,-1.6697316,-1.5498993,-0.4736116,-0.5412561,0.0676445
52,1.2095332,0.9946427,"('irrational', 'rational')",1.4010528,1.4555448,0.6083021,0.44008404,-0.6813705,-0.9420324,0.6343794,0.4870598,0.1473196
79,1.148815,1.0631229,"('wavering', 'unwavering')",1.3163124,1.3898765,1.1316413,0.9571416,-0.50811404,-0.48964468,0.7721637,0.7301241,0.0420396
39,-1.1395459,-1.2932067,"('exploitative', 'cooperative')",-0.37296516,-0.3502334,0.13972582,0.110447615,0.40917057,0.29644737,-0.2409037,-0.3091363,0.0682326
59,1.0830079,1.0522871,"('foolish', 'wise')",0.4669829,0.5917542,0.4600561,0.41449067,-0.31803846,-0.4951551,0.4230021,0.3908442,0.0321579
41,-1.0566211,-1.2575535,"('unforgiving', 'forgiving')",-0.73989344,-0.7698554,-0.56249255,-0.6655257,-0.15849417,-0.22605069,-0.6293753,-0.7297463,0.100371
1,-1.0454897,-1.2150097,"('unfriendly', 'friendly')",-0.122227356,-0.24182203,1.8718814,1.6914783,1.4726268,1.3453255,0.5441978,0.394993,0.1492048
4,1.0227932,0.91413516,"('disliked', 'liked')",1.2109234,1.2630626,1.2738829,1.2448047,-6.789001,-6.8931785,-0.8203504,-0.867794,0.0474436
47,-0.9231526,-0.8508097,"('stupid', 'smart')",-0.49920133,-0.46907878,-0.44250852,-0.40109634,5.1644382,5.326064,0.824894,0.9012698,-0.0763758
88,-0.9217258,-0.9060029,"('low', 'eminent')",-0.8280261,-0.782797,-1.5169605,-1.492109,-0.8449598,-0.65814847,-1.0279181,-0.9597643,-0.0681538
9,-0.8476021,-1.0506556,"('unaffectionate', 'caring')",-0.58289444,-0.7068783,1.9965172,1.8250871,0.983489,0.94368273,0.3873774,0.252809,0.1345684
74,-0.8354575,-0.9471022,"('undedicated', 'dedicated')",-0.50199574,-0.6318617,1.0266107,0.9855648,0.33454552,0.5122258,0.0059258,-0.0202933,0.0262191
25,0.8274899,0.72141796,"('egoistic', 'altruistic')",1.0917556,1.0947742,1.406634,1.2568223,1.5798442,1.427007,1.2264309,1.1250054,0.1014255
16,0.7601149,0.82851756,"('unpopular', 'popular')",0.7316599,0.83612645,-0.6827433,-0.60960966,-0.02649064,0.018835071,0.1956352,0.2684674,-0.0728322
58,-0.7574889,-0.8914888,"('undiscriminating', 'discriminating')",0.18948855,0.08657058,0.2596061,0.1385849,0.45144114,0.38594484,0.0357617,-0.0700971,0.1058588
38,-0.7514564,-0.8093838,"('untruthful', 'truthful')",-1.0912675,-1.0501512,0.64005935,0.5688968,-0.13673529,-0.14710087,-0.33485,-0.3594348,0.0245848
37,-0.7301273,-0.76488096,"('fake', 'genuine')",-0.4956331,-0.5886683,0.015567273,-0.13834548,0.23565945,0.29926977,-0.2436334,-0.2981562,0.0545228
17,0.7051492,0.59494084,"('nasty', 'nice')",0.85037875,0.87223244,1.2289363,1.1899797,-0.10630704,-0.19664094,0.6695393,0.615128,0.0544113
71,0.54073715,0.47167456,"('diffident', 'self-confident')",-0.061245114,-0.11453383,1.9884652,1.9032245,0.004856173,0.028417006,0.6182033,0.5721956,0.0460077
20,-0.5403402,-0.53922915,"('rough', 'thoughtful')",0.5830624,0.58885443,-0.1802075,-0.17726573,0.81845796,0.80080456,0.1702432,0.168291,0.0019522
8,-0.53763324,-0.7680632,"('unaffectionate', 'affectionate')",-0.15544602,-0.26626372,1.3003758,1.1571993,0.32295406,0.312913,0.2325627,0.1089463,0.1236164
42,0.47108725,0.4668856,"('unreliable', 'reliable')",1.0410178,0.9400225,0.23897246,0.20092484,-2.3953445,-2.2356925,-0.1610668,-0.1569649,-0.0041019
78,-0.46813682,-0.45942736,"('nonresilient', 'resilient')",0.3791153,0.115091234,0.59923863,0.46075267,0.8759538,1.050785,0.3465427,0.2918004,0.0547423
50,0.45714757,0.50189745,"('clumsy', 'skillful')",1.5522046,1.4720677,-0.5602118,-0.68211263,-0.038514633,0.04799688,0.3526565,0.3349623,0.0176942
61,-0.44339353,-0.46619308,"('illogical', 'logical')",0.0749505,0.06220116,0.5624468,0.6312529,-0.035586853,-0.04501085,0.0396042,0.0455625,-0.0059583
26,0.39984256,0.2462932,"('hardhearted', 'benevolent')",1.2104481,0.96014607,1.1503814,0.927989,1.317237,1.0766447,1.0194772,0.8027682,0.216709
15,0.38851422,0.36404115,"('boring', 'funny')",0.6178531,0.74957436,0.47270435,0.52507186,0.74873054,0.9545262,0.5569506,0.6483034,-0.0913528
34,-0.38700676,-0.4649248,"('mean', 'honorable')",-0.6579291,-0.67744094,1.3619382,1.3391998,5.5973864,5.6274633,1.4785972,1.4560744,0.0225228
80,-0.3591554,-0.28157493,"('dominated', 'dominating')",-0.0073973387,-0.116344094,-1.4632051,-1.3906014,-0.32600877,-0.22589013,-0.5389416,-0.5036026,-0.035339
84,0.34698677,0.3169452,"('inferior', 'superior')",0.6440804,0.65880334,0.60248065,0.6295954,0.7365311,0.82456315,0.5825197,0.6074768,-0.0249571
27,0.32572794,0.23508736,"('hardhearted', 'softhearted')",-0.75318587,-0.83059794,1.2584006,1.0927148,0.9398318,0.87381995,0.4426936,0.342756,0.0999376
18,-0.25119314,-0.27565295,"('disagreeable', 'welcoming')",0.39570427,0.46867794,-1.1172669,-1.0397818,-1.3524916,-1.3607612,-0.5813118,-0.5518795,-0.0294323
87,0.24159157,0.18981776,"('unsuccessful', 'successful')",1.2567282,1.1910199,0.029797424,0.062164806,0.33510438,0.48247313,0.4658054,0.4813689,-0.0155635
19,0.23723558,0.17248616,"('inhospitable', 'hospitable')",-0.06711354,0.059753932,2.081245,2.0634615,-0.09581003,-0.03683137,0.5388893,0.5647175,-0.0258282
54,-0.21305488,-0.29155475,"('incapable', 'capable')",-0.30628535,-0.34955633,1.2388836,1.0765493,0.549158,0.6847669,0.3171753,0.2800513,0.037124
68,-0.091653466,-0.048699178,"('dependent', 'independent')",-1.2212257,-1.1234186,-0.16174467,-0.08145249,-1.1077731,-1.0639848,-0.6455992,-0.5793887,-0.0662105
83,-0.0746607,-0.19956529,"('powerless', 'powerful')",0.38431284,0.31918928,0.6345314,0.54943687,-1.0419062,-0.9805623,-0.0244307,-0.0778754,0.0534447
67,-0.049711198,-0.017616637,"('doubtful', 'determined')",-0.6252563,-0.51544875,0.07327163,0.065055266,-0.38436756,-0.39947948,-0.2465159,-0.2168724,-0.0296435
2,0.049304686,0.038439095,"('unlikable', 'likable')",0.82174736,0.79129744,0.48125005,0.46382207,0.42770556,0.45510912,0.4450019,0.4371669,0.007835
40,-0.04309308,-0.18640542,"('stingy', 'generous')",0.15891466,0.10745091,0.2784468,0.2267678,-1.9355131,-2.0800972,-0.3853112,-0.483071,0.0977598
29,0.03830082,0.1332445,"('unfair', 'fair')",-0.3722747,-0.24996221,0.22391017,0.29791483,-0.75219077,-0.70183086,-0.2155636,-0.1301584,-0.0854052
64,-0.020190312,-0.07856492,"('shy', 'confident')",0.39770588,0.38418144,-0.06524756,-0.07255897,-6.1817727,-6.149455,-1.4673762,-1.4790994,0.0117232
