,boeing_male,boeing_female,tuple,co_male,co_female,average_male,average_female,male-female
35,-0.5177288,-1.002288,"('corrupt', 'incorrupt')",-1.4759532,-1.5608623,-0.996841,-1.2815752,0.2847342
69,0.5132837,0.04568395,"('lazy', 'industrious')",-1.6698807,-1.8836128,-0.5782985,-0.9189644,0.3406659
70,-0.4927768,-0.16754708,"('lethargic', 'energetic')",0.5500074,0.6474793,0.0286153,0.2399661,-0.2113508
73,0.49147096,0.21751733,"('helpless', 'self-reliant')",-3.7577643,-3.9240577,-1.6331466,-1.8532702,0.2201236
40,-0.48241234,-0.48244312,"('stingy', 'generous')",-2.4664917,-2.4922705,-1.474452,-1.4873568,0.0129048
24,0.47844505,0.42740318,"('dishonest', 'honest')",1.2915748,1.1628304,0.8850099,0.7951168,0.0898931
6,-0.46306115,-1.0420372,"('distant', 'open')",-1.4081273,-1.4401628,-0.9355942,-1.2411001,0.3055059
36,-0.4568217,-0.96379817,"('hostile', 'amicable')",-0.8658854,-1.1236587,-0.6613535,-1.0437284,0.3823749
55,0.36583397,0.74660164,"('incompetent', 'clever')",0.84933966,0.69565976,0.6075868,0.7211307,-0.1135439
80,0.36210507,0.59983927,"('dominated', 'dominating')",-0.31769243,-0.42831433,0.0222063,0.0857625,-0.0635562
57,-0.36133766,0.1209959,"('unimaginative', 'imaginative')",-2.9081547,-2.7427676,-1.6347462,-1.3108858,-0.3238604
52,-0.3437346,-0.8645853,"('irrational', 'rational')",-0.99839705,-1.3148906,-0.6710658,-1.0897379,0.4186721
20,0.33868444,0.36746198,"('rough', 'thoughtful')",0.7189226,0.60774803,0.5288035,0.487605,0.0411985
48,0.28773808,0.5647846,"('unintelligent', 'intelligent')",0.13783897,0.07561182,0.2127885,0.3201982,-0.1074097
85,0.25487044,-0.5038029,"('insignificant', 'prestigious')",-1.0271046,-1.3776379,-0.3861171,-0.9407204,0.5546033
5,-0.24094227,-0.74770755,"('distant', 'outgoing')",-1.5280796,-1.6206533,-0.8845109,-1.1841804,0.2996695
0,0.23235188,0.55659646,"('unsociable', 'sociable')",0.010718489,0.12708552,0.1215352,0.341841,-0.2203058
32,0.2191582,0.23457006,"('unkind', 'kind')",1.5227485,1.4151932,0.8709533,0.8248816,0.0460717
76,-0.21874203,-0.06518653,"('anxious', 'daring')",0.73504794,0.7768545,0.258153,0.355834,-0.097681
43,-0.21624514,-0.13557173,"('irresponsible', 'responsible')",1.0929594,1.0779783,0.4383571,0.4712033,-0.0328462
7,0.20858195,0.63171923,"('insensitive', 'sensitive')",0.37198582,0.5949985,0.2902839,0.6133589,-0.323075
11,0.19721578,0.10948448,"('unhelpful', 'helpful')",3.1429462,3.0228908,1.670081,1.5661876,0.1038934
88,-0.19414312,-0.1296441,"('low', 'eminent')",0.07224812,-0.017450554,-0.0609475,-0.0735473,0.0125998
4,0.18674499,0.17341717,"('disliked', 'liked')",-6.4240127,-6.3731556,-3.1186337,-3.0998693,-0.0187644
45,-0.18167445,0.19673595,"('incompetent', 'competent')",-0.031137867,0.17362069,-0.1064062,0.1851783,-0.2915845
8,0.18063723,-0.23578241,"('unaffectionate', 'affectionate')",0.11270001,-0.014768057,0.1466686,-0.1252752,0.2719438
66,-0.17433858,-0.4480435,"('inactive', 'active')",-0.076061025,-0.21190587,-0.1251998,-0.3299747,0.2047749
49,0.16325,0.09577925,"('unable', 'able')",-0.6232203,-0.71670943,-0.2299852,-0.3104651,0.0804799
13,-0.1465046,0.3497799,"('impolite', 'polite')",0.14516151,0.21722578,-0.0006715,0.2835028,-0.2841743
65,0.13196865,0.3936596,"('insecure', 'secure')",0.28755045,0.12955907,0.2097595,0.2616093,-0.0518498
81,0.124643385,0.68540204,"('submissive', 'aggressive')",-0.25413886,-0.19424754,-0.0647477,0.2455772,-0.3103249
82,-0.110285856,-0.06487775,"('poor', 'rich')",6.341845,6.324672,3.1157796,3.1298971,-0.0141175
19,0.10060913,-0.08257451,"('inhospitable', 'hospitable')",-0.08883034,-0.12346781,0.0058894,-0.1030212,0.1089106
34,0.09311403,-0.010793336,"('mean', 'honorable')",5.223416,5.055764,2.6582649,2.5224855,0.1357794
59,-0.08441025,-0.45818987,"('foolish', 'wise')",-0.5433667,-0.82161975,-0.3138885,-0.6399048,0.3260163
46,0.08308463,0.41928804,"('uncompetitive', 'competitive')",-0.19456506,-0.024664836,-0.0557402,0.1973116,-0.2530518
10,0.07132014,0.484165,"('unsympathetic', 'sympathetic')",0.71259296,1.0071408,0.3919565,0.7456529,-0.3536964
78,0.06974548,0.12704858,"('nonresilient', 'resilient')",0.36471295,0.45077902,0.2172292,0.2889138,-0.0716846
15,-0.054804973,-0.061163258,"('boring', 'funny')",0.4980062,0.4231431,0.2216006,0.1809899,0.0406107
64,-0.040717553,0.09180883,"('shy', 'confident')",-5.900344,-5.8914924,-2.9705307,-2.8998418,-0.0706889
77,0.024921462,0.27203062,"('unmotivated', 'motivated')",-0.91510224,-0.9146948,-0.4450904,-0.3213321,-0.1237583
41,0.024886142,0.25958285,"('unforgiving', 'forgiving')",0.30924028,0.34067112,0.1670632,0.300127,-0.1330638
22,-0.002504453,0.07986075,"('untrustworthy', 'trustworthy')",-0.84466296,-0.748584,-0.4235837,-0.3343616,-0.0892221
