,pepsico_male,pepsico_female,tuple,inc_male,inc_female,average_male,average_female,male-female
40,-0.09100403,-0.24618788,"('stingy', 'generous')",-1.4718124,-1.6393138,-0.7814082,-0.9427509,0.1613427
6,-0.08828485,0.5211539,"('distant', 'open')",-0.20039074,0.059217617,-0.1443378,0.2901858,-0.4345236
83,0.08777479,-0.047639288,"('powerless', 'powerful')",-1.1470569,-1.1342263,-0.5296411,-0.5909328,0.0612917
58,0.07292545,-0.13326332,"('undiscriminating', 'discriminating')",0.24386793,0.13185099,0.1583967,-0.0007062,0.1591029
60,0.06838304,-0.49987468,"('inefficient', 'efficient')",0.51252043,0.16419086,0.2904517,-0.1678419,0.4582936
50,-0.060087703,-0.06456683,"('clumsy', 'skillful')",0.39539137,0.5303892,0.1676518,0.2329112,-0.0652594
17,-0.05718487,-0.044078235,"('nasty', 'nice')",-0.63446724,-0.5272579,-0.3458261,-0.2856681,-0.060158
88,0.05641735,0.047204014,"('low', 'eminent')",0.3880616,0.48506042,0.2222395,0.2661322,-0.0438927
38,0.05279115,0.10660748,"('untruthful', 'truthful')",0.53055155,0.6363967,0.2916713,0.3715021,-0.0798308
41,0.05170539,0.18499283,"('unforgiving', 'forgiving')",0.038751576,-0.010725848,0.0452285,0.0871335,-0.041905
26,-0.04082244,0.23644401,"('hardhearted', 'benevolent')",1.4039645,1.6127782,0.6815711,0.9246111,-0.24304
29,-0.031114193,-0.074697785,"('unfair', 'fair')",-0.46827736,-0.6045552,-0.2496958,-0.3396265,0.0899307
52,-0.011364602,0.16811273,"('irrational', 'rational')",-0.37082395,-0.17293653,-0.1910943,-0.0024119,-0.1886824
27,-0.006999096,0.012419272,"('hardhearted', 'softhearted')",1.7590255,1.5913339,0.8760132,0.8018765,0.0741367
24,-0.003344344,-0.3027072,"('dishonest', 'honest')",1.2330257,1.1567261,0.6148407,0.4270095,0.1878312
