,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
2,0.38822177,0.71298146,"('unlikable', 'likable')",0.24082229,0.3471341,0.314522,0.5300578,-0.2155358
11,-0.38790172,-0.18876971,"('unhelpful', 'helpful')",1.4767966,1.620132,0.5444474,0.7156811,-0.1712337
76,-0.3735352,0.11750111,"('anxious', 'daring')",-0.652252,-0.59434956,-0.5128936,-0.2384242,-0.2744694
60,-0.34536228,-0.25496027,"('inefficient', 'efficient')",-0.29550558,-0.0413009,-0.3204339,-0.1481306,-0.1723033
83,-0.33607805,-0.68543386,"('powerless', 'powerful')",-0.9089662,-1.11381,-0.6225221,-0.8996219,0.2770998
85,-0.3193649,-0.39095342,"('insignificant', 'prestigious')",0.039985657,-0.26608184,-0.1396896,-0.3285176,0.188828
18,-0.30845487,-0.116861366,"('disagreeable', 'welcoming')",-0.13641402,-0.37854293,-0.2224344,-0.2477022,0.0252678
64,-0.30779156,-0.15731756,"('shy', 'confident')",-6.9659066,-6.4874897,-3.6368492,-3.3224037,-0.3144455
59,0.30614445,0.15433976,"('foolish', 'wise')",0.3256186,0.16812629,0.3158815,0.161233,0.1546485
14,-0.30551973,-0.039565824,"('antisocial', 'social')",-0.3975585,-0.11993781,-0.3515391,-0.0797518,-0.2717873
65,-0.2802577,-0.18350199,"('insecure', 'secure')",-0.49742478,-0.4345246,-0.3888412,-0.3090133,-0.0798279
39,0.25867522,0.1568971,"('exploitative', 'cooperative')",-0.095700055,0.049042616,0.0814876,0.1029699,-0.0214823
37,-0.25377417,-0.4018261,"('fake', 'genuine')",0.04231721,-0.16442099,-0.1057285,-0.2831236,0.1773951
31,-0.25158113,-0.27991402,"('evil', 'good')",-0.4987629,-0.77269256,-0.375172,-0.5263033,0.1511313
87,-0.24544987,-0.34252357,"('unsuccessful', 'successful')",0.57798624,0.47028756,0.1662682,0.063882,0.1023862
33,0.23466025,0.06800201,"('wrong', 'right')",-0.40857396,-0.60421497,-0.0869569,-0.2681065,0.1811496
27,-0.20661344,-0.38172132,"('hardhearted', 'softhearted')",1.294079,0.8377528,0.5437328,0.2280158,0.315717
16,-0.19167447,-0.08252517,"('unpopular', 'popular')",0.14427209,0.046278294,-0.0237012,-0.0181234,-0.0055778
15,-0.18005009,-0.04710957,"('boring', 'funny')",-0.09407843,-0.019842442,-0.1370643,-0.033476,-0.1035883
62,-0.17883717,0.15451919,"('incompetent', 'brilliant')",0.36168924,0.42241827,0.091426,0.2884687,-0.1970427
68,-0.17101836,-0.43500355,"('dependent', 'independent')",-0.31586084,-0.7047952,-0.2434396,-0.5698994,0.3264598
29,0.10894304,-0.20318487,"('unfair', 'fair')",-0.29912382,-0.67985445,-0.0950904,-0.4415197,0.3464293
52,-0.10407017,-0.3671466,"('irrational', 'rational')",0.35950208,0.15470408,0.1277159,-0.1062213,0.2339372
34,0.09538977,0.10944271,"('mean', 'honorable')",5.924777,5.79034,3.0100834,2.9498913,0.0601921
4,0.08449162,0.23137105,"('disliked', 'liked')",-7.0149455,-6.763485,-3.4652269,-3.266057,-0.1991699
20,-0.07623981,-0.25100878,"('rough', 'thoughtful')",0.6414589,0.5507836,0.2826096,0.1498874,0.1327222
25,-0.051945373,-0.12223595,"('egoistic', 'altruistic')",1.4908651,1.3599786,0.7194599,0.6188713,0.1005886
49,0.02939338,0.035929717,"('unable', 'able')",0.124109104,0.034097936,0.0767512,0.0350138,0.0417374
40,0.025184687,0.16912304,"('stingy', 'generous')",-1.6791081,-2.0122843,-0.8269618,-0.9215806,0.0946188
75,-0.02025309,0.27946556,"('meek', 'impulsive')",-0.97357094,-0.86406577,-0.496912,-0.2923001,-0.2046119
30,0.016693741,0.2580686,"('intolerant', 'tolerant')",0.85640895,1.022883,0.4365513,0.6404758,-0.2039245
42,0.014023768,0.29747248,"('unreliable', 'reliable')",-3.7586155,-3.7191403,-1.8722959,-1.7108339,-0.161462
