,apartment_male,apartment_female,tuple,investment_male,investment_female,&_male,&_female,mgmt_male,mgmt_female,co_male,co_female,average_male,average_female,male-female
75,-1.6666244,-1.6999345,"('meek', 'impulsive')",0.27250144,0.2090289,-0.4794861,-0.41416132,0.38323063,0.38169608,-0.40549687,-0.4595029,-0.379175,-0.3965747,0.0173997
25,-1.590603,-1.5745322,"('egoistic', 'altruistic')",0.19979763,0.1562115,-0.60153306,-0.58190334,-0.46154404,-0.54318017,1.113758,1.1501156,-0.2680249,-0.2786577,0.0106328
23,1.5831206,1.6169668,"('insincere', 'sincere')",1.4768509,1.6204566,2.2892733,2.4098063,0.5189635,0.5767593,5.547376,5.781239,2.2831169,2.4010456,-0.1179287
84,-1.5802927,-1.5021834,"('inferior', 'superior')",-1.0500088,-1.1159829,0.18329978,-0.002051508,-0.06630804,-0.12013059,0.20032811,0.21054202,-0.4625963,-0.5059613,0.043365
85,-1.5777719,-1.468029,"('insignificant', 'prestigious')",0.9020019,0.7273341,-1.2899091,-1.4746662,0.21792874,0.30088034,-1.1038939,-1.0692024,-0.5703289,-0.5967366,0.0264077
88,-1.5509013,-1.3335015,"('low', 'eminent')",-0.82595164,-0.6502417,0.18144318,0.5825551,-1.2061688,-0.7372255,-0.5918664,-0.20521271,-0.798689,-0.4687253,-0.3299637
12,1.5264535,1.4856277,"('unsupportive', 'supportive')",1.9552656,1.9945704,1.3709352,1.1950885,0.7525983,0.80615294,-1.6721739,-1.6210034,0.7866158,0.7720871,0.0145287
29,-1.4854531,-1.4154185,"('unfair', 'fair')",-1.2360952,-1.2162086,-0.31413192,-0.4201708,-1.019413,-0.9675402,-0.9689869,-1.0279676,-1.0048161,-1.0094611,0.004645
35,-1.4727458,-1.3968803,"('corrupt', 'incorrupt')",-1.9283172,-2.0377228,-2.4258428,-2.3586636,-1.2656099,-1.143636,-1.5062184,-1.4922179,-1.7197468,-1.6858242,-0.0339226
50,-1.3997815,-1.406024,"('clumsy', 'skillful')",0.37279448,0.45349833,1.1647992,1.1441078,0.25747448,0.35789916,0.25571108,0.34827897,0.1301996,0.1795521,-0.0493525
59,-1.3948814,-1.3474793,"('foolish', 'wise')",-0.07635066,-0.1406336,0.39660555,0.15811393,-0.101033784,-0.0028187176,-0.34146217,-0.3750438,-0.3034245,-0.3415723,0.0381478
19,-1.3171756,-1.1570522,"('inhospitable', 'hospitable')",-1.0796722,-1.0662435,-1.1121277,-0.9921665,-1.174424,-0.97056836,-0.67455953,-0.4902775,-1.0715919,-0.9352615,-0.1363304
70,1.2765652,1.2429092,"('lethargic', 'energetic')",1.4980431,1.64728,2.243904,2.3240275,1.3366293,1.3800764,0.90649086,0.94744104,1.4523265,1.5083468,-0.0560203
71,1.274884,1.3225174,"('diffident', 'self-confident')",1.4618264,1.3868878,-0.6660618,-0.76273584,0.02710418,0.11076367,0.27540368,0.28425607,0.4746313,0.4683378,0.0062935
53,-1.2715536,-1.2442354,"('uncreative', 'creative')",0.87802345,0.8348514,0.63368386,0.66237766,-0.49649918,-0.5227539,0.8204448,0.7352224,0.1128199,0.0930924,0.0197275
49,-1.2640066,-1.1742203,"('unable', 'able')",-0.020927206,0.13357967,-0.18295518,0.018081348,-1.1194476,-0.86682314,-0.6824558,-0.5021651,-0.6539585,-0.4783095,-0.175649
11,1.2552458,1.2765151,"('unhelpful', 'helpful')",1.0096077,1.1091475,1.9622153,2.2434578,0.11650697,0.31279564,2.497929,2.7658584,1.368301,1.5415548,-0.1732538
82,-1.2541122,-1.3495343,"('poor', 'rich')",-0.13849531,-0.08898086,1.6255549,1.8609803,-0.056182433,-0.08197555,5.9340086,6.1259227,1.2221547,1.2932824,-0.0711277
7,1.2486651,1.1407671,"('insensitive', 'sensitive')",1.8145607,1.8622727,1.8505778,1.7445295,1.2404455,1.2406868,0.4374307,0.39118376,1.318336,1.275888,0.042448
21,1.237078,1.2703195,"('immoral', 'moral')",1.5415595,1.7098649,1.1776091,1.5188452,0.057058297,0.34796306,-0.95318204,-0.7028376,0.6120245,0.828831,-0.2168065
13,1.2268339,1.1803129,"('impolite', 'polite')",0.6451255,0.7724695,1.0756735,1.1371925,0.40215752,0.48106667,0.085468784,0.1607781,0.6870518,0.7463639,-0.0593121
4,-1.211176,-1.0944278,"('disliked', 'liked')",0.06588656,0.15265532,-0.39912072,-0.44691533,-0.25886115,-0.16463752,-6.3383017,-6.3636293,-1.6283146,-1.583391,-0.0449236
67,1.2063972,1.2442813,"('doubtful', 'determined')",0.30340815,0.36773878,0.1896456,0.17007822,0.63745934,0.8593346,-0.15775137,-0.14492103,0.4358318,0.4993023,-0.0634705
72,1.1989046,1.1555835,"('unambitious', 'ambitious')",1.1713076,1.2408121,0.20825936,0.2919357,0.5237043,0.49486428,-0.019453125,-0.11067278,0.6165445,0.6145046,0.0020399
69,-1.1814764,-1.238955,"('lazy', 'industrious')",1.0156159,0.94129705,-0.3440836,-0.6179151,0.32401544,0.28565937,-0.9904659,-1.1916919,-0.2352789,-0.3643211,0.1290422
68,-1.1667317,-1.1090611,"('dependent', 'independent')",-1.5858133,-1.5071592,0.059104,0.06897077,-1.6284516,-1.506236,-1.5448884,-1.5440696,-1.1733562,-1.1195111,-0.0538451
6,-1.1621637,-1.1011235,"('distant', 'open')",0.4144318,0.23321915,-1.2141479,-1.3832434,-0.39667362,-0.40814188,-0.7006767,-0.8463939,-0.611846,-0.7011367,0.0892907
76,1.1444647,1.1753122,"('anxious', 'daring')",0.07144199,0.21626148,1.9212734,2.2299504,1.6194217,1.6952646,0.20795758,0.47949436,0.9929119,1.1592566,-0.1663447
0,1.1135558,1.058213,"('unsociable', 'sociable')",0.3781792,0.34745777,1.3315213,1.4049566,0.2900271,0.18882397,0.452031,0.43055147,0.7130629,0.6860006,0.0270623
34,1.1000781,1.1366624,"('mean', 'honorable')",0.570416,0.67902625,0.26218635,0.29232472,0.4271146,0.47998863,4.8010097,4.906196,1.4321609,1.4988396,-0.0666787
36,-1.0838197,-1.1655015,"('hostile', 'amicable')",-0.2456651,-0.51283497,-1.5150939,-1.8255894,0.003191296,-0.28824732,-0.5976161,-0.8067011,-0.6878007,-0.9197748,0.2319741
66,-1.0797753,-1.2936871,"('inactive', 'active')",0.81542236,0.65067667,0.66408277,0.39089835,0.59606194,0.2614597,0.3887287,0.07422638,0.2769041,0.0167148,0.2601893
55,1.0708154,0.921886,"('incompetent', 'clever')",0.545507,0.6142174,1.6096745,1.6659478,-0.27540022,-0.24264738,0.84525216,0.9213121,0.7591698,0.7761432,-0.0169734
5,-1.0392549,-0.9019001,"('distant', 'outgoing')",0.3159476,0.31027234,-1.0324461,-1.0780569,-0.3952558,-0.3157048,-0.82169235,-0.86814,-0.5945403,-0.5707059,-0.0238344
18,-0.96641743,-1.0080478,"('disagreeable', 'welcoming')",0.19296029,0.36159468,0.78011304,0.7153745,-0.2907564,-0.18369476,-1.0614586,-0.9903883,-0.2691118,-0.2210323,-0.0480795
74,0.9579538,1.0307041,"('undedicated', 'dedicated')",-0.15363902,0.040369034,1.2478415,1.3770514,-0.51478887,-0.24274775,-0.029139094,0.080781475,0.3016457,0.4572316,-0.1555859
8,-0.87364376,-0.87111235,"('unaffectionate', 'affectionate')",0.029759139,-0.07327069,-1.1255726,-1.2108965,-0.13280673,-0.2745034,-0.013327159,-0.10908366,-0.4231182,-0.5077734,0.0846552
63,0.860384,0.8655078,"('unperceptive', 'insightful')",1.710656,1.7815291,2.8523242,2.8082082,0.9822874,0.9768229,0.5237682,0.5965118,1.3858841,1.4057159,-0.0198318
10,0.7920152,0.81548095,"('unsympathetic', 'sympathetic')",0.64111125,0.7285058,1.1021777,1.2387204,0.09993751,0.16252008,0.123139575,0.37259343,0.5516762,0.6635642,-0.111888
62,0.75671065,0.7821217,"('incompetent', 'brilliant')",1.0464432,1.233279,1.5469619,1.7992423,0.74686915,1.0245639,0.4550846,0.74186677,0.9104139,1.1162147,-0.2058008
17,0.6987523,0.8042954,"('nasty', 'nice')",-0.38575774,-0.3414976,-0.9213042,-0.8729806,-0.11782651,0.08588665,-0.61733985,-0.38096902,-0.2686952,-0.141053,-0.1276422
27,0.6679935,0.7460767,"('hardhearted', 'softhearted')",0.33964854,0.34752417,-0.18185097,-0.3146621,0.16195706,0.07409763,0.36132663,0.2471293,0.269815,0.2200331,0.0497819
51,0.6659885,0.6411772,"('uneducated', 'educated')",0.052602928,0.22455636,1.9517053,2.0264595,-0.9050442,-0.8245653,0.5992083,0.6526672,0.4728921,0.5440589,-0.0711668
79,-0.6603091,-0.57841927,"('wavering', 'unwavering')",-0.6364659,-0.702014,-0.51409423,-0.58759284,-0.4378569,-0.38869354,-0.9091291,-0.8480099,-0.6315711,-0.6209459,-0.0106252
46,0.65736,0.5607439,"('uncompetitive', 'competitive')",1.3801212,1.3435376,1.6876446,1.8885709,0.73713505,0.60317105,-0.5129639,-0.42263424,0.7898594,0.7946778,-0.0048184
24,0.62732476,0.65005577,"('dishonest', 'honest')",0.19931385,0.3663215,0.8108894,0.9414406,-0.23806143,0.010145544,0.7197264,0.8127389,0.4238386,0.5561404,-0.1323018
64,-0.61901635,-0.6554455,"('shy', 'confident')",1.2869226,1.3239336,1.0354686,1.2509111,0.6074558,0.66356987,-4.9291387,-5.000953,-0.5236616,-0.4835968,-0.0400648
57,0.6169378,0.48457953,"('unimaginative', 'imaginative')",0.7526589,0.650447,0.32838696,0.19717212,0.34443843,0.18987839,-2.8386416,-2.9039557,-0.1592439,-0.2763757,0.1171318
15,0.6065365,0.55814207,"('boring', 'funny')",0.2621638,0.26407596,0.300876,0.28687733,0.8145745,0.96549785,0.24616708,0.3808016,0.4460636,0.4910789,-0.0450153
40,-0.6019137,-0.7420161,"('stingy', 'generous')",1.4329332,1.293944,0.06265048,-0.18584734,-0.04145991,-0.22769156,-2.4531727,-2.613172,-0.3201925,-0.4949566,0.1747641
83,0.5958944,0.6939526,"('powerless', 'powerful')",1.3376839,1.3560238,-0.61499894,-0.5378735,0.18247749,0.3883237,-1.0534577,-0.94202906,0.0895198,0.1916795,-0.1021597
87,-0.552105,-0.63487583,"('unsuccessful', 'successful')",0.100830995,0.0033647344,1.3995217,1.3371707,0.94448584,0.90017784,0.06708927,0.1307435,0.3919646,0.3473162,0.0446484
33,-0.49922374,-0.5557021,"('wrong', 'right')",1.463225,1.2710521,-0.3721116,-0.75720286,0.8246695,0.7364671,-0.85114455,-1.0826981,0.1130829,-0.0776168,0.1906997
38,0.47145113,0.6292621,"('untruthful', 'truthful')",1.0189117,1.1276006,1.1304097,1.2405025,0.43721378,0.67043364,0.11137136,0.26198328,0.6338715,0.7859564,-0.1520849
47,0.44632626,0.41823077,"('stupid', 'smart')",0.3923384,0.4623636,0.9854005,0.9209659,0.64220184,0.61276287,4.740723,4.8597574,1.441398,1.4548161,-0.0134181
20,0.36265668,0.38794932,"('rough', 'thoughtful')",0.083051026,0.19398116,-0.13227554,0.010996409,-0.65655655,-0.46662968,0.11112977,0.3181735,-0.0463989,0.0888941,-0.135293
78,0.35890257,0.36193013,"('nonresilient', 'resilient')",1.2014216,1.1676252,-0.023244701,-0.09532098,-0.27866375,-0.38548782,0.09641201,0.07926576,0.2709656,0.2256025,0.0453631
44,-0.32415402,-0.3464051,"('prejudiced', 'unprejudiced')",-0.115545325,-0.07739907,-0.8139323,-0.5520039,0.68016934,0.7385106,-0.81075215,-0.6597616,-0.2768429,-0.1794118,-0.0974311
77,-0.31151602,-0.29555836,"('unmotivated', 'motivated')",1.6117337,1.6325771,0.9939672,1.071242,0.0074060373,0.00015067309,-0.7498555,-0.7808894,0.310347,0.3255044,-0.0151574
73,0.30784026,0.37989134,"('helpless', 'self-reliant')",0.6572458,0.63376576,-0.5726817,-0.6121443,0.58305836,0.73253745,-3.289941,-3.3257995,-0.4628957,-0.4383498,-0.0245459
26,0.3022747,0.20030537,"('hardhearted', 'benevolent')",2.6926196,2.5424805,1.396002,0.8819796,0.5442024,0.3047354,1.3385136,1.2074554,1.2547224,1.0273912,0.2273312
32,0.29140812,0.31937197,"('unkind', 'kind')",0.9728095,1.0828317,1.8086926,1.971223,0.18726636,0.22090302,1.1498535,1.3620543,0.8820061,0.9912767,-0.1092706
3,0.22098619,0.21328145,"('repellent', 'pleasant')",0.39096603,0.45451027,0.9576679,1.1640209,0.040434245,-0.069782615,0.7317608,0.84169227,0.468363,0.5207445,-0.0523815
22,-0.20726074,-0.390371,"('untrustworthy', 'trustworthy')",-0.3517387,-0.32156408,2.037724,2.095252,-0.07586063,-0.05657716,-0.29700986,-0.30625957,0.2211708,0.204096,0.0170748
54,-0.19934534,-0.2794551,"('incapable', 'capable')",1.2998358,1.1574047,0.39951742,0.36139804,1.0595585,1.048489,0.8060504,0.8524503,0.6731234,0.6280574,0.045066
28,-0.17154425,-0.108379066,"('disloyal', 'loyal')",0.691336,0.6409985,0.82890534,0.9049687,-1.0762198,-0.92721343,0.7970438,0.89445233,0.2139042,0.2809654,-0.0670612
45,0.16391464,0.013789125,"('incompetent', 'competent')",-0.4618121,-0.42973712,1.8847067,1.7815417,-0.17326535,-0.18767954,0.029460277,0.07812006,0.2886009,0.2512069,0.037394
2,-0.15843397,-0.12776247,"('unlikable', 'likable')",2.0905173,2.2462776,1.8839874,2.0665948,1.2446737,1.3426048,1.0669171,1.153397,1.2255322,1.3362224,-0.1106902
41,-0.14744984,-0.15130444,"('unforgiving', 'forgiving')",0.39373472,0.4785832,0.87358236,0.83670026,0.48611304,0.47784486,-0.051024005,-0.005686623,0.3109913,0.3272274,-0.0162361
65,-0.14514047,-0.18079042,"('insecure', 'secure')",0.45428005,0.4604518,2.1992705,2.224883,0.12266221,0.04039197,0.7682398,0.79502,0.6798624,0.6679913,0.0118711
9,0.1430431,0.24781367,"('unaffectionate', 'caring')",1.5937524,1.534904,0.10380912,0.037200235,-0.035415426,-0.039548185,0.840566,0.84086794,0.529151,0.5242476,0.0049034
61,-0.14056908,-0.022888605,"('illogical', 'logical')",0.46914843,0.5039873,1.2370552,1.3077911,0.44795534,0.5582853,-0.055176795,-0.010742279,0.3916826,0.4672866,-0.075604
42,0.114158645,0.14739743,"('unreliable', 'reliable')",1.1995153,1.260229,1.7008929,1.8235841,1.3845439,1.4805889,-1.9189085,-1.8834124,0.4960404,0.5656775,-0.0696371
86,-0.085343994,-0.12633288,"('uninfluential', 'influential')",-0.3414256,-0.30270562,0.5457435,0.4900794,-1.3480093,-1.316368,-0.28465632,-0.39975008,-0.3027383,-0.3310154,0.0282771
48,0.072254315,0.078428656,"('unintelligent', 'intelligent')",-0.021425478,-0.04604854,-0.15951405,-0.29468197,-0.97896385,-1.0338479,-0.2729746,-0.3428869,-0.2721247,-0.3278073,0.0556826
80,0.014241442,-0.11640856,"('dominated', 'dominating')",0.0987075,0.12591249,1.1942564,1.3091598,-0.0060400143,-0.13859251,-0.54506254,-0.42342973,0.1512206,0.1513283,-0.0001077
81,0.0071573704,0.037316643,"('submissive', 'aggressive')",1.9987755,1.933986,2.1605642,2.3055956,0.8353865,0.8637749,-0.41437215,-0.32275602,0.9175023,0.9635835,-0.0460812
58,0.0052318126,-0.047560856,"('undiscriminating', 'discriminating')",0.9560954,0.7785306,0.392806,0.11886367,0.95692784,0.7341374,0.43969432,0.21637666,0.5501511,0.3600695,0.1900816
37,-0.0048279194,-0.041890673,"('fake', 'genuine')",-0.2790932,-0.3476475,-0.16003901,0.00032543764,-0.20162621,-0.06515975,-0.12363264,0.0074689053,-0.1538438,-0.0893807,-0.0644631
