,abbott_male,abbott_female,tuple,laboratories_male,laboratories_female,average_male,average_female,male-female
10,-0.9702033,-0.53121144,"('unsympathetic', 'sympathetic')",-0.2866312,-0.17866284,-0.6284173,-0.3549371,-0.2734802
42,-0.9213803,-0.8503335,"('unreliable', 'reliable')",-2.8498657,-2.9289064,-1.885623,-1.8896199,0.0039969
8,0.9041271,1.0620549,"('unaffectionate', 'affectionate')",0.89162326,0.96018946,0.8978752,1.0111222,-0.113247
36,0.8985305,0.9085061,"('hostile', 'amicable')",-0.4355354,-0.61587584,0.2314975,0.1463151,0.0851824
32,0.8816271,0.8007637,"('unkind', 'kind')",1.1158166,0.98318446,0.9987218,0.8919741,0.1067477
21,-0.8738019,-0.8371195,"('immoral', 'moral')",-0.90116286,-0.96926934,-0.8874824,-0.9031944,0.015712
29,-0.86110497,-0.7385541,"('unfair', 'fair')",-0.78609246,-0.51857376,-0.8235987,-0.6285639,-0.1950348
59,0.85110116,1.0429688,"('foolish', 'wise')",0.2542938,0.34172603,0.5526975,0.6923474,-0.1396499
1,0.84085304,1.0584428,"('unfriendly', 'friendly')",1.8403466,1.7133247,1.3405998,1.3858838,-0.045284
62,-0.8302966,-0.82583785,"('incompetent', 'brilliant')",0.59856844,0.71439254,-0.1158641,-0.0557227,-0.0601414
7,-0.81098384,-0.6858424,"('insensitive', 'sensitive')",-0.033606514,0.017766709,-0.4222952,-0.3340378,-0.0882574
18,0.80696535,0.59901696,"('disagreeable', 'welcoming')",0.012379285,-0.061064936,0.4096723,0.268976,0.1406963
66,0.7876879,0.80281353,"('inactive', 'active')",0.58623046,0.683985,0.6869591,0.7433993,-0.0564402
48,-0.7812282,-0.6220565,"('unintelligent', 'intelligent')",0.68413305,0.8554107,-0.0485476,0.1166771,-0.1652247
0,-0.7596294,-0.64994013,"('unsociable', 'sociable')",-0.38497558,-0.4661528,-0.5723025,-0.5580465,-0.014256
2,0.7588124,0.45201033,"('unlikable', 'likable')",0.2600807,0.09940085,0.5094466,0.2757056,0.233741
27,0.7114294,0.8578713,"('hardhearted', 'softhearted')",0.6123782,0.7741366,0.6619038,0.8160039,-0.1541001
35,0.7021343,0.71767217,"('corrupt', 'incorrupt')",-0.37013853,-0.3563788,0.1659979,0.1806467,-0.0146488
75,-0.69467074,-0.7487297,"('meek', 'impulsive')",-0.8682812,-0.7663328,-0.781476,-0.7575313,-0.0239447
24,0.68075955,0.99897665,"('dishonest', 'honest')",0.15655234,0.27140632,0.4186559,0.6351915,-0.2165356
50,-0.6687561,-0.640522,"('clumsy', 'skillful')",-0.18289551,-0.24948345,-0.4258258,-0.4450027,0.0191769
39,0.6679041,0.35652682,"('exploitative', 'cooperative')",-0.26665217,-0.30814525,0.200626,0.0241908,0.1764352
14,-0.6574423,-0.644245,"('antisocial', 'social')",-0.87034905,-0.75631684,-0.7638956,-0.7002809,-0.0636147
88,0.65495247,0.6909439,"('low', 'eminent')",0.64751804,0.6057142,0.6512352,0.648329,0.0029062
79,0.64568615,0.7168883,"('wavering', 'unwavering')",-0.008715555,0.0034781322,0.3184853,0.3601832,-0.0416979
60,-0.6392393,-0.6406468,"('inefficient', 'efficient')",0.07412352,0.085222945,-0.2825579,-0.2777119,-0.004846
34,0.60105723,0.37621832,"('mean', 'honorable')",4.688107,4.537815,2.644582,2.4570167,0.1875653
41,0.57999533,0.8075073,"('unforgiving', 'forgiving')",0.64246625,0.7090124,0.6112308,0.7582598,-0.147029
15,-0.51258415,-0.39032742,"('boring', 'funny')",-0.25023597,-0.20883544,-0.3814101,-0.2995814,-0.0818287
19,0.50511056,0.69993365,"('inhospitable', 'hospitable')",-0.17355555,-0.13712052,0.1657775,0.2814066,-0.1156291
74,0.46865156,0.48555246,"('undedicated', 'dedicated')",-0.48863786,-0.5786602,-0.0099932,-0.0465539,0.0365607
68,-0.45386475,-0.42448616,"('dependent', 'independent')",-0.6800932,-0.58428323,-0.566979,-0.5043847,-0.0625943
84,0.44162157,0.6316503,"('inferior', 'superior')",0.9694704,1.094389,0.705546,0.8630196,-0.1574736
44,-0.43645203,-0.708442,"('prejudiced', 'unprejudiced')",-1.7676874,-1.921806,-1.1020697,-1.315124,0.2130543
16,0.4345014,0.17166753,"('unpopular', 'popular')",1.2769089,1.1514273,0.8557051,0.6615474,0.1941577
37,-0.43188134,-0.15090221,"('fake', 'genuine')",-0.6073834,-0.37669194,-0.5196323,-0.2637971,-0.2558352
77,-0.40076983,-0.52317953,"('unmotivated', 'motivated')",-0.28988904,-0.31279087,-0.3453294,-0.4179852,0.0726558
20,0.38816765,0.38425177,"('rough', 'thoughtful')",1.3526996,1.5345176,0.8704336,0.9593847,-0.0889511
49,-0.37533224,-0.3430482,"('unable', 'able')",-0.21338254,-0.14846402,-0.2943574,-0.2457561,-0.0486013
54,0.35437432,0.009028941,"('incapable', 'capable')",1.1398962,1.0923345,0.7471352,0.5506817,0.1964535
53,-0.34252423,-0.29511145,"('uncreative', 'creative')",0.94432986,0.801881,0.3009028,0.2533848,0.047518
72,0.31138116,0.51688635,"('unambitious', 'ambitious')",-0.145385,0.13244121,0.0829981,0.3246638,-0.2416657
12,0.3087067,0.4354062,"('unsupportive', 'supportive')",-1.0947493,-1.0640773,-0.3930213,-0.3143355,-0.0786858
51,0.30309373,0.32060438,"('uneducated', 'educated')",0.40133613,0.44115353,0.3522149,0.380879,-0.0286641
56,-0.29827246,-0.3195352,"('impractical', 'practical')",-0.028543375,-0.13740441,-0.1634079,-0.2284698,0.0650619
11,-0.2943848,-0.34352565,"('unhelpful', 'helpful')",1.8613323,1.7720448,0.7834737,0.7142596,0.0692141
23,0.2895696,-0.08931627,"('insincere', 'sincere')",5.0436172,4.8589754,2.6665933,2.3848295,0.2817638
31,-0.24885193,-0.22404148,"('evil', 'good')",-0.5509101,-0.5511333,-0.399881,-0.3875874,-0.0122936
73,-0.24381267,-0.058922593,"('helpless', 'self-reliant')",-4.1732736,-4.0937357,-2.2085431,-2.0763292,-0.1322139
43,-0.22454071,-0.3082764,"('irresponsible', 'responsible')",0.38933417,0.3178074,0.0823967,0.0047655,0.0776312
58,-0.22020257,0.1916953,"('undiscriminating', 'discriminating')",-0.05701483,0.16042234,-0.1386087,0.1760588,-0.3146675
47,-0.20416325,-0.3354116,"('stupid', 'smart')",4.3698926,4.416893,2.0828648,2.0407407,0.0421241
40,-0.19785449,0.15273497,"('stingy', 'generous')",-1.4556861,-1.2720875,-0.8267703,-0.5596762,-0.2670941
87,0.18603538,-0.12788819,"('unsuccessful', 'successful')",0.2473627,0.21939844,0.216699,0.0457551,0.1709439
83,0.17070459,0.47207814,"('powerless', 'powerful')",-0.016122699,0.21767648,0.0772909,0.3448773,-0.2675864
4,0.15113062,0.55387354,"('disliked', 'liked')",-5.948377,-5.9044347,-2.8986232,-2.6752806,-0.2233426
63,-0.12882335,-0.08505502,"('unperceptive', 'insightful')",0.9336743,0.9805231,0.4024255,0.4477341,-0.0453086
52,-0.12540196,0.03319885,"('irrational', 'rational')",0.09985673,0.042039506,-0.0127726,0.0376192,-0.0503918
28,0.089748465,0.2973099,"('disloyal', 'loyal')",1.0045964,0.9376083,0.5471724,0.6174591,-0.0702867
67,-0.087322965,-0.0342414,"('doubtful', 'determined')",-1.0998425,-0.9382694,-0.5935827,-0.4862554,-0.1073273
82,-0.062454388,-0.33387387,"('poor', 'rich')",5.869036,5.6841145,2.903291,2.6751204,0.2281706
61,0.04506924,0.14439063,"('illogical', 'logical')",0.87936753,0.78237396,0.4622184,0.4633823,-0.0011639
86,0.042736135,0.3813596,"('uninfluential', 'influential')",0.29522687,0.4779749,0.1689815,0.4296672,-0.2606857
