,corning_male,corning_female,tuple,inc_male,inc_female,average_male,average_female,male-female
60,0.8570361,1.0482244,"('inefficient', 'efficient')",-0.06978329,0.16475326,0.3936264,0.6064888,-0.2128624
81,0.7825541,0.71986324,"('submissive', 'aggressive')",-0.65635,-0.5317302,0.063102,0.0940665,-0.0309645
23,-0.7823977,-0.49632707,"('insincere', 'sincere')",5.5182323,5.854513,2.3679173,2.6790931,-0.3111758
63,-0.7565087,-0.3653258,"('unperceptive', 'insightful')",0.97462827,1.0070885,0.1090598,0.3208814,-0.2118216
69,0.75447094,0.5896327,"('lazy', 'industrious')",-0.22785003,-0.25443596,0.2633105,0.1675984,0.0957121
30,0.74570245,0.86801296,"('intolerant', 'tolerant')",1.1821985,1.3243994,0.9639505,1.0962062,-0.1322557
77,-0.73379815,-0.583672,"('unmotivated', 'motivated')",-1.0124753,-1.0438993,-0.8731367,-0.8137857,-0.059351
56,0.71600467,0.9402496,"('impractical', 'practical')",-0.16064648,0.11183939,0.2776791,0.5260445,-0.2483654
73,0.6536175,0.9649578,"('helpless', 'self-reliant')",-2.6495109,-2.70293,-0.9979467,-0.8689861,-0.1289606
13,0.6393931,0.44417387,"('impolite', 'polite')",-0.47685474,-0.5023986,0.0812692,-0.0291124,0.1103816
49,-0.6363709,-0.42540362,"('unable', 'able')",-0.32375345,-0.06542088,-0.4800622,-0.2454123,-0.2346499
67,0.6305059,0.8073677,"('doubtful', 'determined')",-0.37582767,-0.05872671,0.1273391,0.3743205,-0.2469814
72,-0.6024913,-0.4168556,"('unambitious', 'ambitious')",-0.83726645,-0.45907703,-0.7198789,-0.4379663,-0.2819126
82,-0.60001105,-0.3796894,"('poor', 'rich')",5.4836607,5.880458,2.4418249,2.7503843,-0.3085594
79,-0.59449357,-0.6886866,"('wavering', 'unwavering')",0.1562211,0.21061905,-0.2191362,-0.2390338,0.0198976
85,-0.58605695,-0.70818806,"('insignificant', 'prestigious')",0.49044096,0.16790035,-0.047808,-0.2701439,0.2223359
19,-0.5835106,-0.6231984,"('inhospitable', 'hospitable')",0.09930164,0.050691385,-0.2421045,-0.2862535,0.044149
9,-0.58031386,-0.6058717,"('unaffectionate', 'caring')",1.3128997,1.2475412,0.3662929,0.3208348,0.0454581
8,-0.57386136,-0.6911303,"('unaffectionate', 'affectionate')",1.052946,1.0824053,0.2395423,0.1956375,0.0439048
52,-0.5642881,-0.6623703,"('irrational', 'rational')",-0.06773383,-0.24376684,-0.316011,-0.4530686,0.1370576
24,-0.5188692,-0.35746786,"('dishonest', 'honest')",0.82635415,0.86000645,0.1537425,0.2512693,-0.0975268
50,0.51528156,0.3310284,"('clumsy', 'skillful')",0.22586688,0.13544266,0.3705742,0.2332355,0.1373387
4,-0.4726423,-0.32806498,"('disliked', 'liked')",-6.1981874,-6.6510468,-3.3354149,-3.4895558,0.1541409
32,-0.4638152,-0.31250918,"('unkind', 'kind')",0.76062953,0.88890815,0.1484072,0.2881995,-0.1397923
11,-0.4419399,-0.27731097,"('unhelpful', 'helpful')",1.8732575,2.0144439,0.7156588,0.8685665,-0.1529077
15,-0.4406897,-0.62863874,"('boring', 'funny')",0.44772846,0.5101205,0.0035194,-0.0592591,0.0627785
22,-0.42527854,-0.1756776,"('untrustworthy', 'trustworthy')",-0.9337827,-0.9075516,-0.6795306,-0.5416146,-0.137916
78,-0.42499077,-0.34113687,"('nonresilient', 'resilient')",0.25807214,0.21446809,-0.0834593,-0.0633344,-0.0201249
29,-0.40538144,-0.2805243,"('unfair', 'fair')",-0.4435246,-0.4225653,-0.424453,-0.3515448,-0.0729082
48,-0.39551654,-0.22790894,"('unintelligent', 'intelligent')",0.65050304,0.6583181,0.1274932,0.2152046,-0.0877114
62,0.36619765,0.8192175,"('incompetent', 'brilliant')",0.39363053,0.7110026,0.3799141,0.76511,-0.3851959
59,-0.36021635,-0.29652166,"('foolish', 'wise')",0.28752157,0.35592368,-0.0363474,0.029701,-0.0660484
2,0.35993475,0.70891035,"('unlikable', 'likable')",0.2706673,0.35972762,0.315301,0.534319,-0.219018
40,-0.33300155,0.07136298,"('stingy', 'generous')",-1.4250319,-1.623138,-0.8790168,-0.7758875,-0.1031293
26,-0.32666665,-0.39052835,"('hardhearted', 'benevolent')",2.005021,1.8189418,0.8391773,0.7142068,0.1249705
76,0.31669438,0.7231713,"('anxious', 'daring')",0.14323062,0.5016089,0.2299625,0.6123901,-0.3824276
54,-0.313263,-0.2978273,"('incapable', 'capable')",0.99321574,1.2658135,0.3399764,0.4839931,-0.1440167
51,-0.30898404,-0.13827455,"('uneducated', 'educated')",0.5149173,0.29441363,0.1029666,0.0780695,0.0248971
20,-0.30631882,0.21754071,"('rough', 'thoughtful')",1.0302292,1.2438164,0.3619552,0.7306786,-0.3687234
12,-0.30493528,-0.09673367,"('unsupportive', 'supportive')",-1.5157037,-1.5903871,-0.9103194,-0.8435604,-0.066759
35,-0.30168077,-0.45595604,"('corrupt', 'incorrupt')",-0.10150863,-0.21031044,-0.2015947,-0.3331333,0.1315386
45,0.2951504,0.5006891,"('incompetent', 'competent')",0.03933239,-0.09033717,0.1672414,0.205176,-0.0379346
83,-0.29400864,-0.14103594,"('powerless', 'powerful')",-1.033976,-0.9683499,-0.6639923,-0.5546929,-0.1092994
87,0.27674973,0.07359604,"('unsuccessful', 'successful')",0.627962,0.5302188,0.4523559,0.3019074,0.1504485
71,0.27180937,-0.08241657,"('diffident', 'self-confident')",0.6915772,0.60352486,0.4816933,0.2605541,0.2211392
65,0.2573082,0.19881818,"('insecure', 'secure')",-0.67939776,-0.5533515,-0.2110448,-0.1772667,-0.0337781
66,-0.25546354,-0.24022539,"('inactive', 'active')",1.0486209,0.9231555,0.3965787,0.3414651,0.0551136
33,0.2541177,-0.03595046,"('wrong', 'right')",-0.35725912,-0.59466094,-0.0515707,-0.3153057,0.263735
27,-0.253973,-0.2332561,"('hardhearted', 'softhearted')",1.7649976,1.5079985,0.7555123,0.6373712,0.1181411
57,-0.24547118,-0.35373396,"('unimaginative', 'imaginative')",-2.0731308,-2.4637678,-1.159301,-1.4087509,0.2494499
21,-0.22291565,0.25091454,"('immoral', 'moral')",-0.71193445,-0.66607314,-0.467425,-0.2075793,-0.2598457
41,0.21314411,0.7080803,"('unforgiving', 'forgiving')",-0.24371424,-0.43273443,-0.0152851,0.1376729,-0.152958
38,-0.20509583,0.009470969,"('untruthful', 'truthful')",-0.07298858,0.064735785,-0.1390422,0.0371034,-0.1761456
14,0.19775788,0.32300657,"('antisocial', 'social')",-0.5569682,-0.46084788,-0.1796052,-0.0689207,-0.1106845
3,-0.19611862,-0.091870666,"('repellent', 'pleasant')",-0.0076199695,0.06828425,-0.1018693,-0.0117932,-0.0900761
10,0.18887487,0.4621729,"('unsympathetic', 'sympathetic')",0.25606328,0.20556775,0.2224691,0.3338703,-0.1114012
28,-0.17883402,-0.077454135,"('disloyal', 'loyal')",1.0447042,0.95355767,0.4329351,0.4380518,-0.0051167
64,-0.16828376,-0.0053478684,"('shy', 'confident')",-6.6803637,-6.853893,-3.4243238,-3.4296203,0.0052965
47,0.1639776,0.47162282,"('stupid', 'smart')",4.9181724,5.4891806,2.541075,2.9804018,-0.4393268
25,0.1505284,-0.19588134,"('egoistic', 'altruistic')",1.5011777,1.2971352,0.825853,0.5506269,0.2752261
84,0.11742453,0.28617692,"('inferior', 'superior')",0.8586912,1.0035169,0.4880579,0.6448469,-0.156789
0,-0.116013154,-0.13154241,"('unsociable', 'sociable')",-0.30533734,-0.45387602,-0.2106752,-0.2927092,0.082034
44,0.11229381,0.09323749,"('prejudiced', 'unprejudiced')",-1.5731834,-1.3806889,-0.7304448,-0.6437257,-0.0867191
17,-0.08020429,-0.40725374,"('nasty', 'nice')",-0.09467128,-0.34705865,-0.0874378,-0.3771562,0.2897184
58,0.07430052,0.24519113,"('undiscriminating', 'discriminating')",0.15477349,-0.022972442,0.114537,0.1111093,0.0034277
74,-0.047045458,0.35681295,"('undedicated', 'dedicated')",0.06767148,-0.007928679,0.010313,0.1744421,-0.1641291
46,-0.045319088,0.008824443,"('uncompetitive', 'competitive')",-0.72605354,-0.9580916,-0.3856863,-0.4746336,0.0889473
61,-0.040903114,-0.054547653,"('illogical', 'logical')",0.22989555,0.08353798,0.0944962,0.0144952,0.080001
75,0.037584633,0.2914223,"('meek', 'impulsive')",-0.34836727,-0.11035007,-0.1553913,0.0905361,-0.2459274
34,0.009687781,0.006986998,"('mean', 'honorable')",5.6324716,5.946606,2.8210797,2.9767966,-0.1557169
7,-0.0076596737,-0.06682814,"('insensitive', 'sensitive')",1.0106931,0.9025643,0.5015167,0.4178681,0.0836486
43,-0.0067996606,0.40055367,"('irresponsible', 'responsible')",0.77536374,1.0062829,0.3842821,0.7034183,-0.3191362
55,0.0026229396,0.36456615,"('incompetent', 'clever')",0.0059578214,-0.008175984,0.0042904,0.1781951,-0.1739047
