,kroger_male,kroger_female,tuple,company_male,company_female,average_male,average_female,male-female
27,-0.3588224,-0.6374402,"('hardhearted', 'softhearted')",0.6063152,0.3331476,0.1237464,-0.1521463,0.2758927
16,0.34659246,0.36026722,"('unpopular', 'popular')",0.06930078,0.48080412,0.2079466,0.4205357,-0.2125891
80,-0.3425392,-0.51030356,"('dominated', 'dominating')",-0.18893142,-0.5956106,-0.2657353,-0.5529571,0.2872218
4,0.3148907,0.30296227,"('disliked', 'liked')",-7.1218047,-6.845758,-3.4034569,-3.2713978,-0.1320591
42,-0.31346267,-0.14514798,"('unreliable', 'reliable')",-2.8619041,-2.9916906,-1.5876834,-1.5684193,-0.0192641
2,0.30318016,0.6870396,"('unlikable', 'likable')",0.16270925,0.52476484,0.2329447,0.6059022,-0.3729575
31,0.27450496,0.12341091,"('evil', 'good')",-2.1190598,-2.1355548,-0.9222775,-1.0060719,0.0837944
56,0.22938916,0.73459166,"('impractical', 'practical')",1.5298272,1.673923,0.8796082,1.2042574,-0.3246492
60,-0.21281216,0.19830975,"('inefficient', 'efficient')",1.4493958,1.3733917,0.6182918,0.7858508,-0.167559
17,-0.20475,-0.15342194,"('nasty', 'nice')",-0.68008393,-0.4375939,-0.442417,-0.2955079,-0.1469091
83,-0.19591503,-0.21881455,"('powerless', 'powerful')",-0.4978137,-0.4918074,-0.3468644,-0.355311,0.0084466
19,-0.19009313,-0.14378929,"('inhospitable', 'hospitable')",-0.79178417,-0.7102303,-0.4909387,-0.4270098,-0.0639289
50,-0.18340681,-0.03279104,"('clumsy', 'skillful')",-0.07338162,0.001357682,-0.1283942,-0.0157167,-0.1126775
52,0.17961822,0.19721457,"('irrational', 'rational')",-0.36939102,-0.17322996,-0.0948864,0.0119923,-0.1068787
71,-0.17466076,-0.26172155,"('diffident', 'self-confident')",0.014443465,0.08929263,-0.0801086,-0.0862145,0.0061059
40,-0.17443335,-0.5576776,"('stingy', 'generous')",-1.9903294,-2.5737455,-1.0823814,-1.5657115,0.4833301
34,-0.16438273,-0.1946143,"('mean', 'honorable')",5.263181,5.382916,2.5493991,2.5941508,-0.0447517
39,-0.15749314,0.3796455,"('exploitative', 'cooperative')",0.45728004,0.66732675,0.1498934,0.5234861,-0.3735927
18,-0.15189165,-0.12030171,"('disagreeable', 'welcoming')",-0.93740803,-0.85555834,-0.5446498,-0.48793,-0.0567198
87,0.12073749,0.18317345,"('unsuccessful', 'successful')",0.5560953,0.5581324,0.3384164,0.3706529,-0.0322365
77,-0.04384449,-0.060194604,"('unmotivated', 'motivated')",-0.64602333,-0.8151355,-0.3449339,-0.437665,0.0927311
44,0.038627196,0.16450629,"('prejudiced', 'unprejudiced')",-1.30401,-1.049381,-0.6326914,-0.4424374,-0.190254
36,-0.023803314,-0.19166663,"('hostile', 'amicable')",-1.569298,-1.1928147,-0.7965507,-0.6922407,-0.10431
29,0.009430544,-0.19562525,"('unfair', 'fair')",-1.2202309,-1.5122439,-0.6054002,-0.8539345,0.2485343
