,navient_male,navient_female,tuple,corp_male,corp_female,average_male,average_female,male-female
71,-0.76953524,-0.6427867,"('diffident', 'self-confident')",0.3689864,0.17845875,-0.2002744,-0.232164,0.0318896
88,-0.7555363,-0.554778,"('low', 'eminent')",-0.45171058,-0.48314106,-0.6036234,-0.5189595,-0.0846639
41,-0.75510526,-0.6465927,"('unforgiving', 'forgiving')",-0.66237897,-0.3975396,-0.7087421,-0.5220661,-0.186676
50,0.7327464,0.34748885,"('clumsy', 'skillful')",-0.21163084,-0.35241777,0.2605578,-0.0024645,0.2630223
67,0.7231539,0.8407657,"('doubtful', 'determined')",-0.72400224,-0.35704976,-0.0004242,0.241858,-0.2422822
12,-0.7086206,-0.51975816,"('unsupportive', 'supportive')",-1.8790324,-1.8798403,-1.2938265,-1.1997992,-0.0940273
38,-0.68849045,-0.42112365,"('untruthful', 'truthful')",0.35439792,0.19305873,-0.1670463,-0.1140325,-0.0530138
43,-0.6795611,-0.50967693,"('irresponsible', 'responsible')",0.08729312,0.3414286,-0.296134,-0.0841242,-0.2120098
58,-0.65289116,-0.6974151,"('undiscriminating', 'discriminating')",-0.09675361,-0.16089335,-0.3748224,-0.4291542,0.0543318
13,-0.64992094,-0.55238765,"('impolite', 'polite')",-0.83832246,-0.6179418,-0.7441217,-0.5851647,-0.158957
73,0.6452058,0.6642919,"('helpless', 'self-reliant')",-2.8442695,-2.9661098,-1.0995319,-1.1509089,0.051377
74,-0.6319956,-0.42612118,"('undedicated', 'dedicated')",-0.81905013,-0.7546564,-0.7255229,-0.5903888,-0.1351341
48,-0.56614274,-1.0493482,"('unintelligent', 'intelligent')",0.85230434,0.8481667,0.1430808,-0.1005908,0.2436716
18,-0.53291357,-0.36130163,"('disagreeable', 'welcoming')",-0.60436296,-0.55827713,-0.5686383,-0.4597894,-0.1088489
17,-0.5033632,-0.54889673,"('nasty', 'nice')",-0.6515985,-0.6676478,-0.5774809,-0.6082723,0.0307914
76,0.4963798,0.7882282,"('anxious', 'daring')",-0.011797056,-0.03028835,0.2422914,0.3789699,-0.1366785
42,0.49341,0.6945123,"('unreliable', 'reliable')",-3.30352,-3.1474457,-1.405055,-1.2264667,-0.1785883
32,-0.43785203,-0.38434035,"('unkind', 'kind')",0.20476273,0.46347886,-0.1165446,0.0395693,-0.1561139
83,-0.41782898,-0.36452952,"('powerless', 'powerful')",-0.8789358,-1.0082339,-0.6483824,-0.6863817,0.0379993
21,-0.38961327,-0.36087942,"('immoral', 'moral')",-0.51018894,-0.20389628,-0.4499011,-0.2823879,-0.1675132
49,0.38609168,-0.0074422406,"('unable', 'able')",0.23478988,0.100839175,0.3104408,0.0466985,0.2637423
22,-0.37854406,-0.21307375,"('untrustworthy', 'trustworthy')",-1.2070327,-1.1760387,-0.7927884,-0.6945562,-0.0982322
15,-0.3778655,-0.21562742,"('boring', 'funny')",-0.100398764,0.04854684,-0.2391321,-0.0835403,-0.1555918
2,0.37640288,0.9173448,"('unlikable', 'likable')",0.13372822,0.45422632,0.2550656,0.6857855,-0.4307199
62,0.37325212,0.38051814,"('incompetent', 'brilliant')",0.9566532,0.93258643,0.6649526,0.6565523,0.0084003
7,-0.36504695,-0.56193036,"('insensitive', 'sensitive')",0.21430653,0.17162791,-0.0753702,-0.1951512,0.119781
3,-0.34459195,-0.3974736,"('repellent', 'pleasant')",0.6922256,0.75236887,0.1738168,0.1774476,-0.0036308
78,-0.3419577,-0.43454903,"('nonresilient', 'resilient')",0.58861804,0.34505984,0.1233302,-0.0447446,0.1680748
82,-0.3120705,-0.20936698,"('poor', 'rich')",5.889845,5.8037467,2.7888873,2.79719,-0.0083027
70,0.30015588,0.3878363,"('lethargic', 'energetic')",0.15346497,0.08549389,0.2268104,0.2366651,-0.0098547
81,0.29834464,0.29616237,"('submissive', 'aggressive')",-0.27483413,-0.074183136,0.0117553,0.1109896,-0.0992343
27,-0.2560656,-0.20660166,"('hardhearted', 'softhearted')",0.7834308,0.709014,0.2636826,0.2512062,0.0124764
51,-0.25229806,-0.32837626,"('uneducated', 'educated')",-0.008269999,0.1549982,-0.130284,-0.086689,-0.043595
55,-0.24926808,-0.337631,"('incompetent', 'clever')",0.08841077,0.27221024,-0.0804287,-0.0327104,-0.0477183
39,0.24717906,0.14781617,"('exploitative', 'cooperative')",-0.14427072,-0.01280802,0.0514542,0.0675041,-0.0160499
33,-0.2441946,0.17576453,"('wrong', 'right')",-0.6560783,-0.72005063,-0.4501364,-0.2721431,-0.1779933
80,0.23910487,0.08103095,"('dominated', 'dominating')",-0.58118576,-0.709782,-0.1710404,-0.3143755,0.1433351
16,-0.22412291,-0.15082064,"('unpopular', 'popular')",0.14423516,0.1924286,-0.0399439,0.020804,-0.0607479
35,0.18510056,0.2767779,"('corrupt', 'incorrupt')",-0.44370684,-0.5997015,-0.1293031,-0.1614618,0.0321587
4,-0.18361306,0.026399083,"('disliked', 'liked')",-6.3726916,-6.2951636,-3.2781525,-3.1343822,-0.1437703
65,-0.17551622,-0.23680235,"('insecure', 'secure')",-0.5166192,-0.19137883,-0.3460677,-0.2140906,-0.1319771
60,0.1718356,0.13589884,"('inefficient', 'efficient')",-0.023905002,0.50099444,0.0739653,0.3184466,-0.2444813
64,-0.16224256,0.13092233,"('shy', 'confident')",-6.0600905,-5.419564,-3.1111665,-2.6443207,-0.4668458
29,0.13870993,-0.025514947,"('unfair', 'fair')",-0.4936547,-0.51377964,-0.1774724,-0.2696473,0.0921749
75,-0.12819457,0.29524344,"('meek', 'impulsive')",-0.64837515,-0.7093952,-0.3882849,-0.2070759,-0.181209
11,-0.119113825,-0.26724482,"('unhelpful', 'helpful')",1.918405,1.7165383,0.8996456,0.7246467,0.1749989
59,0.09279965,-0.11395575,"('foolish', 'wise')",0.10463105,0.057164796,0.0987154,-0.0283955,0.1271109
47,-0.079768986,-0.15094185,"('stupid', 'smart')",5.0727634,5.110356,2.4964972,2.479707,0.0167902
40,-0.07691941,0.10041396,"('stingy', 'generous')",-1.9625552,-2.0020163,-1.0197372,-0.9508012,-0.068936
37,-0.07466042,-0.37223756,"('fake', 'genuine')",-0.04453828,-0.24177387,-0.0595994,-0.3070057,0.2474063
34,0.06999781,0.043391004,"('mean', 'honorable')",5.6602926,5.4466367,2.8651452,2.745014,0.1201312
20,-0.06745637,-0.21933472,"('rough', 'thoughtful')",0.6568312,0.61310816,0.2946874,0.1968867,0.0978007
30,0.04100673,0.0652897,"('intolerant', 'tolerant')",0.8406946,1.0967641,0.4408507,0.5810269,-0.1401762
87,-0.039678358,0.16059126,"('unsuccessful', 'successful')",0.8750048,0.8342008,0.4176632,0.497396,-0.0797328
14,0.034267273,0.13009925,"('antisocial', 'social')",-0.6040957,0.029381983,-0.2849142,0.0797406,-0.3646548
56,0.02297046,-0.014198989,"('impractical', 'practical')",-0.27019477,-0.03423684,-0.1236122,-0.0242179,-0.0993943
68,0.013684055,-0.37647074,"('dependent', 'independent')",-0.25673234,-0.38936904,-0.1215241,-0.3829199,0.2613958
