,weyerhaeuser_male,weyerhaeuser_female,tuple,co_male,co_female,average_male,average_female,male-female
28,-1.1253579,-1.2131727,"('disloyal', 'loyal')",1.0981885,0.94528097,-0.0135847,-0.1339459,0.1203612
43,-1.0902528,-1.0530059,"('irresponsible', 'responsible')",0.9094847,0.8649161,-0.090384,-0.0940449,0.0036609
51,-1.0855119,-1.1383045,"('uneducated', 'educated')",0.75391656,0.36133572,-0.1657977,-0.3884844,0.2226867
49,-1.0756438,-0.98420674,"('unable', 'able')",-0.5368189,-0.4790737,-0.8062314,-0.7316402,-0.0745912
31,1.0659409,0.86400145,"('evil', 'good')",-1.6567913,-1.4518688,-0.2954252,-0.2939337,-0.0014915
25,1.0157633,0.97741425,"('egoistic', 'altruistic')",0.8295004,0.9426011,0.9226319,0.9600077,-0.0373758
7,-1.0002047,-1.0023369,"('insensitive', 'sensitive')",-0.001989752,-0.18581477,-0.5010972,-0.5940758,0.0929786
88,-0.9975401,-1.0901395,"('low', 'eminent')",-0.5170657,-0.7206296,-0.7573029,-0.9053845,0.1480816
32,-0.9705949,-1.0376381,"('unkind', 'kind')",1.2422392,0.92941654,0.1358222,-0.0541108,0.189933
36,0.9662991,0.8377196,"('hostile', 'amicable')",-0.3667506,-0.48311356,0.2997743,0.177303,0.1224713
53,-0.89801526,-0.95661306,"('uncreative', 'creative')",1.110445,1.0011193,0.1062149,0.0222531,0.0839618
12,-0.8771076,-1.0103503,"('unsupportive', 'supportive')",-2.0249655,-2.182195,-1.4510366,-1.5962727,0.1452361
71,0.872351,0.7611705,"('diffident', 'self-confident')",0.46902347,0.33729303,0.6706872,0.5492318,0.1214554
68,-0.8456292,-0.8478675,"('dependent', 'independent')",-1.6962371,-1.6763114,-1.2709332,-1.2620895,-0.0088437
58,-0.8406214,-0.95311296,"('undiscriminating', 'discriminating')",0.4329789,0.19392541,-0.2038213,-0.3795938,0.1757725
52,0.81393385,0.6056959,"('irrational', 'rational')",-0.24829054,-0.46705928,0.2828217,0.0693183,0.2135034
77,-0.8121747,-0.69978297,"('unmotivated', 'motivated')",-0.66379744,-0.764081,-0.7379861,-0.731932,-0.0060541
38,-0.811417,-0.83179265,"('untruthful', 'truthful')",0.06456735,0.122119814,-0.3734248,-0.3548364,-0.0185884
19,0.78238183,0.6617392,"('inhospitable', 'hospitable')",0.014150345,0.051020853,0.3982661,0.35638,0.0418861
50,0.77799785,0.69824904,"('clumsy', 'skillful')",0.028641231,-0.12132007,0.4033195,0.2884645,0.114855
4,0.7470069,0.64726853,"('disliked', 'liked')",-6.5331945,-6.7711368,-2.8930938,-3.061934,0.1688402
66,0.6845345,0.5800442,"('inactive', 'active')",0.028382376,-0.1696654,0.3564584,0.2051894,0.151269
84,0.58349395,0.6198501,"('inferior', 'superior')",0.8438323,0.61891866,0.7136631,0.6193844,0.0942787
8,-0.5632398,-0.728453,"('unaffectionate', 'affectionate')",0.34605202,0.368726,-0.1085939,-0.1798635,0.0712696
9,-0.54226226,-0.7011803,"('unaffectionate', 'caring')",1.0261322,0.9850578,0.241935,0.1419387,0.0999963
27,-0.5141601,-0.46373233,"('hardhearted', 'softhearted')",0.18435362,0.31526834,-0.1649032,-0.074232,-0.0906712
75,0.50523835,0.6300043,"('meek', 'impulsive')",-0.62854004,-0.3454449,-0.0616508,0.1422797,-0.2039305
26,-0.4362138,-0.5981953,"('hardhearted', 'benevolent')",1.3219211,1.3784735,0.4428537,0.3901391,0.0527146
56,-0.43028966,-0.35731813,"('impractical', 'practical')",0.43646955,0.3068975,0.0030899,-0.0252103,0.0283002
1,-0.3800848,-0.50848687,"('unfriendly', 'friendly')",1.1014019,1.1698091,0.3606586,0.3306611,0.0299975
39,0.37852797,0.26833588,"('exploitative', 'cooperative')",0.92545533,0.83566624,0.6519917,0.5520011,0.0999906
34,-0.3264881,-0.21243404,"('mean', 'honorable')",5.248042,5.4233932,2.460777,2.6054797,-0.1447027
67,0.32600832,0.3406841,"('doubtful', 'determined')",0.0864067,-0.20482388,0.2062075,0.0679301,0.1382774
40,0.30785984,0.17669106,"('stingy', 'generous')",-2.472862,-2.445522,-1.0825011,-1.1344155,0.0519144
20,-0.30688888,-0.23308586,"('rough', 'thoughtful')",0.6296588,0.6001271,0.161385,0.1835206,-0.0221356
83,-0.3046052,-0.28615788,"('powerless', 'powerful')",-0.86812246,-0.87972504,-0.5863638,-0.5829415,-0.0034223
2,-0.26197335,-0.27396122,"('unlikable', 'likable')",0.7488249,0.7499083,0.2434258,0.2379736,0.0054522
37,0.2545902,0.19693264,"('fake', 'genuine')",0.48763794,0.44372386,0.3711141,0.3203282,0.0507859
17,-0.2407215,-0.2101792,"('nasty', 'nice')",-0.44617867,-0.5117912,-0.3434501,-0.3609852,0.0175351
74,0.16255093,0.07323637,"('undedicated', 'dedicated')",0.56974256,0.27650976,0.3661467,0.1748731,0.1912736
18,-0.15829326,-0.17866662,"('disagreeable', 'welcoming')",-1.354151,-1.1951735,-0.7562221,-0.68692,-0.0693021
87,-0.15633574,-0.26641282,"('unsuccessful', 'successful')",0.29257163,-0.008346431,0.0681179,-0.1373796,0.2054975
80,-0.13550186,-0.18357167,"('dominated', 'dominating')",-0.1974638,-0.4242828,-0.1664828,-0.3039272,0.1374444
64,0.11760603,0.09823133,"('shy', 'confident')",-5.5180345,-5.664776,-2.7002141,-2.7832723,0.0830582
16,0.10360183,-0.018556561,"('unpopular', 'popular')",-0.20329787,-0.18081498,-0.049848,-0.0996858,0.0498378
78,-0.08070918,-0.019164084,"('nonresilient', 'resilient')",0.1797067,0.26522228,0.0494988,0.1230291,-0.0735303
54,0.054880656,-0.04333482,"('incapable', 'capable')",0.8080309,0.8445,0.4314558,0.4005826,0.0308732
44,-0.047755647,0.05766072,"('prejudiced', 'unprejudiced')",-1.3006579,-0.9268913,-0.6742067,-0.4346153,-0.2395914
42,-0.047386922,0.018918488,"('unreliable', 'reliable')",-2.8428652,-2.70772,-1.4451261,-1.3444008,-0.1007253
15,0.039330132,-0.10246152,"('boring', 'funny')",0.7136555,0.67556566,0.3764928,0.2865521,0.0899407
47,0.03354761,0.07627412,"('stupid', 'smart')",4.6911263,4.7963552,2.3623369,2.4363146,-0.0739777
29,0.0024195965,0.06326818,"('unfair', 'fair')",-0.81575584,-0.81839937,-0.4066681,-0.3775656,-0.0291025
