,progressive_male,progressive_female,tuple,corp_male,corp_female,oh_male,oh_female,average_male,average_female,male-female
19,-0.30225238,-0.55226094,"('inhospitable', 'hospitable')",-0.9384186,-1.3886048,-0.296548,-0.48264006,-0.5124063,-0.8078353,0.295429
32,0.2847016,0.48996753,"('unkind', 'kind')",0.4217951,0.78120387,0.8043705,0.92671853,0.5036224,0.7326299,-0.2290075
47,0.27292222,0.4604498,"('stupid', 'smart')",0.14230773,0.45641994,5.6587014,6.1539884,2.0246437,2.3569527,-0.332309
64,0.2238802,0.6150316,"('shy', 'confident')",0.13218066,0.3576017,-7.0249705,-6.8217597,-2.2229698,-1.9497088,-0.273261
68,0.21112236,0.25696978,"('dependent', 'independent')",-0.9147711,-1.1272815,-0.72147024,-0.80649555,-0.4750396,-0.5589358,0.0838962
71,0.21021679,-0.06693895,"('diffident', 'self-confident')",0.26339194,-0.05088882,0.74709815,0.6499655,0.4069023,0.1773793,0.229523
59,-0.20148522,-0.2748041,"('foolish', 'wise')",-0.41709957,-0.7875455,0.8061869,0.6757338,0.0625341,-0.1288719,0.191406
66,-0.19249861,-0.5480434,"('inactive', 'active')",-0.6720414,-1.2884022,1.0402354,0.68313396,0.0585651,-0.3844372,0.4430023
58,0.1841753,-0.3461054,"('undiscriminating', 'discriminating')",0.5465622,0.07738515,-0.29160902,-0.55723375,0.1463762,-0.275318,0.4216942
29,-0.17692403,-0.28145996,"('unfair', 'fair')",-0.144005,-0.41030788,-0.5878148,-0.5732198,-0.3029146,-0.4216625,0.1187479
88,0.16638665,0.3744246,"('low', 'eminent')",-0.61242026,-0.5165302,0.18023118,0.3448024,-0.0886008,0.0675656,-0.1561664
33,-0.15877241,-0.5354192,"('wrong', 'right')",0.20804717,-0.29636556,-0.00055992603,-0.2680092,0.0162383,-0.366598,0.3828363
2,0.1519694,0.4483059,"('unlikable', 'likable')",0.4494355,0.9759322,0.059485592,0.18526879,0.2202968,0.5365023,-0.3162055
15,0.13434038,0.21845107,"('boring', 'funny')",-0.45823514,-0.38114488,-0.039020628,0.1266304,-0.1209718,-0.0120211,-0.1089507
40,0.09887032,-0.1297466,"('stingy', 'generous')",0.92543685,0.35256094,-1.4296391,-1.9937501,-0.1351107,-0.5903119,0.4552012
49,0.07341253,0.41005212,"('unable', 'able')",-0.5858255,-0.4689158,-0.23717281,-0.26571345,-0.2498619,-0.1081924,-0.1416695
85,0.070037276,-0.46020305,"('insignificant', 'prestigious')",-0.6037847,-1.3058599,0.66643584,0.34001786,0.0442295,-0.4753484,0.5195779
53,-0.06926823,-0.51585174,"('uncreative', 'creative')",-0.3749169,-1.01955,0.42081368,-0.010374706,-0.0077905,-0.5152588,0.5074683
1,-0.054673616,-0.7926163,"('unfriendly', 'friendly')",0.2683502,-0.79052323,2.163527,1.6996893,0.7924012,0.0388499,0.7535513
41,0.05394439,0.14627975,"('unforgiving', 'forgiving')",0.42675498,0.4905084,-0.4571489,-0.4528128,0.0078502,0.0613251,-0.0534749
38,-0.03932283,0.13350226,"('untruthful', 'truthful')",-0.6103133,-0.31006444,-0.23932575,-0.24261068,-0.2963206,-0.1397243,-0.1565963
87,0.018050928,0.053472746,"('unsuccessful', 'successful')",1.0281136,0.8545525,0.18369643,0.1342147,0.4099536,0.3474133,0.0625403
17,-0.01659219,-0.017284222,"('nasty', 'nice')",-0.97366136,-0.9356406,-1.170138,-1.0731478,-0.7201305,-0.6753575,-0.044773
