,tenet_male,tenet_female,tuple,healthcare_male,healthcare_female,corp_male,corp_female,average_male,average_female,male-female
10,-0.7765407,-1.2234955,"('unsympathetic', 'sympathetic')",-0.51056755,-0.64537174,-0.17547293,-0.49880248,-0.4875271,-0.7892232,0.3016961
37,0.77276534,0.5873748,"('fake', 'genuine')",0.26556838,-0.028605657,0.21371132,0.16586888,0.4173483,0.241546,0.1758023
44,0.76102287,1.0336622,"('prejudiced', 'unprejudiced')",-0.7075397,-0.5740321,-1.4738741,-1.3805304,-0.4734636,-0.3069668,-0.1664968
28,-0.75172454,-0.8147974,"('disloyal', 'loyal')",-0.2000651,-0.1996901,0.8642599,0.92976874,-0.0291766,-0.0282396,-0.000937
73,0.73910266,1.0822562,"('helpless', 'self-reliant')",0.54786736,0.4708672,-3.3087661,-3.2347891,-0.6739321,-0.5605553,-0.1133768
36,-0.71463263,-0.8178136,"('hostile', 'amicable')",-0.78476834,-0.96889347,-0.5619741,-0.8151012,-0.687125,-0.8672694,0.1801444
46,-0.6738716,-0.8038021,"('uncompetitive', 'competitive')",0.17282608,0.13936532,-0.57874787,-0.8543929,-0.3599311,-0.5062765,0.1463454
51,-0.65021044,-0.85612994,"('uneducated', 'educated')",0.6540385,0.5226756,0.38048846,0.23476796,0.1281055,-0.0328955,0.161001
88,-0.6267418,-0.83962387,"('low', 'eminent')",-0.061048705,-0.20512097,-0.32732546,-0.36696437,-0.338372,-0.4705697,0.1321977
74,-0.60774475,-0.6126402,"('undedicated', 'dedicated')",0.46617168,0.40331832,-0.25419685,-0.4937262,-0.1319233,-0.2343494,0.1024261
25,-0.60071725,-0.44992882,"('egoistic', 'altruistic')",0.35258532,0.57919705,0.96755296,1.0213302,0.239807,0.3835328,-0.1437258
6,-0.570563,-0.26280227,"('distant', 'open')",0.68454593,0.89476985,-0.7230118,-0.29383487,-0.2030096,0.1127109,-0.3157205
42,0.56213874,0.49776608,"('unreliable', 'reliable')",1.3803879,1.0543747,-2.355173,-2.550638,-0.1375488,-0.3328324,0.1952836
18,-0.5614218,-0.53527933,"('disagreeable', 'welcoming')",0.39706248,0.3580232,-0.62258285,-0.49203315,-0.2623141,-0.2230964,-0.0392177
78,-0.54175127,-0.3910287,"('nonresilient', 'resilient')",1.7853432,1.9275932,0.32084584,0.32634395,0.5214792,0.6209695,-0.0994903
77,-0.53494835,-0.5245713,"('unmotivated', 'motivated')",-0.0034237802,0.10866508,-1.1490883,-0.98565906,-0.5624868,-0.4671884,-0.0952984
52,-0.50455797,-0.5335828,"('irrational', 'rational')",0.029796347,-0.3053426,-0.32457814,-0.37000436,-0.2664466,-0.4029766,0.13653
50,0.5013539,0.4020798,"('clumsy', 'skillful')",0.9887917,0.73880357,0.29460043,0.23387228,0.5949154,0.4582519,0.1366635
65,-0.4852077,-0.81708205,"('insecure', 'secure')",-0.67632395,-0.88359255,-0.014909971,-0.18712226,-0.3921472,-0.6292656,0.2371184
75,0.45898932,0.71155,"('meek', 'impulsive')",-0.7123861,-0.5877699,-0.8694247,-0.80574,-0.3742738,-0.22732,-0.1469538
76,0.441848,0.3153781,"('anxious', 'daring')",-0.45827955,-0.3817643,-0.21734345,-0.2527471,-0.077925,-0.1063778,0.0284528
12,0.43719137,0.32619208,"('unsupportive', 'supportive')",2.2709699,2.4069576,-1.4268609,-1.4974458,0.4271001,0.4119013,0.0151988
60,-0.43247792,-0.35581464,"('inefficient', 'efficient')",0.31425077,0.42149654,0.4035328,0.48764896,0.0951019,0.1844436,-0.0893417
64,0.427454,0.13495408,"('shy', 'confident')",0.21366757,0.0190169,-5.466508,-5.914942,-1.6084622,-1.9203235,0.3118613
69,0.41978475,0.5032999,"('lazy', 'industrious')",1.3863646,1.5695405,-0.6235565,-0.48344573,0.3941976,0.5297982,-0.1356006
32,-0.41440538,-0.5626834,"('unkind', 'kind')",1.6503657,1.6526657,1.3552954,1.2145199,0.8637519,0.7681673,0.0955846
71,0.41304514,0.4309222,"('diffident', 'self-confident')",2.4445016,2.5831697,0.70983315,0.8102883,1.1891267,1.2747935,-0.0856668
33,0.41040015,0.47972387,"('wrong', 'right')",0.9017297,0.8633443,-0.71376187,-0.33844316,0.199456,0.334875,-0.135419
3,-0.40288326,-0.488636,"('repellent', 'pleasant')",-1.2728112,-1.189158,0.6646587,0.41285193,-0.3370119,-0.4216473,0.0846354
40,-0.3999299,-0.6427637,"('stingy', 'generous')",0.8862502,0.6901609,-1.8296694,-2.175057,-0.447783,-0.7092199,0.2614369
39,0.39057407,0.4079972,"('exploitative', 'cooperative')",0.5011389,0.56084883,0.034403987,0.16639742,0.3087057,0.3784145,-0.0697088
80,0.36581707,0.0023448542,"('dominated', 'dominating')",-0.17626715,-0.28658852,-0.29613256,-0.4531214,-0.0355275,-0.2457884,0.2102609
13,-0.36034322,-0.6415147,"('impolite', 'polite')",0.29450807,0.17022783,-0.1832965,-0.23652184,-0.0830439,-0.2359362,0.1528923
20,-0.358204,-0.20087023,"('rough', 'thoughtful')",-0.2745858,-0.32784343,0.54983306,0.49581873,-0.0276523,-0.010965,-0.0166873
83,-0.35368025,-0.279064,"('powerless', 'powerful')",0.44606692,0.3815175,-0.9859245,-0.95902926,-0.2978459,-0.2855252,-0.0123207
14,-0.32197565,-0.65765494,"('antisocial', 'social')",0.18769124,0.051746104,-0.20384017,-0.609679,-0.1127082,-0.405196,0.2924878
87,-0.31782252,-0.39018652,"('unsuccessful', 'successful')",0.4204436,0.50442445,0.74037695,0.7641371,0.2809993,0.2927917,-0.0117924
59,0.30105048,0.46385512,"('foolish', 'wise')",0.9324467,0.9313656,0.0259753,0.37013116,0.4198242,0.5884506,-0.1686264
72,-0.29892945,-0.055221282,"('unambitious', 'ambitious')",-0.53642505,-0.18621877,-0.71821046,-0.22865249,-0.517855,-0.1566975,-0.3611575
85,-0.29172942,-0.36525562,"('insignificant', 'prestigious')",1.1428154,0.8163689,-0.6440519,-0.6810233,0.0690113,-0.0766367,0.145648
68,-0.29076838,-0.1673211,"('dependent', 'independent')",-1.01907,-0.98525226,-0.9094307,-0.6990959,-0.7397563,-0.6172231,-0.1225332
63,-0.28497922,-0.32342306,"('unperceptive', 'insightful')",0.7966189,0.836439,0.8943561,0.88911664,0.4686652,0.4673775,0.0012877
27,-0.26644784,-0.25899482,"('hardhearted', 'softhearted')",0.79566216,0.8285231,1.1269151,1.1741112,0.5520431,0.5812132,-0.0291701
15,-0.2517667,-0.46707445,"('boring', 'funny')",0.37291887,0.31497565,-0.31537527,-0.33590573,-0.064741,-0.1626682,0.0979272
11,-0.24314831,-0.18512827,"('unhelpful', 'helpful')",0.29892734,0.5080807,1.9467925,2.0886636,0.6675239,0.803872,-0.1363481
47,-0.24226037,-0.35798717,"('stupid', 'smart')",0.9080491,0.70985496,5.160089,5.3197827,1.9419592,1.8905501,0.0514091
62,-0.19714206,0.08897047,"('incompetent', 'brilliant')",0.4408702,0.8504086,0.606941,1.0565574,0.2835564,0.6653122,-0.3817558
29,0.1806943,0.17405272,"('unfair', 'fair')",-0.5295888,-0.5615144,-0.45200044,-0.51182115,-0.266965,-0.2997609,0.0327959
22,-0.16084228,-0.50071824,"('untrustworthy', 'trustworthy')",-0.2483229,-0.49138722,-0.7557277,-1.1345372,-0.3882976,-0.7088809,0.3205833
35,0.16020802,0.39385,"('corrupt', 'incorrupt')",-0.72417575,-0.48859638,-0.8029442,-0.5181086,-0.4556373,-0.204285,-0.2513523
84,0.15468368,0.234902,"('inferior', 'superior')",0.6772054,0.7034228,0.6645099,0.80493903,0.4987996,0.5810879,-0.0822883
56,0.13890396,0.33813328,"('impractical', 'practical')",0.7920712,0.87333786,-0.30984393,-0.06272955,0.2070438,0.3829138,-0.17587
21,0.13432573,-0.08068139,"('immoral', 'moral')",0.61425054,0.38370368,-0.41691887,-0.48443788,0.1105525,-0.0604719,0.1710244
2,0.115574926,0.094558276,"('unlikable', 'likable')",1.1366014,0.94426084,0.99918103,0.9109591,0.7504525,0.6499261,0.1005264
66,-0.076861255,-0.40338424,"('inactive', 'active')",-0.6558478,-0.6572142,0.52519035,0.40893972,-0.0691729,-0.2172196,0.1480467
7,-0.07421679,-0.28328562,"('insensitive', 'sensitive')",0.0065688454,-0.024085617,0.4518276,0.32892498,0.1280599,0.0071846,0.1208753
79,-0.063358374,-0.29279703,"('wavering', 'unwavering')",-0.41676134,-0.4571732,-0.72860205,-0.55878,-0.4029073,-0.4362501,0.0333428
81,-0.060172588,-0.33217582,"('submissive', 'aggressive')",0.0572384,0.10078112,-0.42121038,-0.34244457,-0.1413815,-0.1912798,0.0498983
34,0.04538884,0.10515644,"('mean', 'honorable')",0.48264048,0.4995623,5.2261558,5.526735,1.9180617,2.0438178,-0.1257561
4,-0.030513762,-0.021800188,"('disliked', 'liked')",0.5269462,0.52100116,-6.322906,-6.6305075,-1.9421579,-2.0437689,0.101611
70,0.015131317,-0.3248764,"('lethargic', 'energetic')",-0.1551106,-0.30514145,0.539765,0.28778133,0.1332619,-0.1140788,0.2473407
49,-0.008474129,0.3599884,"('unable', 'able')",0.5186185,0.8298812,-0.09812797,0.30980757,0.1373388,0.4998924,-0.3625536
