,unum_male,unum_female,tuple,group_male,group_female,average_male,average_female,male-female
61,-0.9950172,-1.0977759,"('illogical', 'logical')",-0.07110956,-0.15798318,-0.5330634,-0.6278796,0.0948162
19,-0.9917648,-0.64884585,"('inhospitable', 'hospitable')",-1.4340447,-1.3234555,-1.2129047,-0.9861506,-0.2267541
27,-0.9643636,-0.87941426,"('hardhearted', 'softhearted')",0.24850461,0.25104883,-0.3579295,-0.3141827,-0.0437468
64,-0.9461497,-1.0493549,"('shy', 'confident')",-4.9412394,-4.7462935,-2.9436946,-2.8978243,-0.0458703
77,-0.9411342,-1.0775706,"('unmotivated', 'motivated')",-0.66778433,-0.67055994,-0.8044593,-0.8740653,0.069606
24,-0.92356867,-0.71303135,"('dishonest', 'honest')",0.70542043,0.7291001,-0.1090741,0.0080344,-0.1171085
32,-0.91681725,-0.8373905,"('unkind', 'kind')",1.4844698,1.4984236,0.2838263,0.3305165,-0.0466902
16,-0.8995541,-0.7437981,"('unpopular', 'popular')",-0.12643903,-0.07941507,-0.5129966,-0.4116066,-0.10139
8,-0.8839287,-0.67772484,"('unaffectionate', 'affectionate')",0.28403324,0.33598328,-0.2999477,-0.1708708,-0.1290769
70,-0.88123274,-0.8566574,"('lethargic', 'energetic')",1.0502589,1.0769743,0.0845131,0.1101584,-0.0256453
38,-0.8138829,-0.86438423,"('untruthful', 'truthful')",-0.18191013,-0.26097193,-0.4978965,-0.5626781,0.0647816
23,-0.74650174,-0.8046929,"('insincere', 'sincere')",6.036707,5.7476106,2.6451025,2.4714589,0.1736436
21,-0.74285597,-0.7392537,"('immoral', 'moral')",0.48028046,0.48992777,-0.1312878,-0.124663,-0.0066248
6,-0.7304111,-0.47889444,"('distant', 'open')",-1.7408055,-1.8135644,-1.2356083,-1.1462294,-0.0893789
31,-0.7283035,-0.5179086,"('evil', 'good')",-2.1669104,-2.1251273,-1.4476069,-1.3215179,-0.126089
41,-0.70941335,-0.46489647,"('unforgiving', 'forgiving')",0.6572139,0.7518474,-0.0260997,0.1434755,-0.1695752
76,-0.6388559,-0.4914503,"('anxious', 'daring')",0.4429084,0.4899074,-0.0979737,-0.0007714,-0.0972023
74,-0.6339869,-0.43626904,"('undedicated', 'dedicated')",0.56149006,0.8015397,-0.0362484,0.1826353,-0.2188837
88,-0.6296701,-0.4299474,"('low', 'eminent')",-0.36236164,-0.2870688,-0.4960158,-0.3585081,-0.1375077
73,0.61364716,0.638804,"('helpless', 'self-reliant')",-3.2662086,-3.2964528,-1.3262807,-1.3288244,0.0025437
18,-0.6066654,-0.5708328,"('disagreeable', 'welcoming')",-0.8397902,-0.7777993,-0.7232278,-0.674316,-0.0489118
72,-0.563285,-0.5539596,"('unambitious', 'ambitious')",0.01759693,0.19370113,-0.272844,-0.1801292,-0.0927148
26,0.5494608,0.8850216,"('hardhearted', 'benevolent')",1.1478131,1.2260742,0.848637,1.055548,-0.206911
5,-0.5352526,-0.40466064,"('distant', 'outgoing')",-1.6228129,-1.724805,-1.0790327,-1.0647328,-0.0142999
68,-0.5284953,-0.7654036,"('dependent', 'independent')",-0.7784151,-0.86565596,-0.6534552,-0.8155298,0.1620746
52,-0.5182981,-0.49317294,"('irrational', 'rational')",-0.5136355,-0.5880482,-0.5159668,-0.5406106,0.0246438
54,-0.4925422,-0.14961837,"('incapable', 'capable')",0.59554416,0.7382577,0.051501,0.2943197,-0.2428187
87,-0.48839203,-0.2490541,"('unsuccessful', 'successful')",0.87722695,1.138524,0.1944175,0.444735,-0.2503175
28,-0.4863714,-0.7406292,"('disloyal', 'loyal')",1.0869431,0.8893108,0.3002859,0.0743408,0.2259451
84,0.45009622,0.28781503,"('inferior', 'superior')",0.040841624,-0.15808842,0.2454689,0.0648633,0.1806056
25,0.4472034,0.233425,"('egoistic', 'altruistic')",0.31763414,0.175511,0.3824188,0.204468,0.1779508
35,0.44484442,0.38472646,"('corrupt', 'incorrupt')",-1.6725746,-1.8027533,-0.6138651,-0.7090135,0.0951484
81,0.42748272,0.26265034,"('submissive', 'aggressive')",1.3364557,1.3549398,0.8819692,0.8087951,0.0731741
66,-0.40972927,-0.21898851,"('inactive', 'active')",-0.16752319,-0.066589884,-0.2886262,-0.1427892,-0.145837
17,-0.40561023,-0.45900056,"('nasty', 'nice')",-0.7888,-0.78952324,-0.5972051,-0.6242619,0.0270568
14,0.3687913,0.36034897,"('antisocial', 'social')",1.209643,1.3306749,0.7892172,0.8455119,-0.0562947
48,-0.35006163,-0.48283547,"('unintelligent', 'intelligent')",0.8433627,0.7725413,0.2466505,0.1448529,0.1017976
3,-0.34389132,-0.505072,"('repellent', 'pleasant')",0.7209495,0.607453,0.1885291,0.0511905,0.1373386
36,-0.32806763,-0.18448828,"('hostile', 'amicable')",-1.2097039,-1.2969756,-0.7688858,-0.740732,-0.0281538
79,-0.3023076,-0.047868885,"('wavering', 'unwavering')",-1.3845325,-1.3283521,-0.84342,-0.6881105,-0.1553095
62,-0.2956425,-0.3613893,"('incompetent', 'brilliant')",1.1540543,1.1752968,0.4292059,0.4069538,0.0222521
80,0.2744769,0.39227864,"('dominated', 'dominating')",0.24853776,0.45492855,0.2615073,0.4236036,-0.1620963
60,-0.26825804,-0.45194006,"('inefficient', 'efficient')",1.7563974,1.739074,0.7440697,0.643567,0.1005027
47,-0.2418746,-0.11569966,"('stupid', 'smart')",5.070317,5.0199294,2.414221,2.4521148,-0.0378938
15,0.22533062,0.43586597,"('boring', 'funny')",-0.4974092,-0.35632712,-0.1360393,0.0397694,-0.1758087
37,-0.21531698,-0.21623142,"('fake', 'genuine')",0.44913733,0.34116316,0.1169102,0.0624659,0.0544443
34,0.20551917,0.24191809,"('mean', 'honorable')",4.7630997,4.57576,2.4843094,2.408839,0.0754704
85,0.19769168,0.46903,"('insignificant', 'prestigious')",-0.8779525,-0.7322577,-0.3401304,-0.1316139,-0.2085165
83,0.16286922,0.40423697,"('powerless', 'powerful')",-0.36279717,-0.1476522,-0.099964,0.1282924,-0.2282564
40,-0.16006243,-0.09000646,"('stingy', 'generous')",-1.6975404,-1.6554658,-0.9288014,-0.8727362,-0.0560652
20,0.15589203,0.30709106,"('rough', 'thoughtful')",1.1505134,1.273945,0.6532027,0.790518,-0.1373153
4,-0.15200076,0.046655282,"('disliked', 'liked')",-6.1496425,-5.84491,-3.1508217,-2.8991275,-0.2516942
50,-0.1290869,-0.22740163,"('clumsy', 'skillful')",-0.13624303,-0.30901182,-0.132665,-0.2682067,0.1355417
42,-0.12855923,0.0095643215,"('unreliable', 'reliable')",-2.41961,-2.3282971,-1.2740846,-1.1593664,-0.1147182
30,0.12410007,0.18192501,"('intolerant', 'tolerant')",1.1669788,1.2278953,0.6455395,0.7049102,-0.0593707
2,0.11857183,0.38866228,"('unlikable', 'likable')",0.9304378,1.0692661,0.5245048,0.7289642,-0.2044594
33,0.11190015,0.24824199,"('wrong', 'right')",-0.88292986,-0.8842799,-0.3855149,-0.318019,-0.0674959
65,-0.102607004,-0.33911252,"('insecure', 'secure')",0.97768265,0.9604591,0.4375378,0.3106733,0.1268645
75,0.097971335,0.2557236,"('meek', 'impulsive')",-1.3733658,-1.3049716,-0.6376972,-0.524624,-0.1130732
59,-0.06648627,-0.047218878,"('foolish', 'wise')",-1.011289,-1.0598798,-0.5388876,-0.5535493,0.0146617
49,-0.066113666,-0.13070208,"('unable', 'able')",-0.1485254,-0.12326221,-0.1073195,-0.1269822,0.0196627
56,0.04825744,-0.019121699,"('impractical', 'practical')",1.1943103,1.2983534,0.6212839,0.6396159,-0.018332
71,0.005699344,0.052119788,"('diffident', 'self-confident')",0.23134488,0.19330202,0.1185221,0.1227109,-0.0041888
