,exxon_male,exxon_female,tuple,mobil_male,mobil_female,corp_male,corp_female,average_male,average_female,male-female
73,1.1317407,1.3611863,"('helpless', 'self-reliant')",0.44557855,0.9487061,-3.4742074,-3.0249333,-0.632296,-0.238347,-0.393949
21,-1.1033043,-1.5434579,"('immoral', 'moral')",-1.4211227,-1.9576885,-0.3941635,-0.9599787,-0.9728635,-1.4870416,0.5141781
53,-1.0897139,-1.2146765,"('uncreative', 'creative')",-1.3989495,-1.4986283,0.18777655,0.054335766,-0.7669623,-0.886323,0.1193607
13,-1.0766954,-1.2555417,"('impolite', 'polite')",-1.3417798,-1.5721365,-0.46829763,-0.7824008,-0.9622576,-1.2033597,0.2411021
41,-1.0546113,-0.6761161,"('unforgiving', 'forgiving')",-1.9777305,-1.7095952,-0.6445484,-0.22429442,-1.2256301,-0.8700019,-0.3556282
54,-1.048788,-0.8862133,"('incapable', 'capable')",0.12666154,0.07779249,0.5706346,0.67078614,-0.1171639,-0.0458782,-0.0712857
9,-1.0084883,-0.47908857,"('unaffectionate', 'caring')",-1.7863603,-1.4924028,1.1209527,1.1538968,-0.5579652,-0.2725315,-0.2854337
46,-0.9869203,-1.9368641,"('uncompetitive', 'competitive')",-1.1507822,-1.9826957,-0.37174535,-1.1181147,-0.8364826,-1.679225,0.8427424
48,-0.96657115,-1.2197961,"('unintelligent', 'intelligent')",-1.6968352,-1.9720478,0.8802431,0.59781474,-0.5943878,-0.8646764,0.2702886
77,-0.8927648,-1.5559353,"('unmotivated', 'motivated')",0.010496389,-0.48491627,-0.9904314,-1.3229614,-0.6242333,-1.121271,0.4970377
12,-0.883953,-0.6622343,"('unsupportive', 'supportive')",-1.37783,-1.4247549,-1.8496128,-1.7454726,-1.3704653,-1.2774873,-0.092978
1,-0.86333036,-0.41693366,"('unfriendly', 'friendly')",-1.5498459,-1.2151533,0.8704717,1.1145831,-0.5142349,-0.1725013,-0.3417336
19,-0.86306334,-0.2828367,"('inhospitable', 'hospitable')",-0.26297534,-0.122364976,-0.4309201,-0.21233314,-0.5189863,-0.2058449,-0.3131414
38,-0.84650636,-0.4329929,"('untruthful', 'truthful')",-1.4841161,-1.1679248,-0.065294586,0.026841184,-0.798639,-0.5246922,-0.2739468
81,-0.80968225,-1.478973,"('submissive', 'aggressive')",-0.633613,-1.3144186,-0.5764972,-0.98072106,-0.6732642,-1.2580376,0.5847734
28,-0.77796674,-1.1100074,"('disloyal', 'loyal')",-1.8863915,-1.8326353,1.4112744,0.56444937,-0.4176946,-0.7927311,0.3750365
23,-0.77728915,-1.0920725,"('insincere', 'sincere')",-1.5434725,-1.7173344,6.4997797,5.43098,1.393006,0.8738578,0.5191482
17,-0.7728074,-0.6572995,"('nasty', 'nice')",-0.16014159,-0.14875981,-0.621419,-0.59001464,-0.5181227,-0.465358,-0.0527647
58,-0.7210669,-0.53514147,"('undiscriminating', 'discriminating')",-0.6327518,-0.59641045,0.19363911,0.24987699,-0.3867265,-0.2938917,-0.0928348
31,-0.7200322,0.22226815,"('evil', 'good')",0.48495802,1.1840373,-1.6319447,-0.979717,-0.6223396,0.1421961,-0.7645357
80,0.6924997,-0.05952896,"('dominated', 'dominating')",-0.36199462,-0.96275955,-0.032373972,-0.5652137,0.099377,-0.5291674,0.6285444
69,0.6701542,1.2583828,"('lazy', 'industrious')",3.2097921,3.4122024,-1.3880013,-0.6713949,0.8306483,1.3330634,-0.5024151
7,-0.6146735,-0.7326871,"('insensitive', 'sensitive')",-1.2891936,-1.4989222,0.84095913,0.46662784,-0.3543026,-0.5883272,0.2340246
15,-0.61151236,-0.18968168,"('boring', 'funny')",0.016740244,0.20028457,-0.3678357,-0.23225409,-0.3208693,-0.0738837,-0.2469856
22,-0.6094518,-0.9408468,"('untrustworthy', 'trustworthy')",-1.4760802,-1.5859075,-0.94763744,-1.1860827,-1.0110564,-1.2376124,0.226556
39,-0.5941465,-0.38084388,"('exploitative', 'cooperative')",-0.5291047,-0.25886607,0.040981244,0.09839806,-0.3607566,-0.1804373,-0.1803193
62,-0.5839712,-1.0416751,"('incompetent', 'brilliant')",-0.9863284,-1.5952011,0.7265057,0.20987031,-0.2812646,-0.8090019,0.5277373
76,-0.5676719,-1.3471591,"('anxious', 'daring')",-0.46865764,-1.1042328,-0.0009622965,-0.6288792,-0.3457639,-1.0267571,0.6809932
78,-0.5471577,-1.1492567,"('nonresilient', 'resilient')",0.07414461,-0.62633425,1.0118136,0.3337773,0.1796002,-0.4806045,0.6602047
72,0.51609814,0.27288714,"('unambitious', 'ambitious')",-1.8384373,-1.5842644,-0.5981982,-0.7491188,-0.6401791,-0.686832,0.0466529
42,-0.5148021,-0.52908874,"('unreliable', 'reliable')",-0.41653323,-0.5831348,-3.324655,-3.2343395,-1.4186635,-1.4488543,0.0301908
24,0.5091485,0.48086354,"('dishonest', 'honest')",-1.7219833,-1.4112562,0.74631244,0.4293506,-0.1555075,-0.167014,0.0115065
16,-0.49135718,-0.16575272,"('unpopular', 'popular')",0.9363041,0.8923953,0.16995147,0.10898843,0.2049661,0.2785437,-0.0735776
88,-0.4803503,-0.34678125,"('low', 'eminent')",-0.45219707,-0.4137257,-0.3700323,-0.54637593,-0.4341932,-0.4356276,0.0014344
44,0.475147,0.3720202,"('prejudiced', 'unprejudiced')",1.0197234,0.92435503,-1.7751083,-1.7077606,-0.0934126,-0.1371284,0.0437158
47,-0.4622381,-0.6809699,"('stupid', 'smart')",-0.12559426,-0.49040064,5.39851,4.7143283,1.6035592,1.1809859,0.4225733
84,0.45265883,0.5050802,"('inferior', 'superior')",1.2430376,1.21584,1.1979194,1.2849131,0.9645386,1.0019444,-0.0374058
29,-0.44619346,-0.1998059,"('unfair', 'fair')",0.46043706,0.4585624,-0.16299185,0.03936609,-0.0495827,0.0993742,-0.1489569
50,-0.43991363,-0.0859418,"('clumsy', 'skillful')",0.9714597,0.86391956,0.30631888,0.24733642,0.2792883,0.3417714,-0.0624831
61,-0.42510736,-0.5912195,"('illogical', 'logical')",0.22985949,-0.036897257,0.6365296,0.39655524,0.1470939,-0.0771872,0.2242811
34,-0.4223777,-0.23523115,"('mean', 'honorable')",-0.895745,-0.942275,6.084123,5.1960373,1.5886669,1.3395104,0.2491565
35,0.4056717,0.7656453,"('corrupt', 'incorrupt')",1.2617391,1.7943114,-0.8450691,-0.4001643,0.2741139,0.7199308,-0.4458169
82,-0.38897622,-0.945,"('poor', 'rich')",-1.3971574,-1.8083009,6.6939607,5.592544,1.6359423,0.9464144,0.6895279
36,0.3497689,1.0007964,"('hostile', 'amicable')",0.1404877,0.9735596,-0.9765731,-0.43790302,-0.1621055,0.512151,-0.6742565
51,-0.3455187,-0.7508329,"('uneducated', 'educated')",-0.749663,-1.0565208,1.1843785,1.0231632,0.0297323,-0.2613968,0.2911291
2,0.34381172,0.67623603,"('unlikable', 'likable')",0.63906026,0.66118795,0.037343536,0.39248306,0.3400718,0.5766357,-0.2365639
85,-0.3316444,0.56025225,"('insignificant', 'prestigious')",1.1567895,1.9004328,-0.617475,0.06704351,0.0692234,0.8425762,-0.7733528
75,0.33101174,0.4310548,"('meek', 'impulsive')",0.24365856,0.59730923,-0.8486438,-0.48879027,-0.0913245,0.1798579,-0.2711824
26,-0.32004526,0.14599083,"('hardhearted', 'benevolent')",-0.25815737,-0.08795267,0.6854185,1.3700352,0.0357386,0.4760244,-0.4402858
79,-0.3197726,0.32866552,"('wavering', 'unwavering')",0.7987374,1.2950906,-0.6370241,-0.4665234,-0.0526864,0.3857442,-0.4384306
3,-0.3034818,-0.7483834,"('repellent', 'pleasant')",-0.9652808,-1.3419968,0.9451046,0.55722,-0.107886,-0.5110534,0.4031674
59,0.27211273,1.0826659,"('foolish', 'wise')",0.8912603,1.299911,-0.34721062,0.0812286,0.2720541,0.8212685,-0.5492144
37,-0.26960778,-0.1576598,"('fake', 'genuine')",-0.53534585,-0.45255277,0.1925028,0.16987342,-0.2041503,-0.1467797,-0.0573706
6,-0.25904447,0.46185976,"('distant', 'open')",0.499242,0.7847053,-0.8661061,-0.556328,-0.2086362,0.230079,-0.4387152
74,-0.2467754,-0.37284863,"('undedicated', 'dedicated')",-0.91670114,-0.94885004,-0.35196367,-0.42724255,-0.5051467,-0.5829804,0.0778337
66,0.24330615,0.59605545,"('inactive', 'active')",1.1269168,1.2659656,0.50312394,0.64409864,0.6244489,0.8353732,-0.2109243
68,-0.22897147,-0.13451216,"('dependent', 'independent')",-0.39211765,-0.35765404,-0.15735362,-0.5331664,-0.2594809,-0.3417775,0.0822966
56,-0.21845749,-0.84465504,"('impractical', 'practical')",-0.36255914,-0.8976366,-0.37157875,-0.7895366,-0.3175318,-0.8439428,0.526411
20,-0.21210429,-0.6588079,"('rough', 'thoughtful')",-0.4549927,-0.8072191,0.8086699,0.8231987,0.047191,-0.2142761,0.2614671
33,-0.21146247,0.6810128,"('wrong', 'right')",1.4235722,1.8995845,-0.9684257,-0.4889782,0.081228,0.6972064,-0.6159784
49,-0.20050585,-0.7375318,"('unable', 'able')",-0.19937415,-0.59446263,0.11125851,-0.53050613,-0.0962072,-0.6208335,0.5246263
67,-0.19600207,0.20650083,"('doubtful', 'determined')",0.86700207,0.97774947,-0.84192574,-0.52221125,-0.0569752,0.2206797,-0.2776549
32,-0.18291393,-0.25756922,"('unkind', 'kind')",-0.9732477,-1.2307326,0.8585372,0.8359677,-0.0992082,-0.2174447,0.1182365
83,-0.17391491,-0.14940447,"('powerless', 'powerful')",0.33720458,0.28034163,-0.49490994,-0.7043688,-0.1105401,-0.1911439,0.0806038
64,-0.17069533,0.09787806,"('shy', 'confident')",-0.028299086,0.19674033,-6.7636304,-5.8141713,-2.320875,-1.8398509,-0.4810241
27,-0.10987457,0.1823011,"('hardhearted', 'softhearted')",-1.4305949,-1.3074834,1.0125877,1.0761217,-0.1759606,-0.0163536,-0.159607
71,-0.07524283,0.08733557,"('diffident', 'self-confident')",0.8684634,0.8335276,0.5203526,0.46485788,0.4378577,0.461907,-0.0240493
40,0.044511855,0.18968664,"('stingy', 'generous')",-0.62391907,-0.48011944,-1.5686781,-1.5141083,-0.7160285,-0.6015137,-0.1145148
25,-0.043549873,-0.014721297,"('egoistic', 'altruistic')",0.774135,0.81315535,1.0090934,1.214689,0.5798928,0.671041,-0.0911482
5,-0.035600603,0.5198651,"('distant', 'outgoing')",1.2811905,1.3989987,-0.73634267,-0.44785282,0.1697491,0.490337,-0.3205879
87,-0.016098756,-0.13819869,"('unsuccessful', 'successful')",1.1462814,0.73623854,1.1648216,0.9472523,0.7650015,0.5150974,0.2499041
4,0.008179637,0.29939994,"('disliked', 'liked')",0.03374537,0.3528646,-6.9153976,-5.984031,-2.2911576,-1.7772555,-0.5139021
