,mcdonalds_male,mcdonalds_female,tuple,corp_male,corp_female,average_male,average_female,male-female
30,-0.55188954,-0.5687123,"('intolerant', 'tolerant')",0.7841046,0.67426807,0.1161075,0.0527779,0.0633296
9,0.5264202,0.7434301,"('unaffectionate', 'caring')",1.3120053,1.3915412,0.9192127,1.0674857,-0.148273
36,-0.51524055,-0.1258175,"('hostile', 'amicable')",-0.7788883,-0.7739937,-0.6470644,-0.4499056,-0.1971588
55,-0.5010107,-0.5189824,"('incompetent', 'clever')",0.24850288,0.28087196,-0.1262539,-0.1190552,-0.0071987
29,-0.49632138,-0.13092554,"('unfair', 'fair')",-0.41004097,-0.15788311,-0.4531812,-0.1444043,-0.3087769
38,0.47137135,0.39785624,"('untruthful', 'truthful')",0.5193056,0.1496804,0.4953385,0.2737683,0.2215702
84,0.47129828,0.58178097,"('inferior', 'superior')",0.88235706,0.8534967,0.6768277,0.7176389,-0.0408112
1,0.44995853,0.86991054,"('unfriendly', 'friendly')",1.1653678,1.279532,0.8076632,1.0747212,-0.267058
13,0.42381203,0.20577148,"('impolite', 'polite')",-0.5666069,-0.49851897,-0.0713974,-0.1463737,0.0749763
34,0.42015752,0.09260519,"('mean', 'honorable')",6.134777,5.945721,3.2774673,3.0191631,0.2583042
79,0.3976688,0.8270355,"('wavering', 'unwavering')",-0.35902727,-0.08574176,0.0193208,0.3706469,-0.3513261
21,0.39062113,0.30661717,"('immoral', 'moral')",-0.7290699,-0.70619524,-0.1692244,-0.199789,0.0305646
0,0.39000806,0.52206784,"('unsociable', 'sociable')",-0.46563962,-0.44299158,-0.0378158,0.0395381,-0.0773539
76,-0.37269756,-0.32301843,"('anxious', 'daring')",-0.12967451,0.27060917,-0.251186,-0.0262046,-0.2249814
45,-0.34530005,0.15150255,"('incompetent', 'competent')",0.029777579,0.40550792,-0.1577612,0.2785052,-0.4362664
32,-0.32653943,-0.29445043,"('unkind', 'kind')",0.73122686,1.0464598,0.2023437,0.3760047,-0.173661
47,-0.32012433,-0.5561576,"('stupid', 'smart')",5.6225486,5.6305532,2.6512122,2.5371978,0.1140144
41,0.3179822,0.40673724,"('unforgiving', 'forgiving')",-0.24037018,-0.19881314,0.038806,0.103962,-0.065156
52,-0.31469995,-0.21576527,"('irrational', 'rational')",-0.40766245,-0.5328639,-0.3611812,-0.3743146,0.0131334
46,-0.30677542,-0.52099174,"('uncompetitive', 'competitive')",-0.86131185,-0.8006775,-0.5840436,-0.6608346,0.076791
20,0.28896222,0.34657088,"('rough', 'thoughtful')",0.8325743,1.0001019,0.5607682,0.6733364,-0.1125682
37,0.27272132,0.35197705,"('fake', 'genuine')",0.57857275,0.7992725,0.425647,0.5756248,-0.1499778
27,-0.2517617,-0.283378,"('hardhearted', 'softhearted')",1.1640208,1.1169336,0.4561296,0.4167778,0.0393518
67,0.2449438,0.11267342,"('doubtful', 'determined')",-0.25928923,-0.32429764,-0.0071727,-0.1058121,0.0986394
75,-0.23973167,-0.07330695,"('meek', 'impulsive')",-0.856944,-0.61730427,-0.5483378,-0.3453056,-0.2030322
81,-0.23709878,-0.54134613,"('submissive', 'aggressive')",-0.25753832,-0.47362378,-0.2473186,-0.507485,0.2601664
59,-0.23087496,-0.07097304,"('foolish', 'wise')",0.061081365,-0.045460194,-0.0848968,-0.0582166,-0.0266802
77,-0.22435574,-0.29876983,"('unmotivated', 'motivated')",-1.0663413,-1.1959981,-0.6453485,-0.747384,0.1020355
66,-0.21091165,0.13744885,"('inactive', 'active')",0.24872199,0.34935817,0.0189052,0.2434035,-0.2244983
28,-0.20611253,0.13182244,"('disloyal', 'loyal')",1.4162334,1.5406852,0.6050605,0.8362538,-0.2311933
82,-0.19917807,-0.3116945,"('poor', 'rich')",7.0285244,7.1010613,3.4146731,3.3946834,0.0199897
17,-0.19608057,-0.15274689,"('nasty', 'nice')",-0.8504692,-0.64692736,-0.5232749,-0.3998371,-0.1234378
60,0.18882577,-0.1520232,"('inefficient', 'efficient')",0.6292414,0.49986032,0.4090336,0.1739186,0.235115
49,0.18842456,-0.09304039,"('unable', 'able')",-0.2099981,-0.13883704,-0.0107868,-0.1159387,0.1051519
62,0.18371016,-0.055091217,"('incompetent', 'brilliant')",0.81923306,0.7943598,0.5014716,0.3696343,0.1318373
35,0.17557606,0.51692593,"('corrupt', 'incorrupt')",-0.72396713,-0.5438996,-0.2741956,-0.0134868,-0.2607088
16,-0.14825734,-0.0887471,"('unpopular', 'popular')",-0.1170418,-0.13646556,-0.1326496,-0.1126063,-0.0200433
26,-0.13717377,0.4449408,"('hardhearted', 'benevolent')",1.1101148,1.36768,0.4864705,0.9063104,-0.4198399
43,0.1368613,0.12355907,"('irresponsible', 'responsible')",0.7765416,0.96451175,0.4567015,0.5440354,-0.0873339
42,-0.11526795,0.067153335,"('unreliable', 'reliable')",-3.2663045,-2.9714959,-1.6907862,-1.4521713,-0.2386149
78,0.102843896,0.19213949,"('nonresilient', 'resilient')",0.052757606,-0.13484319,0.0778008,0.0286482,0.0491526
61,0.097688995,0.17654237,"('illogical', 'logical')",0.44583762,0.56857944,0.2717633,0.3725609,-0.1007976
48,0.08360116,-0.025950022,"('unintelligent', 'intelligent')",0.8462314,0.7644701,0.4649163,0.36926,0.0956563
23,0.08227063,-0.19114023,"('insincere', 'sincere')",6.755148,6.7905326,3.4187093,3.2996962,0.1190131
80,-0.06037932,-0.28369948,"('dominated', 'dominating')",-0.48927286,-0.5093448,-0.2748261,-0.3965222,0.1216961
12,0.06025723,0.06728433,"('unsupportive', 'supportive')",-2.041902,-2.0266283,-0.9908224,-0.979672,-0.0111504
63,-0.050265633,-0.0066265566,"('unperceptive', 'insightful')",0.72901046,0.65848714,0.3393724,0.3259303,0.0134421
24,0.04207045,0.1752671,"('dishonest', 'honest')",1.2185034,1.3846402,0.6302869,0.7799537,-0.1496668
87,-0.017167721,-0.13117234,"('unsuccessful', 'successful')",0.44100896,0.47590685,0.2119206,0.1723672,0.0395534
8,-0.008196428,0.21607196,"('unaffectionate', 'affectionate')",0.46364352,0.5021411,0.2277235,0.3591065,-0.131383
