,aon_male,aon_female,tuple,plc_male,plc_female,average_male,average_female,male-female
17,-0.22738536,-0.4906957,"('nasty', 'nice')",-1.2206343,-1.5239921,-0.7240099,-1.0073439,0.283334
3,-0.21454541,-0.46289405,"('repellent', 'pleasant')",-0.38061005,-0.30653423,-0.2975777,-0.3847141,0.0871364
78,-0.21398467,-0.24249727,"('nonresilient', 'resilient')",0.7955904,0.47969115,0.2908029,0.1185969,0.172206
58,-0.20551637,-0.21559754,"('undiscriminating', 'discriminating')",1.1685148,1.1008422,0.4814993,0.4426224,0.0388769
30,-0.20367837,-0.26672453,"('intolerant', 'tolerant')",0.38857237,0.40787318,0.092447,0.0705743,0.0218727
52,-0.19654928,-0.4895462,"('irrational', 'rational')",0.05477121,-0.3439319,-0.070889,-0.416739,0.34585
55,-0.18978041,-0.20790344,"('incompetent', 'clever')",-0.020003403,0.1524963,-0.1048919,-0.0277036,-0.0771883
44,-0.18779455,0.20905174,"('prejudiced', 'unprejudiced')",-1.574002,-1.3591541,-0.8808983,-0.5750512,-0.3058471
64,0.17968284,0.27981994,"('shy', 'confident')",-3.8279324,-3.8751767,-1.8241248,-1.7976784,-0.0264464
29,-0.1788831,0.047461458,"('unfair', 'fair')",-0.5510944,-0.57155484,-0.3649887,-0.2620467,-0.102942
85,0.16905415,-0.013559133,"('insignificant', 'prestigious')",0.6841509,0.24011412,0.4266025,0.1132775,0.313325
70,0.15481323,0.27717334,"('lethargic', 'energetic')",0.33080727,0.441546,0.2428102,0.3593597,-0.1165495
71,0.15156329,0.16135809,"('diffident', 'self-confident')",0.86371857,0.48499036,0.507641,0.3231742,0.1844668
15,0.14244573,-0.0086205555,"('boring', 'funny')",0.0021676905,-0.27445862,0.0723067,-0.1415396,0.2138463
27,0.13420184,-0.09118298,"('hardhearted', 'softhearted')",0.45777676,0.14088526,0.2959893,0.0248511,0.2711382
62,0.13357179,0.21794638,"('incompetent', 'brilliant')",0.40887812,0.5810188,0.2712249,0.3994826,-0.1282577
75,0.12653622,0.4894035,"('meek', 'impulsive')",-1.1325538,-0.75089246,-0.5030088,-0.1307445,-0.3722643
84,0.11490582,0.31147215,"('inferior', 'superior')",0.64403933,0.6124629,0.3794726,0.4619675,-0.0824949
63,-0.111121565,0.05268721,"('unperceptive', 'insightful')",1.0394365,1.0672663,0.4641575,0.5599768,-0.0958193
12,-0.10936662,0.03235183,"('unsupportive', 'supportive')",-0.6347404,-0.71625686,-0.3720535,-0.3419525,-0.030101
80,0.10811484,0.16887704,"('dominated', 'dominating')",0.32760358,0.26566842,0.2178592,0.2172727,0.0005865
48,0.08071658,-0.09633265,"('unintelligent', 'intelligent')",-0.06894813,0.022923281,0.0058842,-0.0367047,0.0425889
16,-0.068404436,-0.15414049,"('unpopular', 'popular')",-0.067430444,-0.23049463,-0.0679174,-0.1923176,0.1244002
40,0.058482617,-0.046003897,"('stingy', 'generous')",-1.1016924,-1.3307576,-0.5216049,-0.6883808,0.1667759
66,-0.054569095,-0.105881445,"('inactive', 'active')",1.1896539,0.7988352,0.5675424,0.3464769,0.2210655
14,0.04030072,0.15330261,"('antisocial', 'social')",0.86663634,0.76594514,0.4534685,0.4596239,-0.0061554
46,-0.017877646,0.0013116971,"('uncompetitive', 'competitive')",-0.09982097,-0.17431179,-0.0588493,-0.0865,0.0276507
24,0.0052343253,-0.19514653,"('dishonest', 'honest')",0.79209054,0.53746396,0.3986624,0.1711587,0.2275037
