,bank_male,bank_female,tuple,of_male,of_female,america_male,america_female,corp_male,corp_female,average_male,average_female,male-female
33,0.81853986,0.7809624,"('wrong', 'right')",0.37024704,0.39003745,1.0634236,1.0693909,-0.31801066,-0.31574324,0.48355,0.4811619,0.0023881
21,0.79540205,0.78100234,"('immoral', 'moral')",-0.5742147,-0.74119794,-0.084929615,-0.4464885,-0.90048987,-0.8067762,-0.191058,-0.3033651,0.1123071
35,-0.7907716,-0.89517623,"('corrupt', 'incorrupt')",0.34334922,0.25870183,0.90029746,0.79688156,-0.12978935,-0.22393207,0.0807714,-0.0158812,0.0966526
28,0.7827628,0.5799663,"('disloyal', 'loyal')",-1.2389808,-1.5138806,0.15858157,-0.109574646,1.2220584,1.1416273,0.2311055,0.0245346,0.2065709
31,-0.7637382,-0.74222875,"('evil', 'good')",0.70894927,0.92830974,0.9285799,1.1193488,-0.7112789,-0.7577519,0.040628,0.1369195,-0.0962915
8,0.7546024,0.7138772,"('unaffectionate', 'affectionate')",-0.33021662,-0.36425233,0.55721784,0.5781082,0.8347568,0.77392334,0.4540901,0.4254141,0.028676
7,0.7016151,0.9124373,"('insensitive', 'sensitive')",-0.9562186,-0.6856627,-0.7234075,-0.746579,0.40542275,0.66923755,-0.1431471,0.0373583,-0.1805054
73,0.6833923,0.72056043,"('helpless', 'self-reliant')",1.870777,1.9825153,0.85591805,0.9188893,-3.3361878,-3.2694395,0.0184748,0.0881314,-0.0696566
82,-0.680397,-0.5094002,"('poor', 'rich')",-1.7046758,-1.376146,-0.034034844,0.005371984,6.487595,6.5289836,1.0171219,1.1622024,-0.1450805
47,0.6489877,0.8650362,"('stupid', 'smart')",-0.2532786,-0.011676293,-1.2780814,-1.1026185,5.796155,5.881504,1.2284456,1.4080614,-0.1796158
5,0.6413361,0.66278404,"('distant', 'outgoing')",-0.11674222,-0.12962817,0.72551525,0.75184345,-0.5202284,-0.58040756,0.1824702,0.176148,0.0063222
24,0.6361685,0.65869564,"('dishonest', 'honest')",-0.65253484,-0.81628484,0.37650087,0.21211061,0.85532516,0.8038043,0.3038649,0.2145814,0.0892835
30,0.5974227,0.52465427,"('intolerant', 'tolerant')",0.32859975,0.11165698,-0.062281042,-0.32132414,0.5014841,0.38984314,0.3413064,0.1762076,0.1650988
44,-0.59114057,-0.47944745,"('prejudiced', 'unprejudiced')",0.96823984,0.9723849,-0.5302727,-0.4566267,-1.1380779,-1.033318,-0.3228128,-0.2492518,-0.073561
85,0.5910807,0.45858604,"('insignificant', 'prestigious')",0.30759853,0.3061483,1.185376,1.1947491,-0.012545515,-0.0054071397,0.5178775,0.4885191,0.0293584
38,0.5910503,0.74500084,"('untruthful', 'truthful')",-0.71127796,-0.4856325,0.25735122,0.24339986,-0.21805012,-0.1092284,-0.0202316,0.0983849,-0.1186165
88,-0.5883691,-0.5843138,"('low', 'eminent')",0.03154931,-0.044437695,0.40690386,0.24441507,-0.28137973,-0.18968979,-0.1078239,-0.1435066,0.0356827
81,0.579559,0.42938542,"('submissive', 'aggressive')",0.5450959,0.35688508,0.14759225,-0.037488762,-0.9100167,-0.80873483,0.0905576,-0.0149883,0.1055459
45,-0.56298006,-0.4050308,"('incompetent', 'competent')",-1.760986,-1.5754806,-1.1705859,-1.0634549,-0.43694034,-0.35412377,-0.9828731,-0.8495225,-0.1333506
16,-0.49805295,-0.4225977,"('unpopular', 'popular')",-0.8568955,-0.56592447,-0.58639276,-0.44496262,-0.020237915,-0.047901306,-0.4903948,-0.3703465,-0.1200483
66,0.4950051,0.44178554,"('inactive', 'active')",0.15307829,0.07044416,0.79899734,0.7006643,0.40513682,0.26382208,0.4630544,0.369179,0.0938754
6,0.49299052,0.56116426,"('distant', 'open')",-0.41927204,-0.4009693,1.1454722,1.2094154,-0.027280604,-0.09308985,0.2979775,0.3191302,-0.0211527
25,0.48759395,0.4148676,"('egoistic', 'altruistic')",0.47246033,0.23977263,0.9759877,0.9475288,1.5438405,1.4475703,0.8699706,0.7624348,0.1075358
4,-0.4867495,-0.45552957,"('disliked', 'liked')",0.6251814,0.7451069,0.34284464,0.5914922,-7.595707,-7.5074496,-1.7786076,-1.656595,-0.1220126
0,0.46326607,0.34372723,"('unsociable', 'sociable')",-1.1913733,-1.6821542,-1.1235144,-1.4616302,-0.5270389,-0.8220366,-0.5946651,-0.9055234,0.3108583
64,-0.4486795,-0.51308686,"('shy', 'confident')",0.81751555,0.66631776,0.6212452,0.41837728,-6.601971,-6.671267,-1.4029725,-1.5249147,0.1219422
22,-0.44076332,-0.32259336,"('untrustworthy', 'trustworthy')",-0.48051846,-0.27057374,-0.24319682,-0.20544049,-0.5507019,-0.5501517,-0.4287952,-0.3371898,-0.0916054
57,-0.39057407,-0.43324265,"('unimaginative', 'imaginative')",-1.4351752,-1.3460847,-0.46201456,-0.51051855,-3.3485029,-3.2745883,-1.4090667,-1.3911085,-0.0179582
60,0.3726486,0.5256949,"('inefficient', 'efficient')",-1.1460053,-1.1827025,-0.6343136,-0.81494766,-0.3539858,-0.23397374,-0.440414,-0.4264823,-0.0139317
58,0.36896393,0.30357087,"('undiscriminating', 'discriminating')",0.519032,0.5764846,0.16399103,0.08259122,0.037495784,-0.031131819,0.2723707,0.2328787,0.039492
20,-0.34919757,-0.2529873,"('rough', 'thoughtful')",-0.3040055,-0.18803395,-0.29489064,-0.34466314,0.9537334,1.057872,0.0014099,0.0680469,-0.066637
27,0.3483514,0.5802707,"('hardhearted', 'softhearted')",0.039891116,-0.12193193,0.835192,0.7480818,1.2411507,1.2286893,0.6161463,0.6087775,0.0073688
3,-0.34647566,-0.37499857,"('repellent', 'pleasant')",-1.0837637,-1.3029097,-1.0966226,-1.2095677,0.62940365,0.58395004,-0.4743646,-0.5758815,0.1015169
69,0.3345653,0.37778735,"('lazy', 'industrious')",0.8798052,0.9471881,0.94951653,1.0030614,-0.6271148,-0.63231766,0.3841931,0.4239298,-0.0397367
29,0.32268062,0.34489375,"('unfair', 'fair')",-0.55502254,-0.3858661,-0.70122933,-0.72892815,-0.35984787,-0.4220159,-0.3233548,-0.2979791,-0.0253757
10,-0.31873733,-0.28321326,"('unsympathetic', 'sympathetic')",-1.9091866,-2.0555418,-0.8239315,-1.0024687,-0.39127603,-0.40492684,-0.8607829,-0.9365376,0.0757547
48,-0.30493385,-0.37617895,"('unintelligent', 'intelligent')",-0.4513114,-0.6794479,0.37477317,0.17368668,0.5192934,0.52240056,0.0344553,-0.0898849,0.1243402
65,0.30154744,0.19877036,"('insecure', 'secure')",-0.051029846,-0.1637397,-0.2301352,-0.4343118,-0.0568757,0.030177213,-0.0091233,-0.092276,0.0831527
80,0.30069607,0.22365634,"('dominated', 'dominating')",0.48254743,0.31432995,-0.45096478,-0.61217123,-0.80757225,-0.7004647,-0.1188234,-0.1936624,0.074839
49,-0.2997511,-0.14864367,"('unable', 'able')",-1.6830393,-1.3490685,-0.6391762,-0.6694531,-0.52790546,-0.37412432,-0.787468,-0.6353224,-0.1521456
55,0.28911692,0.25813705,"('incompetent', 'clever')",-0.6232352,-0.63915265,-0.7433495,-0.87337697,0.1647954,0.1981164,-0.2281681,-0.2640691,0.035901
67,-0.27064118,-0.27554572,"('doubtful', 'determined')",0.4484942,0.67546195,0.06218368,0.12994646,-0.77095914,-0.6209318,-0.1327306,-0.0227673,-0.1099633
77,0.24803057,0.22190748,"('unmotivated', 'motivated')",-1.9234853,-2.0829875,-1.0637835,-1.342311,-1.5433612,-1.5726498,-1.0706499,-1.1940103,0.1233604
86,-0.24716035,-0.4246773,"('uninfluential', 'influential')",-1.5844417,-1.883934,0.30694923,-0.07588296,-0.39031813,-0.49936217,-0.4787427,-0.7209641,0.2422214
19,-0.22623535,-0.11751231,"('inhospitable', 'hospitable')",-0.94143015,-0.7451944,0.67231035,0.6649782,-0.44841203,-0.45558906,-0.2359418,-0.1633294,-0.0726124
46,0.2189297,0.2632906,"('uncompetitive', 'competitive')",-1.5260313,-1.5596278,-1.3180285,-1.5731132,-1.524879,-1.5290213,-1.0375023,-1.099618,0.0621157
52,0.20722461,-0.02403624,"('irrational', 'rational')",-1.029908,-1.1273097,0.4024617,0.24452522,0.27651048,0.14770986,-0.0359278,-0.1897777,0.1538499
51,-0.19988249,-0.23301534,"('uneducated', 'educated')",-0.041444622,-0.042045653,0.6619466,0.5329298,0.17237985,0.10801127,0.1482498,0.09147,0.0567798
70,-0.16037321,0.04350803,"('lethargic', 'energetic')",0.15247762,0.4237796,-0.49053422,-0.40463045,0.43241876,0.68529713,-0.0165028,0.1869886,-0.2034914
59,0.15931937,0.22429922,"('foolish', 'wise')",-0.021809943,0.3218508,0.88603455,0.9827151,0.15643789,0.33170092,0.2949955,0.4651415,-0.170146
74,0.15926173,0.28735495,"('undedicated', 'dedicated')",-0.20368457,0.1610941,0.3344663,0.4347166,-0.21410125,-0.1007397,0.0189856,0.1956065,-0.1766209
76,0.14849368,0.19287497,"('anxious', 'daring')",0.3751425,0.6306332,-0.2540308,-0.2546136,-0.4534662,-0.26382798,-0.0459652,0.0762666,-0.1222318
17,-0.14718063,-0.25002432,"('nasty', 'nice')",-0.38004875,-0.38733676,-0.1828839,-0.2651332,-0.44402555,-0.61554337,-0.2885347,-0.3795094,0.0909747
79,-0.11746443,-0.097083285,"('wavering', 'unwavering')",0.06182521,0.16146415,1.1907622,1.2278845,-0.317441,-0.25323114,0.2044205,0.2597586,-0.0553381
72,-0.11339371,0.04255804,"('unambitious', 'ambitious')",-0.3551857,-0.059697997,0.604842,0.72481775,-0.3388459,-0.15630035,-0.0506458,0.1378444,-0.1884902
11,0.09284045,0.20403948,"('unhelpful', 'helpful')",-1.7346207,-1.5238874,-0.34572124,-0.43048775,1.7080249,1.8893507,-0.0698692,0.0347537,-0.1046229
84,0.08180261,0.09593752,"('inferior', 'superior')",-0.43168324,-0.43569574,0.05223274,-0.103582345,0.72015345,0.74107563,0.1056264,0.0744338,0.0311926
36,0.05663371,-0.028951645,"('hostile', 'amicable')",-0.8350941,-0.9083091,0.36520255,0.4487121,0.04989159,-0.16207683,-0.0908416,-0.1626564,0.0718148
18,-0.04712473,-0.015354728,"('disagreeable', 'welcoming')",0.9857369,1.0897413,1.29408,1.2931278,-0.47556746,-0.49878943,0.4392812,0.4671812,-0.0279
53,0.042608526,0.09624801,"('uncreative', 'creative')",-1.6917377,-1.4916394,-0.021832202,-0.043377638,0.27597278,0.35002333,-0.3487471,-0.2721864,-0.0765607
