,novellus_male,novellus_female,tuple,systems_male,systems_female,inc_male,inc_female,average_male,average_female,male-female
60,-0.4293679,-0.15085141,"('inefficient', 'efficient')",1.3826383,1.9094661,-0.43835998,-0.22232883,0.1716368,0.5120953,-0.3404585
41,-0.4189296,-0.7084533,"('unforgiving', 'forgiving')",-0.7917943,-0.83088005,-0.028674606,-0.11166089,-0.4131328,-0.5503314,0.1371986
64,-0.4153971,-0.4426595,"('shy', 'confident')",-0.077665195,-0.015538363,-6.8111224,-6.998297,-2.4347283,-2.4854984,0.0507701
80,-0.37316018,0.0583014,"('dominated', 'dominating')",0.052443698,0.475828,-1.5701462,-1.3810056,-0.6302876,-0.2822921,-0.3479955
7,-0.36483046,-0.3111077,"('insensitive', 'sensitive')",-0.29199442,-0.10396817,0.28971505,0.4818365,-0.1223699,0.0222535,-0.1446234
6,-0.35515326,-0.7600999,"('distant', 'open')",-1.6007695,-1.9834241,0.6565144,0.59522605,-0.4331361,-0.7160993,0.2829632
4,-0.344041,-0.4424244,"('disliked', 'liked')",-1.1976117,-1.3508039,-6.4836726,-6.5242305,-2.6751086,-2.7724864,0.0973778
54,-0.34213334,-0.70975447,"('incapable', 'capable')",-0.5318437,-0.84482116,1.1187208,1.1398802,0.0815812,-0.1382318,0.219813
88,-0.3240183,-0.44228438,"('low', 'eminent')",-0.8402398,-0.8358423,-0.1811409,-0.06359238,-0.4484663,-0.4472397,-0.0012266
48,0.31637403,0.16717012,"('unintelligent', 'intelligent')",0.28628176,0.39831996,0.3948588,0.38418168,0.3325049,0.3165572,0.0159477
68,-0.30508727,-0.26137596,"('dependent', 'independent')",0.45660084,0.4861992,-0.4192911,-0.48541877,-0.0892592,-0.0868652,-0.002394
47,-0.30066308,-0.052920934,"('stupid', 'smart')",0.4854855,0.7095859,5.746058,6.1073422,1.9769602,2.254669,-0.2777088
59,0.29435128,0.00919795,"('foolish', 'wise')",-0.3160055,-0.6563323,0.4914362,0.49166602,0.156594,-0.0518228,0.2084168
3,-0.28441516,-0.1926087,"('repellent', 'pleasant')",0.46279928,0.5962244,-0.020747345,-0.0634491,0.0525456,0.1133889,-0.0608433
20,0.25889787,0.39817402,"('rough', 'thoughtful')",0.4430418,0.566044,1.1732545,1.3269724,0.6250647,0.7637301,-0.1386654
2,0.25775844,0.04470151,"('unlikable', 'likable')",0.5587051,0.44813168,0.43897095,0.48243168,0.4184782,0.3250883,0.0933899
81,-0.25139853,0.22824834,"('submissive', 'aggressive')",-0.65209454,-0.1500102,-1.2742585,-0.9672256,-0.7259172,-0.2963292,-0.429588
36,-0.21628818,-0.93743294,"('hostile', 'amicable')",-1.4364442,-1.9548767,0.7731484,0.5571576,-0.2931947,-0.778384,0.4851893
25,0.20969838,-0.37738344,"('egoistic', 'altruistic')",0.57567716,0.2359666,1.4890335,1.2808839,0.7581364,0.3798223,0.3783141
16,-0.201003,-0.44494614,"('unpopular', 'popular')",-0.3808609,-0.5887089,0.9371641,0.73497653,0.1184334,-0.0995595,0.2179929
61,-0.17460096,-0.3152015,"('illogical', 'logical')",0.8640941,0.86230713,0.16537884,0.0121988505,0.2849573,0.1864348,0.0985225
55,-0.15530595,0.04979126,"('incompetent', 'clever')",-0.12506932,0.27757767,-0.42665952,-0.29942206,-0.2356783,0.0093156,-0.2449939
66,-0.15186128,-0.29403263,"('inactive', 'active')",-1.3148811,-1.4290197,1.3543471,1.0888305,-0.0374651,-0.2114073,0.1739422
17,-0.14866036,-0.2667466,"('nasty', 'nice')",-0.34093782,-0.4006998,-0.41542506,-0.4716472,-0.3016744,-0.3796979,0.0780235
15,-0.14113736,-0.23122424,"('boring', 'funny')",-0.9991119,-1.1192847,0.55784106,0.56183326,-0.1941361,-0.2628919,0.0687558
34,-0.13822013,-0.13288161,"('mean', 'honorable')",0.271966,0.31815737,6.011167,6.054404,2.0483042,2.0798931,-0.0315889
87,-0.13739698,0.028445214,"('unsuccessful', 'successful')",0.5580135,0.80197364,0.6992806,0.6222665,0.373299,0.4842285,-0.1109295
77,-0.13489538,-0.4868314,"('unmotivated', 'motivated')",0.6978109,0.6380607,-1.0712017,-1.2194711,-0.1694287,-0.3560806,0.1866519
52,0.1332003,-0.37952933,"('irrational', 'rational')",-0.21559486,-0.62407756,0.40510032,0.08399257,0.1075686,-0.3065381,0.4141067
53,0.11717918,-0.26149344,"('uncreative', 'creative')",0.56359166,0.32877684,1.0820047,1.0139207,0.5875918,0.3604014,0.2271904
18,-0.09317577,-0.2973865,"('disagreeable', 'welcoming')",-0.10729753,-0.4081251,-0.4561875,-0.65124387,-0.2188869,-0.4522518,0.2333649
44,0.075109884,0.3773946,"('prejudiced', 'unprejudiced')",-0.77296007,-0.7651401,-1.3142475,-1.4915742,-0.6706992,-0.6264399,-0.0442593
49,0.06694897,-0.027913384,"('unable', 'able')",0.29209128,0.35621262,-0.0896398,-0.028972216,0.0898002,0.0997757,-0.0099755
26,-0.047894932,-0.35783136,"('hardhearted', 'benevolent')",-0.0761804,-0.29231152,1.3393111,1.0327102,0.4050786,0.1275224,0.2775562
14,0.038681544,0.26382062,"('antisocial', 'social')",0.29373318,0.62369454,-1.0657706,-1.0578277,-0.244452,-0.0567708,-0.1876812
29,0.0379686,-0.016100228,"('unfair', 'fair')",-0.42799377,-0.51695925,-0.42844993,-0.48772192,-0.272825,-0.3402605,0.0674355
5,-0.033424925,-0.4749455,"('distant', 'outgoing')",-1.0320467,-1.3773978,0.07041617,0.05199366,-0.3316852,-0.6001166,0.2684314
35,0.027437095,-0.22192106,"('corrupt', 'incorrupt')",-0.8861304,-1.2417349,0.28346106,0.17459857,-0.1917441,-0.4296858,0.2379417
76,0.024278445,0.5935813,"('anxious', 'daring')",-0.7693619,-0.34541422,-0.036447946,0.32954407,-0.2605105,0.1925704,-0.4530809
62,-0.01886215,0.2883588,"('incompetent', 'brilliant')",0.6554356,1.1810195,-0.44618946,0.023201635,0.0634613,0.4975266,-0.4340653
71,-0.014747851,-0.28453767,"('diffident', 'self-confident')",0.5605206,0.3266517,0.60687435,0.48932078,0.3842157,0.1771449,0.2070708
37,-0.014738977,0.25371978,"('fake', 'genuine')",-0.517394,-0.35546044,0.28147763,0.56359905,-0.0835518,0.1539528,-0.2375046
