,first_male,first_female,tuple,horizon_male,horizon_female,corp_male,corp_female,average_male,average_female,male-female
33,0.4445364,0.3861369,"('wrong', 'right')",0.52251107,0.30769396,-0.48768884,-0.5551114,0.1597862,0.0462398,0.1135464
73,0.43191516,0.46760887,"('helpless', 'self-reliant')",0.643899,0.7241724,-3.3148453,-3.4460893,-0.7463437,-0.751436,0.0050923
49,-0.4310962,-0.11645344,"('unable', 'able')",0.1963203,0.269653,0.03436344,0.12065212,-0.0668042,0.0912839,-0.1580881
12,0.42654172,0.69246244,"('unsupportive', 'supportive')",0.816675,0.9972287,-2.167365,-2.2072146,-0.3080494,-0.1725078,-0.1355416
48,0.40009242,0.44621605,"('unintelligent', 'intelligent')",1.4473548,1.2694474,0.9264273,0.8685193,0.9246248,0.8613942,0.0632306
63,0.39898118,0.57676154,"('unperceptive', 'insightful')",0.7411655,0.8976076,0.61011523,0.6051279,0.5834207,0.6931657,-0.109745
45,-0.38981763,-0.13823164,"('incompetent', 'competent')",0.24812856,0.5285443,-0.21999222,-0.13391192,-0.1205604,0.0854669,-0.2060273
83,0.3880899,0.45944688,"('powerless', 'powerful')",0.7856002,0.79831594,-0.8600153,-0.89253557,0.1045583,0.1217424,-0.0171841
43,0.31700835,0.52107984,"('irresponsible', 'responsible')",-0.25027168,-0.104003675,-0.08581603,-0.14262812,-0.0063598,0.0914827,-0.0978425
42,0.3111454,0.5285804,"('unreliable', 'reliable')",-0.61737216,-0.3884099,-3.4520423,-3.4013495,-1.2527564,-1.0870597,-0.1656967
65,0.30257443,0.24901761,"('insecure', 'secure')",0.49309775,0.57448924,-0.4823096,-0.37641668,0.1044542,0.14903,-0.0445758
71,-0.29581004,-0.022516679,"('diffident', 'self-confident')",1.5788018,1.746418,0.35466683,0.32890216,0.5458862,0.6842678,-0.1383816
61,0.287629,0.34759355,"('illogical', 'logical')",0.66831076,0.54886204,0.24576113,0.21708606,0.400567,0.3711805,0.0293865
9,-0.2746176,-0.05047239,"('unaffectionate', 'caring')",0.024409551,-0.062161125,1.5210174,1.5093913,0.4236031,0.4655859,-0.0419828
28,0.25317824,0.5064125,"('disloyal', 'loyal')",0.24739596,0.35036242,1.0291076,1.1122257,0.5098939,0.6563335,-0.1464396
10,0.24458936,0.45015752,"('unsympathetic', 'sympathetic')",-0.84584576,-0.73282427,-0.6970141,-0.6300793,-0.4327568,-0.3042487,-0.1285081
72,0.24258806,0.38272548,"('unambitious', 'ambitious')",1.227387,1.2546242,-0.27392662,-0.31024104,0.3986828,0.4423695,-0.0436867
29,0.2327999,0.11957833,"('unfair', 'fair')",0.2875837,0.15592332,-0.21602263,-0.40380502,0.1014537,-0.0427678,0.1442215
47,-0.21281601,-0.21103187,"('stupid', 'smart')",0.37994543,0.5943567,5.751823,5.925382,1.9729842,2.1029024,-0.1299182
41,0.21193126,0.38524765,"('unforgiving', 'forgiving')",-0.2720659,-0.01917925,-0.2172494,-0.18311332,-0.0924613,0.060985,-0.1534463
2,0.21147655,0.30275705,"('unlikable', 'likable')",0.55260986,0.68789583,0.50232315,0.5918502,0.4221365,0.527501,-0.1053645
44,0.20772426,0.11465371,"('prejudiced', 'unprejudiced')",-0.75312686,-0.7957685,-1.4775202,-1.4797716,-0.6743076,-0.7202954,0.0459878
14,0.19623993,0.33790812,"('antisocial', 'social')",0.29497364,0.55144775,-0.82505137,-0.6403869,-0.1112793,0.0829897,-0.194269
27,0.18507549,0.394808,"('hardhearted', 'softhearted')",-0.57099247,-0.5936311,1.0895048,1.0084213,0.2345293,0.2698661,-0.0353368
20,-0.17899762,0.02108037,"('rough', 'thoughtful')",0.57503027,0.6438616,0.9105049,0.8775943,0.4355125,0.5141788,-0.0786663
77,0.16882849,0.39347166,"('unmotivated', 'motivated')",1.0385844,1.1492662,-1.0520055,-0.91190434,0.0518024,0.2102779,-0.1584755
40,0.12782598,0.17323263,"('stingy', 'generous')",0.046782993,0.15189314,-2.1914997,-2.3731081,-0.6722969,-0.6826608,0.0103639
15,0.11035873,-0.117599025,"('boring', 'funny')",-0.008177585,-0.28255695,-0.11748095,-0.09830386,-0.0050999,-0.1661533,0.1610534
64,0.07669462,0.050918333,"('shy', 'confident')",0.14356945,0.1631671,-6.7727513,-6.67019,-2.1841625,-2.1520348,-0.0321277
74,-0.06224771,0.17650884,"('undedicated', 'dedicated')",0.30161875,0.4234954,-0.9911964,-0.97454154,-0.2506084,-0.1248458,-0.1257626
88,0.048831947,0.014134882,"('low', 'eminent')",0.17551877,-0.027091162,-0.3038376,-0.31791437,-0.0264956,-0.1102902,0.0837946
22,-0.016657017,0.02783851,"('untrustworthy', 'trustworthy')",-0.5035376,-0.28104135,-1.3143442,-1.185593,-0.6115129,-0.4795986,-0.1319143
34,0.0018765517,0.09677073,"('mean', 'honorable')",0.17924744,0.25824076,5.9161563,6.0083923,2.0324268,2.1211346,-0.0887078
