,discover_male,discover_female,tuple,financial_male,financial_female,services_male,services_female,average_male,average_female,male-female
39,2.2318096,1.3990374,"('exploitative', 'cooperative')",1.2772171,1.2569231,0.40707612,0.36802137,1.3053676,1.007994,0.2973736
19,-2.2121663,-2.355854,"('inhospitable', 'hospitable')",0.02560195,0.03916177,0.081352696,0.03430193,-0.7017372,-0.7607968,0.0590596
51,2.1361706,2.597187,"('uneducated', 'educated')",-0.9800926,-0.51007897,-0.34607834,0.15766084,0.2699999,0.7482564,-0.4782565
25,-2.106888,-1.890299,"('egoistic', 'altruistic')",0.7065248,0.78767794,1.3260546,1.6107398,-0.0247695,0.1693729,-0.1941424
74,2.1048663,1.6743094,"('undedicated', 'dedicated')",0.31589982,0.5543707,-0.14343037,0.20700476,0.7591119,0.811895,-0.0527831
22,2.075433,1.6745572,"('untrustworthy', 'trustworthy')",-0.4640798,-0.45289734,-0.3646394,-0.40595764,0.4155713,0.2719008,0.1436705
29,-1.893863,-1.7085673,"('unfair', 'fair')",-0.09221135,-0.28790396,-1.2081761,-1.2466724,-1.0647502,-1.0810479,0.0162977
42,1.7175843,1.4806836,"('unreliable', 'reliable')",0.9285185,1.241094,-0.5501675,-0.04939163,0.698645,0.8907952,-0.1921502
3,1.6998926,1.7687722,"('repellent', 'pleasant')",-0.8682036,-0.79444236,0.2055655,0.18993548,0.3457515,0.3880885,-0.042337
77,1.6411648,2.014832,"('unmotivated', 'motivated')",0.53281176,0.76055896,-0.09576783,0.16979076,0.6927362,0.9817273,-0.2889911
17,-1.6324167,-2.0372908,"('nasty', 'nice')",-0.0151431,-0.15765437,-0.13331883,-0.26450518,-0.5936262,-0.8198167,0.2261905
82,1.5806011,1.6092157,"('poor', 'rich')",-0.90155405,-0.46704277,2.6476932,2.796804,1.1089134,1.3129923,-0.2040789
1,-1.5406231,-1.7111828,"('unfriendly', 'friendly')",1.8065143,1.3982877,0.510636,0.19607434,0.2588424,-0.0389403,0.2977827
41,1.4803995,0.88378215,"('unforgiving', 'forgiving')",1.2958231,1.4024786,1.0115901,1.1350294,1.2626042,1.14043,0.1221742
28,1.4173748,0.95296323,"('disloyal', 'loyal')",0.45801693,0.26818448,0.93978596,0.54577184,0.9383926,0.5889732,0.3494194
44,-1.4028419,-1.4198151,"('prejudiced', 'unprejudiced')",-0.4111273,-0.24476874,-0.22431146,-0.01785333,-0.6794269,-0.5608124,-0.1186145
78,1.2748585,1.3190037,"('nonresilient', 'resilient')",0.5074415,0.95544136,0.51044333,0.85526204,0.7642477,1.0432357,-0.278988
33,-1.2452847,-1.2754028,"('wrong', 'right')",2.1780646,2.049215,0.3625658,0.31552196,0.4317819,0.3631114,0.0686705
37,1.222833,1.4045302,"('fake', 'genuine')",-0.48898116,-0.73593473,0.4396438,0.3665299,0.3911653,0.3450418,0.0461235
73,-1.1671355,-1.2120762,"('helpless', 'self-reliant')",1.004468,0.9279883,-1.655576,-1.6259975,-0.6060812,-0.6366951,0.0306139
50,-1.1633253,-1.4577838,"('clumsy', 'skillful')",0.55091256,1.0319239,0.7564569,1.2616365,0.0480147,0.2785922,-0.2305775
8,-1.1245186,-1.5666609,"('unaffectionate', 'affectionate')",0.64691687,0.6002189,0.34132513,0.34394768,-0.0454255,-0.2074981,0.1620726
87,0.94313526,0.78293025,"('unsuccessful', 'successful')",1.1113937,0.95053947,0.84858274,0.7234034,0.9677039,0.8189577,0.1487462
61,0.84189355,0.30656484,"('illogical', 'logical')",1.7878414,1.6072265,0.4404285,0.2520813,1.0233878,0.7219575,0.3014303
20,0.7999762,0.8408178,"('rough', 'thoughtful')",0.27671984,0.20802763,-0.10639925,-0.08625324,0.3234323,0.3208641,0.0025682
67,-0.77063376,-0.5316932,"('doubtful', 'determined')",0.11178602,0.26256442,0.04247476,0.15382688,-0.2054577,-0.038434,-0.1670237
64,0.7243083,0.1757203,"('shy', 'confident')",0.264236,0.38700143,-2.5270457,-2.2176094,-0.5128338,-0.5516292,0.0387954
9,0.70380473,-0.0643984,"('unaffectionate', 'caring')",1.552701,1.4254322,1.7344333,1.7290999,1.330313,1.0300446,0.3002684
40,0.6841306,0.2139946,"('stingy', 'generous')",1.6420642,1.5969365,-0.37696603,-0.18916263,0.6497429,0.5405895,0.1091534
83,0.6605264,0.46896267,"('powerless', 'powerful')",0.75234294,0.8712643,0.104721546,0.30262262,0.5058636,0.5476165,-0.0417529
34,0.6490636,0.93300503,"('mean', 'honorable')",0.6547134,0.8408041,3.0144374,3.0364575,1.4394048,1.6034222,-0.1640174
26,0.63409895,-0.21638907,"('hardhearted', 'benevolent')",2.366464,2.0703115,1.7922523,1.658229,1.5976051,1.1707172,0.4268879
47,0.6285171,0.18776955,"('stupid', 'smart')",0.7546253,0.86564165,3.1372786,3.06301,1.506807,1.3721404,0.1346666
27,0.5958598,0.1983419,"('hardhearted', 'softhearted')",-0.38956618,-0.5431654,0.7788725,0.5356144,0.3283887,0.063597,0.2647917
88,0.578448,0.776841,"('low', 'eminent')",-0.650852,-0.717173,-0.16819675,-0.23812795,-0.0802003,-0.0594866,-0.0207137
49,0.39122277,0.13573737,"('unable', 'able')",-1.0335743,-0.77529687,0.2309562,0.518181,-0.1371318,-0.0404595,-0.0966723
68,0.37135538,0.9227991,"('dependent', 'independent')",-2.1254022,-2.1235883,-1.0831655,-1.0731153,-0.9457374,-0.7579682,-0.1877692
2,0.31766257,0.14437482,"('unlikable', 'likable')",1.9767028,2.2959073,1.2354138,1.6558762,1.1765931,1.365386,-0.1887929
71,-0.25926068,-0.14400673,"('diffident', 'self-confident')",1.7948158,1.6315277,0.82656264,0.75911665,0.7873726,0.7488792,0.0384934
58,0.25679326,0.0045587122,"('undiscriminating', 'discriminating')",1.5599874,1.1539643,0.73076457,0.40342826,0.8491817,0.5206504,0.3285313
53,0.2539102,0.1329124,"('uncreative', 'creative')",1.5921069,1.6105595,-0.23217142,-0.14367023,0.5379486,0.5332672,0.0046814
18,0.15102237,-0.0028511062,"('disagreeable', 'welcoming')",0.0834295,0.31422615,0.26014158,0.5686919,0.1648645,0.2933557,-0.1284912
54,-0.08731921,-0.55386376,"('incapable', 'capable')",1.0265461,1.2978795,1.3671359,1.5886542,0.7687876,0.7775566,-0.008769
15,-0.07113311,-0.34823388,"('boring', 'funny')",0.7733892,0.5241367,0.069241874,-0.17920907,0.257166,-0.0011021,0.2582681
66,0.038369417,-0.3726902,"('inactive', 'active')",1.8276151,1.74473,1.7486014,1.5527327,1.204862,0.9749242,0.2299378
84,-0.011712015,-0.15840238,"('inferior', 'superior')",0.5532096,0.50419176,0.046637304,0.17829251,0.196045,0.174694,0.021351
38,0.00021548569,0.41914755,"('untruthful', 'truthful')",0.6097197,0.6836074,0.7834525,0.80330485,0.4644626,0.6353532,-0.1708906
