,darden_male,darden_female,tuple,restaurants_male,restaurants_female,inc_male,inc_female,average_male,average_female,male-female
50,0.32040125,0.2480016,"('clumsy', 'skillful')",-1.2526921,-1.183229,-0.044113867,0.063368484,-0.3254682,-0.2906196,-0.0348486
88,-0.2988355,-0.71692085,"('low', 'eminent')",-0.7683046,-0.83622956,-0.17421985,-0.13699651,-0.4137866,-0.5633823,0.1495957
13,-0.27917045,-0.08376958,"('impolite', 'polite')",1.9574372,1.9784079,0.16643564,-0.13489431,0.6149008,0.5865813,0.0283195
24,0.27786285,-0.0076966714,"('dishonest', 'honest')",0.71638566,0.5740191,0.97110045,0.9385992,0.6551163,0.5016406,0.1534757
71,0.2768935,-0.2056265,"('diffident', 'self-confident')",1.6279491,1.4249793,0.5855601,0.53530055,0.8301342,0.5848845,0.2452497
15,0.27608815,-0.28815055,"('boring', 'funny')",0.5713942,0.5187687,0.27899092,0.13626538,0.3754911,0.1222945,0.2531966
82,0.2715716,0.32921475,"('poor', 'rich')",0.5786472,0.6389581,6.2033534,6.5457115,2.3511907,2.5046282,-0.1534375
7,-0.26623145,-0.3213941,"('insensitive', 'sensitive')",0.2791453,0.33754984,0.9906241,0.7761884,0.3345127,0.2641147,0.070398
66,0.25972193,0.4113636,"('inactive', 'active')",-0.09716176,-0.16660076,1.0860071,0.9887437,0.4161891,0.4111689,0.0050202
8,-0.24986805,-0.53761655,"('unaffectionate', 'affectionate')",-0.3194277,-0.4146342,0.62901086,0.75574285,0.019905,-0.0655026,0.0854076
79,0.21620852,0.118108176,"('wavering', 'unwavering')",-0.97906417,-0.9164123,0.034069695,0.2218311,-0.2429286,-0.1921577,-0.0507709
46,0.18910006,0.11578733,"('uncompetitive', 'competitive')",1.4926448,1.5196862,-0.6276982,-0.85001874,0.3513489,0.2618183,0.0895306
70,-0.1840145,0.06421763,"('lethargic', 'energetic')",0.5555719,0.84956074,1.124117,1.2113916,0.4985581,0.70839,-0.2098319
12,0.18388832,0.19942829,"('unsupportive', 'supportive')",0.90752834,1.0890983,-1.3309681,-1.5757866,-0.0798505,-0.0957533,0.0159028
4,-0.18163545,-0.2898951,"('disliked', 'liked')",-0.51629454,-0.48515308,-6.3491592,-6.719817,-2.3490297,-2.4982885,0.1492588
62,0.17766891,0.16010548,"('incompetent', 'brilliant')",1.1119523,1.5049351,0.4500686,0.49440324,0.5798966,0.7198146,-0.139918
30,-0.17445473,-0.21173592,"('intolerant', 'tolerant')",1.2266706,1.2807252,1.129655,1.0195312,0.7272903,0.6961735,0.0311168
52,-0.16852559,-0.5046592,"('irrational', 'rational')",-0.75285584,-0.90499604,-0.43169746,-0.37771147,-0.4510263,-0.5957889,0.1447626
87,0.16519572,0.065127626,"('unsuccessful', 'successful')",0.8488424,0.7795324,0.9316997,0.6518111,0.6485793,0.4988237,0.1497556
76,0.16483313,0.4374567,"('anxious', 'daring')",1.2052758,1.5020833,0.5413421,0.63556224,0.6371503,0.8583674,-0.2212171
6,-0.1644591,-0.34047985,"('distant', 'open')",0.041300848,-0.12650263,0.6137691,0.6461113,0.163537,0.0597096,0.1038274
22,0.15123098,0.19017704,"('untrustworthy', 'trustworthy')",0.42426974,0.526537,-0.67610705,-0.7854239,-0.0335354,-0.0229033,-0.0106321
16,-0.14224255,-0.24487472,"('unpopular', 'popular')",-0.76309764,-0.63859,0.6097392,0.55567455,-0.0985337,-0.1092634,0.0107297
80,0.124574766,0.11934822,"('dominated', 'dominating')",0.46071112,0.5221951,-0.7914587,-0.99731106,-0.0687243,-0.1185892,0.0498649
14,-0.12221214,-0.06991969,"('antisocial', 'social')",1.9005716,1.964365,-0.3891583,-0.6263049,0.4630671,0.4227134,0.0403537
85,-0.08409454,-0.41965032,"('insignificant', 'prestigious')",-0.6219802,-0.87854064,0.35261437,0.33304143,-0.1178201,-0.3217165,0.2038964
68,-0.078169405,-0.21279253,"('dependent', 'independent')",-0.1873362,-0.3818675,-0.33929795,-0.7131387,-0.2016012,-0.4359329,0.2343317
74,-0.07646513,-0.040416915,"('undedicated', 'dedicated')",0.5499718,0.72788876,0.07718668,0.12316251,0.1835645,0.2702115,-0.086647
75,0.061104767,0.37572974,"('meek', 'impulsive')",-1.1540439,-0.98543584,-0.5731825,-0.29973474,-0.5553739,-0.303147,-0.2522269
25,-0.035253804,-0.41490608,"('egoistic', 'altruistic')",0.5446365,0.29712725,1.2670853,1.2457546,0.592156,0.3759919,0.2161641
51,0.026607245,-0.00878448,"('uneducated', 'educated')",0.47987425,0.48487234,0.34343454,0.13069846,0.2833054,0.2022621,0.0810433
34,-0.02650784,-0.05678847,"('mean', 'honorable')",0.2885044,0.4037889,6.2484746,6.435338,2.1701571,2.2607795,-0.0906224
5,-0.023895998,-0.17103629,"('distant', 'outgoing')",-0.02751372,-0.14581284,-0.01129235,-0.04121173,-0.0209007,-0.1193536,0.0984529
33,-0.02333295,-0.14734238,"('wrong', 'right')",-0.18747151,-0.23834926,-0.5086694,-0.6822971,-0.2398246,-0.3559963,0.1161717
18,0.016693607,0.027589232,"('disagreeable', 'welcoming')",-0.14004123,-0.00026395917,-0.48454508,-0.5039798,-0.2026309,-0.1588848,-0.0437461
54,-0.008312229,-0.042170092,"('incapable', 'capable')",0.8539096,0.81069875,0.9378756,1.2786751,0.594491,0.6824013,-0.0879103
38,-0.002932352,-0.0929148,"('untruthful', 'truthful')",-0.44283155,-0.2911672,0.18034464,0.21667397,-0.0884731,-0.0558027,-0.0326704
56,-0.001470875,0.17065747,"('impractical', 'practical')",1.3560342,1.697801,0.21306515,0.1338295,0.5225428,0.6674294,-0.1448866
