,millipore_male,millipore_female,tuple,corp_male,corp_female,average_male,average_female,male-female
35,0.5117339,0.21876612,"('corrupt', 'incorrupt')",-0.34801105,-0.5377988,0.0818614,-0.1595163,0.2413777
58,-0.5093852,-0.5268006,"('undiscriminating', 'discriminating')",0.13369296,0.114762366,-0.1878461,-0.2060191,0.018173
68,-0.50551397,-0.50947654,"('dependent', 'independent')",-0.8204929,-0.83144766,-0.6630034,-0.6704621,0.0074587
48,-0.48980576,-0.5742822,"('unintelligent', 'intelligent')",1.2769933,1.1693565,0.3935938,0.2975371,0.0960567
7,-0.47633356,-0.4172983,"('insensitive', 'sensitive')",0.5103555,0.528393,0.017011,0.0555473,-0.0385363
83,-0.47243097,-0.24564818,"('powerless', 'powerful')",-1.0378524,-0.8667785,-0.7551417,-0.5562133,-0.1989284
5,-0.44263682,-0.59593403,"('distant', 'outgoing')",-0.87461394,-0.9168244,-0.6586254,-0.7563792,0.0977538
41,-0.41116762,-0.33426955,"('unforgiving', 'forgiving')",-0.021127969,-0.032095812,-0.2161478,-0.1831827,-0.0329651
17,-0.41103515,-0.24573785,"('nasty', 'nice')",-0.47223675,-0.23276153,-0.441636,-0.2392497,-0.2023863
27,-0.4071724,-0.7084916,"('hardhearted', 'softhearted')",1.26345,0.9662829,0.4281388,0.1288956,0.2992432
42,0.3996475,0.48666805,"('unreliable', 'reliable')",-3.1803546,-3.190926,-1.3903536,-1.352129,-0.0382246
25,-0.3699486,-0.33643982,"('egoistic', 'altruistic')",1.3939251,1.3708676,0.5119882,0.5172139,-0.0052257
34,-0.36038843,-0.21074319,"('mean', 'honorable')",5.297288,5.47057,2.4684498,2.6299133,-0.1614635
64,0.33750826,0.34735078,"('shy', 'confident')",-5.952744,-6.0247097,-2.8076179,-2.8386796,0.0310617
15,0.2967817,0.30892587,"('boring', 'funny')",0.18863298,0.30589116,0.2427073,0.3074085,-0.0647012
31,-0.29636928,-0.5890847,"('evil', 'good')",-0.68224186,-0.9751841,-0.4893056,-0.7821344,0.2928288
20,-0.29036954,-0.2320679,"('rough', 'thoughtful')",1.1173311,1.1348451,0.4134808,0.4513886,-0.0379078
14,0.27866256,0.74916023,"('antisocial', 'social')",0.16270423,0.43533793,0.2206834,0.5922491,-0.3715657
18,-0.2558854,-0.28026846,"('disagreeable', 'welcoming')",-0.54597753,-0.65165794,-0.4009315,-0.4659632,0.0650317
29,-0.25183272,-0.24978969,"('unfair', 'fair')",-0.3704287,-0.6120115,-0.3111307,-0.4309006,0.1197699
60,0.24655712,0.7186598,"('inefficient', 'efficient')",0.15045235,0.4722622,0.1985047,0.595461,-0.3969563
49,-0.21713182,0.040667366,"('unable', 'able')",-0.1377623,-0.0015699863,-0.1774471,0.0195487,-0.1969958
37,0.20998015,0.17068855,"('fake', 'genuine')",0.10209446,-0.11808136,0.1560373,0.0263036,0.1297337
4,-0.19481142,-0.37061706,"('disliked', 'liked')",-6.5111732,-6.750959,-3.3529923,-3.5607879,0.2077956
30,0.14973676,0.34319672,"('intolerant', 'tolerant')",1.011977,1.3374298,0.5808569,0.8403133,-0.2594564
81,0.14969152,0.5425166,"('submissive', 'aggressive')",-0.6271646,-0.2664612,-0.2387365,0.1380277,-0.3767642
74,-0.14793018,-0.16426437,"('undedicated', 'dedicated')",-0.35005897,-0.28124046,-0.2489946,-0.2227524,-0.0262422
75,0.14214733,0.024239462,"('meek', 'impulsive')",-0.9609499,-1.0254229,-0.4094013,-0.5005918,0.0911905
33,-0.1400355,-0.3922401,"('wrong', 'right')",-0.78406435,-0.9170742,-0.4620499,-0.6546571,0.1926072
40,-0.11415225,-0.64030963,"('stingy', 'generous')",-1.3692701,-1.9055065,-0.7417111,-1.2729081,0.531197
84,-0.11028607,-0.1581188,"('inferior', 'superior')",1.0825173,0.971125,0.4861156,0.4065031,0.0796125
56,0.1016212,0.54334944,"('impractical', 'practical')",-0.61492777,-0.16654539,-0.2566533,0.188402,-0.4450553
87,0.099371366,0.46858305,"('unsuccessful', 'successful')",0.76784444,0.91747737,0.4336079,0.6930302,-0.2594223
76,0.09490284,0.39593646,"('anxious', 'daring')",-0.40405715,-0.19804217,-0.1545772,0.0989471,-0.2535243
65,-0.09035248,0.37247694,"('insecure', 'secure')",-0.14349888,0.20492631,-0.1169257,0.2887016,-0.4056273
22,-0.07115692,-0.06488447,"('untrustworthy', 'trustworthy')",-0.7898186,-0.8986519,-0.4304878,-0.4817682,0.0512804
50,-0.061441943,-0.10901903,"('clumsy', 'skillful')",0.15483603,-0.054670908,0.046697,-0.081845,0.128542
88,0.056876842,0.28117982,"('low', 'eminent')",-0.11806317,0.06870354,-0.0305932,0.1749417,-0.2055349
67,-0.041786768,-0.013511123,"('doubtful', 'determined')",-0.6699903,-0.4435227,-0.3558885,-0.2285169,-0.1273716
32,0.03047096,0.37164056,"('unkind', 'kind')",0.8140442,0.8933619,0.4222576,0.6325012,-0.2102436
59,-0.024109282,-0.11181677,"('foolish', 'wise')",0.23366845,0.097750194,0.1047796,-0.0070333,0.1118129
80,-0.020606473,0.107429355,"('dominated', 'dominating')",-0.8847609,-0.71158123,-0.4526837,-0.3020759,-0.1506078
2,0.0152424425,0.40811226,"('unlikable', 'likable')",0.49589553,0.7414406,0.255569,0.5747764,-0.3192074
21,0.014760532,0.5358762,"('immoral', 'moral')",-0.2916461,0.027985813,-0.1384428,0.281931,-0.4203738
