,ciena_male,ciena_female,tuple,corp_male,corp_female,average_male,average_female,male-female
27,-0.12876403,0.086687244,"('hardhearted', 'softhearted')",1.1863399,1.3661017,0.5287879,0.7263945,-0.1976066
87,0.12708221,-0.08993463,"('unsuccessful', 'successful')",0.6814951,0.6465103,0.4042886,0.2782878,0.1260008
61,-0.113993935,0.021673407,"('illogical', 'logical')",0.49762934,0.59042984,0.1918177,0.3060516,-0.1142339
18,-0.10221101,-0.08754483,"('disagreeable', 'welcoming')",-0.5749488,-0.5208371,-0.3385799,-0.304191,-0.0343889
26,0.099723265,0.2900353,"('hardhearted', 'benevolent')",1.2003462,1.4189578,0.6500347,0.8544966,-0.2044619
48,0.098067455,0.12685284,"('unintelligent', 'intelligent')",1.0015819,0.9362849,0.5498247,0.5315689,0.0182558
81,0.08863969,0.1469565,"('submissive', 'aggressive')",-0.48132086,-0.5050647,-0.1963406,-0.1790541,-0.0172865
74,-0.08104144,-0.01622794,"('undedicated', 'dedicated')",-0.43286374,-0.34058633,-0.2569526,-0.1784071,-0.0785455
64,-0.075276226,0.24425134,"('shy', 'confident')",-6.3314676,-6.1172624,-3.203372,-2.9365056,-0.2668664
80,-0.06023441,-0.02570415,"('dominated', 'dominating')",-0.8251219,-0.6933021,-0.4426782,-0.3595031,-0.0831751
22,0.05793415,-0.15433565,"('untrustworthy', 'trustworthy')",-0.7488554,-0.8357485,-0.3454606,-0.4950421,0.1495815
17,-0.05369912,-0.17008033,"('nasty', 'nice')",-0.72250134,-0.7470251,-0.3881002,-0.4585527,0.0704525
16,-0.053202357,-0.16453606,"('unpopular', 'popular')",0.24693765,0.15558869,0.0968676,-0.0044737,0.1013413
55,-0.046958193,0.15856381,"('incompetent', 'clever')",0.57466805,0.765304,0.2638549,0.4619339,-0.198079
40,0.04441321,0.055296384,"('stingy', 'generous')",-2.1275196,-2.0163455,-1.0415533,-0.9805245,-0.0610288
34,0.039108824,-0.21210812,"('mean', 'honorable')",5.635432,5.333446,2.8372703,2.5606689,0.2766014
33,0.028334772,-0.011550373,"('wrong', 'right')",-1.0063293,-0.9749589,-0.4889973,-0.4932546,0.0042573
68,-0.027489495,-0.25619322,"('dependent', 'independent')",-0.49990097,-0.66686124,-0.2636952,-0.4615272,0.197832
