,yum_male,yum_female,tuple,brands_male,brands_female,inc_male,inc_female,average_male,average_female,male-female
28,-0.7651773,-0.9557046,"('disloyal', 'loyal')",-0.38137132,-0.4604676,0.81057924,0.704911,-0.1119898,-0.2370871,0.1250973
33,0.7631057,0.839089,"('wrong', 'right')",0.30579516,0.4580505,-0.429061,-0.4720428,0.2132799,0.2750322,-0.0617523
77,-0.7092859,-0.7882963,"('unmotivated', 'motivated')",0.60400593,0.36029428,-0.7578602,-1.0125486,-0.2877134,-0.4801835,0.1924701
6,-0.68427193,-0.84137064,"('distant', 'open')",-0.7226706,-0.81717676,0.267502,0.21904433,-0.3798135,-0.4798344,0.1000209
83,-0.6695164,-0.5483506,"('powerless', 'powerful')",0.65775794,0.71610975,-0.6420801,-0.56163055,-0.2179462,-0.1312905,-0.0866557
34,-0.66657984,-0.6588168,"('mean', 'honorable')",-0.07920849,-0.22871736,5.938647,5.8506866,1.7309529,1.6543841,0.0765688
12,-0.6318133,-0.500325,"('unsupportive', 'supportive')",0.9595952,0.9440842,-1.1201509,-1.2525591,-0.264123,-0.2696,0.005477
11,-0.6092751,-0.5595874,"('unhelpful', 'helpful')",0.7663578,0.6093655,2.2058873,2.1380994,0.7876566,0.7292926,0.058364
65,-0.6035594,-0.61040527,"('insecure', 'secure')",0.0317686,0.10173981,-0.30284864,-0.3982226,-0.2915465,-0.302296,0.0107495
17,0.58658004,0.57391405,"('nasty', 'nice')",-0.8516063,-0.8097529,-0.7677062,-0.71592575,-0.3442442,-0.3172549,-0.0269893
39,0.58627,0.7313813,"('exploitative', 'cooperative')",1.3286942,1.4597933,0.13331538,0.2098018,0.6827598,0.8003254,-0.1175656
7,-0.56925195,-0.4366712,"('insensitive', 'sensitive')",0.6097524,0.59191537,0.8406461,0.8843361,0.2937155,0.3465268,-0.0528113
25,-0.56303966,-0.73179907,"('egoistic', 'altruistic')",-0.70049787,-0.77190924,1.0112923,0.9904169,-0.0840817,-0.1710972,0.0870155
45,-0.50091606,-0.440643,"('incompetent', 'competent')",0.53284985,0.6400872,-0.008455748,-0.025030594,0.007826,0.0581379,-0.0503119
78,-0.47926152,-0.5724576,"('nonresilient', 'resilient')",1.1643682,1.0139498,0.85781604,0.79850924,0.5143076,0.4133338,0.1009738
44,0.4784628,0.5374356,"('prejudiced', 'unprejudiced')",0.32916778,0.27333754,-1.1009462,-1.0566279,-0.0977719,-0.0819516,-0.0158203
70,-0.46409485,-0.43540907,"('lethargic', 'energetic')",0.7804942,0.7647095,1.1827967,1.3219422,0.499732,0.5504142,-0.0506822
36,-0.4618176,-0.64410174,"('hostile', 'amicable')",-2.1653264,-2.0269556,-0.65974355,-0.49796477,-1.0956291,-1.0563407,-0.0392884
58,-0.45540106,-0.6489531,"('undiscriminating', 'discriminating')",0.3521621,0.37880892,-0.039209,-0.049512,-0.0474827,-0.1065521,0.0590694
71,0.4536721,0.38423032,"('diffident', 'self-confident')",2.472644,2.4473972,0.85548514,0.70493114,1.2606005,1.1788529,0.0817476
82,-0.44271535,-0.87817085,"('poor', 'rich')",0.5531429,0.34908524,6.0197763,5.883003,2.0434012,1.7846392,0.258762
21,-0.43233016,-0.33464393,"('immoral', 'moral')",0.64852065,0.6427233,-0.5311026,-0.73307025,-0.1049707,-0.1416636,0.0366929
80,-0.41572148,-0.21374604,"('dominated', 'dominating')",0.7523837,0.79897964,-0.99406767,-1.0627482,-0.2191351,-0.1591715,-0.0599636
74,0.38978335,0.33296597,"('undedicated', 'dedicated')",0.83284044,0.803857,0.27426568,0.310156,0.4989632,0.4823263,0.0166369
67,0.37322992,0.6860226,"('doubtful', 'determined')",0.17309473,0.25655937,-0.0774927,-0.059377372,0.1562773,0.2944015,-0.1381242
4,0.37266153,0.4828232,"('disliked', 'liked')",-0.21833433,-0.17410643,-5.7020235,-5.8051066,-1.849232,-1.83213,-0.017102
51,-0.36687872,-0.5034663,"('uneducated', 'educated')",-0.20012851,-0.24413,0.4223859,0.34550762,-0.0482071,-0.1340296,0.0858225
37,-0.36235058,-0.1492735,"('fake', 'genuine')",-0.34944037,-0.2237941,0.3081121,0.35795644,-0.1345596,-0.0050371,-0.1295225
24,-0.35806423,-0.30847728,"('dishonest', 'honest')",-0.56513995,-0.5043024,0.4167694,0.4347365,-0.1688116,-0.1260144,-0.0427972
35,0.34938037,0.27491307,"('corrupt', 'incorrupt')",-2.1963634,-2.2261245,-0.8852416,-0.82470894,-0.9107416,-0.9253068,0.0145652
38,-0.3486874,-0.4736418,"('untruthful', 'truthful')",-0.25759435,-0.30201903,0.3782256,0.12966453,-0.0760187,-0.2153321,0.1393134
52,-0.34335318,-0.41095477,"('irrational', 'rational')",-1.4346328,-1.3703306,-0.85906506,-0.87814754,-0.879017,-0.8864776,0.0074606
55,0.3345576,0.29362747,"('incompetent', 'clever')",0.93486273,0.9635057,0.3034121,0.26410452,0.5242775,0.5070792,0.0171983
2,0.3304065,0.21810529,"('unlikable', 'likable')",0.4064495,0.35856044,0.45724982,0.44607413,0.3980353,0.3409133,0.057122
22,-0.32897136,-0.12456084,"('untrustworthy', 'trustworthy')",-0.009193561,0.21394147,-1.0825943,-0.9418479,-0.4735864,-0.2841558,-0.1894306
27,0.32710412,0.19155228,"('hardhearted', 'softhearted')",0.19430408,0.26160568,0.96005493,0.9878489,0.4938211,0.4803356,0.0134855
47,-0.29662076,-0.35027757,"('stupid', 'smart')",1.0831422,1.0740328,5.172821,5.2284102,1.9864475,1.9840552,0.0023923
62,0.27051225,0.21630822,"('incompetent', 'brilliant')",1.5590832,1.4739615,0.8997459,0.70191544,0.9097804,0.7973951,0.1123853
18,-0.258184,-0.41800076,"('disagreeable', 'welcoming')",-0.88076586,-0.8653379,-0.5545563,-0.5577067,-0.5645021,-0.6136818,0.0491797
68,-0.25619063,-0.34027615,"('dependent', 'independent')",-0.5764011,-0.7103588,-0.2671144,-0.61010957,-0.3665687,-0.5535815,0.1870128
41,-0.2510554,-0.36354545,"('unforgiving', 'forgiving')",-0.66623807,-0.55312866,-0.23031226,-0.16159585,-0.3825352,-0.3594233,-0.0231119
76,0.24777985,0.50477564,"('anxious', 'daring')",1.2654539,1.3760256,0.8128149,0.9445944,0.7753495,0.9417985,-0.166449
20,0.23925456,0.051435888,"('rough', 'thoughtful')",0.42906886,0.43629104,0.96909255,1.082247,0.5458053,0.5233246,0.0224807
23,-0.21325622,-0.42200792,"('insincere', 'sincere')",1.2031837,0.97671354,5.4770775,5.399618,2.1556683,1.9847746,0.1708937
61,-0.2087152,-0.27924484,"('illogical', 'logical')",-0.33940122,-0.23798352,-0.12560585,-0.108167276,-0.2245741,-0.2084652,-0.0161089
30,0.19867039,0.38534847,"('intolerant', 'tolerant')",1.4601462,1.5072201,1.1829879,1.2319003,0.9472682,1.0414896,-0.0942214
49,0.18611676,0.035148315,"('unable', 'able')",0.63057214,0.53882754,0.33792204,0.106578596,0.3848703,0.2268515,0.1580188
79,-0.18456048,-0.19662178,"('wavering', 'unwavering')",-1.3496501,-1.3340429,-0.089135095,-0.15767,-0.5411152,-0.5627782,0.021663
84,0.15196642,0.2579191,"('inferior', 'superior')",0.31333664,0.31441033,0.9826062,0.92392683,0.4826364,0.4987521,-0.0161157
29,0.15102488,0.11052852,"('unfair', 'fair')",-0.94194305,-1.0349872,-1.0398062,-0.97342217,-0.6102415,-0.6326269,0.0223854
43,0.14475918,0.20413674,"('irresponsible', 'responsible')",1.720224,1.683924,0.84798354,0.92449903,0.9043222,0.9375199,-0.0331977
32,-0.13846181,-0.21699649,"('unkind', 'kind')",0.70577854,0.678301,0.5752758,0.66574144,0.3808641,0.375682,0.0051821
63,-0.13293424,0.04384409,"('unperceptive', 'insightful')",0.84573174,0.90520203,1.6896539,1.5853238,0.8008172,0.84479,-0.0439728
85,0.1235272,-0.12662064,"('insignificant', 'prestigious')",-0.46708748,-0.470309,0.35958007,0.404316,0.0053399,-0.0642045,0.0695444
5,-0.11429807,-0.3322302,"('distant', 'outgoing')",-0.034305856,-0.23341055,-0.008180257,-0.20115326,-0.0522614,-0.255598,0.2033366
87,0.09393756,0.26332396,"('unsuccessful', 'successful')",1.9434723,1.8759425,1.036708,0.8989777,1.0247059,1.0127481,0.0119578
75,0.09192375,0.074691944,"('meek', 'impulsive')",-1.110395,-1.2073461,-0.52970165,-0.512903,-0.5160577,-0.5485191,0.0324614
54,-0.07836272,-0.21919432,"('incapable', 'capable')",1.0010021,0.7929578,1.2657136,1.1939837,0.729451,0.5892491,0.1402019
60,-0.07242272,-0.11765573,"('inefficient', 'efficient')",2.2977154,2.0352752,0.7105319,0.5072974,0.9786082,0.8083056,0.1703026
13,0.07229174,0.29616374,"('impolite', 'polite')",1.1822444,1.3945866,0.27486068,0.16720404,0.5097989,0.6193181,-0.1095192
16,0.065586895,0.005448818,"('unpopular', 'popular')",-0.44553918,-0.4612548,0.6151198,0.5707901,0.0783892,0.038328,0.0400612
19,0.00024433434,-0.14698148,"('inhospitable', 'hospitable')",-0.46244097,-0.5063452,-0.011380909,-0.062426936,-0.1578592,-0.2385845,0.0807253
