,ppl_male,ppl_female,tuple,corp_male,corp_female,average_male,average_female,male-female
7,0.71936536,0.4221701,"('insensitive', 'sensitive')",1.0274581,0.6674009,0.8734117,0.5447855,0.3286262
45,0.6938788,0.6753222,"('incompetent', 'competent')",0.3669878,0.047631584,0.5304333,0.3614769,0.1689564
78,-0.6880395,-0.4707748,"('nonresilient', 'resilient')",0.32686833,0.24244231,-0.1805856,-0.1141662,-0.0664194
70,0.6821997,0.64370424,"('lethargic', 'energetic')",0.28375638,0.3218543,0.482978,0.4827793,0.0001987
16,-0.6749358,-0.6236543,"('unpopular', 'popular')",0.2568264,0.14309458,-0.2090547,-0.2402799,0.0312252
88,-0.65918845,-1.0528158,"('low', 'eminent')",-0.2569673,-0.36895648,-0.4580779,-0.7108861,0.2528082
23,0.64359003,0.38498214,"('insincere', 'sincere')",6.109061,6.3020687,3.3763254,3.3435254,0.0328
22,0.61822844,0.66218245,"('untrustworthy', 'trustworthy')",-0.6111893,-0.77622664,0.0035196,-0.0570221,0.0605417
32,0.603395,0.30434647,"('unkind', 'kind')",1.21843,0.9416553,0.9109125,0.6230009,0.2879116
54,-0.5743725,-0.8023699,"('incapable', 'capable')",0.67533493,0.8165382,0.0504812,0.0070842,0.043397
37,0.56641275,0.5203618,"('fake', 'genuine')",0.09436305,0.3428653,0.3303879,0.4316135,-0.1012256
51,0.56141657,0.4856321,"('uneducated', 'educated')",1.1039335,0.8868742,0.832675,0.6862531,0.1464219
86,-0.55074847,-0.8373707,"('uninfluential', 'influential')",0.3092249,-0.07981947,-0.1207618,-0.4585951,0.3378333
19,-0.5390372,-0.65409625,"('inhospitable', 'hospitable')",-0.34305897,-0.36352506,-0.4410481,-0.5088106,0.0677625
38,-0.5240211,-0.46538556,"('untruthful', 'truthful')",0.07346028,0.17997561,-0.2252804,-0.142705,-0.0825754
64,0.5115435,0.7586392,"('shy', 'confident')",-6.3241887,-6.38312,-2.9063225,-2.8122404,-0.0940821
73,0.47586846,0.5583892,"('helpless', 'self-reliant')",-3.2569306,-3.1581879,-1.3905311,-1.2998993,-0.0906318
41,0.4605804,0.28205368,"('unforgiving', 'forgiving')",0.7763751,0.08797647,0.6184778,0.1850151,0.4334627
71,-0.43267056,-0.38797963,"('diffident', 'self-confident')",0.22071473,0.28840566,-0.1059779,-0.049787,-0.0561909
15,-0.4000959,-0.36128598,"('boring', 'funny')",-0.13481326,-0.12527919,-0.2674546,-0.2432826,-0.024172
11,0.3876374,0.22305104,"('unhelpful', 'helpful')",1.990211,2.0054352,1.1889242,1.1142431,0.0746811
74,0.37437817,0.34387854,"('undedicated', 'dedicated')",-0.26187384,-0.42621452,0.0562522,-0.041168,0.0974202
83,-0.37424564,-0.3885188,"('powerless', 'powerful')",-0.9614139,-0.96169984,-0.6678298,-0.6751093,0.0072795
67,0.35781673,0.516528,"('doubtful', 'determined')",-0.7943009,-0.65636057,-0.2182421,-0.0699163,-0.1483258
4,-0.34908357,-0.17672332,"('disliked', 'liked')",-6.3598404,-6.911587,-3.3544619,-3.5441554,0.1896935
27,-0.3322329,-0.30994442,"('hardhearted', 'softhearted')",1.1796905,1.0878962,0.4237288,0.3889759,0.0347529
84,0.3306263,0.5209684,"('inferior', 'superior')",0.60498476,0.9039043,0.4678055,0.7124363,-0.2446308
28,-0.31166053,-0.70020735,"('disloyal', 'loyal')",1.2503835,0.88308996,0.4693615,0.0914413,0.3779202
24,0.30999783,0.08401778,"('dishonest', 'honest')",0.6797217,0.64810175,0.4948598,0.3660598,0.1288
47,0.24870417,0.30480298,"('stupid', 'smart')",4.7358656,5.300499,2.4922848,2.8026509,-0.3103661
49,0.24415433,0.23734361,"('unable', 'able')",0.015207268,0.039256275,0.1296808,0.1382999,-0.0086191
57,-0.23421562,-0.46594682,"('unimaginative', 'imaginative')",-2.6614504,-3.1472187,-1.4478331,-1.8065828,0.3587497
50,-0.21242997,-0.079678856,"('clumsy', 'skillful')",-0.16995952,0.05109696,-0.1911947,-0.0142909,-0.1769038
40,0.17811924,0.4912199,"('stingy', 'generous')",-1.6484175,-1.8141874,-0.7351491,-0.6614838,-0.0736653
12,0.15379372,0.29089707,"('unsupportive', 'supportive')",-1.4934692,-1.6694723,-0.6698378,-0.6892877,0.0194499
33,-0.15343827,-0.13475022,"('wrong', 'right')",-0.7539288,-0.76045495,-0.4536835,-0.4476026,-0.0060809
69,0.1521784,0.25570655,"('lazy', 'industrious')",-0.9394903,-0.8582811,-0.393656,-0.3012873,-0.0923687
48,0.14956945,0.12036744,"('unintelligent', 'intelligent')",1.2391893,0.9810516,0.6943793,0.5507095,0.1436698
43,0.14668885,0.21372214,"('irresponsible', 'responsible')",0.6525819,0.70786357,0.3996354,0.4607928,-0.0611574
25,0.14134477,-0.052190922,"('egoistic', 'altruistic')",1.1607056,0.94694257,0.6510252,0.4473758,0.2036494
82,0.11603193,-0.0058772713,"('poor', 'rich')",6.2260103,6.5900106,3.1710212,3.2920666,-0.1210454
68,-0.113435104,-0.19036493,"('dependent', 'independent')",-0.27154875,-0.32556263,-0.1924919,-0.2579638,0.0654719
72,-0.111062184,0.04162983,"('unambitious', 'ambitious')",-0.63150835,-0.39857915,-0.3712853,-0.1784747,-0.1928106
58,0.10532759,-0.03351078,"('undiscriminating', 'discriminating')",0.6648574,0.36859214,0.3850925,0.1675407,0.2175518
17,0.05823762,-0.18680939,"('nasty', 'nice')",-0.59372425,-0.9006436,-0.2677433,-0.5437265,0.2759832
34,0.04568001,-0.09023726,"('mean', 'honorable')",5.7869134,5.9254994,2.9162967,2.9176311,-0.0013344
29,-0.04316993,0.30246723,"('unfair', 'fair')",-0.54297787,-0.4162006,-0.2930739,-0.0568667,-0.2362072
44,-0.018567856,0.12586512,"('prejudiced', 'unprejudiced')",-1.6905273,-1.539915,-0.8545476,-0.7070249,-0.1475227
10,0.016213331,-0.27866334,"('unsympathetic', 'sympathetic')",-0.10176399,-0.33806425,-0.0427753,-0.3083638,0.2655885
