,sempra_male,sempra_female,tuple,energy_male,energy_female,average_male,average_female,male-female
24,-0.7612493,-0.4932402,"('dishonest', 'honest')",1.0011891,1.2040251,0.1199699,0.3553925,-0.2354226
28,-0.7560366,-1.0718187,"('disloyal', 'loyal')",1.2421085,1.1215228,0.2430359,0.024852,0.2181839
7,-0.74606836,-0.68453735,"('insensitive', 'sensitive')",0.602938,0.56640166,-0.0715652,-0.0590678,-0.0124974
54,-0.72945523,-0.87005347,"('incapable', 'capable')",1.323001,1.4019917,0.2967729,0.2659691,0.0308038
39,0.7239587,0.57320863,"('exploitative', 'cooperative')",-0.12251288,-0.0653051,0.3007229,0.2539518,0.0467711
31,-0.717693,-0.9667441,"('evil', 'good')",-1.2332898,-1.5665768,-0.9754914,-1.2666605,0.2911691
38,-0.7016671,-0.49565476,"('untruthful', 'truthful')",0.34588253,0.57475585,-0.1778923,0.0395505,-0.2174428
77,-0.68006736,-0.8320866,"('unmotivated', 'motivated')",-0.8266084,-0.8358628,-0.7533379,-0.8339747,0.0806368
52,-0.67806464,-1.0746492,"('irrational', 'rational')",0.15839596,-0.054224752,-0.2598343,-0.564437,0.3046027
58,-0.6521529,-0.6236961,"('undiscriminating', 'discriminating')",-0.0120726,-0.12152619,-0.3321128,-0.3726111,0.0404983
63,-0.64579314,-0.56370693,"('unperceptive', 'insightful')",0.3425308,0.60566795,-0.1516312,0.0209805,-0.1726117
83,-0.6389989,-0.34669748,"('powerless', 'powerful')",-0.1300893,-0.0016691983,-0.3845441,-0.1741833,-0.2103608
36,-0.63287127,-1.2190633,"('hostile', 'amicable')",-0.18544215,-0.75720763,-0.4091567,-0.9881355,0.5789788
78,-0.6290576,-0.8931338,"('nonresilient', 'resilient')",0.1917436,0.18832679,-0.218657,-0.3524035,0.1337465
71,-0.62717223,-0.73794913,"('diffident', 'self-confident')",0.9520353,0.94848704,0.1624315,0.105269,0.0571625
29,-0.6144112,-0.57225186,"('unfair', 'fair')",-0.70465964,-0.7038758,-0.6595354,-0.6380638,-0.0214716
82,-0.6092666,-0.33157933,"('poor', 'rich')",6.7781386,6.823501,3.0844359,3.245961,-0.1615251
55,-0.60905087,-0.3404541,"('incompetent', 'clever')",-0.069413155,-0.029596142,-0.339232,-0.1850251,-0.1542069
14,-0.5753545,-0.2558563,"('antisocial', 'social')",-0.34838986,-0.24129221,-0.4618722,-0.2485743,-0.2132979
35,0.5534172,0.31035113,"('corrupt', 'incorrupt')",-0.47729734,-0.73808074,0.0380599,-0.2138648,0.2519247
56,-0.5416123,0.07652205,"('impractical', 'practical')",-0.14600852,0.3060875,-0.3438104,0.1913048,-0.5351152
50,0.5388144,0.23207806,"('clumsy', 'skillful')",0.6423183,0.46852103,0.5905664,0.3502995,0.2402669
3,-0.53438324,-0.523347,"('repellent', 'pleasant')",0.18918398,0.21170683,-0.1725996,-0.1558201,-0.0167795
88,-0.52754766,-0.6201459,"('low', 'eminent')",0.22123718,0.17444192,-0.1531552,-0.222852,0.0696968
74,-0.5267685,-0.4845594,"('undedicated', 'dedicated')",-0.46432287,-0.43360376,-0.4955457,-0.4590816,-0.0364641
34,-0.5197082,-0.29589856,"('mean', 'honorable')",5.443183,5.604709,2.4617374,2.6544054,-0.192668
21,-0.5129732,-0.21556756,"('immoral', 'moral')",-0.52496827,-0.36866435,-0.5189707,-0.292116,-0.2268547
2,0.49066392,0.6492022,"('unlikable', 'likable')",0.754278,0.6878315,0.622471,0.6685169,-0.0460459
47,-0.4412651,-0.032403328,"('stupid', 'smart')",6.247136,6.5957665,2.9029355,3.2816815,-0.378746
48,-0.43185627,-0.63268965,"('unintelligent', 'intelligent')",1.0318823,1.0305622,0.300013,0.1989363,0.1010767
81,-0.4283655,0.12189427,"('submissive', 'aggressive')",-0.2613733,0.057391018,-0.3448694,0.0896426,-0.434512
76,0.4084576,0.93364793,"('anxious', 'daring')",-0.24309942,-0.0010841712,0.0826791,0.4662819,-0.3836028
85,-0.39560902,-0.90620005,"('insignificant', 'prestigious')",0.66639423,0.25616714,0.1353926,-0.3250164,0.460409
59,0.39192307,0.23675586,"('foolish', 'wise')",0.8909076,0.82997817,0.6414154,0.533367,0.1080484
68,-0.3879313,-0.34222707,"('dependent', 'independent')",-0.65309256,-0.68702084,-0.5205119,-0.5146239,-0.005888
15,-0.37848017,-0.20668232,"('boring', 'funny')",-0.42996004,-0.3986285,-0.4042201,-0.3026554,-0.1015647
42,0.37627298,0.69549346,"('unreliable', 'reliable')",-3.3540735,-3.197796,-1.4889003,-1.2511513,-0.237749
18,-0.34599012,-0.5854691,"('disagreeable', 'welcoming')",-0.1984116,-0.5689938,-0.2722009,-0.5772315,0.3050306
17,-0.2843571,-0.119392544,"('nasty', 'nice')",-0.6919959,-0.6245777,-0.4881765,-0.3719851,-0.1161914
26,-0.28283283,-0.5784457,"('hardhearted', 'benevolent')",1.0671676,0.92761534,0.3921674,0.1745848,0.2175826
49,0.2771972,0.30334622,"('unable', 'able')",0.42845434,0.48765007,0.3528258,0.3954982,-0.0426724
60,0.255224,0.6271483,"('inefficient', 'efficient')",1.0258133,1.3267581,0.6405187,0.9769532,-0.3364345
27,-0.2548209,-0.4084683,"('hardhearted', 'softhearted')",1.1794765,1.0409172,0.4623278,0.3162244,0.1461034
75,0.24832131,0.20512916,"('meek', 'impulsive')",-0.6797314,-0.7993474,-0.2157051,-0.2971091,0.081404
84,0.24725518,0.25052494,"('inferior', 'superior')",0.3890336,0.33755827,0.3181444,0.2940416,0.0241028
67,0.21608454,0.4390956,"('doubtful', 'determined')",-0.5621414,-0.38825223,-0.1730284,0.0254217,-0.1984501
80,-0.2132073,0.1565351,"('dominated', 'dominating')",-1.1931787,-0.83257216,-0.7031929,-0.3380185,-0.3651744
41,-0.19000754,-0.3889427,"('unforgiving', 'forgiving')",0.047929913,-0.25796416,-0.0710388,-0.3234534,0.2524146
16,-0.17195292,-0.421668,"('unpopular', 'popular')",0.6059183,0.3899007,0.2169827,-0.0158836,0.2328663
30,-0.17136694,0.3298568,"('intolerant', 'tolerant')",0.8395605,0.97293186,0.3340968,0.6513944,-0.3172976
62,-0.16272299,0.2371338,"('incompetent', 'brilliant')",0.6057069,1.06313,0.2214919,0.6501319,-0.42864
40,-0.11589857,-0.37306032,"('stingy', 'generous')",-1.995886,-2.316557,-1.0558922,-1.3448086,0.2889164
87,-0.11035382,0.10072167,"('unsuccessful', 'successful')",0.20459239,0.3131248,0.0471193,0.2069232,-0.1598039
22,-0.09789586,0.18095116,"('untrustworthy', 'trustworthy')",-1.4130439,-1.2731358,-0.7554699,-0.5460923,-0.2093776
37,-0.09741797,-0.047063448,"('fake', 'genuine')",0.29348004,0.28700107,0.098031,0.1199688,-0.0219378
32,0.09268844,0.12660341,"('unkind', 'kind')",0.77695537,0.8729451,0.4348219,0.4997742,-0.0649523
25,-0.08297832,-0.43439683,"('egoistic', 'altruistic')",1.342302,1.0244951,0.6296618,0.2950491,0.3346127
65,0.08156109,0.4296753,"('insecure', 'secure')",-0.16706075,0.012255096,-0.0427498,0.2209652,-0.263715
4,0.078824565,-0.14159259,"('disliked', 'liked')",-7.396056,-7.533322,-3.6586158,-3.8374572,0.1788414
64,0.049765334,0.12780273,"('shy', 'confident')",-6.6164393,-6.4942384,-3.2833371,-3.1832178,-0.1001193
20,0.048835494,-0.15472314,"('rough', 'thoughtful')",0.79620814,0.63452256,0.4225218,0.2398997,0.1826221
72,0.034004077,-0.06909135,"('unambitious', 'ambitious')",0.5816633,0.6222976,0.3078337,0.2766031,0.0312306
33,-0.014044591,-0.11411053,"('wrong', 'right')",0.47972342,0.38101113,0.2328394,0.1334503,0.0993891
