,pepco_male,pepco_female,tuple,holdings_male,holdings_female,inc_male,inc_female,average_male,average_female,male-female
37,0.17058477,0.093729645,"('fake', 'genuine')",0.27171305,0.23437387,0.60135525,0.58096355,0.3478843,0.3030223,0.044862
10,0.16375363,-0.20795396,"('unsympathetic', 'sympathetic')",0.084878154,0.021753283,-0.1156898,-0.25178176,0.044314,-0.1459941,0.1903081
0,-0.1526887,-0.4296594,"('unsociable', 'sociable')",-0.2668982,-0.09785803,-0.39971107,-0.40130964,-0.2730993,-0.309609,0.0365097
3,0.1519242,-0.10135165,"('repellent', 'pleasant')",0.4601037,0.32213515,0.18866482,0.098549426,0.2668976,0.1064443,0.1604533
17,-0.09535378,0.0032285205,"('nasty', 'nice')",-1.235917,-1.0752165,-0.6187724,-0.47192982,-0.6500144,-0.5146393,-0.1353751
7,0.09449606,-0.031937204,"('insensitive', 'sensitive')",0.7262764,0.7254954,0.87892115,0.81201196,0.5665646,0.5018567,0.0647079
27,0.078909226,-0.22619395,"('hardhearted', 'softhearted')",0.33563584,0.13734227,1.5289378,1.3531713,0.6478276,0.4214399,0.2263877
61,0.06966564,0.12637699,"('illogical', 'logical')",0.015774222,0.09239612,0.2529948,0.33258054,0.1128116,0.1837845,-0.0709729
20,0.060551498,-0.07890285,"('rough', 'thoughtful')",0.34714097,0.24383941,1.3627927,1.3434304,0.5901617,0.502789,0.0873727
23,-0.05815622,-0.2041483,"('insincere', 'sincere')",0.08342439,0.06890092,5.285444,5.451222,1.7702373,1.7719916,-0.0017543
75,-0.050153427,0.1793805,"('meek', 'impulsive')",-0.46742806,-0.36368027,-0.28527004,-0.1982946,-0.2676172,-0.1275314,-0.1400858
47,-0.04032983,0.17036153,"('stupid', 'smart')",0.6983086,0.86419904,5.225704,5.3365855,1.9612277,2.1237154,-0.1624877
72,-0.015140645,-0.1927981,"('unambitious', 'ambitious')",0.21110469,0.13254827,-1.098544,-1.1042169,-0.30086,-0.3881556,0.0872956
48,-0.0035369396,-0.20870681,"('unintelligent', 'intelligent')",-0.18167824,-0.2887443,0.27491805,0.17365307,0.029901,-0.1079327,0.1378337
