,cardinal_male,cardinal_female,tuple,health_male,health_female,inc_male,inc_female,average_male,average_female,male-female
19,-0.34418318,-0.33988112,"('inhospitable', 'hospitable')",0.42851606,0.43095446,-0.16217214,-0.11283276,-0.0259464,-0.0072531,-0.0186933
3,-0.33930483,-0.8116167,"('repellent', 'pleasant')",-0.6152474,-0.89118403,0.34580237,0.028658506,-0.2029166,-0.5580474,0.3551308
20,0.33343866,-0.0026603937,"('rough', 'thoughtful')",-0.19778864,-0.26395813,0.8408126,0.8463611,0.3254876,0.1932475,0.1322401
78,0.31991377,-0.1133652,"('nonresilient', 'resilient')",1.2949284,1.4735221,0.26654834,0.60767615,0.6271302,0.6559443,-0.0288141
58,-0.31710052,-0.32958004,"('undiscriminating', 'discriminating')",-1.0981863,-1.205212,-0.331058,-0.321981,-0.5821149,-0.6189244,0.0368095
71,0.31653702,0.0851629,"('diffident', 'self-confident')",2.322835,2.2243607,0.5356227,0.55378187,1.0583315,0.9544352,0.1038963
59,0.29607978,0.8044325,"('foolish', 'wise')",1.3635935,1.3298163,0.2123392,0.2908271,0.6240041,0.8083586,-0.1843545
33,-0.2909041,0.18711749,"('wrong', 'right')",0.31315213,0.622224,-1.2848512,-1.0664122,-0.4208677,-0.0856903,-0.3351774
67,0.28996676,0.34749112,"('doubtful', 'determined')",0.28246424,0.11106211,-0.25748122,-0.3045684,0.1049833,0.0513283,0.053655
27,0.2858435,0.23068616,"('hardhearted', 'softhearted')",0.61332464,0.91760284,1.3466667,1.4429189,0.7486116,0.863736,-0.1151244
53,-0.23105563,-0.62720406,"('uncreative', 'creative')",-1.0796484,-1.1027287,0.5607753,0.5755277,-0.2499762,-0.3848017,0.1348255
66,-0.22505397,-0.23152056,"('inactive', 'active')",-0.6184906,-0.68696386,0.72279453,0.747478,-0.04025,-0.0570021,0.0167521
68,-0.17207476,-0.3060114,"('dependent', 'independent')",-0.6393083,-0.6811853,-0.63760024,-0.5538734,-0.4829944,-0.51369,0.0306956
15,0.16208214,-0.12667541,"('boring', 'funny')",0.3434924,0.19238786,0.7738043,0.40171954,0.4264596,0.1558107,0.2706489
29,-0.14178242,-0.02618122,"('unfair', 'fair')",-0.15342858,-0.07979703,-0.63992894,-0.72010165,-0.3117133,-0.27536,-0.0363533
50,0.13876653,-0.12111551,"('clumsy', 'skillful')",0.38817966,0.39796367,0.3736681,0.4853662,0.3002048,0.2540715,0.0461333
9,0.09294684,0.15152845,"('unaffectionate', 'caring')",0.5505778,0.7508446,0.79995227,0.8252734,0.481159,0.5758822,-0.0947232
61,-0.07220016,-0.47382122,"('illogical', 'logical')",-0.18034795,-0.28866565,0.085435346,-0.01930676,-0.0557043,-0.2605979,0.2048936
64,-0.039093725,0.13445288,"('shy', 'confident')",0.52567667,0.3041143,-6.4991226,-5.7514706,-2.00418,-1.7709678,-0.2332122
45,0.03307192,-0.25766248,"('incompetent', 'competent')",0.97050524,0.5736179,-0.025194775,-0.12011212,0.3261274,0.0652811,0.2608463
38,-0.0149935,0.03188095,"('untruthful', 'truthful')",0.9371284,0.9506216,0.14923108,0.277782,0.357122,0.4200948,-0.0629728
73,0.0131318495,0.28498644,"('helpless', 'self-reliant')",0.093900636,0.2792478,-3.7583313,-3.3461652,-1.2170996,-0.9273103,-0.2897893
72,0.007353017,0.41675308,"('unambitious', 'ambitious')",0.16117223,0.23939233,-1.1462948,-0.8606201,-0.3259232,-0.0681582,-0.257765
40,0.0037150048,0.26983693,"('stingy', 'generous')",0.22558893,0.23468831,-2.1223304,-1.5400493,-0.6310088,-0.3451747,-0.2858341
