,genzyme_male,genzyme_female,tuple,corp_male,corp_female,average_male,average_female,male-female
39,0.3199963,0.32200867,"('exploitative', 'cooperative')",0.28855306,0.3957114,0.3042747,0.35886,-0.0545853
78,0.31353557,0.33007297,"('nonresilient', 'resilient')",0.16072917,0.27473465,0.2371324,0.3024038,-0.0652714
48,-0.28420752,-0.11128531,"('unintelligent', 'intelligent')",0.8677665,1.0217408,0.2917795,0.4552277,-0.1634482
17,-0.28103542,-0.08731859,"('nasty', 'nice')",-0.4765014,-0.45057625,-0.3787684,-0.2689474,-0.109821
16,0.27268267,0.24077636,"('unpopular', 'popular')",0.45393613,0.2750597,0.3633094,0.257918,0.1053914
34,-0.25440395,-0.4941322,"('mean', 'honorable')",5.986696,6.0016255,2.8661458,2.7537467,0.1123991
4,0.22951333,0.33820677,"('disliked', 'liked')",-7.388648,-7.372352,-3.5795674,-3.5170727,-0.0624947
68,-0.17479281,-0.093989134,"('dependent', 'independent')",-0.74111414,-0.7024452,-0.4579535,-0.3982172,-0.0597363
2,0.12564455,0.11843666,"('unlikable', 'likable')",0.62969255,0.4745831,0.3776686,0.2965099,0.0811587
47,-0.11906427,-0.01462391,"('stupid', 'smart')",5.808212,5.972812,2.8445737,2.979094,-0.1345203
19,-0.10786607,-0.002406043,"('inhospitable', 'hospitable')",-0.5065324,-0.24354257,-0.3071992,-0.1229743,-0.1842249
18,0.10251402,0.39913383,"('disagreeable', 'welcoming')",-0.64979506,-0.43595672,-0.2736405,-0.0184114,-0.2552291
20,-0.101104304,0.009319298,"('rough', 'thoughtful')",1.0913595,1.2356801,0.4951276,0.6224997,-0.1273721
32,-0.098291636,-0.12530687,"('unkind', 'kind')",0.9539952,0.84670544,0.4278518,0.3606993,0.0671525
1,-0.09477182,0.28891233,"('unfriendly', 'friendly')",1.510633,1.9075423,0.7079306,1.0982274,-0.3902968
87,0.08951727,-0.25326446,"('unsuccessful', 'successful')",0.5850851,0.66951215,0.3373012,0.2081238,0.1291774
26,0.050319083,0.22245665,"('hardhearted', 'benevolent')",1.5816249,1.9370921,0.815972,1.0797744,-0.2638024
