,amgen_male,amgen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
69,0.7179772,0.8041799,"('lazy', 'industrious')",-0.75863695,-1.0018072,-0.0203299,-0.0988137,0.0784838
27,-0.71691674,-0.77976495,"('hardhearted', 'softhearted')",1.0801929,0.9476612,0.1816381,0.0839481,0.09769
8,-0.70973825,-0.7657934,"('unaffectionate', 'affectionate')",0.11325111,0.13102752,-0.2982436,-0.3173829,0.0191393
13,-0.709012,-0.61489135,"('impolite', 'polite')",-0.243786,-0.12767816,-0.476399,-0.3712848,-0.1051142
22,-0.69618547,-1.0229858,"('untrustworthy', 'trustworthy')",-0.8014964,-0.856767,-0.7488409,-0.9398764,0.1910355
79,-0.6801593,-1.104963,"('wavering', 'unwavering')",-0.13782893,-0.30542445,-0.4089941,-0.7051937,0.2961996
23,-0.6786168,-1.0200812,"('insincere', 'sincere')",5.5403037,5.4976616,2.4308434,2.2387903,0.1920531
5,-0.6753657,-0.48292026,"('distant', 'outgoing')",-0.7284562,-0.82839763,-0.701911,-0.655659,-0.046252
19,-0.6617979,-0.7393086,"('inhospitable', 'hospitable')",-0.03995174,-0.11229508,-0.3508748,-0.4258018,0.074927
56,0.65093195,0.28732243,"('impractical', 'practical')",0.47211266,0.3185707,0.5615223,0.3029466,0.2585757
51,-0.57235765,-0.8001669,"('uneducated', 'educated')",1.2926437,1.2913445,0.360143,0.2455888,0.1145542
38,-0.5703127,-0.6423214,"('untruthful', 'truthful')",-0.13267343,-0.27914694,-0.3514931,-0.4607342,0.1092411
55,-0.56625,-0.97164166,"('incompetent', 'clever')",0.49096155,0.35274965,-0.0376442,-0.309446,0.2718018
88,0.5503852,-0.15489724,"('low', 'eminent')",1.0605391,0.63995737,0.8054621,0.2425301,0.562932
36,-0.53594595,-0.53801787,"('hostile', 'amicable')",-0.08569431,-0.025674842,-0.3108201,-0.2818463,-0.0289738
30,0.53296345,0.3645314,"('intolerant', 'tolerant')",1.7626891,1.5925,1.1478263,0.9785157,0.1693106
28,-0.52355224,-0.37740126,"('disloyal', 'loyal')",0.80883163,0.9509431,0.1426397,0.2867709,-0.1441312
37,0.4825431,0.32996646,"('fake', 'genuine')",0.2235085,0.2448504,0.3530258,0.2874084,0.0656174
65,-0.4694646,-0.669459,"('insecure', 'secure')",-0.13462436,-0.0043722354,-0.3020445,-0.3369156,0.0348711
68,-0.46318945,-0.40183043,"('dependent', 'independent')",-0.38519144,-0.2998025,-0.4241905,-0.3508165,-0.073374
21,-0.44846058,-0.55472314,"('immoral', 'moral')",0.06616176,0.043290846,-0.1911494,-0.2557161,0.0645667
15,0.44543204,0.17340913,"('boring', 'funny')",0.85137266,0.46608976,0.6484023,0.3197494,0.3286529
39,0.44442362,0.5707397,"('exploitative', 'cooperative')",-0.010236191,0.19758065,0.2170937,0.3841602,-0.1670665
59,0.4248748,0.1934336,"('foolish', 'wise')",0.082951434,-0.013810912,0.2539131,0.0898113,0.1641018
7,-0.42263034,-0.9523071,"('insensitive', 'sensitive')",0.72964853,0.3856053,0.1535091,-0.2833509,0.43686
63,-0.4151451,-0.7227045,"('unperceptive', 'insightful')",1.2821848,1.1699073,0.4335199,0.2236014,0.2099185
66,-0.37737632,-0.7958202,"('inactive', 'active')",0.69993085,0.5002983,0.1612773,-0.1477609,0.3090382
81,0.36316448,0.27158904,"('submissive', 'aggressive')",0.019425564,0.045348726,0.191295,0.1584689,0.0328261
85,0.35901004,0.22662625,"('insignificant', 'prestigious')",0.5377039,0.45573974,0.448357,0.341183,0.107174
32,-0.3543456,-0.63482034,"('unkind', 'kind')",0.9841772,1.0448258,0.3149158,0.2050027,0.1099131
87,0.34815228,-0.317948,"('unsuccessful', 'successful')",1.2068408,0.95215,0.7774965,0.317101,0.4603955
11,-0.33833584,-0.74703455,"('unhelpful', 'helpful')",2.1567714,1.9217446,0.9092178,0.587355,0.3218628
41,-0.33702454,-0.36310893,"('unforgiving', 'forgiving')",0.4049997,0.121939585,0.0339876,-0.1205847,0.1545723
74,-0.3183397,-0.5263298,"('undedicated', 'dedicated')",0.2980988,0.20671117,-0.0101205,-0.1598093,0.1496888
24,-0.31519723,-0.6271938,"('dishonest', 'honest')",0.49977827,0.49010694,0.0922905,-0.0685434,0.1608339
4,-0.2971638,-0.24272044,"('disliked', 'liked')",-5.7326193,-5.9831276,-3.0148916,-3.1129241,0.0980325
16,-0.293635,-0.49193287,"('unpopular', 'popular')",0.3206991,0.13925774,0.013532,-0.1763376,0.1898696
14,-0.28988886,-0.5686253,"('antisocial', 'social')",0.021651968,-0.26299083,-0.1341184,-0.4158081,0.2816897
29,-0.28935063,-0.4875966,"('unfair', 'fair')",-0.6235432,-0.6754247,-0.4564469,-0.5815107,0.1250638
3,-0.2820393,-0.3900669,"('repellent', 'pleasant')",0.098652065,0.16611528,-0.0916936,-0.1119758,0.0202822
20,0.2772881,0.30456835,"('rough', 'thoughtful')",1.0998678,1.4032946,0.688578,0.8539314,-0.1653534
70,-0.273748,-1.0735513,"('lethargic', 'energetic')",0.95172507,0.68023264,0.3389885,-0.1966593,0.5356478
18,-0.24477383,-0.61086226,"('disagreeable', 'welcoming')",-0.16307423,-0.4663349,-0.203924,-0.5385986,0.3346746
52,-0.24442688,-0.02327697,"('irrational', 'rational')",-0.15205099,0.0045789727,-0.1982389,-0.009349,-0.1888899
58,-0.22137532,-0.64402074,"('undiscriminating', 'discriminating')",0.33703235,0.04734065,0.0578285,-0.2983401,0.3561686
43,-0.1988827,-0.6182216,"('irresponsible', 'responsible')",0.80655664,0.49615002,0.303837,-0.0610358,0.3648728
76,-0.19749203,-0.7819589,"('anxious', 'daring')",0.59540856,0.55749446,0.1989583,-0.1122322,0.3111905
67,0.19649485,0.24968618,"('doubtful', 'determined')",-0.41901344,-0.55745906,-0.1112593,-0.1538864,0.0426271
47,0.19225301,-0.3238653,"('stupid', 'smart')",4.964366,5.022152,2.5783095,2.3491433,0.2291662
64,-0.17761256,-0.1282366,"('shy', 'confident')",-5.9882727,-5.929065,-3.0829427,-3.028651,-0.0542917
49,0.1724914,-0.115336925,"('unable', 'able')",0.019313943,-0.07879186,0.0959027,-0.0970644,0.1929671
71,-0.16986102,-0.46241966,"('diffident', 'self-confident')",0.46601516,0.13471681,0.1480771,-0.1638514,0.3119285
80,0.16615273,-0.18293822,"('dominated', 'dominating')",-0.6835998,-0.9624387,-0.2587236,-0.5726885,0.3139649
48,0.16393445,0.21157916,"('unintelligent', 'intelligent')",0.8643496,0.9898427,0.514142,0.6007109,-0.0865689
44,0.16377524,0.12860985,"('prejudiced', 'unprejudiced')",-1.481069,-1.3581775,-0.6586469,-0.6147838,-0.0438631
50,0.16318849,-0.15156215,"('clumsy', 'skillful')",0.16450301,0.22680858,0.1638457,0.0376232,0.1262225
25,-0.1615457,-0.11939913,"('egoistic', 'altruistic')",1.1229056,1.3219953,0.48068,0.6012981,-0.1206181
34,-0.1589074,-0.38402134,"('mean', 'honorable')",5.795677,5.8544664,2.8183849,2.7352226,0.0831623
61,-0.12399556,-0.19984505,"('illogical', 'logical')",0.56808186,0.40366974,0.2220432,0.1019123,0.1201309
60,-0.11253224,0.0142335,"('inefficient', 'efficient')",0.502053,0.51221216,0.1947604,0.2632228,-0.0684624
33,-0.102840595,0.042342745,"('wrong', 'right')",-1.0723664,-1.1179358,-0.5876034,-0.5377965,-0.0498069
54,-0.09852311,-0.7994075,"('incapable', 'capable')",1.1267567,1.0164396,0.5141168,0.108516,0.4056008
83,-0.09249005,0.117625274,"('powerless', 'powerful')",-0.77005917,-0.7181872,-0.4312746,-0.300281,-0.1309936
82,0.08977406,-0.51437676,"('poor', 'rich')",5.861192,5.7873497,2.9754832,2.6364865,0.3389967
35,0.081564695,0.346666,"('corrupt', 'incorrupt')",-0.52376217,-0.40337178,-0.2210987,-0.0283529,-0.1927458
62,0.0620328,-0.27999476,"('incompetent', 'brilliant')",0.493972,0.36558113,0.2780024,0.0427932,0.2352092
42,-0.06050715,-0.73695534,"('unreliable', 'reliable')",-2.6762896,-2.8748133,-1.3683983,-1.8058844,0.4374861
26,-0.048462037,-0.00068507344,"('hardhearted', 'benevolent')",1.6745217,1.6990353,0.8130298,0.8491751,-0.0361453
75,0.042813975,0.26768583,"('meek', 'impulsive')",-0.5472668,-0.4832233,-0.2522264,-0.1077687,-0.1444577
