,newmont_male,newmont_female,tuple,corp_male,corp_female,average_male,average_female,male-female
52,-0.66232586,-0.6579289,"('irrational', 'rational')",-0.11835159,0.02237299,-0.3903387,-0.3177779,-0.0725608
45,-0.65068257,-1.2314874,"('incompetent', 'competent')",0.28634,-0.2215505,-0.1821713,-0.7265189,0.5443476
70,0.64460427,0.1522159,"('lethargic', 'energetic')",0.49702615,0.13439849,0.5708152,0.1433072,0.427508
37,0.61701536,0.286813,"('fake', 'genuine')",0.33200642,0.3462367,0.4745109,0.3165249,0.157986
16,-0.61357474,-0.5805136,"('unpopular', 'popular')",0.09222993,0.10437916,-0.2606724,-0.2380672,-0.0226052
85,-0.6112876,-0.8102755,"('insignificant', 'prestigious')",-0.43436027,-0.29449552,-0.5228239,-0.5523855,0.0295616
14,0.56726974,0.33852723,"('antisocial', 'social')",0.25824618,-0.14471842,0.412758,0.0969044,0.3158536
54,-0.5612545,-0.41005647,"('incapable', 'capable')",0.7050705,0.99250674,0.071908,0.2912251,-0.2193171
50,0.5578983,0.6149725,"('clumsy', 'skillful')",-0.035499834,0.28087234,0.2611992,0.4479224,-0.1867232
71,0.5381389,0.5016694,"('diffident', 'self-confident')",0.5328234,0.48196977,0.5354812,0.4918196,0.0436616
61,-0.5192386,-0.78280437,"('illogical', 'logical')",0.8007736,0.47106612,0.1407675,-0.1558691,0.2966366
80,0.51884246,0.5723692,"('dominated', 'dominating')",-0.48348188,-0.6259563,0.0176803,-0.0267935,0.0444738
72,-0.5098038,-0.13667348,"('unambitious', 'ambitious')",-0.56451786,-0.29738697,-0.5371608,-0.2170302,-0.3201306
4,-0.50150526,-0.5042416,"('disliked', 'liked')",-6.678411,-6.56758,-3.5899582,-3.5359108,-0.0540474
64,0.45448273,0.24956672,"('shy', 'confident')",-5.946485,-6.0261455,-2.7460012,-2.8882895,0.1422883
63,-0.45175847,-0.7504366,"('unperceptive', 'insightful')",0.87372714,0.64210165,0.2109843,-0.0541675,0.2651518
39,0.43756783,0.33764008,"('exploitative', 'cooperative')",0.10805782,0.0013997108,0.2728128,0.1695199,0.1032929
38,-0.43461895,-0.5721784,"('untruthful', 'truthful')",-0.12170239,0.08433533,-0.2781607,-0.2439215,-0.0342392
35,-0.43080014,-0.2714141,"('corrupt', 'incorrupt')",-0.8794994,-0.40930218,-0.6551498,-0.3403581,-0.3147917
10,-0.41603383,-0.86069787,"('unsympathetic', 'sympathetic')",-0.04085937,-0.56599635,-0.2284466,-0.7133471,0.4849005
40,0.39859295,0.3352178,"('stingy', 'generous')",-1.6180376,-1.6122245,-0.6097223,-0.6385033,0.028781
87,0.36226752,0.03866484,"('unsuccessful', 'successful')",1.0953358,0.9554958,0.7288017,0.4970803,0.2317214
18,-0.35816103,-0.27742362,"('disagreeable', 'welcoming')",-0.72012174,-0.6016491,-0.5391414,-0.4395364,-0.099605
83,-0.35279292,-0.45167372,"('powerless', 'powerful')",-0.8004058,-0.7932607,-0.5765994,-0.6224672,0.0458678
56,0.3493326,0.27192944,"('impractical', 'practical')",-0.17072985,-0.32437524,0.0893014,-0.0262229,0.1155243
41,-0.34434533,-0.68232006,"('unforgiving', 'forgiving')",-0.14183179,-0.22261363,-0.2430886,-0.4524668,0.2093782
67,0.32636777,0.34325394,"('doubtful', 'determined')",-0.21284758,-0.31883332,0.0567601,0.0122103,0.0445498
74,-0.3000681,-0.56721544,"('undedicated', 'dedicated')",-0.3190461,-0.45718423,-0.3095571,-0.5121998,0.2026427
29,-0.29929808,-0.376112,"('unfair', 'fair')",-0.36516434,-0.39874646,-0.3322312,-0.3874292,0.055198
59,0.2982118,0.4654097,"('foolish', 'wise')",-0.017846439,0.4890789,0.1401827,0.4772443,-0.3370616
47,-0.28743777,-0.6034537,"('stupid', 'smart')",5.189606,5.0330367,2.4510841,2.2147915,0.2362926
34,-0.2863673,-0.4190251,"('mean', 'honorable')",5.3687186,5.2071004,2.5411756,2.3940377,0.1471379
22,0.27207783,-0.26137695,"('untrustworthy', 'trustworthy')",-0.7908868,-1.0342481,-0.2594045,-0.6478125,0.388408
3,-0.27062517,-0.25587538,"('repellent', 'pleasant')",0.55917096,0.24814057,0.1442729,-0.0038674,0.1481403
17,-0.25357646,-0.4201451,"('nasty', 'nice')",-0.75472933,-0.6649625,-0.5041529,-0.5425538,0.0384009
81,0.23914057,0.35297582,"('submissive', 'aggressive')",-0.25072443,-0.29332486,-0.0057919,0.0298255,-0.0356174
66,0.23162876,-0.32262832,"('inactive', 'active')",0.46941483,0.20289227,0.3505218,-0.059868,0.4103898
11,-0.2210702,-0.2982128,"('unhelpful', 'helpful')",1.6291425,1.70917,0.7040362,0.7054786,-0.0014424
68,0.21946107,0.10254091,"('dependent', 'independent')",-0.885057,-0.85993147,-0.3327979,-0.3786953,0.0458974
55,-0.21945629,-0.3349833,"('incompetent', 'clever')",0.42257655,0.14405715,0.1015601,-0.0954631,0.1970232
75,0.21588913,-0.08606114,"('meek', 'impulsive')",-0.977757,-0.865829,-0.3809339,-0.4759451,0.0950112
46,-0.21188475,-0.527436,"('uncompetitive', 'competitive')",-0.7379444,-1.1220317,-0.4749146,-0.8247339,0.3498193
13,0.2042797,-0.0802948,"('impolite', 'polite')",-0.42751306,-0.6122588,-0.1116167,-0.3462768,0.2346601
43,-0.19957027,-0.58445024,"('irresponsible', 'responsible')",0.4983774,0.18857735,0.1494036,-0.1979364,0.34734
5,-0.18941037,-0.15429655,"('distant', 'outgoing')",-0.45173275,-0.19968908,-0.3205716,-0.1769928,-0.1435788
65,-0.15841568,-0.079585925,"('insecure', 'secure')",-0.17592266,-0.21440333,-0.1671692,-0.1469946,-0.0201746
62,-0.15337951,-0.00071968883,"('incompetent', 'brilliant')",0.7435335,0.71861005,0.295077,0.3589452,-0.0638682
84,0.15333864,0.46903142,"('inferior', 'superior')",0.66771674,1.01561,0.4105277,0.7423207,-0.331793
33,-0.12861544,0.12185203,"('wrong', 'right')",-0.47344178,-0.23553549,-0.3010286,-0.0568417,-0.2441869
82,-0.119553104,-0.10086342,"('poor', 'rich')",5.6885014,5.659909,2.7844741,2.7795227,0.0049514
79,-0.11246453,-0.7143735,"('wavering', 'unwavering')",-0.57044315,-0.46810758,-0.3414539,-0.5912405,0.2497866
23,-0.10675354,-0.07646577,"('insincere', 'sincere')",5.488098,5.4923515,2.6906724,2.707943,-0.0172706
51,-0.09623106,-0.15627049,"('uneducated', 'educated')",0.25128645,0.23150042,0.0775277,0.037615,0.0399127
58,0.04244803,-0.20184864,"('undiscriminating', 'discriminating')",0.24806133,0.067919984,0.1452547,-0.0669643,0.212219
12,-0.028174281,-0.17669392,"('unsupportive', 'supportive')",-1.6873132,-1.800652,-0.8577437,-0.988673,0.1309293
2,0.027454436,-0.34940267,"('unlikable', 'likable')",0.8103245,0.6949649,0.4188895,0.1727811,0.2461084
20,0.024448184,0.075285606,"('rough', 'thoughtful')",0.85636246,0.8233547,0.4404053,0.4493202,-0.0089149
21,0.022385707,-0.16762151,"('immoral', 'moral')",-0.18179315,-0.4785553,-0.0797037,-0.3230884,0.2433847
7,-0.02131578,-0.17700824,"('insensitive', 'sensitive')",0.636863,0.43710518,0.3077736,0.1300485,0.1777251
30,-0.020477623,-0.10021141,"('intolerant', 'tolerant')",0.99387974,0.93263316,0.4867011,0.4162109,0.0704902
69,-0.019136287,0.015914634,"('lazy', 'industrious')",-0.5033411,-0.3471449,-0.2612387,-0.1656151,-0.0956236
60,0.014145002,0.085183024,"('inefficient', 'efficient')",0.23159842,0.12538885,0.1228717,0.1052859,0.0175858
24,-0.009752408,-0.44071847,"('dishonest', 'honest')",0.63629633,0.6158489,0.313272,0.0875652,0.2257068
