,legg_male,legg_female,tuple,mason_male,mason_female,inc_male,inc_female,average_male,average_female,male-female
66,0.29941916,0.55945873,"('inactive', 'active')",-0.7300851,-0.39764738,0.67793864,0.82053924,0.0824242,0.3274502,-0.245026
70,-0.28773618,0.012722919,"('lethargic', 'energetic')",0.71862996,1.1767672,1.0549097,1.124971,0.4952678,0.7714871,-0.2762193
82,-0.27374703,-0.07828517,"('poor', 'rich')",0.28579915,0.31494045,6.011919,6.2730083,2.0079904,2.1698879,-0.1618975
56,-0.25993842,-0.32979438,"('impractical', 'practical')",1.5410336,1.8370544,-0.43282396,-0.34622464,0.2827571,0.3870118,-0.1042547
58,-0.2568584,0.5161966,"('undiscriminating', 'discriminating')",0.57442904,0.91459227,0.40979695,0.49232912,0.2424559,0.6410393,-0.3985834
80,0.24169782,0.5470245,"('dominated', 'dominating')",-0.6053668,-0.2935244,-0.9694094,-1.0451322,-0.4443595,-0.2638774,-0.1804821
64,-0.18814255,-0.3128199,"('shy', 'confident')",-1.0154886,-0.8792018,-6.468097,-6.911287,-2.5572427,-2.7011029,0.1438602
68,-0.18352166,-0.93912435,"('dependent', 'independent')",0.01464306,-0.6417264,-0.5997469,-1.2996118,-0.2562085,-0.9601542,0.7039457
69,0.18297717,0.3255806,"('lazy', 'industrious')",0.6222655,0.5614508,-0.72306985,-0.8767268,0.0273909,0.0034349,0.023956
71,0.1603066,0.09568421,"('diffident', 'self-confident')",1.495435,1.3031619,0.38228026,0.32785946,0.6793406,0.5755685,0.1037721
5,0.15739787,0.6021603,"('distant', 'outgoing')",-0.7566547,-1.274865,-0.23732103,0.040643904,-0.2788593,-0.2106869,-0.0681724
36,0.15605739,1.0254241,"('hostile', 'amicable')",-0.9019619,-0.66597664,-0.059379056,0.19028091,-0.2684279,0.1832428,-0.4516707
37,-0.14204636,-0.26345357,"('fake', 'genuine')",-0.30898345,-0.08326131,0.60222286,0.6730163,0.0503977,0.1087671,-0.0583694
6,0.13340205,0.5302148,"('distant', 'open')",-0.83440024,-1.3763644,0.1922987,0.44046715,-0.1695665,-0.1352275,-0.034339
39,-0.12352378,-0.5157332,"('exploitative', 'cooperative')",0.22405556,0.057116136,0.12662281,-0.0690397,0.0757182,-0.1758856,0.2516038
51,-0.10626914,-0.7889897,"('uneducated', 'educated')",0.22120273,-0.09185329,0.5265366,-0.19066693,0.2138234,-0.35717,0.5709934
15,0.10455061,0.10432815,"('boring', 'funny')",-0.60950136,-0.39164543,0.20064197,0.35174185,-0.1014363,0.0214749,-0.1229112
29,0.08981644,0.08816236,"('unfair', 'fair')",-0.099070475,-0.30816373,-0.39364877,-0.37639037,-0.1343009,-0.1987972,0.0644963
85,-0.036008805,0.17628476,"('insignificant', 'prestigious')",-0.2522291,-0.9498829,0.13083795,-0.15566622,-0.0524667,-0.3097548,0.2572881
25,0.028335378,-0.049555607,"('egoistic', 'altruistic')",0.5659911,0.07124849,1.3475871,0.98428977,0.6473045,0.3353275,0.311977
31,-0.0115012005,0.50626993,"('evil', 'good')",-1.0971949,-1.3739296,-1.1446023,-1.1936507,-0.7510994,-0.6871034,-0.063996
74,0.009067893,0.16424191,"('undedicated', 'dedicated')",1.3621066,1.2268398,0.18615356,0.23629399,0.5191093,0.5424586,-0.0233493
