,fifth_male,fifth_female,tuple,third_male,third_female,bancorp_male,bancorp_female,average_male,average_female,male-female
52,-1.7969253,-2.6035924,"('irrational', 'rational')",-0.69643885,-0.6830992,0.49072054,0.2529603,-0.6675479,-1.0112438,0.3436959
8,-1.7964443,-2.1957545,"('unaffectionate', 'affectionate')",-0.5445689,-0.44879404,0.45449215,0.2515449,-0.6288404,-0.7976679,0.1688275
26,-1.7257903,-1.9412253,"('hardhearted', 'benevolent')",-0.2853104,-0.21553595,1.1662372,0.85657805,-0.2816212,-0.4333944,0.1517732
0,1.7252536,2.7779515,"('unsociable', 'sociable')",0.07089621,-0.23024432,-0.49664697,-0.44357717,0.4331676,0.7013766,-0.268209
25,-1.7185754,-2.1757567,"('egoistic', 'altruistic')",-0.78862834,-0.7788347,1.0801822,1.0814576,-0.4756738,-0.6243779,0.1487041
30,1.7174594,2.3103619,"('intolerant', 'tolerant')",0.9074739,0.9869216,-0.88090724,-0.80878216,0.581342,0.8295004,-0.2481584
1,-1.6911632,-1.8792672,"('unfriendly', 'friendly')",-1.2652391,-1.0695887,1.0447884,1.0207988,-0.6372046,-0.6426857,0.0054811
32,1.6825098,2.0985472,"('unkind', 'kind')",0.8368482,0.8233489,0.41213515,0.5979975,0.9771643,1.1732978,-0.1961335
59,-1.614268,-2.4428697,"('foolish', 'wise')",-0.17205028,-0.09494676,0.23885462,0.07422566,-0.5158212,-0.821197,0.3053758
58,1.4993387,2.151107,"('undiscriminating', 'discriminating')",0.09306131,0.26444167,0.3900114,0.17775044,0.6608038,0.8644331,-0.2036293
77,1.4943854,2.3729677,"('unmotivated', 'motivated')",0.76083744,0.65905416,-0.0660866,0.023775555,0.7297121,1.0185992,-0.2888871
51,1.3959177,2.1113594,"('uneducated', 'educated')",0.7029978,0.7617647,-1.3677374,-1.0122387,0.2437261,0.6202951,-0.376569
37,1.344583,1.9039251,"('fake', 'genuine')",0.5486152,1.1094779,-1.00054,-0.6531074,0.2975527,0.7867652,-0.4892125
61,1.3224323,1.5872598,"('illogical', 'logical')",-0.42528316,-0.42141357,-0.046300467,-0.05178943,0.2836162,0.3713523,-0.0877361
41,1.3141675,1.3158946,"('unforgiving', 'forgiving')",1.1109498,1.0064477,0.30890614,-0.06721233,0.9113411,0.75171,0.1596311
84,1.2648474,1.6023512,"('inferior', 'superior')",0.005611578,0.45075646,-0.2702202,-0.17714383,0.3334129,0.6253213,-0.2919084
48,1.2445325,1.9269626,"('unintelligent', 'intelligent')",0.06592941,0.052679613,-1.0974336,-0.9176692,0.0710094,0.353991,-0.2829816
86,1.1429682,2.2617214,"('uninfluential', 'influential')",0.083948374,0.20004365,-1.1533877,-0.95128554,0.0245096,0.5034932,-0.4789836
22,1.1271772,1.6130836,"('untrustworthy', 'trustworthy')",-0.12680876,0.03716402,-1.407393,-1.1870823,-0.1356748,0.1543884,-0.2900632
24,1.0832005,1.3360323,"('dishonest', 'honest')",0.8801123,1.2195138,-0.87977964,-0.65719867,0.3611777,0.6327825,-0.2716048
44,-1.0777832,-2.0748124,"('prejudiced', 'unprejudiced')",-0.46996576,-0.7981761,-0.96927565,-1.0294297,-0.8390083,-1.300806,0.4617977
42,1.0699762,1.3675728,"('unreliable', 'reliable')",0.91371727,1.0639553,-1.0181834,-0.91704947,0.3218367,0.5048262,-0.1829895
72,1.0142857,1.2020439,"('unambitious', 'ambitious')",0.6535329,0.9125885,-0.98725617,-0.99558556,0.2268541,0.3730156,-0.1461615
75,-1.0127498,-1.4344684,"('meek', 'impulsive')",-0.6435412,-0.7859935,0.19903553,-0.018225402,-0.4857518,-0.7462291,0.2604773
88,-1.0092293,-0.80974126,"('low', 'eminent')",-0.960487,-1.4392006,-0.4765574,-0.45414135,-0.8154246,-0.9010278,0.0856032
87,0.9734691,1.2113355,"('unsuccessful', 'successful')",0.78745025,0.428787,1.0042875,1.0247618,0.9217356,0.8882948,0.0334408
20,0.9324177,1.2527696,"('rough', 'thoughtful')",0.010991424,0.23837516,-0.3276807,-0.14411469,0.2052428,0.44901,-0.2437672
19,-0.8947181,-0.93047595,"('inhospitable', 'hospitable')",-0.19554989,0.029667553,-0.4903662,-0.47319394,-0.5268781,-0.4580008,-0.0688773
57,0.8477729,1.9202992,"('unimaginative', 'imaginative')",-0.8649018,-0.6557438,-1.9169115,-1.9218343,-0.6446801,-0.219093,-0.4255871
27,0.8050417,1.059919,"('hardhearted', 'softhearted')",-0.1919768,0.4408597,-0.1857042,-0.09161815,0.1424536,0.4697202,-0.3272666
78,-0.77716273,-0.095228106,"('nonresilient', 'resilient')",-0.7692126,-0.38755274,1.0147871,1.361258,-0.1771961,0.2928257,-0.4700218
67,0.73610675,0.57762104,"('doubtful', 'determined')",1.2463167,0.9461604,0.03203216,-0.05434398,0.6714852,0.4898125,0.1816727
28,0.73272586,1.5160109,"('disloyal', 'loyal')",0.8799246,0.98869073,-0.3225394,-0.3281579,0.430037,0.7255146,-0.2954776
17,-0.70520735,-1.1836545,"('nasty', 'nice')",-0.35381883,-0.4416314,0.23723121,0.12342132,-0.2739317,-0.5006216,0.2266899
68,0.70231813,0.98058176,"('dependent', 'independent')",-0.37905696,-0.14871986,-1.7748895,-1.4101895,-0.4838761,-0.1927759,-0.2911002
66,-0.67633086,-0.88874424,"('inactive', 'active')",0.18408836,0.14685565,1.3433154,1.3447516,0.2836909,0.2009543,0.0827366
64,0.6501835,0.84179,"('shy', 'confident')",0.45368207,0.16360962,-3.1946568,-3.4802222,-0.6969304,-0.8249408,0.1280104
54,-0.56226325,-0.6287349,"('incapable', 'capable')",0.13512245,0.06322449,1.1316164,1.1557821,0.2348252,0.1967572,0.038068
38,0.53931177,0.7854139,"('untruthful', 'truthful')",0.789153,0.9116828,0.5401778,0.37622273,0.6228809,0.6911065,-0.0682256
2,0.48069006,-0.05579205,"('unlikable', 'likable')",1.529449,0.8921954,1.1808854,0.9167445,1.0636748,0.5843826,0.4792922
29,-0.45811036,-0.5615986,"('unfair', 'fair')",-0.45317507,-0.03301104,-0.5344476,-0.17781666,-0.481911,-0.2574754,-0.2244356
47,0.44808507,0.96506906,"('stupid', 'smart')",-0.14885259,0.054582004,1.5339788,1.7729875,0.6110704,0.9308795,-0.3198091
50,-0.40964192,-0.7204939,"('clumsy', 'skillful')",-0.24921134,-0.3354642,0.4679551,0.48590976,-0.0636327,-0.1900161,0.1263834
83,0.34072998,0.74068534,"('powerless', 'powerful')",0.5504108,0.2457738,0.37737113,0.2993676,0.4228373,0.4286089,-0.0057716
15,-0.31815994,-0.3685657,"('boring', 'funny')",0.4941956,0.18640909,1.3253467,1.0926832,0.5004608,0.3035089,0.1969519
9,0.31459948,0.3076716,"('unaffectionate', 'caring')",-0.120177224,0.09432389,1.0631502,1.0792398,0.4191908,0.4937451,-0.0745543
40,0.27938282,0.76271474,"('stingy', 'generous')",0.91838026,1.4371109,-0.57279074,-0.47782126,0.2083241,0.5740015,-0.3656774
49,0.27846175,0.7085646,"('unable', 'able')",-0.7077583,-0.8153924,-0.841475,-0.71203494,-0.4235905,-0.2729542,-0.1506363
71,0.25478646,0.7111628,"('diffident', 'self-confident')",0.8913972,0.9542353,0.77098435,0.5940344,0.639056,0.7531442,-0.1140882
18,-0.19457531,-0.16161107,"('disagreeable', 'welcoming')",0.26004067,0.104151115,-0.5487792,-0.60013884,-0.1611046,-0.2191996,0.058095
73,-0.15084746,-0.66864765,"('helpless', 'self-reliant')",0.80896914,0.9120519,-1.0483891,-1.3010596,-0.1300891,-0.3525518,0.2224627
34,-0.11171608,0.4631605,"('mean', 'honorable')",0.17362967,0.28756148,2.5527036,2.7763848,0.871539,1.1757023,-0.3041633
53,-0.066941574,0.43838283,"('uncreative', 'creative')",-1.1296194,-0.8690373,0.9198651,1.0180682,-0.092232,0.1958046,-0.2880366
33,-0.044201113,0.027048357,"('wrong', 'right')",0.45567852,0.610358,0.98774916,0.8276366,0.4664088,0.4883476,-0.0219388
82,0.018625863,0.77140146,"('poor', 'rich')",-1.4921455,-1.2362859,1.2328165,1.8227615,-0.0802344,0.4526257,-0.5328601
