,loews_male,loews_female,tuple,corp_male,corp_female,average_male,average_female,male-female
7,-0.5775035,-0.52142256,"('insensitive', 'sensitive')",0.58524895,0.72223485,0.0038727,0.1004061,-0.0965334
82,-0.57635593,-0.5933497,"('poor', 'rich')",6.5674024,6.4133162,2.9955232,2.9099832,0.08554
31,-0.56748253,-0.5815586,"('evil', 'good')",-1.159969,-1.1289011,-0.8637258,-0.8552299,-0.0084959
42,0.5597476,0.8271055,"('unreliable', 'reliable')",-3.2355266,-2.8650742,-1.3378894,-1.0189843,-0.3189051
66,-0.53571695,-0.5051611,"('inactive', 'active')",0.28779525,0.39168447,-0.1239609,-0.0567383,-0.0672226
54,-0.53558856,-0.7246045,"('incapable', 'capable')",0.7196729,0.58758175,0.0920422,-0.0685114,0.1605536
38,-0.53330946,-0.7344733,"('untruthful', 'truthful')",0.23226531,-0.03196867,-0.1505221,-0.383221,0.2326989
35,0.5258049,0.4720056,"('corrupt', 'incorrupt')",-0.74960256,-0.7633181,-0.1118988,-0.1456563,0.0337575
16,-0.5096821,-0.52068645,"('unpopular', 'popular')",0.29522994,0.20616403,-0.1072261,-0.1572612,0.0500351
41,-0.49628145,-0.30137107,"('unforgiving', 'forgiving')",-0.26885298,-0.14852569,-0.3825672,-0.2249484,-0.1576188
79,-0.4866721,-0.5144292,"('wavering', 'unwavering')",-0.5081914,-0.6908214,-0.4974318,-0.6026253,0.1051935
83,-0.4840795,-0.3911653,"('powerless', 'powerful')",-1.1095365,-1.2262534,-0.796808,-0.8087093,0.0119013
44,-0.48314062,-0.47465995,"('prejudiced', 'unprejudiced')",-1.4272659,-1.4356303,-0.9552032,-0.9551451,-5.81e-05
49,-0.47984245,-0.731925,"('unable', 'able')",-0.248791,-0.551211,-0.3643167,-0.641568,0.2772513
13,-0.460195,-0.19697756,"('impolite', 'polite')",-0.30263713,-0.25054255,-0.3814161,-0.2237601,-0.157656
56,0.45633417,0.5131849,"('impractical', 'practical')",-0.14513469,-0.34873378,0.1555997,0.0822256,0.0733741
84,-0.44277185,-0.31076294,"('inferior', 'superior')",0.8876957,0.8573238,0.2224619,0.2732804,-0.0508185
19,-0.43962795,-0.43790957,"('inhospitable', 'hospitable')",-0.72818047,-0.6500854,-0.5839042,-0.5439975,-0.0399067
12,-0.4272319,-0.42968857,"('unsupportive', 'supportive')",-1.9183404,-1.8807929,-1.1727862,-1.1552408,-0.0175454
33,0.41872975,0.45585647,"('wrong', 'right')",-0.66751415,-0.65147066,-0.1243922,-0.0978071,-0.0265851
8,-0.4136123,-0.46998656,"('unaffectionate', 'affectionate')",0.35629815,0.5948196,-0.0286571,0.0624165,-0.0910736
37,-0.40120474,-0.24113336,"('fake', 'genuine')",0.19155836,0.2861936,-0.1048232,0.0225301,-0.1273533
14,0.3978552,0.5745771,"('antisocial', 'social')",-0.03208054,0.120178096,0.1828873,0.3473776,-0.1644903
70,-0.3685965,-0.32415742,"('lethargic', 'energetic')",0.47267103,0.5554868,0.0520373,0.1156647,-0.0636274
2,0.36049452,0.29810068,"('unlikable', 'likable')",0.21133822,0.5461079,0.2859164,0.4221043,-0.1361879
15,0.33932054,0.37862822,"('boring', 'funny')",-0.018417083,-0.019238252,0.1604517,0.179695,-0.0192433
36,-0.33927277,-0.414227,"('hostile', 'amicable')",-0.72134876,-0.6873514,-0.5303108,-0.5507892,0.0204784
85,0.2968936,0.243738,"('insignificant', 'prestigious')",-0.7895028,-0.4923123,-0.2463046,-0.1242872,-0.1220174
4,0.27875185,0.16329059,"('disliked', 'liked')",-6.94939,-6.9750123,-3.335319,-3.4058609,0.0705419
64,-0.27847135,-0.05590166,"('shy', 'confident')",-6.4762607,-6.245423,-3.3773661,-3.1506622,-0.2267039
63,-0.27353397,-0.30523038,"('unperceptive', 'insightful')",1.0467224,0.9007336,0.3865942,0.2977516,0.0888426
17,-0.26911443,-0.18472221,"('nasty', 'nice')",-0.77093387,-0.7912583,-0.5200242,-0.4879903,-0.0320339
74,-0.2504959,-0.13021126,"('undedicated', 'dedicated')",-0.49663618,-0.29668516,-0.373566,-0.2134482,-0.1601178
76,-0.24879642,-0.10623816,"('anxious', 'daring')",-0.019254047,0.015999375,-0.1340252,-0.0451194,-0.0889058
52,-0.24798235,-0.19328758,"('irrational', 'rational')",-0.5672749,-0.5576407,-0.4076287,-0.3754641,-0.0321646
67,0.24668494,0.5800104,"('doubtful', 'determined')",-0.4650268,-0.2519461,-0.1091709,0.1640322,-0.2732031
59,0.23547322,0.21437858,"('foolish', 'wise')",0.0057168268,0.017561477,0.120595,0.11597,0.004625
6,-0.21679437,-0.3281253,"('distant', 'open')",-0.55540776,-0.4914923,-0.3861011,-0.4098088,0.0237077
87,0.20630461,0.30364305,"('unsuccessful', 'successful')",1.0897408,0.97289586,0.6480227,0.6382694,0.0097533
75,0.17772098,-0.1295054,"('meek', 'impulsive')",-0.46523216,-0.6977849,-0.1437556,-0.4136451,0.2698895
50,-0.1681552,-0.06677644,"('clumsy', 'skillful')",-0.17200282,-0.0087116845,-0.170079,-0.0377441,-0.1323349
60,-0.15307288,-0.041869458,"('inefficient', 'efficient')",0.42388082,0.53513825,0.135404,0.2466344,-0.1112304
58,-0.1510773,-0.2682308,"('undiscriminating', 'discriminating')",0.1811584,0.14439982,0.0150405,-0.0619155,0.076956
47,0.13462442,0.1615547,"('stupid', 'smart')",5.4251,5.335482,2.7798622,2.7485185,0.0313437
81,-0.12554511,0.010246316,"('submissive', 'aggressive')",-0.2129572,-0.26350275,-0.1692512,-0.1266282,-0.042623
80,0.12242132,0.13428351,"('dominated', 'dominating')",-0.50435287,-0.6605316,-0.1909658,-0.263124,0.0721582
62,-0.08992848,-0.117320314,"('incompetent', 'brilliant')",1.0956827,0.8768142,0.5028771,0.3797469,0.1231302
40,-0.077160984,0.002793476,"('stingy', 'generous')",-1.7701026,-1.6304994,-0.9236318,-0.813853,-0.1097788
26,-0.06789766,0.067883015,"('hardhearted', 'benevolent')",1.2227287,1.5942097,0.5774155,0.8310463,-0.2536308
71,-0.04738825,-0.2534271,"('diffident', 'self-confident')",0.5229114,0.20141728,0.2377616,-0.0260049,0.2637665
30,0.036668763,0.24998811,"('intolerant', 'tolerant')",0.7969741,1.0622888,0.4168214,0.6561384,-0.239317
34,-0.03214843,-0.1534302,"('mean', 'honorable')",5.894996,5.5096345,2.9314239,2.6781023,0.2533216
25,0.02443571,0.062217806,"('egoistic', 'altruistic')",0.52007616,0.82927626,0.2722559,0.445747,-0.1734911
5,0.0009852787,-0.178292,"('distant', 'outgoing')",-0.47232035,-0.636833,-0.2356675,-0.4075625,0.171895
