,valero_male,valero_female,tuple,energy_male,energy_female,corp_male,corp_female,average_male,average_female,male-female
52,-0.1515685,-0.17092611,"('irrational', 'rational')",-0.43635315,-0.5198828,-0.42140222,-0.67677647,-0.3364413,-0.4558618,0.1194205
42,0.1406237,0.42630163,"('unreliable', 'reliable')",0.14294206,0.17283611,-2.6773384,-2.5264878,-0.7979242,-0.64245,-0.1554742
68,-0.13881674,-0.42345327,"('dependent', 'independent')",0.012896806,-0.009613264,-0.66510063,-0.82860863,-0.2636735,-0.4205584,0.1568849
29,0.12711033,-0.2208465,"('unfair', 'fair')",-0.42963856,-0.40241945,-0.1740603,-0.346609,-0.1588628,-0.3232917,0.1644289
87,-0.09308378,-0.1631708,"('unsuccessful', 'successful')",0.12728184,0.15698716,0.9594437,1.0594351,0.3312139,0.3510838,-0.0198699
15,-0.079437785,-0.17109577,"('boring', 'funny')",-0.09041563,-0.052085206,-0.4199581,-0.37406826,-0.1966039,-0.1990831,0.0024792
48,0.058270548,-0.12960905,"('unintelligent', 'intelligent')",1.3251245,1.1351029,0.89330727,0.7783598,0.7589008,0.5946179,0.1642829
21,-0.046564236,0.31172934,"('immoral', 'moral')",1.4756805,1.6043057,-0.08097389,0.5061321,0.4493808,0.8073891,-0.3580083
7,-0.037408873,-0.2655922,"('insensitive', 'sensitive')",0.7701192,0.7814248,0.47559118,0.42923176,0.4027672,0.3150215,0.0877457
50,0.026384793,-0.21109702,"('clumsy', 'skillful')",-0.42243314,-0.6130202,-0.0961944,-0.2881577,-0.1640809,-0.3707583,0.2066774
66,0.01935789,-0.26696253,"('inactive', 'active')",-0.91429096,-0.88107604,0.40440607,0.04698664,-0.163509,-0.3670173,0.2035083
34,0.018717658,-0.025568973,"('mean', 'honorable')",0.4828786,0.55095667,4.8840146,5.1084604,1.7952037,1.8779494,-0.0827457
36,-0.012563216,0.049837396,"('hostile', 'amicable')",-0.89203435,-1.0373466,-0.91494334,-1.2794561,-0.6065137,-0.7556551,0.1491414
62,0.006904941,0.27711216,"('incompetent', 'brilliant')",0.6216231,0.8651914,0.47758156,0.93664914,0.3687032,0.6929843,-0.3242811
25,-0.0025747083,0.38794306,"('egoistic', 'altruistic')",0.8585036,0.68613994,0.87142086,0.84749883,0.5757833,0.6405272,-0.0647439
