,conocophillips_male,conocophillips_female,tuple,average_male,average_female,male-female
30,-1.3487564,-1.2917125,"('intolerant', 'tolerant')",-1.3487564,-1.2917125,-0.0570439
11,-1.3399181,-1.322528,"('unhelpful', 'helpful')",-1.3399181,-1.322528,-0.0173901
5,1.2500539,1.1587932,"('distant', 'outgoing')",1.2500539,1.1587932,0.0912607
51,-1.2194066,-1.077667,"('uneducated', 'educated')",-1.2194066,-1.077667,-0.1417396
14,-1.2112873,-0.84176284,"('antisocial', 'social')",-1.2112873,-0.8417628,-0.3695245
6,1.2028266,1.0827942,"('distant', 'open')",1.2028266,1.0827942,0.1200324
62,-1.17952,-1.0005363,"('incompetent', 'brilliant')",-1.17952,-1.0005363,-0.1789837
33,1.1542114,1.075342,"('wrong', 'right')",1.1542114,1.0753421,0.0788693
63,-1.1491767,-1.0206707,"('unperceptive', 'insightful')",-1.1491767,-1.0206707,-0.128506
7,-1.1472872,-1.008751,"('insensitive', 'sensitive')",-1.1472872,-1.008751,-0.1385362
60,-1.0952226,-0.6841329,"('inefficient', 'efficient')",-1.0952226,-0.6841329,-0.4110897
28,-0.9999733,-0.6262892,"('disloyal', 'loyal')",-0.9999733,-0.6262892,-0.3736841
36,0.96674716,0.6567523,"('hostile', 'amicable')",0.9667472,0.6567523,0.3099949
76,-0.8886748,-0.62800425,"('anxious', 'daring')",-0.8886748,-0.6280043,-0.2606705
56,-0.86707133,-0.5948708,"('impractical', 'practical')",-0.8670713,-0.5948708,-0.2722005
22,-0.85289645,-0.51680535,"('untrustworthy', 'trustworthy')",-0.8528965,-0.5168054,-0.3360911
80,-0.81993717,-0.5186256,"('dominated', 'dominating')",-0.8199372,-0.5186256,-0.3013116
31,0.7751577,0.37466547,"('evil', 'good')",0.7751577,0.3746655,0.4004922
78,-0.7445162,-0.39774305,"('nonresilient', 'resilient')",-0.7445162,-0.397743,-0.3467732
20,-0.7391669,-0.4993828,"('rough', 'thoughtful')",-0.7391669,-0.4993828,-0.2397841
4,-0.72549844,-0.68638605,"('disliked', 'liked')",-0.7254984,-0.686386,-0.0391124
83,-0.72307074,-0.5736184,"('powerless', 'powerful')",-0.7230707,-0.5736184,-0.1494523
75,0.7156708,0.49866354,"('meek', 'impulsive')",0.7156708,0.4986635,0.2170073
47,0.71158946,0.70003366,"('stupid', 'smart')",0.7115895,0.7000337,0.0115558
42,-0.71126306,-0.45256004,"('unreliable', 'reliable')",-0.7112631,-0.45256,-0.2587031
79,0.7083923,0.524942,"('wavering', 'unwavering')",0.7083923,0.524942,0.1834503
58,-0.7028007,-0.75590944,"('undiscriminating', 'discriminating')",-0.7028007,-0.7559094,0.0531087
77,-0.69704443,-0.22383018,"('unmotivated', 'motivated')",-0.6970444,-0.2238302,-0.4732142
59,0.659264,0.4477032,"('foolish', 'wise')",0.659264,0.4477032,0.2115608
34,0.62409526,0.4253505,"('mean', 'honorable')",0.6240953,0.4253505,0.1987448
24,-0.62395483,-0.49851137,"('dishonest', 'honest')",-0.6239548,-0.4985114,-0.1254434
8,-0.5999123,-0.75766665,"('unaffectionate', 'affectionate')",-0.5999123,-0.7576666,0.1577543
3,-0.5851086,-0.54864573,"('repellent', 'pleasant')",-0.5851086,-0.5486457,-0.0364629
41,-0.58010817,-0.44189727,"('unforgiving', 'forgiving')",-0.5801082,-0.4418973,-0.1382109
18,-0.5797672,-0.40034944,"('disagreeable', 'welcoming')",-0.5797672,-0.4003494,-0.1794178
2,0.57693726,0.68640226,"('unlikable', 'likable')",0.5769373,0.6864023,-0.109465
84,-0.57176584,-0.5372143,"('inferior', 'superior')",-0.5717658,-0.5372143,-0.0345515
44,0.5424181,0.34560952,"('prejudiced', 'unprejudiced')",0.5424181,0.3456095,0.1968086
61,-0.5237085,-0.4792566,"('illogical', 'logical')",-0.5237085,-0.4792566,-0.0444519
49,-0.4879988,-0.3876154,"('unable', 'able')",-0.4879988,-0.3876154,-0.1003834
74,-0.4824212,-0.25129396,"('undedicated', 'dedicated')",-0.4824212,-0.251294,-0.2311272
66,0.47858894,0.5599505,"('inactive', 'active')",0.4785889,0.5599505,-0.0813616
9,-0.4281887,-0.5203136,"('unaffectionate', 'caring')",-0.4281887,-0.5203136,0.0921249
52,0.4270492,0.008087389,"('irrational', 'rational')",0.4270492,0.0080874,0.4189618
53,-0.40554285,-0.13880734,"('uncreative', 'creative')",-0.4055429,-0.1388073,-0.2667356
1,0.39900604,0.45015332,"('unfriendly', 'friendly')",0.399006,0.4501533,-0.0511473
82,0.38826075,0.38721424,"('poor', 'rich')",0.3882608,0.3872142,0.0010466
72,-0.3796978,-0.28239956,"('unambitious', 'ambitious')",-0.3796978,-0.2823996,-0.0972982
39,0.3612967,0.3763274,"('exploitative', 'cooperative')",0.3612967,0.3763274,-0.0150307
68,-0.33019072,-0.3006619,"('dependent', 'independent')",-0.3301907,-0.3006619,-0.0295288
67,0.32120052,0.39400357,"('doubtful', 'determined')",0.3212005,0.3940036,-0.0728031
25,0.31240982,0.3210077,"('egoistic', 'altruistic')",0.3124098,0.3210077,-0.0085979
87,0.31233183,0.36947826,"('unsuccessful', 'successful')",0.3123318,0.3694783,-0.0571465
19,-0.2960929,-0.341152,"('inhospitable', 'hospitable')",-0.2960929,-0.341152,0.0450591
88,-0.28944504,-0.32098255,"('low', 'eminent')",-0.289445,-0.3209825,0.0315375
50,0.28126985,0.29313663,"('clumsy', 'skillful')",0.2812698,0.2931366,-0.0118668
38,-0.2684269,-0.38139668,"('untruthful', 'truthful')",-0.2684269,-0.3813967,0.1129698
15,0.2633498,0.08706261,"('boring', 'funny')",0.2633498,0.0870626,0.1762872
40,-0.24541287,-0.06306564,"('stingy', 'generous')",-0.2454129,-0.0630656,-0.1823473
37,-0.22444934,-0.11442591,"('fake', 'genuine')",-0.2244493,-0.1144259,-0.1100234
27,0.22064936,0.024930615,"('hardhearted', 'softhearted')",0.2206494,0.0249306,0.1957188
23,0.1976232,0.2169143,"('insincere', 'sincere')",0.1976232,0.2169143,-0.0192911
73,0.18288185,0.05674881,"('helpless', 'self-reliant')",0.1828818,0.0567488,0.126133
71,0.18023443,0.15263507,"('diffident', 'self-confident')",0.1802344,0.1526351,0.0275993
16,0.17881416,0.084342144,"('unpopular', 'popular')",0.1788142,0.0843421,0.0944721
17,0.120375246,0.1833058,"('nasty', 'nice')",0.1203752,0.1833058,-0.0629306
26,0.08758608,0.11748323,"('hardhearted', 'benevolent')",0.0875861,0.1174832,-0.0298971
29,-0.0508978,-0.022908669,"('unfair', 'fair')",-0.0508978,-0.0229087,-0.0279891
54,0.04079502,-0.014804043,"('incapable', 'capable')",0.040795,-0.014804,0.055599
32,-0.022499382,0.18355456,"('unkind', 'kind')",-0.0224994,0.1835546,-0.206054
