,mbia_male,mbia_female,tuple,inc_male,inc_female,average_male,average_female,male-female
21,0.57417583,0.7114617,"('immoral', 'moral')",-0.88833123,-0.70058155,-0.1570777,0.0054401,-0.1625178
40,0.54850763,0.6880041,"('stingy', 'generous')",-1.1942263,-1.1019139,-0.3228593,-0.2069549,-0.1159044
61,0.5287919,0.5481142,"('illogical', 'logical')",0.34323096,0.33801413,0.4360114,0.4430642,-0.0070528
7,0.5212445,0.5907486,"('insensitive', 'sensitive')",0.98307514,1.0141002,0.7521598,0.8024244,-0.0502646
82,-0.5131449,-0.53405297,"('poor', 'rich')",5.908765,5.7819586,2.6978099,2.6239529,0.073857
56,0.506141,0.43546975,"('impractical', 'practical')",-0.5334763,-0.51429373,-0.0136676,-0.039412,0.0257444
57,-0.50291455,-0.44740605,"('unimaginative', 'imaginative')",-2.2178173,-2.113249,-1.3603659,-1.2803276,-0.0800383
43,0.4950505,0.42572835,"('irresponsible', 'responsible')",0.63305336,0.5633991,0.5640519,0.4945637,0.0694882
1,-0.46994895,-0.29807737,"('unfriendly', 'friendly')",2.0412428,2.0600073,0.7856469,0.880965,-0.0953181
80,0.4556946,0.37301147,"('dominated', 'dominating')",-1.4389644,-1.4347254,-0.4916349,-0.530857,0.0392221
13,0.43084037,0.36630306,"('impolite', 'polite')",-0.4432571,-0.4237074,-0.0062084,-0.0287022,0.0224938
41,0.41802353,0.55701065,"('unforgiving', 'forgiving')",0.22912489,0.2981916,0.3235742,0.4276011,-0.1040269
10,0.40301105,0.51640934,"('unsympathetic', 'sympathetic')",-0.49114498,-0.45351827,-0.044067,0.0314455,-0.0755125
18,-0.3843287,-0.19160706,"('disagreeable', 'welcoming')",-0.3279659,-0.27195755,-0.3561473,-0.2317823,-0.124365
59,0.37933433,0.3858191,"('foolish', 'wise')",0.3809869,0.34765506,0.3801606,0.3667371,0.0134235
9,-0.3649189,-0.28382325,"('unaffectionate', 'caring')",1.453836,1.3739184,0.5444585,0.5450476,-0.0005891
48,0.36361554,0.43718463,"('unintelligent', 'intelligent')",0.49501505,0.58043486,0.4293153,0.5088097,-0.0794944
27,-0.35987076,-0.34653345,"('hardhearted', 'softhearted')",1.5918354,1.5946594,0.6159823,0.624063,-0.0080807
77,-0.35276976,-0.23419109,"('unmotivated', 'motivated')",-1.477746,-1.3966564,-0.9152579,-0.8154237,-0.0998342
52,-0.34923264,-0.23668751,"('irrational', 'rational')",0.18432747,0.28867218,-0.0824526,0.0259923,-0.1084449
50,0.347874,0.18212533,"('clumsy', 'skillful')",0.20488687,0.14427853,0.2763804,0.1632019,0.1131785
88,0.3342582,0.34773767,"('low', 'eminent')",0.26234508,0.25340366,0.2983016,0.3005707,-0.0022691
20,0.33059087,0.4673519,"('rough', 'thoughtful')",1.1423565,1.1552197,0.7364737,0.8112858,-0.0748121
78,-0.3128041,-0.31959575,"('nonresilient', 'resilient')",0.09771697,0.091856,-0.1075436,-0.1138699,0.0063263
44,-0.3015779,-0.35760835,"('prejudiced', 'unprejudiced')",-1.4737859,-1.5066571,-0.8876819,-0.9321327,0.0444508
0,0.29703608,0.4196811,"('unsociable', 'sociable')",-0.59955806,-0.45273557,-0.151261,-0.0165272,-0.1347338
24,0.27807152,0.40742698,"('dishonest', 'honest')",0.64989835,0.6116885,0.4639849,0.5095577,-0.0455728
47,0.26966766,0.34736884,"('stupid', 'smart')",5.0467043,5.029802,2.658186,2.6885853,-0.0303993
4,-0.26594394,-0.28829324,"('disliked', 'liked')",-6.586754,-6.3874383,-3.4263489,-3.3378658,-0.0884831
17,-0.25866705,-0.25255433,"('nasty', 'nice')",-0.51445943,-0.5097995,-0.3865632,-0.3811769,-0.0053863
69,-0.25839987,-0.4031372,"('lazy', 'industrious')",-0.2880303,-0.4037006,-0.2732151,-0.4034189,0.1302038
34,-0.25444978,-0.26387912,"('mean', 'honorable')",5.689116,5.595777,2.7173331,2.6659489,0.0513842
22,0.22995321,0.37862226,"('untrustworthy', 'trustworthy')",-0.93548125,-0.82164776,-0.352764,-0.2215127,-0.1312513
23,0.22665541,0.30673328,"('insincere', 'sincere')",5.5646896,5.4440403,2.8956726,2.8753867,0.0202859
84,0.20972979,0.25396073,"('inferior', 'superior')",0.9653854,0.981233,0.5875576,0.6175969,-0.0300393
54,-0.20775662,-0.13496076,"('incapable', 'capable')",1.2228776,1.0960125,0.5075605,0.4805259,0.0270346
85,-0.1916603,-0.028520893,"('insignificant', 'prestigious')",0.8742389,0.8417629,0.3412893,0.406621,-0.0653317
3,0.15770425,0.21289432,"('repellent', 'pleasant')",0.08123296,0.18604724,0.1194686,0.1994708,-0.0800022
46,0.14386368,0.19479132,"('uncompetitive', 'competitive')",-0.88337,-0.7679557,-0.3697532,-0.2865822,-0.083171
33,-0.12943451,-0.0787988,"('wrong', 'right')",-0.27982196,-0.36768925,-0.2046282,-0.223244,0.0186158
83,0.11582185,0.30573618,"('powerless', 'powerful')",-1.1336198,-0.96263665,-0.508899,-0.3284502,-0.1804488
38,-0.11398883,-0.0027034888,"('untruthful', 'truthful')",-0.35684112,-0.31343973,-0.235415,-0.1580716,-0.0773434
37,0.10902043,0.2301065,"('fake', 'genuine')",0.66042715,0.79787576,0.3847238,0.5139911,-0.1292673
28,0.1001384,0.2909629,"('disloyal', 'loyal')",0.9896437,1.0939873,0.5448911,0.6924751,-0.147584
15,0.081025116,0.009430569,"('boring', 'funny')",0.77325094,0.6975997,0.427138,0.3535151,0.0736229
58,-0.06579194,-0.037464835,"('undiscriminating', 'discriminating')",0.53940177,0.50518477,0.2368049,0.23386,0.0029449
51,0.038375676,0.13713594,"('uneducated', 'educated')",0.37789437,0.456124,0.208135,0.29663,-0.088495
11,-0.027052643,0.00069238385,"('unhelpful', 'helpful')",1.3841277,1.3744761,0.6785375,0.6875842,-0.0090467
29,-0.021174146,0.13194163,"('unfair', 'fair')",-0.16642542,-0.1678198,-0.0937998,-0.0179391,-0.0758607
