,illinois_male,illinois_female,tuple,tool_male,tool_female,works_male,works_female,inc_male,inc_female,average_male,average_female,male-female
17,-0.30941612,-0.24575257,"('nasty', 'nice')",-0.25329453,-0.086420506,-0.49258444,-0.49756587,-0.5467274,-0.6309934,-0.4005056,-0.3651831,-0.0353225
48,0.30410314,0.6118704,"('unintelligent', 'intelligent')",-0.5260215,-0.5506565,0.887832,0.8968197,0.426502,0.41001922,0.2731039,0.3420132,-0.0689093
2,0.294497,0.022512518,"('unlikable', 'likable')",0.30168462,-0.039463952,1.4958596,0.97302604,0.26752803,0.29115146,0.5898923,0.3118065,0.2780858
54,-0.28080425,-0.50444454,"('incapable', 'capable')",0.80534565,0.361151,0.19003282,0.63612384,0.6084353,0.73045903,0.3307524,0.3058223,0.0249301
3,0.24913879,0.36642584,"('repellent', 'pleasant')",-1.1267589,-1.1724056,0.74322397,0.5831244,0.6104865,0.36735943,0.1190226,0.036126,0.0828966
50,-0.20982416,-0.52694726,"('clumsy', 'skillful')",1.2758588,0.9205282,1.9236058,1.6246499,0.71800023,0.35875002,0.9269101,0.5942453,0.3326648
0,-0.1797122,-0.12701263,"('unsociable', 'sociable')",0.0941889,-0.2133592,1.604018,0.61392987,-0.104416326,-0.40963706,0.3535196,-0.0340198,0.3875394
45,-0.13747504,0.20565304,"('incompetent', 'competent')",-0.26109868,-0.42591864,1.5427928,1.8217771,-0.043154508,-0.18419608,0.2752661,0.3543288,-0.0790627
64,-0.13066542,-0.11823778,"('shy', 'confident')",0.13291988,0.11674284,-0.5427823,-1.16077,-6.5504045,-6.7043114,-1.7727331,-1.966644,0.1939109
82,0.12853576,0.16432258,"('poor', 'rich')",-0.6139822,-0.8602015,1.5388162,1.27436,5.991128,6.274251,1.7611244,1.713183,0.0479414
18,-0.12301668,-0.329798,"('disagreeable', 'welcoming')",-1.0119053,-1.0209526,-0.32631728,-0.2870265,-0.41002136,-0.47061238,-0.4678152,-0.5270973,0.0592821
9,0.114692256,0.14896713,"('unaffectionate', 'caring')",1.1658425,0.9307923,0.42303067,1.4172118,0.69237804,0.95964193,0.5989859,0.8641533,-0.2651674
26,0.09687179,0.2628258,"('hardhearted', 'benevolent')",1.1107357,1.299086,-0.51596576,0.15519562,1.0157351,1.3148502,0.4268442,0.7579894,-0.3311452
75,-0.09439039,-0.2655209,"('meek', 'impulsive')",-0.5319012,-0.40305364,-0.30259553,-0.104955286,-0.57697606,-0.49526757,-0.3764658,-0.3171993,-0.0592665
27,0.08494336,0.34738743,"('hardhearted', 'softhearted')",-1.1270088,-0.94154614,-0.83564,0.30431893,1.326839,1.611485,-0.1377166,0.3304113,-0.4681279
83,0.07107252,0.036302492,"('powerless', 'powerful')",0.9407739,0.66729456,0.48223236,0.1796167,-1.1735983,-1.1850547,0.0801201,-0.0754602,0.1555803
84,0.06279861,-0.014764579,"('inferior', 'superior')",1.4267424,1.3805069,-0.11950054,-0.41388652,0.3278374,0.50977,0.4244695,0.3654065,0.059063
25,-0.062664516,-0.15636678,"('egoistic', 'altruistic')",0.9879963,1.0824498,-0.272131,0.3460326,1.1221818,1.2258091,0.4438456,0.6244812,-0.1806356
68,0.04538946,0.18421759,"('dependent', 'independent')",-1.4294654,-1.4303373,-0.35161325,-0.26004827,-0.4285087,-0.59642416,-0.5410495,-0.5256481,-0.0154014
79,-0.04007295,-0.09166742,"('wavering', 'unwavering')",0.42179835,0.30522832,-1.6657797,-1.0822529,0.18619384,0.13990325,-0.2744651,-0.1821972,-0.0922679
30,0.014340052,0.18236537,"('intolerant', 'tolerant')",0.0638106,-0.019696828,1.1985048,1.0988873,0.77830225,0.83654386,0.5137394,0.5245249,-0.0107855
