,verizon_male,verizon_female,tuple,communications_male,communications_female,inc_male,inc_female,average_male,average_female,male-female
7,-1.7917937,-1.5946325,"('insensitive', 'sensitive')",0.3453488,0.27462846,0.48948273,0.4288612,-0.3189874,-0.2970476,-0.0219398
30,-1.7822515,-1.5742979,"('intolerant', 'tolerant')",1.5658475,1.3893424,1.0282003,1.0381237,0.2705988,0.2843894,-0.0137906
31,1.7746754,1.4824656,"('evil', 'good')",-1.3143023,-1.0880849,-1.3480946,-1.7812345,-0.2959072,-0.4622846,0.1663774
23,-1.7681377,-1.6422774,"('insincere', 'sincere')",0.79628426,0.72688276,5.0296364,4.7403827,1.3525944,1.274996,0.0775984
79,1.625428,1.4578918,"('wavering', 'unwavering')",-1.1764336,-0.905377,0.13774359,0.036870472,0.1955793,0.1964618,-0.0008825
6,1.5964158,1.3690518,"('distant', 'open')",-1.5822994,-1.2853323,0.14401881,-0.15914145,0.0527117,-0.0251407,0.0778524
60,-1.5756437,-1.4131652,"('inefficient', 'efficient')",2.8227866,2.652981,0.14121166,0.28695032,0.4627848,0.5089221,-0.0461373
65,-1.5685937,-1.3298762,"('insecure', 'secure')",0.5629778,0.4012297,-0.21050143,-0.061916016,-0.4053725,-0.3301875,-0.075185
28,-1.5657696,-1.6224407,"('disloyal', 'loyal')",-0.88089997,-1.2464038,1.1728625,0.93188566,-0.4246023,-0.6456529,0.2210506
22,-1.5559267,-1.4341509,"('untrustworthy', 'trustworthy')",0.29475707,0.49010757,-1.1200383,-1.029338,-0.793736,-0.6577938,-0.1359422
86,-1.5341299,-1.5023636,"('uninfluential', 'influential')",0.64044464,0.8796104,-0.06207215,0.09445105,-0.3185858,-0.1761007,-0.1424851
56,-1.5285168,-1.2482998,"('impractical', 'practical')",1.5930585,1.68297,0.012344721,0.38412127,0.0256288,0.2729305,-0.2473017
5,1.5249945,1.3516834,"('distant', 'outgoing')",-0.8088124,-0.54658294,-0.34785628,-0.67985785,0.1227753,0.0417475,0.0810278
73,1.4870014,1.3508775,"('helpless', 'self-reliant')",0.58622867,0.45716104,-3.0735273,-2.90012,-0.3334324,-0.3640271,0.0305947
41,-1.4648045,-1.5509297,"('unforgiving', 'forgiving')",-0.5229081,-0.56222665,0.49248025,0.1861979,-0.4984108,-0.6423195,0.1439087
51,-1.4090254,-1.0982811,"('uneducated', 'educated')",0.29873502,0.43809652,0.6882176,0.8364543,-0.1406909,0.0587566,-0.1994475
72,-1.4017087,-1.6025801,"('unambitious', 'ambitious')",0.4374816,0.30055726,-0.9863106,-0.9274112,-0.6501792,-0.7431447,0.0929655
59,1.3618755,1.1337919,"('foolish', 'wise')",-0.57297707,-0.5284587,0.38215718,-0.07279766,0.3903519,0.1775119,0.21284
24,-1.2651227,-1.3232107,"('dishonest', 'honest')",0.50965905,0.56208956,0.89893216,0.8989055,0.0478229,0.0459281,0.0018948
47,-1.2379488,-1.0848755,"('stupid', 'smart')",0.46151763,0.5351251,4.8789387,4.5999923,1.3675025,1.3500806,0.0174219
3,-1.1732183,-1.0196617,"('repellent', 'pleasant')",0.7589703,0.6854768,-0.1978175,-0.19516884,-0.2040218,-0.1764512,-0.0275706
80,-1.171454,-0.9959238,"('dominated', 'dominating')",0.5344267,0.5183651,-0.73783356,-0.40786883,-0.4582869,-0.2951425,-0.1631444
75,1.157203,1.1558264,"('meek', 'impulsive')",-0.4320019,-0.27109516,-0.3393868,-0.25233728,0.1286048,0.210798,-0.0821932
19,1.094902,0.92053425,"('inhospitable', 'hospitable')",-0.66528106,-0.5273639,-0.0537386,-0.30104864,0.1252941,0.0307072,0.0945869
50,1.0683432,0.98492795,"('clumsy', 'skillful')",-0.5964181,-0.48189086,0.2853974,0.15716939,0.2524408,0.2200688,0.032372
48,-1.0219374,-1.0915189,"('unintelligent', 'intelligent')",0.74101204,0.4788949,0.8057148,0.58482856,0.1749298,-0.0092651,0.1841949
37,-1.0109485,-1.1435316,"('fake', 'genuine')",0.00080122054,-0.058987968,0.1967531,0.22897556,-0.2711314,-0.3245147,0.0533833
11,-0.9844225,-0.88150907,"('unhelpful', 'helpful')",1.2248515,1.2295524,2.177096,2.3076408,0.8058416,0.885228,-0.0793864
64,-0.97994906,-0.9090351,"('shy', 'confident')",0.17495361,0.16867338,-5.7168875,-5.3805594,-2.173961,-2.040307,-0.133654
63,-0.93645144,-0.75109184,"('unperceptive', 'insightful')",1.1740881,1.3969201,1.1585759,1.3409482,0.4654042,0.6622588,-0.1968546
58,-0.8142836,-0.9176041,"('undiscriminating', 'discriminating')",1.700826,1.7211872,-0.11880725,-0.005551541,0.2559117,0.2660105,-0.0100988
87,-0.7676083,-0.6607635,"('unsuccessful', 'successful')",0.62023926,0.73491913,0.44290042,0.5212745,0.0985105,0.1984767,-0.0999662
82,-0.7656243,-0.5824392,"('poor', 'rich')",1.1637378,1.32631,5.7357616,5.5634513,2.044625,2.1024407,-0.0578157
25,0.7147066,0.33565903,"('egoistic', 'altruistic')",-0.006345965,-0.19674303,1.3324343,1.1244278,0.6802649,0.4211146,0.2591503
68,-0.6926096,-0.74269915,"('dependent', 'independent')",0.16230232,0.1206198,-0.4139671,-0.5055192,-0.3147581,-0.3758662,0.0611081
71,0.68595076,0.57363987,"('diffident', 'self-confident')",0.7086262,0.5275677,0.6767792,0.39679205,0.6904521,0.4993332,0.1911189
20,-0.6281188,-0.6202172,"('rough', 'thoughtful')",0.5770168,0.54547095,1.0155207,0.8105007,0.3214729,0.2452515,0.0762214
4,0.5714804,0.62386376,"('disliked', 'liked')",-1.1847457,-0.99585,-5.6704473,-5.2721663,-2.0945708,-1.8813842,-0.2131866
42,-0.537125,-0.41405308,"('unreliable', 'reliable')",0.66928244,0.87673867,-2.3372667,-2.0320525,-0.7350364,-0.5231223,-0.2119141
32,-0.47323278,-0.33770514,"('unkind', 'kind')",0.16090702,0.19532047,1.1390074,1.0420873,0.2755606,0.2999009,-0.0243403
17,-0.4602678,-0.42874277,"('nasty', 'nice')",-1.3111726,-1.3262053,-0.84207296,-0.93438876,-0.8711712,-0.8964456,0.0252744
52,0.455327,0.13149181,"('irrational', 'rational')",-0.85529786,-0.9585753,-0.52478975,-0.9702585,-0.3082535,-0.599114,0.2908605
74,-0.44478825,-0.50127727,"('undedicated', 'dedicated')",0.383751,0.5434192,0.28988305,0.41693246,0.0762819,0.1530248,-0.0767429
78,-0.44476628,-0.32302395,"('nonresilient', 'resilient')",0.36868432,0.4745593,0.39145443,0.45766538,0.1051242,0.2030669,-0.0979427
29,-0.4352885,-0.36478898,"('unfair', 'fair')",-0.44131136,-0.37157476,-0.73004466,-0.9806751,-0.5355482,-0.5723463,0.0367981
27,-0.4122135,-0.61592144,"('hardhearted', 'softhearted')",0.09266177,0.09185464,1.5159935,1.1758032,0.3988139,0.2172455,0.1815684
54,-0.40700564,-0.5656385,"('incapable', 'capable')",-1.103445,-1.099316,0.95055366,0.63800126,-0.1866324,-0.3423177,0.1556853
49,-0.40456346,-0.3582696,"('unable', 'able')",-0.92680454,-0.8032376,-0.052870013,-0.24938692,-0.4614127,-0.4702981,0.0088854
8,-0.37482277,-0.8710561,"('unaffectionate', 'affectionate')",-0.8817643,-1.0353696,0.29214668,-0.12206359,-0.3214801,-0.6761631,0.354683
16,0.36558586,0.44705802,"('unpopular', 'popular')",-0.9611393,-0.94755167,0.19311135,-0.06270434,-0.1341474,-0.1877327,0.0535853
12,-0.32296908,-0.38236988,"('unsupportive', 'supportive')",0.32469708,0.39075604,-1.1256497,-1.1033373,-0.3746405,-0.3649837,-0.0096568
18,-0.312505,-0.3877726,"('disagreeable', 'welcoming')",-0.70761573,-0.7549635,-0.27360743,-0.598086,-0.4312427,-0.580274,0.1490313
44,0.2867654,0.12873675,"('prejudiced', 'unprejudiced')",-0.28277317,-0.42699972,-1.3439801,-1.3407223,-0.4466626,-0.5463284,0.0996658
66,0.24941781,0.14103425,"('inactive', 'active')",-0.68917006,-0.5777761,0.8329982,0.72722334,0.131082,0.0968272,0.0342548
84,0.24585275,0.31434378,"('inferior', 'superior')",0.39866048,0.3823734,0.9096247,0.87395805,0.518046,0.5235584,-0.0055124
77,-0.2358687,-0.33795777,"('unmotivated', 'motivated')",1.3089275,0.8767867,-0.94644964,-1.089561,0.0422031,-0.1835773,0.2257804
61,-0.23417026,-0.2504056,"('illogical', 'logical')",1.3894377,1.4071993,-0.05416325,-0.20624045,0.3670348,0.3168511,0.0501837
53,-0.2276925,-0.46269643,"('uncreative', 'creative')",0.88774663,0.8541169,1.2112825,1.02791,0.6237789,0.4731102,0.1506687
15,-0.21512997,-0.30523038,"('boring', 'funny')",-0.90764546,-0.78242785,0.10908823,0.099413276,-0.3378958,-0.329415,-0.0084808
88,-0.20804809,-0.24863108,"('low', 'eminent')",-0.5035844,-0.40999675,0.1893008,0.16686705,-0.1741106,-0.1639203,-0.0101903
1,-0.18539304,-0.4201769,"('unfriendly', 'friendly')",0.43406188,0.35834825,1.559063,1.109529,0.6025773,0.3492335,0.2533438
26,-0.15722767,-0.29180816,"('hardhearted', 'benevolent')",-0.4356413,-0.43710396,1.4418936,1.30696,0.2830082,0.1926826,0.0903256
2,-0.15549216,-0.17973556,"('unlikable', 'likable')",1.2460101,1.3778225,0.6966409,0.65019643,0.5957196,0.6160945,-0.0203749
34,-0.13401628,-0.13125384,"('mean', 'honorable')",0.573548,0.5518336,5.692193,5.4582496,2.0439083,1.9596098,0.0842985
38,-0.10237308,-0.18615076,"('untruthful', 'truthful')",-0.18897888,-0.16642955,0.3436275,0.097741686,0.0174252,-0.0849462,0.1023714
83,-0.09112638,-0.08769676,"('powerless', 'powerful')",0.6496331,0.6846708,-0.96340626,-0.78575134,-0.1349665,-0.0629258,-0.0720407
39,0.08766775,-0.23065978,"('exploitative', 'cooperative')",1.2974838,1.0013273,0.16616595,-0.09878571,0.5171058,0.2239606,0.2931452
40,0.087629676,0.08671246,"('stingy', 'generous')",-0.14280148,-0.15536393,-1.1771022,-1.1616696,-0.410758,-0.410107,-0.000651
67,0.051972814,0.071064554,"('doubtful', 'determined')",-0.24482614,-0.1680771,-0.767593,-0.6158351,-0.3201488,-0.2376159,-0.0825329
9,-0.040326796,-0.41009748,"('unaffectionate', 'caring')",0.047831364,-0.22190946,1.1734192,0.7352957,0.3936413,0.0344296,0.3592117
