,at&t_male,at&t_female,tuple,inc_male,inc_female,average_male,average_female,male-female
5,0.62365335,0.10471891,"('distant', 'outgoing')",1.8318666,2.035237,1.22776,1.069978,0.157782
76,-0.62275136,-0.35014674,"('anxious', 'daring')",-0.45965123,-0.31667078,-0.5412013,-0.3334088,-0.2077925
78,-0.6178338,-0.7280348,"('nonresilient', 'resilient')",-0.53729784,-0.77534395,-0.5775658,-0.7516894,0.1741236
44,0.6174573,0.79283535,"('prejudiced', 'unprejudiced')",0.5374439,0.80425537,0.5774506,0.7985454,-0.2210948
18,-0.6163052,-0.8645225,"('disagreeable', 'welcoming')",0.549943,0.4869001,-0.0331811,-0.1888112,0.1556301
72,-0.61578953,-0.65254736,"('unambitious', 'ambitious')",-1.2774044,-1.307203,-0.946597,-0.9798752,0.0332782
21,-0.6080044,-0.3670629,"('immoral', 'moral')",-0.75756866,-0.77899605,-0.6827865,-0.5730295,-0.109757
50,0.58810854,0.5432307,"('clumsy', 'skillful')",0.82811946,0.8281632,0.708114,0.685697,0.022417
29,0.5704283,0.40065092,"('unfair', 'fair')",0.8955654,0.6719611,0.7329968,0.536306,0.1966908
2,0.5606899,0.33249313,"('unlikable', 'likable')",1.8810416,1.7182932,1.2208657,1.0253931,0.1954726
68,0.5486756,0.34142166,"('dependent', 'independent')",-0.69146264,-0.81154245,-0.0713935,-0.2350604,0.1636669
1,-0.54216754,-1.1439639,"('unfriendly', 'friendly')",0.2588734,-0.20373067,-0.1416471,-0.6738473,0.5322002
80,0.5146336,0.8484864,"('dominated', 'dominating')",-1.249633,-1.0089238,-0.3674997,-0.0802187,-0.287281
54,0.50383717,0.12640151,"('incapable', 'capable')",1.0036528,0.6933981,0.753745,0.4098998,0.3438452
52,0.48756838,0.29101855,"('irrational', 'rational')",1.9073619,1.6980326,1.1974652,0.9945256,0.2029396
16,0.47409016,0.37355664,"('unpopular', 'popular')",1.167419,0.9582177,0.8207545,0.6658872,0.1548673
51,-0.46215284,-0.42748615,"('uneducated', 'educated')",-0.54236066,-0.62167233,-0.5022568,-0.5245792,0.0223224
49,-0.43883595,-0.5414708,"('unable', 'able')",-0.35931924,-0.46839282,-0.3990776,-0.5049318,0.1058542
7,-0.4179736,-0.2860436,"('insensitive', 'sensitive')",-1.893905,-2.034464,-1.1559393,-1.1602538,0.0043145
84,-0.40743914,-0.42492664,"('inferior', 'superior')",0.282954,0.22826569,-0.0622426,-0.0983305,0.0360879
62,-0.37676767,-0.1844128,"('incompetent', 'brilliant')",-2.141711,-2.1533766,-1.2592393,-1.1688946,-0.0903447
87,0.33359748,0.58658504,"('unsuccessful', 'successful')",0.99919236,1.1274048,0.6663949,0.8569949,-0.1906
71,0.3091832,0.17444324,"('diffident', 'self-confident')",-0.26761883,-0.25692675,0.0207822,-0.0412418,0.062024
20,0.28745404,0.043843403,"('rough', 'thoughtful')",0.445124,0.30362988,0.366289,0.1737366,0.1925524
42,-0.22249854,-0.25115725,"('unreliable', 'reliable')",0.57257295,0.6077399,0.1750372,0.1782913,-0.0032541
39,-0.2055681,0.14516753,"('exploitative', 'cooperative')",-0.7212236,-0.55007553,-0.4633958,-0.202454,-0.2609418
15,0.20197484,0.274073,"('boring', 'funny')",1.7779318,1.7057519,0.9899533,0.9899125,4.08e-05
88,-0.19388168,-0.36178553,"('low', 'eminent')",-0.085744515,-0.16342683,-0.1398131,-0.2626062,0.1227931
83,-0.15180665,-0.020873263,"('powerless', 'powerful')",-0.41185126,-0.23724692,-0.2818289,-0.1290601,-0.1527688
74,-0.13728203,-0.26329637,"('undedicated', 'dedicated')",-0.6424353,-0.58426493,-0.3898587,-0.4237806,0.0339219
64,0.12969723,0.48574308,"('shy', 'confident')",-0.66541153,-0.36478087,-0.2678571,0.0604811,-0.3283382
58,-0.12143888,-0.1262146,"('undiscriminating', 'discriminating')",-0.20207438,-0.21694951,-0.1617566,-0.171582,0.0098254
9,-0.114278734,-0.47867882,"('unaffectionate', 'caring')",0.20237187,-0.07196873,0.0440466,-0.2753238,0.3193704
53,-0.06070654,-0.27191335,"('uncreative', 'creative')",-0.007083863,-0.13845734,-0.0338952,-0.2051854,0.1712902
26,0.056012616,-0.26180732,"('hardhearted', 'benevolent')",1.4862733,1.3733047,0.771143,0.5557487,0.2153943
17,-0.009301484,0.071221836,"('nasty', 'nice')",-0.6866596,-0.6071851,-0.3479805,-0.2679816,-0.0799989
61,0.0060682287,0.0291602,"('illogical', 'logical')",-0.17183991,-0.12041559,-0.0828858,-0.0456277,-0.0372581
