,intercontinentalexchange_male,intercontinentalexchange_female,tuple,grp_male,grp_female,inc_male,inc_female,average_male,average_female,male-female
13,-0.21314184,-0.062689364,"('impolite', 'polite')",0.32838964,0.24160205,0.03438312,-0.07326824,0.049877,0.0352148,0.0146622
81,-0.21231775,-0.2011327,"('submissive', 'aggressive')",1.2292709,1.1162988,-0.24317473,-0.5357935,0.2579262,0.1264575,0.1314687
85,-0.20346166,-0.15145677,"('insignificant', 'prestigious')",-0.84318423,-0.57514375,0.15633133,0.5133927,-0.2967715,-0.0710693,-0.2257022
6,-0.20068261,-0.096026,"('distant', 'open')",-1.6578667,-1.4224609,-0.110909164,0.19924414,-0.6564862,-0.4397476,-0.2167386
79,-0.1932829,-0.33598754,"('wavering', 'unwavering')",-1.3857564,-1.5044566,-0.23998857,-0.26836526,-0.6063426,-0.7029365,0.0965939
47,0.17649753,0.22092795,"('stupid', 'smart')",0.7804868,0.7351208,4.4490347,4.8362207,1.8020064,1.9307566,-0.1287502
26,-0.123193875,0.06378103,"('hardhearted', 'benevolent')",-0.27168405,-0.17498475,1.5674775,1.8840588,0.3908665,0.5909517,-0.2000852
16,-0.116575554,-0.11294335,"('unpopular', 'popular')",-0.6456351,-0.56262434,0.33355,0.33015966,-0.1428869,-0.115136,-0.0277509
88,0.083212115,0.2267621,"('low', 'eminent')",-0.10027139,-0.15752257,0.9638755,1.0135387,0.3156054,0.3609261,-0.0453207
56,0.07171361,0.07545516,"('impractical', 'practical')",1.5327139,1.3308783,0.2990516,0.027954552,0.634493,0.478096,0.156397
74,-0.060294367,-0.0006873924,"('undedicated', 'dedicated')",0.4141128,0.5599115,0.69203496,0.8331241,0.3486178,0.4641161,-0.1154983
68,-0.05836307,-0.08148017,"('dependent', 'independent')",-0.6271804,-0.62303567,-0.47862074,-0.4199057,-0.3880547,-0.3748072,-0.0132475
80,0.057741392,0.046950776,"('dominated', 'dominating')",0.8541488,0.7881538,-1.3364681,-1.315772,-0.141526,-0.1602225,0.0186965
34,-0.05179614,-0.07102906,"('mean', 'honorable')",0.24064603,0.27173567,5.4396205,5.6646314,1.8761568,1.9551126,-0.0789558
76,-0.04722365,-0.02718797,"('anxious', 'daring')",1.1023929,1.1583369,0.87564373,0.7912554,0.6436043,0.6408014,0.0028029
