,edison_male,edison_female,tuple,international_male,international_female,average_male,average_female,male-female
58,0.7851228,0.432276,"('undiscriminating', 'discriminating')",-0.2763276,-0.26529902,0.2543976,0.0834885,0.1709091
18,-0.75902855,-0.3955048,"('disagreeable', 'welcoming')",-0.4810738,-0.048585445,-0.6200511,-0.2220451,-0.398006
14,-0.6989243,-0.31727442,"('antisocial', 'social')",0.0005564103,-0.030833334,-0.3491839,-0.1740539,-0.17513
15,0.6865178,0.74123126,"('boring', 'funny')",-0.029597383,0.30091435,0.3284602,0.5210728,-0.1926126
71,0.66708714,0.64625186,"('diffident', 'self-confident')",0.82977515,0.8129194,0.7484311,0.7295856,0.0188455
44,-0.65297985,-0.6823019,"('prejudiced', 'unprejudiced')",-1.0445328,-0.70994836,-0.8487563,-0.6961251,-0.1526312
85,0.6434452,0.50446004,"('insignificant', 'prestigious')",-1.0965531,-0.572238,-0.2265539,-0.033889,-0.1926649
8,0.6378807,0.6026384,"('unaffectionate', 'affectionate')",0.5544637,0.6212306,0.5961722,0.6119345,-0.0157623
49,-0.6334917,-0.46019846,"('unable', 'able')",-0.14285478,-0.5185477,-0.3881732,-0.4893731,0.1011999
19,-0.616348,-0.48567548,"('inhospitable', 'hospitable')",-0.44862247,-0.24453956,-0.5324852,-0.3651075,-0.1673777
74,-0.6116932,-0.45004037,"('undedicated', 'dedicated')",-0.113971524,-0.13004014,-0.3628324,-0.2900403,-0.0727921
25,0.5688245,0.647843,"('egoistic', 'altruistic')",0.47597748,0.65097594,0.522401,0.6494095,-0.1270085
11,-0.5522753,-0.2530824,"('unhelpful', 'helpful')",2.482946,2.6169245,0.9653353,1.181921,-0.2165857
48,0.5392554,0.34912923,"('unintelligent', 'intelligent')",0.6863431,0.1152864,0.6127992,0.2322078,0.3805914
41,-0.52329373,-0.36249512,"('unforgiving', 'forgiving')",-0.28786993,0.10817024,-0.4055818,-0.1271624,-0.2784194
88,0.52290326,0.9777583,"('low', 'eminent')",0.14068194,0.36419094,0.3317926,0.6709746,-0.339182
12,0.5167229,0.44895336,"('unsupportive', 'supportive')",-1.5424527,-1.512536,-0.5128649,-0.5317913,0.0189264
4,0.5159514,0.365799,"('disliked', 'liked')",-7.8987203,-6.9168944,-3.6913843,-3.2755477,-0.4158366
87,-0.50617474,-0.3275372,"('unsuccessful', 'successful')",0.836362,0.9520743,0.1650936,0.3122686,-0.147175
20,-0.50335604,-0.5108256,"('rough', 'thoughtful')",0.92926663,0.47073263,0.2129553,-0.0200465,0.2330018
1,0.5011559,0.2567854,"('unfriendly', 'friendly')",0.7013168,0.93217206,0.6012363,0.5944787,0.0067576
67,-0.49615023,-0.1784676,"('doubtful', 'determined')",-0.3235388,-0.004929289,-0.4098445,-0.0916984,-0.3181461
47,-0.48985022,-0.42029098,"('stupid', 'smart')",5.399888,5.1590786,2.455019,2.3693938,0.0856252
30,-0.48826554,0.12657249,"('intolerant', 'tolerant')",0.49185628,0.61233354,0.0017954,0.369453,-0.3676576
78,-0.48595273,-0.9031996,"('nonresilient', 'resilient')",0.65404296,0.02558155,0.0840451,-0.438809,0.5228541
5,0.48418868,0.24509797,"('distant', 'outgoing')",-0.8476017,-0.5166137,-0.1817065,-0.1357579,-0.0459486
86,0.47468755,0.14045188,"('uninfluential', 'influential')",-0.033854485,-0.37716073,0.2204165,-0.1183544,0.3387709
56,0.47314447,0.7551818,"('impractical', 'practical')",0.19828403,0.2625219,0.3357143,0.5088518,-0.1731375
84,0.4426831,0.55411685,"('inferior', 'superior')",0.5432942,0.6362174,0.4929886,0.5951672,-0.1021786
55,-0.4298443,-0.35102394,"('incompetent', 'clever')",0.09928161,-0.39253932,-0.1652813,-0.3717816,0.2065003
65,-0.40421012,0.09014508,"('insecure', 'secure')",0.049113322,-0.12270734,-0.1775484,-0.0162811,-0.1612673
28,-0.40188152,-0.15824294,"('disloyal', 'loyal')",1.2466551,1.1502033,0.4223868,0.4959802,-0.0735934
52,-0.33382732,-0.2825939,"('irrational', 'rational')",-0.8082782,-0.2652345,-0.5710528,-0.2739142,-0.2971386
43,-0.32763824,-0.098540574,"('irresponsible', 'responsible')",0.65425175,0.5878872,0.1633068,0.2446733,-0.0813665
61,-0.3013607,-0.018302662,"('illogical', 'logical')",0.19417746,0.02773637,-0.0535916,0.0047169,-0.0583085
75,-0.29092833,-0.6806462,"('meek', 'impulsive')",-0.73211324,-0.5769124,-0.5115208,-0.6287793,0.1172585
6,0.27008754,-0.11763808,"('distant', 'open')",-0.25792313,-0.17388947,0.0060822,-0.1457638,0.151846
40,0.26379955,0.022597382,"('stingy', 'generous')",-2.8461187,-2.6497457,-1.2911596,-1.3135742,0.0224146
21,-0.23836765,-0.024264112,"('immoral', 'moral')",0.3722911,0.05349777,0.0669617,0.0146168,0.0523449
32,-0.2336293,0.32422143,"('unkind', 'kind')",0.5827062,0.5943825,0.1745385,0.459302,-0.2847635
34,0.21609303,0.36073568,"('mean', 'honorable')",5.7526927,5.527362,2.9843929,2.9440489,0.040344
38,0.2159853,0.21738201,"('untruthful', 'truthful')",0.5617343,0.9007195,0.3888598,0.5590508,-0.170191
31,-0.2148224,-0.57944065,"('evil', 'good')",-1.9606136,-1.428819,-1.087718,-1.0041298,-0.0835882
39,-0.18141311,0.43255913,"('exploitative', 'cooperative')",0.17503306,0.56354326,-0.00319,0.4980512,-0.5012412
80,-0.16449293,-0.18472534,"('dominated', 'dominating')",-0.033549085,-0.2704274,-0.099021,-0.2275764,0.1285554
66,-0.09213738,-0.49113923,"('inactive', 'active')",1.1186029,1.2016169,0.5132328,0.3552388,0.157994
60,-0.08908834,0.44006374,"('inefficient', 'efficient')",0.63885534,0.36301452,0.2748835,0.4015391,-0.1266556
57,-0.08490709,-0.23359296,"('unimaginative', 'imaginative')",-3.6206949,-3.8002033,-1.852801,-2.0168982,0.1640972
53,-0.06846923,-0.13406852,"('uncreative', 'creative')",-0.16367073,-0.2334908,-0.11607,-0.1837797,0.0677097
35,0.055822942,-0.103820525,"('corrupt', 'incorrupt')",-0.6866589,-0.18709342,-0.315418,-0.145457,-0.169961
79,0.045869272,-0.23893179,"('wavering', 'unwavering')",0.112557665,0.33429098,0.0792135,0.0476796,0.0315339
17,-0.029946826,0.04084238,"('nasty', 'nice')",-0.84748423,-0.6483204,-0.4387155,-0.303739,-0.1349765
7,0.025779909,0.6203108,"('insensitive', 'sensitive')",0.5002226,0.29988477,0.2630013,0.4600978,-0.1970965
59,0.025736418,-0.040737405,"('foolish', 'wise')",-0.10564366,0.21495298,-0.0399536,0.0871078,-0.1270614
83,-0.022487752,0.051886946,"('powerless', 'powerful')",-0.46934536,-0.76339525,-0.2459166,-0.3557541,0.1098375
2,-0.016842261,0.5197682,"('unlikable', 'likable')",0.1456218,0.59249246,0.0643898,0.5561303,-0.4917405
24,-0.009801127,0.32030413,"('dishonest', 'honest')",0.97299707,0.98283195,0.481598,0.6515681,-0.1699701
62,-0.006445162,0.3768722,"('incompetent', 'brilliant')",0.6382076,0.52636725,0.3158812,0.4516197,-0.1357385
37,0.003559012,0.18905745,"('fake', 'genuine')",0.60994613,0.5059667,0.3067526,0.3475121,-0.0407595
