,equity_male,equity_female,tuple,residential_male,residential_female,average_male,average_female,male-female
57,-0.9878118,-0.3029414,"('unimaginative', 'imaginative')",-3.0893526,-2.6373866,-2.0385823,-1.4701639,-0.5684184
83,0.9794916,1.1527768,"('powerless', 'powerful')",-0.109330125,0.011273143,0.4350807,0.582025,-0.1469443
64,-0.9766829,-0.6681754,"('shy', 'confident')",-6.568852,-6.134473,-3.7727675,-3.401324,-0.3714435
16,-0.9407498,-0.9402429,"('unpopular', 'popular')",0.12439835,-0.034662116,-0.4081757,-0.4874525,0.0792768
33,0.9098089,1.1007931,"('wrong', 'right')",-0.018090647,0.001135191,0.4458591,0.5509642,-0.1051051
84,0.8612322,0.53651893,"('inferior', 'superior')",-0.07970801,-0.14921421,0.3907621,0.1936524,0.1971097
36,0.8427746,0.8130852,"('hostile', 'amicable')",-1.3517659,-1.6503503,-0.2544956,-0.4186326,0.164137
51,-0.8306178,-0.99468946,"('uneducated', 'educated')",0.96208096,0.9617832,0.0657316,-0.0164531,0.0821847
68,-0.79670733,-1.1265177,"('dependent', 'independent')",-0.8567377,-1.1552656,-0.8267225,-1.1408916,0.3141691
54,0.7628492,0.79381716,"('incapable', 'capable')",1.6408805,1.4255793,1.2018648,1.1096983,0.0921665
82,-0.7547977,-0.8931512,"('poor', 'rich')",7.3551846,6.998341,3.3001933,3.0525949,0.2475984
6,0.7524504,0.8734642,"('distant', 'open')",-0.34317175,-0.5850324,0.2046393,0.1442159,0.0604234
61,0.7461424,0.7489076,"('illogical', 'logical')",0.31738412,0.39438725,0.5317633,0.5716474,-0.0398841
13,-0.7451624,-0.2555988,"('impolite', 'polite')",0.5579575,0.8088257,-0.0936025,0.2766134,-0.3702159
5,0.74224925,0.90302294,"('distant', 'outgoing')",-0.54628223,-0.67962706,0.0979835,0.1116979,-0.0137144
17,0.7037081,0.7630705,"('nasty', 'nice')",-0.30092183,-0.1466049,0.2013931,0.3082328,-0.1068397
49,0.6976416,0.34446508,"('unable', 'able')",0.05258692,-0.17477015,0.3751143,0.0848475,0.2902668
40,0.69175595,0.512789,"('stingy', 'generous')",-2.7453363,-2.631538,-1.0267901,-1.0593745,0.0325844
69,0.64403766,0.8149437,"('lazy', 'industrious')",-1.2326994,-1.4987335,-0.2943309,-0.3418949,0.047564
77,0.6166868,0.04854165,"('unmotivated', 'motivated')",-0.5724738,-0.7917488,0.0221065,-0.3716036,0.3937101
60,0.5854488,0.45408338,"('inefficient', 'efficient')",1.5931737,1.7830197,1.0893112,1.1185515,-0.0292403
50,0.5785153,0.3778932,"('clumsy', 'skillful')",0.57580566,0.3435797,0.5771605,0.3607365,0.216424
78,0.56735563,0.15064499,"('nonresilient', 'resilient')",0.34099844,0.23590253,0.454177,0.1932738,0.2609032
59,0.565223,0.84306204,"('foolish', 'wise')",0.05539263,-0.13692698,0.3103078,0.3530675,-0.0427597
24,0.5622273,0.7981769,"('dishonest', 'honest')",1.2258258,1.3002205,0.8940265,1.0491986,-0.1551721
43,0.5519061,1.0350063,"('irresponsible', 'responsible')",1.8967214,2.158044,1.2243137,1.5965252,-0.3722115
62,0.52979845,0.7166718,"('incompetent', 'brilliant')",1.354116,1.4018382,0.9419572,1.059255,-0.1172978
55,-0.5224086,-0.43776613,"('incompetent', 'clever')",0.5541842,0.74006486,0.0158878,0.1511494,-0.1352616
38,0.5038017,0.48343962,"('untruthful', 'truthful')",1.0132064,0.92032146,0.758504,0.7018806,0.0566234
1,0.49159762,0.7323014,"('unfriendly', 'friendly')",0.61946106,0.6658875,0.5555294,0.6990944,-0.143565
0,-0.47312722,-0.18846458,"('unsociable', 'sociable')",0.3362129,0.73294896,-0.0684572,0.2722422,-0.3406994
20,0.439023,0.2889507,"('rough', 'thoughtful')",0.22570625,0.36171985,0.3323646,0.3253353,0.0070293
11,0.43598738,0.50641423,"('unhelpful', 'helpful')",3.1101174,3.243668,1.7730525,1.8750411,-0.1019886
63,0.43057013,0.5842015,"('unperceptive', 'insightful')",1.3748285,1.3673713,0.9026993,0.9757864,-0.0730871
66,0.42202467,0.76145643,"('inactive', 'active')",0.18540654,0.23964298,0.3037156,0.5005497,-0.1968341
35,-0.41544247,-0.53149986,"('corrupt', 'incorrupt')",-1.3508115,-1.6197871,-0.883127,-1.0756435,0.1925165
48,0.41375294,0.0022377186,"('unintelligent', 'intelligent')",0.5934764,0.50796133,0.5036147,0.2550995,0.2485152
81,-0.40698722,-0.41459495,"('submissive', 'aggressive')",0.23319092,0.42900646,-0.0868981,0.0072058,-0.0941039
46,-0.40246037,-0.1930277,"('uncompetitive', 'competitive')",-0.10020295,0.009158185,-0.2513317,-0.0919348,-0.1593969
7,0.3888529,0.5633296,"('insensitive', 'sensitive')",1.1906688,1.4042037,0.7897608,0.9837666,-0.1940058
4,0.37634832,0.4766016,"('disliked', 'liked')",-7.9515486,-7.6584306,-3.7876,-3.5909145,-0.1966855
52,0.32798934,0.2412583,"('irrational', 'rational')",-0.71376646,-0.7697114,-0.1928886,-0.2642266,0.071338
32,0.3028909,0.5053256,"('unkind', 'kind')",1.2113574,1.3366201,0.7571241,0.9209728,-0.1638487
88,0.28432888,0.47029683,"('low', 'eminent')",-0.0014153384,0.07568109,0.1414568,0.272989,-0.1315322
25,0.27686614,-0.14347735,"('egoistic', 'altruistic')",0.14759481,-0.115180716,0.2122305,-0.129329,0.3415595
56,0.26211846,0.73133034,"('impractical', 'practical')",1.0230811,1.3440048,0.6425998,1.0376675,-0.3950677
8,0.25774524,0.3596426,"('unaffectionate', 'affectionate')",0.18857627,0.016737495,0.2231607,0.18819,0.0349707
75,-0.25589406,-0.19197495,"('meek', 'impulsive')",-1.0779431,-1.1915203,-0.6669186,-0.6917477,0.0248291
18,0.24269174,0.28960273,"('disagreeable', 'welcoming')",-0.14865127,-0.24929307,0.0470202,0.0201548,0.0268654
79,0.20675556,0.45719007,"('wavering', 'unwavering')",-0.26261273,-0.41657236,-0.0279286,0.0203089,-0.0482375
10,-0.19165255,-0.00019508507,"('unsympathetic', 'sympathetic')",0.76325166,1.0113229,0.2857996,0.5055639,-0.2197643
3,0.17702003,0.020800225,"('repellent', 'pleasant')",0.4129052,0.38016334,0.2949626,0.2004818,0.0944808
21,-0.13763364,0.13039236,"('immoral', 'moral')",-0.040173493,0.10847981,-0.0889036,0.1194361,-0.2083397
47,-0.13447608,0.24210986,"('stupid', 'smart')",5.9706016,5.8291917,2.9180627,3.0356507,-0.117588
76,-0.11944812,-0.053688012,"('anxious', 'daring')",0.38385248,0.6142143,0.1322022,0.2802632,-0.148061
42,0.109927945,0.4838475,"('unreliable', 'reliable')",-2.8719401,-2.5596488,-1.3810061,-1.0379007,-0.3431054
14,-0.08427283,0.5145311,"('antisocial', 'social')",-0.0824547,0.45415825,-0.0833638,0.4843447,-0.5677085
67,0.082714625,0.29957888,"('doubtful', 'determined')",0.0027936138,0.231895,0.0427541,0.2657369,-0.2229828
70,0.07641406,0.5415652,"('lethargic', 'energetic')",1.0689087,1.3448905,0.5726614,0.9432278,-0.3705664
53,-0.06590164,-0.112780295,"('uncreative', 'creative')",0.26541433,0.16151324,0.0997563,0.0243665,0.0753898
19,0.04575374,0.11078849,"('inhospitable', 'hospitable')",-0.048552245,-0.35093835,-0.0013993,-0.1200749,0.1186756
87,0.045382425,0.3384112,"('unsuccessful', 'successful')",0.43611068,0.73274225,0.2407466,0.5355767,-0.2948301
74,0.044478998,0.38685572,"('undedicated', 'dedicated')",-0.14317563,0.22813457,-0.0493483,0.3074951,-0.3568434
65,0.03874098,0.16778246,"('insecure', 'secure')",0.28346148,0.4711345,0.1611012,0.3194585,-0.1583573
41,-0.015989017,0.18913846,"('unforgiving', 'forgiving')",0.024126623,0.17004168,0.0040688,0.1795901,-0.1755213
28,0.015671367,-0.1862653,"('disloyal', 'loyal')",1.5219327,1.3347596,0.768802,0.5742471,0.1945549
58,0.008311018,0.36673212,"('undiscriminating', 'discriminating')",-0.25491485,0.044982485,-0.1233019,0.2058573,-0.3291592
