,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,male-female
35,-0.8305454,-0.570971,"('corrupt', 'incorrupt')",-1.3150392,-0.8496654,-1.0727923,-0.7103182,-0.3624741
26,0.8045501,0.6917383,"('hardhearted', 'benevolent')",0.34989482,0.62885386,0.5772225,0.6602961,-0.0830736
2,0.73274326,0.6293191,"('unlikable', 'likable')",0.051112577,0.14862603,0.3919279,0.3889726,0.0029553
56,0.7280308,0.65633744,"('impractical', 'practical')",0.4020929,-0.10340862,0.5650619,0.2764644,0.2885975
87,0.722009,0.3886371,"('unsuccessful', 'successful')",0.31850702,0.0030655358,0.520258,0.1958513,0.3244067
32,0.7148619,0.4313684,"('unkind', 'kind')",0.7308469,0.43134844,0.7228544,0.4313584,0.291496
27,0.7037645,0.67546886,"('hardhearted', 'softhearted')",0.5232356,0.55826247,0.6135001,0.6168656,-0.0033655
0,-0.69408333,-1.0687727,"('unsociable', 'sociable')",-0.2392686,-0.65312207,-0.466676,-0.8609474,0.3942714
17,-0.6924931,-0.68006384,"('nasty', 'nice')",-0.9515107,-0.9592164,-0.8220019,-0.8196402,-0.0023617
33,0.69014037,0.6495313,"('wrong', 'right')",-0.35445097,-0.14526802,0.1678447,0.2521316,-0.0842869
70,0.6850843,0.9118718,"('lethargic', 'energetic')",0.34096217,0.13433088,0.5130233,0.5231013,-0.010078
23,0.67410475,0.46169922,"('insincere', 'sincere')",6.009209,5.140279,3.3416569,2.8009889,0.540668
60,0.659264,0.41279095,"('inefficient', 'efficient')",1.6001022,1.0777999,1.1296831,0.7452954,0.3843877
52,-0.64940894,-0.82913256,"('irrational', 'rational')",-0.9504987,-0.4870899,-0.7999538,-0.6581112,-0.1418426
37,0.64651996,0.7238617,"('fake', 'genuine')",0.20446475,0.27134466,0.4254923,0.4976032,-0.0721109
61,0.64572245,0.58371097,"('illogical', 'logical')",0.11715537,0.083557084,0.3814389,0.333634,0.0478049
82,-0.6120022,-0.8128278,"('poor', 'rich')",5.7205005,4.753548,2.554249,1.9703602,0.5838888
77,0.6056065,0.57758874,"('unmotivated', 'motivated')",0.22962022,0.18690324,0.4176134,0.382246,0.0353674
11,0.6007182,0.3135451,"('unhelpful', 'helpful')",2.7702162,2.5927842,1.6854672,1.4531646,0.2323026
34,0.59048194,0.551901,"('mean', 'honorable')",4.519667,4.183697,2.5550745,2.367799,0.1872755
30,0.5688191,0.6300022,"('intolerant', 'tolerant')",1.474344,1.3941498,1.0215815,1.012076,0.0095055
67,0.5445148,0.63084143,"('doubtful', 'determined')",-0.043073162,0.041526668,0.2507208,0.3361841,-0.0854633
83,0.5381652,0.32665655,"('powerless', 'powerful')",-0.07801649,-0.07716375,0.2300744,0.1247464,0.105328
40,0.5285237,0.9851824,"('stingy', 'generous')",-2.5526016,-2.0910923,-1.0120389,-0.552955,-0.4590839
25,0.5187311,0.30119967,"('egoistic', 'altruistic')",0.34790495,0.5883362,0.433318,0.444768,-0.01145
51,0.5056289,0.18603687,"('uneducated', 'educated')",0.34624976,-0.061892405,0.4259393,0.0620722,0.3638671
81,0.4941519,0.01893133,"('submissive', 'aggressive')",0.76338947,0.27900186,0.6287707,0.1489666,0.4798041
13,0.46533743,0.21728659,"('impolite', 'polite')",0.022424921,-0.3295427,0.2438812,-0.0561281,0.3000093
79,0.4515056,0.30908892,"('wavering', 'unwavering')",-0.8502137,-0.94236803,-0.1993541,-0.3166395,0.1172854
48,-0.4489905,-0.4499186,"('unintelligent', 'intelligent')",1.0500233,1.0628958,0.3005164,0.3064886,-0.0059722
10,0.43065825,0.11494238,"('unsympathetic', 'sympathetic')",0.3963119,-0.16273603,0.4134851,-0.0238968,0.4373819
49,-0.41874632,-0.4013633,"('unable', 'able')",-0.1263363,0.0026071668,-0.2725413,-0.1993781,-0.0731632
62,0.41770586,0.4932929,"('incompetent', 'brilliant')",0.8137409,0.6590545,0.6157234,0.5761737,0.0395497
36,-0.4166897,-0.4871627,"('hostile', 'amicable')",-1.3311474,-0.9113264,-0.8739185,-0.6992446,-0.1746739
46,0.41445637,0.1604895,"('uncompetitive', 'competitive')",0.2946097,-0.22624975,0.354533,-0.0328801,0.3874131
18,0.4099447,0.11902481,"('disagreeable', 'welcoming')",-0.6368586,-0.5197231,-0.1134569,-0.2003492,0.0868923
50,0.40693146,0.30412185,"('clumsy', 'skillful')",0.041848242,0.08262525,0.2243899,0.1933735,0.0310164
22,-0.3996704,-0.43944916,"('untrustworthy', 'trustworthy')",-1.0414089,-1.2162868,-0.7205396,-0.827868,0.1073284
42,0.35680875,0.34198868,"('unreliable', 'reliable')",-3.6278834,-3.3915708,-1.6355374,-1.524791,-0.1107464
43,0.3497498,0.26566195,"('irresponsible', 'responsible')",0.5340931,0.28172138,0.4419214,0.2736917,0.1682297
58,-0.33139694,-0.283462,"('undiscriminating', 'discriminating')",-0.6206436,-0.3820774,-0.4760203,-0.3327697,-0.1432506
44,-0.27462044,-0.25031698,"('prejudiced', 'unprejudiced')",-1.2250276,-0.8952122,-0.749824,-0.5727646,-0.1770594
57,-0.2513461,-0.38220775,"('unimaginative', 'imaginative')",-2.398997,-2.1996179,-1.3251716,-1.2909129,-0.0342587
64,-0.2386213,-0.21319577,"('shy', 'confident')",-5.5604405,-5.2538867,-2.8995309,-2.7335413,-0.1659896
86,0.2329058,0.03614203,"('uninfluential', 'influential')",-0.03555402,-0.46169317,0.0986759,-0.2127756,0.3114515
65,-0.23025213,-0.6159571,"('insecure', 'secure')",0.35777706,-0.0630364,0.0637625,-0.3394967,0.4032592
41,0.1680891,0.09018352,"('unforgiving', 'forgiving')",-0.6609781,-0.5911596,-0.2464445,-0.250488,0.0040435
55,-0.15950944,-0.5892429,"('incompetent', 'clever')",1.0347012,0.46234497,0.4375959,-0.063449,0.5010449
88,0.15918814,-0.17738141,"('low', 'eminent')",0.40898684,0.07779092,0.2840875,-0.0497952,0.3338827
59,0.12849127,0.44330058,"('foolish', 'wise')",-0.5076469,0.018134652,-0.1895778,0.2307176,-0.4202954
14,0.12496373,-0.14140946,"('antisocial', 'social')",0.3030552,-0.028437827,0.2140095,-0.0849236,0.2989331
15,0.12191569,-0.09824589,"('boring', 'funny')",-0.76974744,-0.69545054,-0.3239159,-0.3968482,0.0729323
1,0.08380608,0.19240223,"('unfriendly', 'friendly')",0.18045636,0.45615065,0.1321312,0.3242764,-0.1921452
75,-0.07956323,0.38266098,"('meek', 'impulsive')",-0.73355293,-0.43537492,-0.4065581,-0.026357,-0.3802011
28,-0.06448099,-0.053884253,"('disloyal', 'loyal')",0.6806197,0.65298283,0.3080693,0.2995493,0.00852
38,0.061820626,-0.17936245,"('untruthful', 'truthful')",0.025462208,0.0014614705,0.0436414,-0.0889505,0.1325919
6,-0.04669054,0.03877964,"('distant', 'open')",-1.3418294,-0.9033886,-0.69426,-0.4323045,-0.2619555
78,-0.037745826,-0.16677469,"('nonresilient', 'resilient')",0.8400495,0.6416512,0.4011518,0.2374383,0.1637135
69,-0.037145704,0.26954618,"('lazy', 'industrious')",-1.1855448,-0.41555542,-0.6113453,-0.0730046,-0.5383407
20,0.034437478,0.11776602,"('rough', 'thoughtful')",0.8119533,1.0085725,0.4231954,0.5631692,-0.1399738
19,0.022490876,-0.11334649,"('inhospitable', 'hospitable')",-0.92615294,-0.71539176,-0.451831,-0.4143691,-0.0374619
5,-0.005652355,0.06332895,"('distant', 'outgoing')",-1.4668813,-0.99637187,-0.7362668,-0.4665214,-0.2697454
47,-0.0049453396,-0.06332362,"('stupid', 'smart')",5.401093,4.782522,2.6980739,2.3595994,0.3384745
