,equifax_male,equifax_female,tuple,inc_male,inc_female,average_male,average_female,male-female
36,-0.44272977,-0.51364934,"('hostile', 'amicable')",0.14792565,-0.3705089,-0.1474021,-0.4420791,0.294677
30,0.41930953,0.12900713,"('intolerant', 'tolerant')",1.3863117,1.2904515,0.9028106,0.7097293,0.1930813
78,-0.4189655,-0.41861743,"('nonresilient', 'resilient')",0.44717246,0.46336943,0.0141035,0.022376,-0.0082725
13,-0.38574138,-0.5621852,"('impolite', 'polite')",-0.34430742,-0.19541268,-0.3650244,-0.378799,0.0137746
32,-0.37255797,-0.5381773,"('unkind', 'kind')",0.8710651,0.7783181,0.2492536,0.1200704,0.1291832
41,-0.3546672,-0.64201605,"('unforgiving', 'forgiving')",0.13214543,-0.07092841,-0.1112609,-0.3564722,0.2452113
15,-0.34698784,-0.4285739,"('boring', 'funny')",0.60895526,0.49875918,0.1309837,0.0350926,0.0958911
56,0.32126874,0.3121288,"('impractical', 'practical')",0.3022899,0.5030463,0.3117793,0.4075875,-0.0958082
14,0.30547202,0.16942461,"('antisocial', 'social')",-0.7468414,-0.818716,-0.2206847,-0.3246457,0.103961
83,-0.30434272,-0.21516098,"('powerless', 'powerful')",-0.8771423,-0.79112834,-0.5907425,-0.5031447,-0.0875978
17,0.303304,0.32323468,"('nasty', 'nice')",-0.54047126,-0.7310582,-0.1185836,-0.2039118,0.0853282
80,0.26389363,0.34582344,"('dominated', 'dominating')",-1.469591,-1.1850995,-0.6028487,-0.419638,-0.1832107
81,0.2636926,0.13641056,"('submissive', 'aggressive')",-0.6178326,-0.22422703,-0.17707,-0.0439082,-0.1331618
88,-0.25943652,-0.22653843,"('low', 'eminent')",0.3921362,0.22740492,0.0663498,0.0004332,0.0659166
70,-0.17925613,-0.16852628,"('lethargic', 'energetic')",0.8830638,1.1523902,0.3519038,0.491932,-0.1400282
74,-0.17325234,-0.1725743,"('undedicated', 'dedicated')",0.30667448,0.17434189,0.0667111,0.0008838,0.0658273
62,-0.16051371,-0.09207213,"('incompetent', 'brilliant')",0.37800702,0.87826276,0.1087467,0.3930953,-0.2843486
68,-0.14308508,-0.08938754,"('dependent', 'independent')",-0.32906866,-0.18760371,-0.2360769,-0.1384956,-0.0975813
65,-0.13778093,-0.52301115,"('insecure', 'secure')",-0.29447478,-0.19786514,-0.2161279,-0.3604381,0.1443102
71,0.1267314,-0.07980149,"('diffident', 'self-confident')",0.52202386,0.36755577,0.3243776,0.1438771,0.1805005
16,0.114153534,0.07952333,"('unpopular', 'popular')",0.70542514,0.4219136,0.4097893,0.2507185,0.1590708
29,-0.0977035,0.08367212,"('unfair', 'fair')",-0.64740115,-0.71387887,-0.3725523,-0.3151034,-0.0574489
26,-0.09473969,-0.32929775,"('hardhearted', 'benevolent')",1.6535033,1.2014437,0.7793818,0.4360729,0.3433089
75,0.084553,0.38843107,"('meek', 'impulsive')",-0.32513282,-0.30848497,-0.1202899,0.0399731,-0.160263
85,-0.0834862,-0.07051303,"('insignificant', 'prestigious')",0.51565945,0.0064171217,0.2160866,-0.032048,0.2481346
33,-0.08073136,-0.1260175,"('wrong', 'right')",-0.6301323,-0.7896005,-0.3554319,-0.457809,0.1023771
60,-0.07318403,-0.20969981,"('inefficient', 'efficient')",0.21580145,0.5243411,0.0713087,0.1573206,-0.0860119
22,0.032043844,-0.053824686,"('untrustworthy', 'trustworthy')",-0.8249485,-0.88590527,-0.3964523,-0.469865,0.0734127
34,0.029019985,-0.050717667,"('mean', 'honorable')",6.24202,6.480555,3.13552,3.2149186,-0.0793986
37,-0.022319548,-0.05003799,"('fake', 'genuine')",0.43942344,0.5496071,0.2085519,0.2497846,-0.0412327
49,-0.008379279,0.021129215,"('unable', 'able')",0.17882551,0.27064732,0.0852231,0.1458883,-0.0606652
