,celgene_male,celgene_female,tuple,corp_male,corp_female,average_male,average_female,male-female
72,-1.118179,-0.926562,"('unambitious', 'ambitious')",-0.3923321,-0.0010755565,-0.7552555,-0.4638188,-0.2914367
84,1.110735,1.3362683,"('inferior', 'superior')",0.8725724,1.1351365,0.9916537,1.2357024,-0.2440487
70,-1.1068735,-0.928089,"('lethargic', 'energetic')",0.3319305,0.2005255,-0.3874715,-0.3637818,-0.0236897
33,1.0891722,0.7464209,"('wrong', 'right')",-0.56201947,-0.5113173,0.2635764,0.1175518,0.1460246
73,1.0463535,1.1897645,"('helpless', 'self-reliant')",-3.065994,-2.6802714,-1.0098202,-0.7452534,-0.2645668
22,-1.0274913,-0.9112551,"('untrustworthy', 'trustworthy')",-0.5860143,-0.7465169,-0.8067528,-0.828886,0.0221332
47,-0.98743725,-0.86344564,"('stupid', 'smart')",4.8894434,4.8722115,1.9510031,2.0043828,-0.0533797
77,-0.9257993,-0.7712827,"('unmotivated', 'motivated')",-1.299005,-0.8953025,-1.1124022,-0.8332926,-0.2791096
9,-0.9076471,-0.82459396,"('unaffectionate', 'caring')",1.1833518,1.4148333,0.1378523,0.2951197,-0.1572674
31,0.8854377,0.4495579,"('evil', 'good')",-0.49132323,-0.7034598,0.1970572,-0.1269509,0.3240081
53,-0.8588184,-0.51427895,"('uncreative', 'creative')",0.41584212,0.7400122,-0.2214881,0.1128666,-0.3343547
74,-0.8520456,-0.67155427,"('undedicated', 'dedicated')",-0.034099113,-0.41769657,-0.4430723,-0.5446254,0.1015531
40,0.8440491,1.2525924,"('stingy', 'generous')",-1.454497,-1.4010093,-0.3052239,-0.0742084,-0.2310155
4,0.82689553,0.84115195,"('disliked', 'liked')",-6.4221735,-6.5790224,-2.7976389,-2.8689351,0.0712962
65,-0.7915309,-0.5216577,"('insecure', 'secure')",-0.2740183,-0.15121228,-0.5327746,-0.336435,-0.1963396
32,-0.7891442,-0.752647,"('unkind', 'kind')",0.8666029,0.531612,0.0387293,-0.1105175,0.1492468
16,0.7845333,0.6423544,"('unpopular', 'popular')",0.24836284,0.3398237,0.5164481,0.491089,0.0253591
38,-0.7730678,-0.6130696,"('untruthful', 'truthful')",-0.33499974,-0.12719092,-0.5540338,-0.3701302,-0.1839036
14,-0.70370907,-0.48664364,"('antisocial', 'social')",0.04659959,-0.3160442,-0.3285547,-0.4013439,0.0727892
3,-0.6851342,-0.5031293,"('repellent', 'pleasant')",0.87552184,0.9943583,0.0951938,0.2456145,-0.1504207
1,-0.68118495,-0.5531993,"('unfriendly', 'friendly')",1.3792813,1.6068677,0.3490482,0.5268342,-0.177786
8,-0.6627819,-0.7611735,"('unaffectionate', 'affectionate')",0.6705234,0.65663886,0.0038708,-0.0522673,0.0561381
76,-0.63181335,-0.26716256,"('anxious', 'daring')",-0.32477403,-0.2861749,-0.4782937,-0.2766687,-0.201625
41,-0.6008641,-0.8012053,"('unforgiving', 'forgiving')",0.27820244,-0.3034773,-0.1613308,-0.5523413,0.3910105
34,-0.5790033,-0.48048437,"('mean', 'honorable')",5.346595,5.592695,2.3837957,2.5561054,-0.1723097
18,-0.5527444,-0.8510279,"('disagreeable', 'welcoming')",-0.28105015,-0.41267794,-0.4168973,-0.6318529,0.2149556
63,-0.54604954,-0.33292457,"('unperceptive', 'insightful')",0.9639624,0.9010914,0.2089564,0.2840834,-0.075127
44,0.5425121,0.6129049,"('prejudiced', 'unprejudiced')",-1.9183255,-1.8582463,-0.6879067,-0.6226707,-0.065236
12,-0.51057833,-0.32698107,"('unsupportive', 'supportive')",-1.516941,-1.5690767,-1.0137596,-0.9480289,-0.0657307
51,-0.50996447,-0.52134126,"('uneducated', 'educated')",1.02647,0.6452447,0.2582527,0.0619517,0.196301
50,0.49011528,0.49541098,"('clumsy', 'skillful')",0.032338277,0.12481555,0.2612268,0.3101133,-0.0488865
7,-0.47631013,-0.13845195,"('insensitive', 'sensitive')",0.76997197,0.78652227,0.1468309,0.3240352,-0.1772043
82,-0.46113434,-0.28246534,"('poor', 'rich')",6.157525,6.5588307,2.8481953,3.1381826,-0.2899873
49,-0.45910135,-0.4048257,"('unable', 'able')",-0.05575429,0.074396946,-0.2574278,-0.1652144,-0.0922134
87,0.45676416,0.6310717,"('unsuccessful', 'successful')",1.4456117,1.550267,0.951188,1.0906694,-0.1394814
2,0.43719766,0.27882645,"('unlikable', 'likable')",0.85569775,0.57341266,0.6464477,0.4261196,0.2203281
71,0.43252832,0.4638551,"('diffident', 'self-confident')",0.6342468,0.65168417,0.5333875,0.5577697,-0.0243822
29,0.42131466,0.68238974,"('unfair', 'fair')",0.12513408,-0.02217171,0.2732244,0.330109,-0.0568846
88,-0.4051617,-0.3635603,"('low', 'eminent')",-0.3519667,-0.3361576,-0.3785642,-0.3498589,-0.0287053
59,0.3961461,0.06481392,"('foolish', 'wise')",-0.08117065,0.20624678,0.1574877,0.1355304,0.0219573
15,0.36557415,0.43093416,"('boring', 'funny')",0.20213771,0.142218,0.2838559,0.2865761,-0.0027202
54,-0.3641302,-0.6631872,"('incapable', 'capable')",0.7379608,1.0748812,0.1869153,0.205847,-0.0189317
52,0.35624313,-0.062348176,"('irrational', 'rational')",-0.020610142,0.09551566,0.1678165,0.0165837,0.1512328
66,0.30824625,0.18132427,"('inactive', 'active')",0.5548004,0.2465639,0.4315233,0.2139441,0.2175792
48,0.30008346,0.48876697,"('unintelligent', 'intelligent')",1.0204529,0.97660327,0.6602682,0.7326851,-0.0724169
27,-0.2907358,-0.29257765,"('hardhearted', 'softhearted')",1.4668792,1.2648473,0.5880717,0.4861348,0.1019369
64,0.2883249,0.14209141,"('shy', 'confident')",-6.05384,-6.3567357,-2.8827577,-3.1073222,0.2245645
68,-0.27962387,-0.16235062,"('dependent', 'independent')",-0.35790282,-0.2851825,-0.3187633,-0.2237666,-0.0949967
80,-0.25881326,0.09888844,"('dominated', 'dominating')",-0.3990286,-0.44612938,-0.3289209,-0.1736205,-0.1553004
42,0.24674495,0.25814635,"('unreliable', 'reliable')",-3.0595405,-3.2301183,-1.4063978,-1.485986,0.0795882
39,0.17623156,0.19855854,"('exploitative', 'cooperative')",0.08956158,-0.019915499,0.1328966,0.0893215,0.0435751
75,0.14857806,0.22162834,"('meek', 'impulsive')",-0.77564013,-0.5847223,-0.313531,-0.181547,-0.131984
67,0.13875492,-0.18638512,"('doubtful', 'determined')",-0.47508594,-1.0646766,-0.1681655,-0.6255309,0.4573654
19,-0.12934102,-0.4752292,"('inhospitable', 'hospitable')",0.08003948,-0.060743764,-0.0246508,-0.2679865,0.2433357
58,0.12571678,0.28983703,"('undiscriminating', 'discriminating')",0.40937874,0.32782987,0.2675478,0.3088335,-0.0412857
17,-0.1255157,-0.3524379,"('nasty', 'nice')",-0.45240673,-0.67946786,-0.2889612,-0.5159529,0.2269917
79,0.091315165,0.02563116,"('wavering', 'unwavering')",-0.42790854,-0.15378882,-0.1682967,-0.0640788,-0.1042179
26,-0.06737375,-0.347814,"('hardhearted', 'benevolent')",1.852506,1.2529521,0.8925661,0.4525691,0.439997
37,0.065778434,0.2745104,"('fake', 'genuine')",0.23900709,0.27359974,0.1523928,0.2740551,-0.1216623
61,-0.04219312,0.078480355,"('illogical', 'logical')",0.77754104,0.66732794,0.367674,0.3729042,-0.0052302
5,0.039616615,-0.102360256,"('distant', 'outgoing')",-0.5838491,-0.1560537,-0.2721162,-0.129207,-0.1429092
78,-0.020925798,0.22666878,"('nonresilient', 'resilient')",0.38836786,0.75139093,0.183721,0.4890299,-0.3053089
6,-0.020039309,-0.09360995,"('distant', 'open')",-0.71869797,-0.5060255,-0.3693686,-0.2998177,-0.0695509
20,-0.016130768,0.38790786,"('rough', 'thoughtful')",0.5740913,0.8062266,0.2789803,0.5970672,-0.3180869
83,0.0034088753,0.12329569,"('powerless', 'powerful')",-0.87206686,-0.8484356,-0.434329,-0.36257,-0.071759
