,biogen_male,biogen_female,tuple,inc_male,inc_female,average_male,average_female,male-female
15,0.17058423,0.3111238,"('boring', 'funny')",0.64655477,0.78731626,0.4085695,0.54922,-0.1406505
60,-0.15693292,-0.3031116,"('inefficient', 'efficient')",-0.23661818,-0.25996855,-0.1967756,-0.2815401,0.0847645
44,0.14190562,-0.17105117,"('prejudiced', 'unprejudiced')",-1.3551464,-1.4775026,-0.6066204,-0.8242769,0.2176565
88,0.13838618,0.4018679,"('low', 'eminent')",0.54455334,0.6560082,0.3414698,0.5289381,-0.1874683
17,-0.11675776,-0.032698657,"('nasty', 'nice')",-0.27416953,-0.2124671,-0.1954636,-0.1225829,-0.0728807
12,-0.09779767,0.014777215,"('unsupportive', 'supportive')",-1.7337928,-1.891201,-0.9157952,-0.9382119,0.0224167
81,0.09722386,0.011389673,"('submissive', 'aggressive')",-0.65144014,-0.3496969,-0.2771081,-0.1691536,-0.1079545
16,-0.07827073,-0.15986475,"('unpopular', 'popular')",0.37478173,0.15285736,0.1482555,-0.0035037,0.1517592
67,-0.0763428,-0.028361619,"('doubtful', 'determined')",-0.82057667,-0.6890782,-0.4484597,-0.3587199,-0.0897398
83,0.075126454,0.35236466,"('powerless', 'powerful')",-1.0859563,-0.80851954,-0.505415,-0.2280774,-0.2773376
28,-0.046809092,0.07805864,"('disloyal', 'loyal')",0.5891715,0.7429624,0.2711812,0.4105105,-0.1393293
62,-0.045062177,0.08184433,"('incompetent', 'brilliant')",-0.044146504,0.038113836,-0.0446043,0.0599791,-0.1045834
18,0.035937637,0.19589323,"('disagreeable', 'welcoming')",0.03327477,-0.27985522,0.0346062,-0.041981,0.0765872
35,0.026488565,-0.034071937,"('corrupt', 'incorrupt')",0.19042836,0.049846757,0.1084585,0.0078874,0.1005711
61,0.003994584,0.10295583,"('illogical', 'logical')",0.36013263,0.23679297,0.1820636,0.1698744,0.0121892
52,-0.0005993545,0.18920808,"('irrational', 'rational')",0.2606606,-0.19540016,0.1300306,-0.003096,0.1331266
