,black_male,black_female,tuple,&_male,&_female,decker_male,decker_female,corp_male,corp_female,average_male,average_female,male-female
86,-0.6871444,-0.7737478,"('uninfluential', 'influential')",-1.1725748,-1.4721859,-1.3074309,-1.4953625,-0.122505866,-0.40165502,-0.822414,-1.0357378,0.2133238
9,0.67783654,0.57962906,"('unaffectionate', 'caring')",-0.5663099,-0.6078344,0.85382134,0.55668795,1.3978603,1.0970014,0.5908021,0.406371,0.1844311
24,-0.6761312,-0.5403834,"('dishonest', 'honest')",-1.327396,-1.3145967,-0.67100894,-0.6948774,0.2762849,0.35013828,-0.5995628,-0.5499298,-0.049633
53,-0.667808,-0.6544191,"('uncreative', 'creative')",-0.5408516,-0.5188085,-0.27353293,-0.30282754,0.22592404,-0.08479007,-0.3140671,-0.3902113,0.0761442
18,-0.6536085,-0.62314767,"('disagreeable', 'welcoming')",1.2884338,1.232797,0.120807886,0.054626226,-0.32692647,-0.5268174,0.1071767,0.0343646,0.0728121
14,-0.64748216,-0.6457907,"('antisocial', 'social')",-0.82735896,-0.7964006,-1.7125921,-1.8939945,-0.49795803,-0.46692738,-0.9213478,-0.9507783,0.0294305
66,0.6453841,0.52214235,"('inactive', 'active')",1.552903,1.4552299,0.67847073,0.2682666,0.5034617,0.22359069,0.8450549,0.6173074,0.2277475
29,0.56752294,0.5496508,"('unfair', 'fair')",-0.34267324,-0.4374226,-0.18133669,-0.26776546,-0.14048974,-0.32144248,-0.0242442,-0.1192449,0.0950007
25,0.532981,0.35972634,"('egoistic', 'altruistic')",0.9293952,0.8787504,1.9358255,1.7570055,1.3248394,1.270246,1.1807601,1.066432,0.1143281
80,0.52992994,0.5170431,"('dominated', 'dominating')",-0.7966902,-0.53211355,-1.8539752,-1.7125174,-0.82550037,-0.598104,-0.7365589,-0.5814229,-0.155136
28,-0.48190796,-0.59830934,"('disloyal', 'loyal')",-1.370795,-1.6227084,-1.3498513,-1.5940872,0.40947056,0.11004714,-0.6982709,-0.9262645,0.2279936
52,0.47383443,0.078720644,"('irrational', 'rational')",1.3331238,1.4341302,1.7940642,1.3426733,0.45353365,0.00043655653,1.013639,0.7139902,0.2996488
54,-0.46787205,-0.3977496,"('incapable', 'capable')",-0.16590354,-0.10558611,1.3726898,1.1883626,0.96371216,0.6873033,0.4256566,0.3430825,0.0825741
26,-0.4599579,-0.7775124,"('hardhearted', 'benevolent')",1.2188911,0.95168823,1.2453054,0.82094496,1.8835548,1.5565194,0.9719484,0.6379101,0.3340383
19,0.45976457,0.5479559,"('inhospitable', 'hospitable')",0.3290554,0.16254787,1.6212565,1.5693969,0.13563046,0.19891915,0.6364267,0.6197049,0.0167218
7,-0.42858952,-0.38735554,"('insensitive', 'sensitive')",-2.000401,-1.7367768,-1.1874071,-1.0943555,0.19753914,0.16655916,-0.8547147,-0.7629821,-0.0917326
72,-0.4035696,-0.23209056,"('unambitious', 'ambitious')",-0.78637606,-0.43795002,-0.8074382,-0.6685829,-0.46091065,-0.5088817,-0.6145736,-0.4618763,-0.1526973
78,0.3776276,0.35762233,"('nonresilient', 'resilient')",-0.40171275,-0.50727004,-0.0628043,-0.26036382,0.8896854,0.5685274,0.200699,0.039629,0.16107
84,0.37253198,0.5586017,"('inferior', 'superior')",0.31385016,0.4621063,-0.028815214,0.19805776,0.7984681,1.037852,0.3640088,0.5641544,-0.2001456
40,-0.3670257,-0.45553654,"('stingy', 'generous')",-0.25769567,-0.39663783,-0.08471533,-0.22213152,-1.4721997,-1.7850785,-0.5454091,-0.7148461,0.169437
75,0.336526,0.43831906,"('meek', 'impulsive')",0.38736147,0.5548768,1.2458769,1.3197662,-0.57087535,-0.5264532,0.3497223,0.4466272,-0.0969049
4,-0.32354397,-0.22618492,"('disliked', 'liked')",1.0541693,1.082557,1.1521229,0.98512965,-6.2734694,-5.9843106,-1.0976803,-1.0357022,-0.0619781
37,0.3158873,0.11128761,"('fake', 'genuine')",-0.41222227,-0.63672847,-0.38494277,-0.4313774,-0.07490898,-0.3244811,-0.1390467,-0.3203248,0.1812781
76,-0.29439119,0.059197046,"('anxious', 'daring')",0.054371163,0.19249253,-1.7903739,-1.6079243,-0.8544095,-0.8511986,-0.7212008,-0.5518584,-0.1693424
42,-0.26488787,0.2820302,"('unreliable', 'reliable')",0.20191447,0.5056873,-1.1565629,-1.130613,-3.3897824,-3.124063,-1.1523297,-0.8667396,-0.2855901
39,0.2628728,0.14621578,"('exploitative', 'cooperative')",-1.2307562,-1.0729828,1.2083719,1.4152358,-0.024234764,0.0017878413,0.0540634,0.1225642,-0.0685008
68,0.22364104,0.35172036,"('dependent', 'independent')",-0.84551346,-0.67476976,-0.47326726,-0.4045688,-0.6930544,-0.60400045,-0.4470485,-0.3329047,-0.1141438
2,0.21615617,0.4070705,"('unlikable', 'likable')",1.5520892,1.5193244,0.7610699,0.667313,0.6347148,0.6544271,0.7910075,0.8120338,-0.0210263
3,-0.21003862,-0.18480092,"('repellent', 'pleasant')",-0.7831385,-0.8856792,-1.433492,-1.1935436,0.4892032,0.46631953,-0.4843665,-0.4494261,-0.0349404
12,0.2064382,0.3799495,"('unsupportive', 'supportive')",-0.65711796,-0.39840037,0.02334822,-0.04846858,-1.671183,-1.5844502,-0.5246286,-0.4128424,-0.1117862
51,-0.19610494,0.03181477,"('uneducated', 'educated')",-0.4396743,-0.41003242,-2.50511,-2.3911972,0.6875464,0.5458256,-0.6133357,-0.5558974,-0.0574383
31,-0.19069707,-0.437265,"('evil', 'good')",1.5857017,1.2554281,3.0756805,2.8068027,-0.22936162,-0.5316226,1.0603309,0.7733358,0.2869951
61,-0.1802066,-0.05008421,"('illogical', 'logical')",-0.27829498,-0.1637543,-0.006792903,-0.21934786,0.6207919,0.4864488,0.0388744,0.0133156,0.0255588
1,-0.17376193,-0.460354,"('unfriendly', 'friendly')",-0.20720273,-0.5061657,1.6656629,1.1811943,1.9248983,1.3336272,0.8023992,0.3870755,0.4153237
15,0.15615614,-0.012575293,"('boring', 'funny')",1.1126605,1.0121002,0.13507089,-0.016718991,-0.08441687,-0.2655882,0.3298677,0.1793045,0.1505632
58,-0.107266456,-0.5398464,"('undiscriminating', 'discriminating')",0.24351275,-0.294847,-0.32669765,-0.75212824,0.445227,0.0038976036,0.0636939,-0.395731,0.4594249
83,0.094033234,-0.0022507235,"('powerless', 'powerful')",-0.046268113,-0.10728078,-0.07774407,-0.24156715,-1.0704021,-0.98418653,-0.2750953,-0.3338213,0.058726
38,-0.052271992,0.19121891,"('untruthful', 'truthful')",-1.4072518,-1.2564166,-0.25421306,-0.30105639,0.1383077,0.20299181,-0.3938573,-0.2908156,-0.1030417
67,-0.00863234,0.41783452,"('doubtful', 'determined')",-0.5077971,-0.12330261,0.88107514,0.999766,-0.7588147,-0.32728997,-0.0985423,0.241752,-0.3402943
74,-0.0047870874,0.10878359,"('undedicated', 'dedicated')",-0.4493479,-0.42509305,-0.09137122,-0.26503873,-0.34560478,-0.51563704,-0.2227778,-0.2742463,0.0514685
8,-0.0033484101,-0.4523063,"('unaffectionate', 'affectionate')",0.19419646,-0.17833465,1.6358532,1.293598,1.0560122,0.5367826,0.7206783,0.2999349,0.4207434
