,paychex_male,paychex_female,tuple,inc_male,inc_female,average_male,average_female,male-female
19,-0.1634391,-0.26970482,"('inhospitable', 'hospitable')",0.010387696,0.009530515,-0.0765257,-0.1300872,0.0535615
85,0.16330525,0.07089788,"('insignificant', 'prestigious')",0.7054049,0.530523,0.4343551,0.3007104,0.1336447
34,0.16213869,0.26142335,"('mean', 'honorable')",5.585245,5.7458653,2.8736918,3.0036445,-0.1299527
80,-0.15284319,0.1145977,"('dominated', 'dominating')",-1.3840445,-1.1256664,-0.7684439,-0.5055344,-0.2629095
83,0.12495895,0.07278319,"('powerless', 'powerful')",-0.8832163,-1.0217824,-0.3791287,-0.4744996,0.0953709
27,0.104079284,0.034730714,"('hardhearted', 'softhearted')",1.3052475,1.3361002,0.7046634,0.6854154,0.019248
25,0.10176531,-0.12424179,"('egoistic', 'altruistic')",1.6795989,1.3752264,0.8906821,0.6254923,0.2651898
5,0.08626653,-0.039947897,"('distant', 'outgoing')",0.06919808,0.05789473,0.0777323,0.0089734,0.0687589
39,0.081777215,-0.022459397,"('exploitative', 'cooperative')",-0.21692526,-0.19702902,-0.067574,-0.1097442,0.0421702
78,0.0635832,0.043000035,"('nonresilient', 'resilient')",0.5298319,0.51384956,0.2967075,0.2784248,0.0182827
60,0.052401762,0.011618767,"('inefficient', 'efficient')",0.2620957,0.32994008,0.1572487,0.1707794,-0.0135307
29,-0.039561376,-0.15296824,"('unfair', 'fair')",-0.82304186,-0.76524067,-0.4313016,-0.4591044,0.0278028
47,0.025829313,0.3478631,"('stupid', 'smart')",5.067391,5.48541,2.5466101,2.9166367,-0.3700266
40,0.013677232,0.13141674,"('stingy', 'generous')",-1.5198871,-1.5996901,-0.7531049,-0.7341367,-0.0189682
30,0.0055966526,0.18440731,"('intolerant', 'tolerant')",0.91118246,1.0255227,0.4583896,0.604965,-0.1465754
