,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
49,0.1613015,0.12691717,"('unable', 'able')",0.017185107,0.059251938,0.0892433,0.0930846,-0.0038413
67,0.1389632,0.096878566,"('doubtful', 'determined')",-0.46606812,-0.67001486,-0.1635525,-0.2865681,0.1230156
80,0.13522781,0.3206207,"('dominated', 'dominating')",-0.84174186,-0.8284827,-0.353257,-0.253931,-0.099326
78,-0.1034908,0.11992911,"('nonresilient', 'resilient')",0.35359114,0.5874777,0.1250502,0.3537034,-0.2286532
4,0.099752255,0.2544227,"('disliked', 'liked')",-6.809399,-6.8296766,-3.3548234,-3.287627,-0.0671964
16,0.09260811,0.08435926,"('unpopular', 'popular')",0.34424713,0.31400388,0.2184276,0.1991816,0.019246
79,-0.09123354,-0.26748115,"('wavering', 'unwavering')",-0.4022722,-0.15432943,-0.2467529,-0.2109053,-0.0358476
34,-0.088144995,0.0033942163,"('mean', 'honorable')",5.632773,5.8727713,2.7723141,2.9380827,-0.1657686
20,0.081447415,0.19280559,"('rough', 'thoughtful')",1.0914412,1.0349163,0.5864443,0.613861,-0.0274167
40,-0.08082686,0.075908065,"('stingy', 'generous')",-2.115129,-2.034843,-1.0979779,-0.9794675,-0.1185104
83,0.068069905,-0.24399069,"('powerless', 'powerful')",-0.57570696,-0.8236401,-0.2538185,-0.5338154,0.2799969
50,-0.055482507,-0.105721116,"('clumsy', 'skillful')",0.044927876,0.11069456,-0.0052773,0.0024867,-0.007764
71,-0.045329228,-0.09304093,"('diffident', 'self-confident')",0.064194724,0.12034624,0.0094327,0.0136527,-0.00422
48,0.0410898,-0.23153847,"('unintelligent', 'intelligent')",1.2422794,1.0256696,0.6416846,0.3970656,0.244619
58,0.037354946,0.041758887,"('undiscriminating', 'discriminating')",0.32563213,0.3136214,0.1814935,0.1776901,0.0038034
