,ameriprise_male,ameriprise_female,tuple,financial_male,financial_female,inc_male,inc_female,average_male,average_female,male-female
67,0.6711766,0.5450447,"('doubtful', 'determined')",0.06652776,0.13921532,-0.65114015,-0.60762644,0.0288547,0.0255445,0.0033102
37,0.65423,0.6410804,"('fake', 'genuine')",-0.73917836,-0.7214463,0.6540963,0.70388246,0.189716,0.2078389,-0.0181229
18,-0.591021,-0.880887,"('disagreeable', 'welcoming')",-0.5723555,-0.8499946,-0.204425,-0.3548643,-0.4559338,-0.6952486,0.2393148
45,-0.5896806,-0.36967218,"('incompetent', 'competent')",0.06473728,0.18589836,-0.27131814,-0.23582147,-0.2654205,-0.1398651,-0.1255554
61,-0.5756484,-0.6387568,"('illogical', 'logical')",1.5647017,1.5021828,0.16400075,0.052072324,0.3843513,0.3051661,0.0791852
3,-0.57042915,-0.6761918,"('repellent', 'pleasant')",0.090874374,-0.09263097,-0.056162383,-0.13035575,-0.1785724,-0.2997262,0.1211538
32,-0.5511817,-0.5408285,"('unkind', 'kind')",0.13119014,0.1835067,0.72743183,0.84661335,0.1024801,0.1630972,-0.0606171
41,-0.5466601,-0.5837681,"('unforgiving', 'forgiving')",1.1339306,1.0215036,-0.17837688,-0.30651453,0.1362979,0.0437403,0.0925576
81,0.5442184,0.47607708,"('submissive', 'aggressive')",0.6005687,0.8019314,-1.0589061,-0.8882098,0.028627,0.1299329,-0.1013059
60,0.5142457,0.559009,"('inefficient', 'efficient')",0.5999688,0.79674363,-0.4251905,-0.12437568,0.2296746,0.410459,-0.1807844
2,0.5104736,0.26176834,"('unlikable', 'likable')",2.189416,1.9999738,0.5264264,0.38387668,1.0754387,0.881873,0.1935657
50,0.5080273,0.5408025,"('clumsy', 'skillful')",0.43815348,0.34984046,0.3404742,0.29795098,0.428885,0.396198,0.032687
27,-0.49967104,-0.53931665,"('hardhearted', 'softhearted')",-0.23687166,-0.29224354,1.6820482,1.5643078,0.3151685,0.2442492,0.0709193
59,-0.4763096,-0.55677426,"('foolish', 'wise')",0.7241687,0.5450961,0.8833424,0.77454287,0.3770672,0.2542882,0.122779
74,-0.4507353,-0.3680255,"('undedicated', 'dedicated')",0.88280666,0.79671824,0.3322384,0.09468192,0.2547699,0.1744582,0.0803117
66,0.44824108,0.3243722,"('inactive', 'active')",0.93649536,0.83972883,1.3376721,1.1595191,0.9074695,0.77454,0.1329295
88,-0.42808318,-0.51523995,"('low', 'eminent')",-0.9220049,-0.88719654,0.20347401,0.13767283,-0.3822047,-0.4215879,0.0393832
79,-0.39908814,-0.35091013,"('wavering', 'unwavering')",-0.6003044,-0.61526257,0.3971577,0.4635894,-0.2007449,-0.1675278,-0.0332171
83,-0.39567304,-0.44957832,"('powerless', 'powerful')",0.30532157,0.54192126,-1.2037821,-1.1958078,-0.4313778,-0.3678216,-0.0635562
4,-0.3675363,-0.25747287,"('disliked', 'liked')",-0.34401292,-0.23465228,-6.1441035,-6.374928,-2.2852176,-2.2890177,0.0038001
26,-0.3538327,-0.50947237,"('hardhearted', 'benevolent')",1.2870481,1.196514,1.7501408,1.6003574,0.8944521,0.7624664,0.1319857
15,0.3465582,0.45255965,"('boring', 'funny')",0.16167274,0.44362855,0.48398936,0.7192954,0.3307401,0.5384945,-0.2077544
20,0.30336356,0.28873116,"('rough', 'thoughtful')",0.30086455,0.2580327,0.96974146,0.9622214,0.5246565,0.5029951,0.0216614
7,-0.28005907,-0.39405125,"('insensitive', 'sensitive')",0.86075693,0.8971542,0.93301374,0.96455055,0.5045706,0.4892178,0.0153528
40,-0.27664712,-0.5454027,"('stingy', 'generous')",0.9982773,0.6107624,-1.4040363,-1.7946924,-0.2274687,-0.5764442,0.3489755
51,-0.27382192,-0.33864668,"('uneducated', 'educated')",-0.23590222,-0.28426093,0.040945128,0.030595839,-0.1562597,-0.1974373,0.0411776
14,0.2642765,0.19734442,"('antisocial', 'social')",1.8652954,1.813247,-0.980383,-1.0601063,0.383063,0.3168284,0.0662346
82,-0.25858745,-0.11265458,"('poor', 'rich')",0.01687038,-0.014339648,6.162126,6.5234632,1.9734697,2.1321564,-0.1586867
35,0.24866152,0.23262548,"('corrupt', 'incorrupt')",-1.0261428,-1.0825156,0.23556347,0.14369208,-0.1806393,-0.2353993,0.05476
62,-0.24512666,-0.13045931,"('incompetent', 'brilliant')",0.82700056,1.182113,-0.15418534,0.18240082,0.1425628,0.4113515,-0.2687887
87,0.21852903,0.34279498,"('unsuccessful', 'successful')",1.4940609,1.6333401,0.8291005,0.8080823,0.8472301,0.9280725,-0.0808424
47,0.21086282,0.22984186,"('stupid', 'smart')",1.1702211,1.2923654,5.507559,5.8599725,2.2962143,2.4607266,-0.1645123
17,0.2077485,0.3274043,"('nasty', 'nice')",-0.20724371,-0.05116786,-0.53511506,-0.48575535,-0.1782034,-0.0698396,-0.1083638
65,0.2073927,0.14434937,"('insecure', 'secure')",0.05662745,0.06933628,-0.66104066,-0.633954,-0.1323402,-0.1400895,0.0077493
84,0.19689071,0.17349748,"('inferior', 'superior')",0.4638903,0.53705996,1.0403157,0.9876635,0.5670323,0.5660737,0.0009586
33,-0.16658825,-0.4417651,"('wrong', 'right')",0.98262006,0.9040947,-0.34384623,-0.43845516,0.1573952,0.0079581,0.1494371
34,-0.15028569,-0.20913905,"('mean', 'honorable')",0.5344565,0.59542495,5.8940225,6.1830187,2.0927312,2.1897682,-0.097037
75,-0.14647926,-0.05598878,"('meek', 'impulsive')",-0.75884,-0.6142191,-0.29928708,-0.10021913,-0.4015354,-0.256809,-0.1447264
22,-0.119403034,-0.06995891,"('untrustworthy', 'trustworthy')",-0.14872123,-0.18375105,-1.0516393,-0.9917714,-0.4399212,-0.4151605,-0.0247607
29,-0.11889202,-0.03497812,"('unfair', 'fair')",-0.35187554,-0.39937153,-0.49277636,-0.5861251,-0.3211813,-0.3401582,0.0189769
39,-0.10227254,-0.2730248,"('exploitative', 'cooperative')",0.9312022,1.0037922,-0.022621695,0.012695897,0.2687693,0.2478211,0.0209482
70,0.07721225,0.15501106,"('lethargic', 'energetic')",0.32529205,0.40722904,0.48172283,0.63062716,0.2947424,0.3976224,-0.10288
49,-0.06060461,0.19787943,"('unable', 'able')",-0.85886174,-0.44088158,-0.30085468,0.14322706,-0.4067737,-0.0332584,-0.3735153
21,-0.05558727,-0.26895145,"('immoral', 'moral')",0.77355075,0.6503531,-1.1646702,-1.2119843,-0.1489023,-0.2768609,0.1279586
68,-0.05155453,-0.10990143,"('dependent', 'independent')",-1.786944,-1.9477246,-0.6258008,-0.6855949,-0.8214331,-0.9144069,0.0929738
13,-0.01756634,-0.046598654,"('impolite', 'polite')",0.62261593,0.8872927,-0.4824971,-0.39950296,0.0408508,0.1470637,-0.1062129
