,hillshire_male,hillshire_female,tuple,brands_male,brands_female,co_male,co_female,average_male,average_female,male-female
17,-0.36194518,-0.032797553,"('nasty', 'nice')",-0.92758214,-0.7694107,-0.18416727,-0.007373264,-0.4912315,-0.2698605,-0.221371
84,-0.35717517,-0.29153574,"('inferior', 'superior')",-0.11882581,-0.27098405,0.4443811,0.3600163,-0.01054,-0.0675012,0.0569612
45,0.32894704,0.6895012,"('incompetent', 'competent')",0.97789997,1.3354067,-0.26195738,-0.12871915,0.3482965,0.6320629,-0.2837664
61,-0.2931881,-0.24435829,"('illogical', 'logical')",0.06897502,0.12308935,-0.0664078,-0.13941997,-0.0968736,-0.0868963,-0.0099773
4,-0.28475484,0.24079147,"('disliked', 'liked')",-0.5620894,-0.41279495,-7.453282,-7.064139,-2.7667087,-2.4120474,-0.3546613
12,0.28309217,0.40720963,"('unsupportive', 'supportive')",0.94115186,1.1582183,-2.0873659,-2.0461125,-0.2877073,-0.1602282,-0.1274791
55,0.27972472,0.21740866,"('incompetent', 'clever')",1.3625755,1.6757932,0.26828036,0.19255482,0.6368602,0.6952522,-0.058392
54,-0.27866572,-0.29863152,"('incapable', 'capable')",0.7240663,0.7451546,0.8626461,0.8905333,0.4360156,0.4456855,-0.0096699
20,-0.26929,-0.22149955,"('rough', 'thoughtful')",0.37189794,0.42835978,0.36384597,0.3092546,0.1554846,0.1720383,-0.0165537
50,0.24780793,0.28267387,"('clumsy', 'skillful')",-0.40823174,-0.355848,-0.30552816,-0.33767453,-0.1553173,-0.1369496,-0.0183677
57,-0.22622462,0.22438088,"('unimaginative', 'imaginative')",-0.1480957,0.21230493,-3.264429,-2.9112875,-1.2129165,-0.8248672,-0.3880493
51,-0.2166092,0.20553091,"('uneducated', 'educated')",-0.24111287,0.016655978,0.13623022,0.2145643,-0.1071639,0.1455837,-0.2527476
33,0.2157668,0.07936077,"('wrong', 'right')",0.64226305,0.483409,-0.5815833,-0.657246,0.0921488,-0.0314921,0.1236409
28,-0.19498414,-0.025961794,"('disloyal', 'loyal')",-0.058958124,-0.04320955,1.0115037,1.0091801,0.2525205,0.3133363,-0.0608158
65,0.19096965,-0.16553502,"('insecure', 'secure')",0.7344156,0.92496693,0.6273272,0.5120774,0.5175708,0.4238364,0.0937344
15,-0.17848688,0.18393357,"('boring', 'funny')",0.71130794,0.91741794,0.36853775,0.5749045,0.3004529,0.558752,-0.2582991
75,0.17756426,0.2758665,"('meek', 'impulsive')",-1.3320656,-1.4496721,-0.5525374,-0.38556343,-0.5690129,-0.5197897,-0.0492232
82,-0.15488796,-0.0821482,"('poor', 'rich')",0.460264,0.54612774,6.3658586,6.4103394,2.2237449,2.2914397,-0.0676948
44,0.14974672,-0.17025271,"('prejudiced', 'unprejudiced')",-0.27146146,-0.24696948,-0.966246,-0.93294907,-0.3626536,-0.4500571,0.0874035
83,-0.14769447,-0.07257445,"('powerless', 'powerful')",0.6308943,0.65585095,-1.1219412,-1.1048995,-0.2129138,-0.1738743,-0.0390395
58,-0.13725823,0.13505705,"('undiscriminating', 'discriminating')",0.1841687,0.33833477,-0.025713246,0.05285245,0.0070657,0.1754148,-0.1683491
0,-0.12392098,0.0035649315,"('unsociable', 'sociable')",1.2999692,1.5274271,-0.24954334,-0.102055445,0.308835,0.4763122,-0.1674772
77,0.1159301,0.10273502,"('unmotivated', 'motivated')",0.43087268,0.44033116,-1.3079467,-1.2687402,-0.2537146,-0.2418913,-0.0118233
11,0.10838215,0.4069173,"('unhelpful', 'helpful')",0.47287035,0.7886708,2.0034852,2.151731,0.8615793,1.115773,-0.2541937
68,-0.104535446,-0.19701868,"('dependent', 'independent')",-1.1400932,-1.1220267,-1.6005796,-1.682254,-0.9484027,-1.0004331,0.0520304
41,-0.10433737,0.331397,"('unforgiving', 'forgiving')",-0.18926306,-0.0891996,0.3874635,0.51385355,0.0312877,0.252017,-0.2207293
72,-0.08401317,-0.4934714,"('unambitious', 'ambitious')",-0.31390235,-0.32392287,-0.009030528,-0.19090822,-0.1356487,-0.3361008,0.2004521
3,0.07231168,0.11178135,"('repellent', 'pleasant')",-0.6378366,-0.4666637,0.64320886,0.62452865,0.0258947,0.0898821,-0.0639874
34,-0.066197634,-0.026751535,"('mean', 'honorable')",-0.3003597,-0.22567984,5.2940116,5.241109,1.6424848,1.6628925,-0.0204077
69,-0.06598655,0.009657793,"('lazy', 'industrious')",-0.35598713,-0.5049013,-1.2223568,-1.1810699,-0.5481102,-0.5587711,0.0106609
38,-0.035673253,0.04959003,"('untruthful', 'truthful')",-0.23418199,-0.23282585,-0.16689445,-0.14575994,-0.1455832,-0.1096653,-0.0359179
59,-0.015070527,-0.025943743,"('foolish', 'wise')",0.073514074,-0.13274756,-0.009188823,-0.09911816,0.0164182,-0.0859365,0.1023547
32,0.011324944,-0.20584024,"('unkind', 'kind')",1.0009773,1.1416525,0.97033966,0.94916284,0.6608806,0.628325,0.0325556
47,-0.007036168,-0.05196264,"('stupid', 'smart')",1.2949021,1.4302418,5.0833626,5.064992,2.1237427,2.1477571,-0.0240144
