,cintas_male,cintas_female,tuple,corp_male,corp_female,average_male,average_female,male-female
46,-0.37876907,-1.1380141,"('uncompetitive', 'competitive')",-0.71878284,-1.0857034,-0.548776,-1.1118587,0.5630827
84,0.37089404,0.6759893,"('inferior', 'superior')",1.0303856,1.2744303,0.7006398,0.9752098,-0.27457
65,0.37031123,0.024468549,"('insecure', 'secure')",0.0065558515,0.0142761525,0.1884335,0.0193724,0.1690611
51,-0.37030107,-0.46514633,"('uneducated', 'educated')",0.16350067,0.08825766,-0.1034002,-0.1884443,0.0850441
12,-0.34420925,-0.48014402,"('unsupportive', 'supportive')",-2.169635,-2.1525183,-1.2569221,-1.3163311,0.059409
80,0.33172834,0.038224876,"('dominated', 'dominating')",-0.77584493,-0.9568876,-0.2220583,-0.4593314,0.2372731
77,-0.32788575,-0.53660005,"('unmotivated', 'motivated')",-1.0251029,-0.92733884,-0.6764943,-0.7319695,0.0554752
50,0.32489964,0.98617387,"('clumsy', 'skillful')",-0.04678053,0.3115673,0.1390596,0.6488706,-0.509811
25,-0.31678915,-0.50186086,"('egoistic', 'altruistic')",1.1346922,0.920193,0.4089515,0.2091661,0.1997854
4,-0.26121756,-0.023565965,"('disliked', 'liked')",-6.777485,-6.8637576,-3.5193512,-3.4436617,-0.0756895
88,-0.25964388,-0.3711908,"('low', 'eminent')",-0.47134018,-0.42176762,-0.365492,-0.3964792,0.0309872
34,-0.23832965,-0.4192047,"('mean', 'honorable')",5.508524,5.836952,2.635097,2.7088737,-0.0737767
26,-0.23463756,-0.14584768,"('hardhearted', 'benevolent')",1.6402243,1.3617688,0.7027934,0.6079606,0.0948328
21,0.20239988,-0.17354298,"('immoral', 'moral')",-0.41011292,-0.34804186,-0.1038565,-0.2607924,0.1569359
85,-0.19987525,-0.04486404,"('insignificant', 'prestigious')",-0.43277135,-0.43875885,-0.3163233,-0.2418114,-0.0745119
59,-0.19512808,0.74234885,"('foolish', 'wise')",-0.08623588,0.50086814,-0.140682,0.6216085,-0.7622905
35,-0.18429276,0.3843441,"('corrupt', 'incorrupt')",-0.7797476,-0.52544355,-0.4820202,-0.0705497,-0.4114705
7,-0.18417218,-0.3367412,"('insensitive', 'sensitive')",0.48410657,0.47918913,0.1499672,0.071224,0.0787432
27,-0.1778297,-0.15302011,"('hardhearted', 'softhearted')",1.0198627,0.9340986,0.4210165,0.3905392,0.0304773
18,-0.17310089,0.0069880597,"('disagreeable', 'welcoming')",-0.871062,-0.631309,-0.5220814,-0.3121605,-0.2099209
70,0.17137472,-0.6988406,"('lethargic', 'energetic')",0.4613639,-0.00399955,0.3163693,-0.3514201,0.6677894
83,-0.16917214,-0.19782215,"('powerless', 'powerful')",-1.10745,-0.9669322,-0.6383111,-0.5823772,-0.0559339
11,0.1620785,-0.37734526,"('unhelpful', 'helpful')",1.7440233,1.6435597,0.9530509,0.6331072,0.3199437
72,-0.1603872,-0.04381028,"('unambitious', 'ambitious')",-0.45218915,-0.0032506622,-0.3062882,-0.0235305,-0.2827577
48,-0.15058821,0.6461768,"('unintelligent', 'intelligent')",1.0107341,1.4682622,0.4300729,1.0572195,-0.6271466
75,0.14270607,0.21085407,"('meek', 'impulsive')",-0.72694415,-0.6833981,-0.292119,-0.236272,-0.055847
69,0.13545954,0.3338542,"('lazy', 'industrious')",-0.8079322,-0.6436993,-0.3362363,-0.1549225,-0.1813138
15,0.120678484,0.21367809,"('boring', 'funny')",-0.07942515,0.04485458,0.0206267,0.1292663,-0.1086396
20,0.11317275,0.30232143,"('rough', 'thoughtful')",0.98001164,0.93371665,0.5465922,0.618019,-0.0714268
41,0.111353986,0.32472643,"('unforgiving', 'forgiving')",-0.16602483,-0.24831298,-0.0273354,0.0382067,-0.0655421
33,-0.10631363,-0.48516753,"('wrong', 'right')",-0.91959393,-0.77042603,-0.5129538,-0.6277968,0.114843
49,-0.10328393,0.96022177,"('unable', 'able')",-0.2844611,0.27865398,-0.1938725,0.6194379,-0.8133104
17,-0.09280205,-0.03162153,"('nasty', 'nice')",-0.7172408,-0.4552156,-0.4050214,-0.2434186,-0.1616028
74,-0.08081398,-0.45158812,"('undedicated', 'dedicated')",-0.34760347,-0.7080209,-0.2142087,-0.5798045,0.3655958
32,0.08001457,-0.25357378,"('unkind', 'kind')",0.35195786,0.31501603,0.2159862,0.0307211,0.1852651
47,0.073125124,0.20814577,"('stupid', 'smart')",5.317448,5.489012,2.6952868,2.8485787,-0.1532919
22,-0.07304335,-0.29912785,"('untrustworthy', 'trustworthy')",-1.033457,-1.0109582,-0.5532502,-0.655043,0.1017928
13,-0.06870284,-1.00029,"('impolite', 'polite')",-0.81656766,-1.0587091,-0.4426352,-1.0294995,0.5868643
63,-0.064253986,-0.35517386,"('unperceptive', 'insightful')",0.6202797,0.5117172,0.2780129,0.0782717,0.1997412
87,0.058491603,-0.594314,"('unsuccessful', 'successful')",0.8405178,0.6758692,0.4495047,0.0407776,0.4087271
37,0.044606216,-0.0767815,"('fake', 'genuine')",0.034077615,0.104874924,0.0393419,0.0140467,0.0252952
64,0.03231613,-0.19843912,"('shy', 'confident')",-6.25969,-6.440239,-3.1136868,-3.319339,0.2056522
40,0.030895855,0.27150634,"('stingy', 'generous')",-1.929178,-1.9321003,-0.9491411,-0.830297,-0.1188441
55,-0.005163893,-0.37302634,"('incompetent', 'clever')",0.6478256,0.37039542,0.3213308,-0.0013155,0.3226463
