,weatherford_male,weatherford_female,tuple,international_male,international_female,plc_male,plc_female,average_male,average_female,male-female
28,-0.7845585,-0.72024256,"('disloyal', 'loyal')",-0.54426086,-0.4971675,0.6092084,0.5225617,-0.2398703,-0.2316161,-0.0082542
47,-0.7509418,-0.4712117,"('stupid', 'smart')",-0.517021,-0.3557761,3.5999482,4.011702,0.7773285,1.0615714,-0.2842429
11,-0.744589,-0.6612095,"('unhelpful', 'helpful')",-0.112173885,-0.0005330555,0.5816665,0.6499718,-0.0916988,-0.0039236,-0.0877752
72,-0.72295386,-0.52864313,"('unambitious', 'ambitious')",-0.31459376,-0.26889005,0.70234734,0.8697357,-0.1117334,0.0240675,-0.1358009
49,-0.70026267,-0.6559009,"('unable', 'able')",-0.702487,-0.57504386,-1.0518905,-0.85042155,-0.8182134,-0.6937888,-0.1244246
80,0.6831817,0.6968746,"('dominated', 'dominating')",0.15344867,0.05951862,0.34567064,0.36005986,0.3941003,0.3721511,0.0219492
81,0.6800326,0.90375996,"('submissive', 'aggressive')",0.16254377,0.14432703,-1.0554903,-0.974661,-0.0709713,0.0244753,-0.0954466
87,0.6498494,0.7536367,"('unsuccessful', 'successful')",1.4879662,1.4712033,1.6656595,1.844516,1.267825,1.356452,-0.088627
38,-0.649514,-0.71449953,"('untruthful', 'truthful')",-0.69477874,-0.5939028,0.15898809,-0.022771422,-0.3951015,-0.4437246,0.0486231
43,-0.64618003,-0.48102152,"('irresponsible', 'responsible')",0.4757198,0.61654365,0.75459504,1.0218815,0.1947116,0.3858012,-0.1910896
44,0.644647,0.71077514,"('prejudiced', 'unprejudiced')",0.266653,0.24850169,-1.1786026,-1.0540422,-0.0891009,-0.0315885,-0.0575124
20,-0.623478,-0.68463415,"('rough', 'thoughtful')",0.22868136,0.36401832,1.2253226,1.410029,0.276842,0.3631377,-0.0862957
68,-0.61373436,-0.5343483,"('dependent', 'independent')",-0.44152167,-0.4166835,-1.3608481,-1.2435488,-0.805368,-0.7315269,-0.0738411
3,-0.5998093,-0.5244557,"('repellent', 'pleasant')",-0.54506624,-0.5053231,-0.53722733,-0.37120762,-0.560701,-0.4669955,-0.0937055
2,-0.5898814,-0.32160538,"('unlikable', 'likable')",0.8747294,1.0820885,0.2611377,0.5198733,0.1819952,0.4267855,-0.2447903
58,-0.58882433,-1.0091914,"('undiscriminating', 'discriminating')",0.685481,0.42462432,1.0199597,0.620764,0.3722055,0.0120656,0.3601399
24,-0.580987,-0.35079542,"('dishonest', 'honest')",-0.40240374,-0.27453992,0.15575442,0.29060185,-0.2758787,-0.1115778,-0.1643009
51,-0.55844545,-0.40039605,"('uneducated', 'educated')",-0.032099187,0.060169075,-0.48675096,-0.44481254,-0.3590985,-0.2616798,-0.0974187
56,0.5425687,0.7865234,"('impractical', 'practical')",1.1246637,1.1999427,0.4142923,0.61200494,0.6938415,0.8661571,-0.1723156
79,-0.53861517,-0.6590538,"('wavering', 'unwavering')",-0.42550686,-0.4350994,-0.12206042,-0.22808729,-0.3620608,-0.4407468,0.078686
16,-0.5264808,-0.65262824,"('unpopular', 'popular')",0.28630948,0.37471956,-0.13466986,-0.2091702,-0.1249471,-0.1623596,0.0374125
66,-0.5006268,-0.5433472,"('inactive', 'active')",1.184665,1.1141698,0.88668907,0.72611517,0.5235757,0.4323126,0.0912631
21,-0.49103472,-0.19510683,"('immoral', 'moral')",-0.29572728,-0.08702033,-1.5332603,-1.2218231,-0.7733408,-0.5013167,-0.2720241
82,-0.477956,-0.3074725,"('poor', 'rich')",-1.4530045,-1.2448812,3.0011911,3.450554,0.3567436,0.6327334,-0.2759898
12,-0.46767616,-0.45744228,"('unsupportive', 'supportive')",0.031002343,0.11264431,-0.85965586,-0.9555885,-0.4321099,-0.4334621,0.0013522
14,0.4593111,0.6900494,"('antisocial', 'social')",1.0551021,1.1828259,0.70589495,0.7852138,0.7401028,0.8860297,-0.1459269
73,0.43595818,0.4156853,"('helpless', 'self-reliant')",0.5098044,0.5563882,-1.3459798,-1.4784541,-0.1334057,-0.1687935,0.0353878
75,0.4050501,0.16291952,"('meek', 'impulsive')",-0.08260696,-0.19700432,-0.83942413,-1.0896417,-0.172327,-0.3745755,0.2022485
33,-0.38590062,-0.34620252,"('wrong', 'right')",0.65218854,0.6200087,0.44944024,0.2998347,0.2385761,0.1912136,0.0473625
61,-0.3795128,-0.28483072,"('illogical', 'logical')",-0.01299171,0.02994835,0.67407715,0.714982,0.0938576,0.1533665,-0.0595089
76,0.37138227,0.6204789,"('anxious', 'daring')",0.7429398,0.850738,-0.5245257,-0.1566321,0.1965988,0.438195,-0.2415962
67,0.3470698,0.5119156,"('doubtful', 'determined')",0.35222244,0.41951394,-0.36614102,-0.09184152,0.1110504,0.2798627,-0.1688123
35,0.340513,0.28567797,"('corrupt', 'incorrupt')",-0.6227884,-0.6298139,0.04969295,-0.061282583,-0.0775275,-0.1351395,0.057612
71,0.3397937,0.39161682,"('diffident', 'self-confident')",0.6540118,0.58739346,0.59917504,0.4458179,0.5309935,0.4749427,0.0560508
83,-0.28514874,-0.3493928,"('powerless', 'powerful')",-0.13186759,-0.02579429,-0.5214744,-0.3959619,-0.3128302,-0.2570497,-0.0557805
54,-0.2787047,-0.23881999,"('incapable', 'capable')",-0.001890406,0.01684906,0.1577836,0.25539854,-0.0409372,0.0111425,-0.0520797
39,0.2546404,0.50879085,"('exploitative', 'cooperative')",0.55138826,0.6969659,0.5663235,0.7599435,0.4574507,0.6552334,-0.1977827
59,-0.24970414,-0.25877365,"('foolish', 'wise')",-0.13099167,0.0025953744,0.19265395,0.33486512,-0.0626806,0.0262289,-0.0889095
30,-0.23664103,-0.009035271,"('intolerant', 'tolerant')",0.28552413,0.4662078,0.123264804,0.37449437,0.0573826,0.2772223,-0.2198397
78,-0.23217377,-0.34687006,"('nonresilient', 'resilient')",0.62821066,0.518211,0.83095694,0.6209956,0.4089979,0.2641122,0.1448857
42,0.2259635,0.26288268,"('unreliable', 'reliable')",0.35413098,0.5688841,-1.6697505,-1.6134663,-0.3632187,-0.2605665,-0.1026522
74,-0.20849577,-0.18855146,"('undedicated', 'dedicated')",0.6980542,0.79955256,1.034522,0.94761384,0.5080268,0.5195383,-0.0115115
62,-0.14991727,0.05503396,"('incompetent', 'brilliant')",0.47008464,0.5608928,0.08779614,0.2160796,0.1359878,0.2773355,-0.1413477
46,0.14985177,0.14094569,"('uncompetitive', 'competitive')",0.58259606,0.6474258,-0.5678263,-0.58497155,0.0548739,0.0678,-0.0129261
50,-0.14125828,-0.15986724,"('clumsy', 'skillful')",-0.35276467,-0.20851229,-0.45009822,-0.38527167,-0.3147071,-0.2512171,-0.06349
4,-0.14075787,-0.37532747,"('disliked', 'liked')",0.020726737,-0.025996327,-3.2289402,-3.675269,-1.1163238,-1.3588641,0.2425403
60,0.13935749,0.46632105,"('inefficient', 'efficient')",0.68827903,0.7983976,-0.40902063,-0.09672749,0.1395386,0.3893304,-0.2497918
13,-0.13484229,0.24194096,"('impolite', 'polite')",0.6590431,0.8353432,-0.85237205,-0.6322516,-0.1093904,0.1483442,-0.2577346
7,0.13080087,0.23416929,"('insensitive', 'sensitive')",0.010592952,0.05233884,0.45163167,0.44113737,0.1976752,0.2425485,-0.0448733
29,0.13021407,0.074318,"('unfair', 'fair')",-0.15376978,-0.108471595,-0.42175812,-0.5338193,-0.1484379,-0.1893243,0.0408864
69,0.12589616,0.035951592,"('lazy', 'industrious')",1.8015456,1.7126676,0.743412,0.7003846,0.8902846,0.8163346,0.07395
17,-0.088883854,-0.09581113,"('nasty', 'nice')",-1.0862458,-1.0656642,-1.2032758,-1.2028601,-0.7928019,-0.7881118,-0.0046901
22,-0.08856745,-0.07560864,"('untrustworthy', 'trustworthy')",-0.054593116,-0.0053386614,-0.5598968,-0.6077942,-0.2343525,-0.2295805,-0.004772
70,-0.07180398,0.0008013537,"('lethargic', 'energetic')",0.41005868,0.5632027,-0.12000467,-0.12508251,0.07275,0.1463072,-0.0735572
37,0.060381617,0.016568756,"('fake', 'genuine')",-0.54980165,-0.54368633,0.4143927,0.40354186,-0.0250091,-0.0411919,0.0161828
84,0.041256577,-0.10537623,"('inferior', 'superior')",0.5226548,0.48032135,0.7228137,0.77089787,0.4289083,0.3819477,0.0469606
45,-0.012247568,-0.15788865,"('incompetent', 'competent')",0.43232417,0.36647052,0.8878062,0.6756782,0.4359609,0.2947534,0.1412075
65,-0.0101057775,0.16896445,"('insecure', 'secure')",0.24029048,0.27741843,0.029625319,0.26216766,0.0866033,0.2361835,-0.1495802
55,-0.009949215,0.019512514,"('incompetent', 'clever')",-0.4529925,-0.4494779,-0.28673965,-0.3050284,-0.2498938,-0.2449979,-0.0048959
