,sysco_male,sysco_female,tuple,corp_male,corp_female,average_male,average_female,male-female
60,-1.0986712,-1.07903,"('inefficient', 'efficient')",-0.1757918,0.13868809,-0.6372315,-0.470171,-0.1670605
30,-1.0871291,-1.1534758,"('intolerant', 'tolerant')",0.32539648,0.38119936,-0.3808663,-0.3861382,0.0052719
65,-1.0411657,-1.0885798,"('insecure', 'secure')",-0.6744835,-0.3142261,-0.8578246,-0.7014029,-0.1564217
85,1.024327,1.1447725,"('insignificant', 'prestigious')",0.17834195,-0.24218462,0.6013345,0.4512939,0.1500406
32,-1.0111892,-0.9798766,"('unkind', 'kind')",0.13784008,0.16279867,-0.4366746,-0.4085389,-0.0281357
28,-0.9554926,-0.8886831,"('disloyal', 'loyal')",0.6263806,0.7600457,-0.164556,-0.0643187,-0.1002373
35,0.94271946,1.0317658,"('corrupt', 'incorrupt')",-0.23673554,-0.43124604,0.352992,0.3002599,0.0527321
8,-0.9240881,-0.96012443,"('unaffectionate', 'affectionate')",0.45681402,0.10364503,-0.233637,-0.4282397,0.1946027
22,-0.9073267,-0.9900396,"('untrustworthy', 'trustworthy')",-1.3054374,-1.2701055,-1.1063821,-1.1300726,0.0236905
44,0.8924341,0.82155335,"('prejudiced', 'unprejudiced')",-1.5834506,-1.5705209,-0.3455082,-0.3744838,0.0289756
26,0.86148405,0.9428018,"('hardhearted', 'benevolent')",1.5086654,1.1281604,1.1850748,1.0354811,0.1495937
11,-0.8518878,-1.0759389,"('unhelpful', 'helpful')",1.5774332,1.6821164,0.3627727,0.3030887,0.059684
24,-0.82797194,-0.8452903,"('dishonest', 'honest')",0.3839879,0.50764513,-0.221992,-0.1688226,-0.0531694
73,0.82729775,0.8777311,"('helpless', 'self-reliant')",-3.1212723,-3.1293936,-1.1469873,-1.1258312,-0.0211561
53,-0.8089094,-0.646924,"('uncreative', 'creative')",0.27323928,0.34663162,-0.2678351,-0.1501462,-0.1176889
42,-0.805089,-0.5569636,"('unreliable', 'reliable')",-3.3866537,-3.196161,-2.0958714,-1.8765624,-0.219309
21,-0.781373,-0.86318696,"('immoral', 'moral')",-0.5704363,-0.40830153,-0.6759046,-0.6357442,-0.0401604
31,0.7244603,0.7739297,"('evil', 'good')",-0.610072,-0.91810817,0.0571941,-0.0720892,0.1292833
46,-0.7100966,-0.6144975,"('uncompetitive', 'competitive')",-0.88077873,-0.6470029,-0.7954377,-0.6307502,-0.1646875
18,-0.69424677,-0.7005539,"('disagreeable', 'welcoming')",-0.5883357,-0.71338266,-0.6412913,-0.7069683,0.065677
12,-0.6819268,-0.6450217,"('unsupportive', 'supportive')",-1.9466591,-1.9137595,-1.3142929,-1.2793906,-0.0349023
54,-0.67945015,-0.6757488,"('incapable', 'capable')",0.54843843,0.44359598,-0.0655059,-0.1160764,0.0505705
52,0.671069,0.32002407,"('irrational', 'rational')",-0.006894419,-0.37493178,0.3320873,-0.0274539,0.3595412
84,0.6173919,0.6226744,"('inferior', 'superior')",1.0805354,1.175554,0.8489636,0.8991143,-0.0501507
19,-0.61249894,-0.48485878,"('inhospitable', 'hospitable')",-0.32396007,-0.3609998,-0.4682295,-0.4229293,-0.0453002
3,-0.6052956,-0.71571434,"('repellent', 'pleasant')",0.7227208,0.733522,0.0587126,0.0089038,0.0498088
9,-0.5917991,-0.51592153,"('unaffectionate', 'caring')",0.98982555,0.7976079,0.1990132,0.1408432,0.05817
64,-0.5681963,-0.5924762,"('shy', 'confident')",-6.3264236,-6.155617,-3.44731,-3.3740468,-0.0732632
78,0.55707085,0.82225966,"('nonresilient', 'resilient')",0.6762345,0.91159356,0.6166527,0.8669266,-0.2502739
68,-0.5424337,-0.5589807,"('dependent', 'independent')",-0.58964866,-0.4925164,-0.5660412,-0.5257486,-0.0402926
87,0.53758657,0.36997384,"('unsuccessful', 'successful')",1.2056981,1.1073712,0.8716424,0.7386725,0.1329699
36,0.5283788,0.683753,"('hostile', 'amicable')",-0.049164124,-0.28808388,0.2396073,0.1978346,0.0417727
62,-0.5026937,-0.59812737,"('incompetent', 'brilliant')",0.44640106,0.6168724,-0.0281463,0.0093725,-0.0375188
88,-0.49762785,-0.58881575,"('low', 'eminent')",-0.5314623,-0.60952747,-0.5145451,-0.5991716,0.0846265
1,-0.47219548,-0.4441492,"('unfriendly', 'friendly')",1.2138222,0.89242786,0.3708134,0.2241393,0.1466741
80,0.4713908,0.48815992,"('dominated', 'dominating')",-0.46715808,-0.19708344,0.0021164,0.1455382,-0.1434218
2,0.45995462,0.6183577,"('unlikable', 'likable')",0.62011665,0.62285644,0.5400356,0.6206071,-0.0805715
76,-0.45064119,-0.31586975,"('anxious', 'daring')",-0.4284484,-0.051259506,-0.4395448,-0.1835646,-0.2559802
41,-0.45033357,-0.41790095,"('unforgiving', 'forgiving')",-0.065723345,-0.15138017,-0.2580284,-0.2846406,0.0266122
29,-0.44041395,-0.4559579,"('unfair', 'fair')",-0.5154784,-0.49359852,-0.4779462,-0.4747782,-0.003168
49,-0.39570865,-0.31048074,"('unable', 'able')",-0.4674703,-0.3348802,-0.4315895,-0.3226805,-0.108909
15,0.39278945,0.5436578,"('boring', 'funny')",-0.019826498,-0.120281935,0.1864815,0.2116879,-0.0252064
83,-0.35727093,-0.41268855,"('powerless', 'powerful')",-0.8546165,-0.9471337,-0.6059437,-0.6799111,0.0739674
27,-0.31192997,-0.27863944,"('hardhearted', 'softhearted')",1.0619808,0.96549886,0.3750255,0.3434297,0.0315958
16,0.30610403,0.37760937,"('unpopular', 'popular')",0.5027271,0.26339102,0.4044155,0.3205002,0.0839153
59,-0.2863513,-0.4469575,"('foolish', 'wise')",-0.13299222,-0.38360307,-0.2096718,-0.4152803,0.2056085
75,0.27852657,0.37513304,"('meek', 'impulsive')",-0.49468952,-0.57510823,-0.1080815,-0.0999876,-0.0080939
25,0.25101754,0.34480503,"('egoistic', 'altruistic')",1.0128521,0.9174967,0.6319348,0.6311508,0.000784
67,-0.24458396,-0.1739959,"('doubtful', 'determined')",-0.45659485,-0.38211188,-0.3505894,-0.2780539,-0.0725355
5,0.2223929,0.45954162,"('distant', 'outgoing')",-0.5884404,-0.7792801,-0.1830238,-0.1598693,-0.0231545
79,-0.19870213,0.044324458,"('wavering', 'unwavering')",-0.24428734,-0.26454496,-0.2214947,-0.1101103,-0.1113844
17,0.18409018,0.13623834,"('nasty', 'nice')",-0.5179309,-0.648533,-0.1669204,-0.2561473,0.0892269
50,0.16796231,0.30191314,"('clumsy', 'skillful')",0.050798498,0.051389888,0.1093804,0.1766515,-0.0672711
58,0.15867285,0.07271606,"('undiscriminating', 'discriminating')",0.45556483,0.40462658,0.3071188,0.2386713,0.0684475
66,-0.14809446,-0.062904045,"('inactive', 'active')",0.8030799,0.589543,0.3274927,0.2633195,0.0641732
40,0.14335425,0.3198223,"('stingy', 'generous')",-1.6130134,-1.5905048,-0.7348295,-0.6353412,-0.0994883
34,-0.1233579,-0.07430308,"('mean', 'honorable')",5.3277745,5.3443813,2.6022084,2.6350391,-0.0328307
20,0.11742109,0.06605021,"('rough', 'thoughtful')",1.0445608,1.1374938,0.5809909,0.601772,-0.0207811
71,-0.11263502,0.049157023,"('diffident', 'self-confident')",0.28795075,0.17069793,0.0876579,0.1099275,-0.0222696
6,0.09162072,0.3401954,"('distant', 'open')",-0.580712,-0.898748,-0.2445457,-0.2792763,0.0347306
61,-0.083258614,-0.0770061,"('illogical', 'logical')",0.49218604,0.58826745,0.2044637,0.2556307,-0.051167
48,-0.07528721,-0.11281398,"('unintelligent', 'intelligent')",0.93471473,1.0786015,0.4297138,0.4828938,-0.05318
37,0.065324366,0.19828045,"('fake', 'genuine')",-0.06091313,0.028367095,0.0022056,0.1133238,-0.1111182
4,0.029830828,0.05590261,"('disliked', 'liked')",-6.331567,-6.413893,-3.1508679,-3.1789954,0.0281275
74,-0.019766465,-0.027866222,"('undedicated', 'dedicated')",-0.45796707,-0.42393264,-0.2388668,-0.2258994,-0.0129674
77,-0.0033618808,-0.015138784,"('unmotivated', 'motivated')",-0.6389649,-0.44703045,-0.3211634,-0.2310846,-0.0900788
