,capital_male,capital_female,tuple,one_male,one_female,financial_male,financial_female,corp_male,corp_female,average_male,average_female,male-female
77,0.8265943,0.9100784,"('unmotivated', 'motivated')",-0.43783695,-0.16326743,0.82100767,0.91976637,-0.48165527,-0.33833864,0.1820274,0.3320597,-0.1500323
35,-0.8065879,-0.5589914,"('corrupt', 'incorrupt')",0.2951386,0.3112553,-0.7286398,-0.5268303,-1.4683661,-1.6469332,-0.6771138,-0.6053749,-0.0717389
33,0.78818095,0.90499747,"('wrong', 'right')",0.8730248,0.8696318,1.3897023,1.4033858,-1.0676724,-1.1516769,0.4958089,0.5065846,-0.0107757
87,0.7657361,0.90098715,"('unsuccessful', 'successful')",0.5290096,0.7118807,1.1798515,1.2680736,1.062403,1.115954,0.88425,0.9992238,-0.1149738
50,0.74774206,0.8517603,"('clumsy', 'skillful')",0.19932005,0.29699716,0.69946617,0.6442935,0.27098885,0.34644425,0.4793793,0.5348738,-0.0554945
15,-0.71025753,-0.38113016,"('boring', 'funny')",-0.13564606,0.09543063,0.13121514,0.39395338,-0.68344295,-0.5023604,-0.3495328,-0.0985266,-0.2510062
80,0.7061231,0.47166428,"('dominated', 'dominating')",0.34384745,0.33107916,-0.115929924,-0.354922,0.5066924,0.33667627,0.3601833,0.1961244,0.1640589
58,0.6887049,0.65369445,"('undiscriminating', 'discriminating')",-0.64095324,-0.7166445,1.2492254,1.1295013,0.3968397,0.22478592,0.4234542,0.3228343,0.1006199
30,0.6829406,0.866308,"('intolerant', 'tolerant')",0.13547364,0.40288246,0.45341724,0.6065381,0.56576365,0.9619486,0.4593988,0.7094193,-0.2500205
26,-0.6693595,-0.58926266,"('hardhearted', 'benevolent')",-0.7367186,-0.5858037,1.7439548,1.946198,0.79453194,1.0543755,0.2831022,0.4563768,-0.1732746
1,-0.6609406,-0.4828455,"('unfriendly', 'friendly')",-1.5969245,-1.4693213,1.2203933,1.2868853,0.5097474,0.68664175,-0.1319311,0.0053401,-0.1372712
59,0.6314813,0.77510273,"('foolish', 'wise')",0.40656513,0.42557988,0.92644906,1.1911292,-0.7589456,-0.66198164,0.3013875,0.4324576,-0.1310701
64,0.61948377,1.0275264,"('shy', 'confident')",0.7349249,1.2209498,0.57312095,0.8095397,-4.5650034,-4.0652905,-0.6593684,-0.2518187,-0.4075497
16,-0.6085951,-0.41182396,"('unpopular', 'popular')",-0.76370025,-0.66319597,-0.22797003,-0.1301619,0.24021646,0.26012522,-0.3400122,-0.2362642,-0.103748
13,0.6068245,0.6202648,"('impolite', 'polite')",1.0264279,1.1412888,0.16273913,0.23817171,-0.47436348,-0.17496645,0.330407,0.4561897,-0.1257827
40,0.5941036,0.7435701,"('stingy', 'generous')",-0.32790652,-0.129778,1.3617114,1.2446567,-1.7221117,-1.5672802,-0.0235508,0.0727921,-0.0963429
84,0.5923759,0.6683736,"('inferior', 'superior')",0.5236346,0.5128512,0.3195268,0.39186162,0.7749663,0.8890598,0.5526259,0.6155366,-0.0629107
66,0.56177557,0.43704355,"('inactive', 'active')",-0.22616503,-0.24966669,1.0308305,1.0998237,0.5815684,0.6213212,0.4870024,0.4771304,0.009872
44,-0.5292126,-0.5929115,"('prejudiced', 'unprejudiced')",0.39820132,0.36612013,-0.21122521,-0.20010653,-1.3526226,-1.2951065,-0.4237148,-0.4305011,0.0067863
21,0.5239302,0.5782628,"('immoral', 'moral')",0.39584792,0.6296325,0.52823246,0.5667593,-0.02299569,0.23968807,0.3562537,0.5035857,-0.147332
49,-0.51582927,-0.32344493,"('unable', 'able')",-0.41012943,-0.46461746,-0.9254057,-0.9256307,-0.53446436,-0.4665715,-0.5964572,-0.5450662,-0.051391
22,0.4943006,0.5282593,"('untrustworthy', 'trustworthy')",-0.16458017,-0.1363191,-0.4734882,-0.4858679,-0.71731937,-0.49638426,-0.2152718,-0.147578,-0.0676938
46,0.46786907,0.30982208,"('uncompetitive', 'competitive')",0.6285017,0.8199025,0.16250297,0.13604258,0.2878993,0.41974545,0.3866933,0.4213781,-0.0346848
65,0.44112903,0.4730646,"('insecure', 'secure')",-0.28177398,-0.16585416,-0.7306126,-0.7600465,0.15495303,0.47369978,-0.1040761,0.0052159,-0.109292
10,0.44112253,0.532147,"('unsympathetic', 'sympathetic')",-0.4066667,-0.22568409,-0.85579115,-0.9187988,-0.16411778,0.18813941,-0.2463633,-0.1060491,-0.1403142
8,-0.4391192,-0.31272495,"('unaffectionate', 'affectionate')",-0.8731265,-0.79635435,0.10998158,0.21391335,-0.3252791,-0.35324013,-0.3818858,-0.3121015,-0.0697843
5,0.4078182,0.54013443,"('distant', 'outgoing')",-0.08776492,-0.103576705,1.030818,1.0831836,-0.9089616,-1.0662466,0.1104774,0.1133737,-0.0028963
68,-0.38179952,-0.20801736,"('dependent', 'independent')",0.50210714,0.4128132,-1.8550757,-1.864705,-0.7119106,-0.6538411,-0.6116697,-0.5784376,-0.0332321
52,-0.3720391,0.10208669,"('irrational', 'rational')",-0.8760592,-0.5876642,0.16671008,0.33228138,-0.6706029,-0.6346507,-0.4379978,-0.1969867,-0.2410111
41,0.3646862,0.82608616,"('unforgiving', 'forgiving')",-0.017368669,0.36263758,0.7500888,0.9630153,-0.4484194,-0.06665553,0.1622467,0.5212709,-0.3590242
19,-0.35212404,-0.1991865,"('inhospitable', 'hospitable')",-0.4948714,-0.42036194,-0.39721197,-0.3031446,-0.7015043,-0.7845013,-0.4864279,-0.4267986,-0.0596293
55,0.3367559,0.3649315,"('incompetent', 'clever')",-0.90019476,-0.8362722,-0.93758035,-1.0247902,0.4235047,0.77596444,-0.2693786,-0.1800416,-0.089337
78,-0.32847407,-0.29401168,"('nonresilient', 'resilient')",-0.3811152,-0.38075364,0.9115114,0.8228374,0.5849862,0.5814327,0.1967271,0.1823762,0.0143509
85,0.3194143,0.5626841,"('insignificant', 'prestigious')",-1.0855212,-0.8721089,1.732609,1.8691801,-0.85602987,-0.8592991,0.0276181,0.1751141,-0.147496
17,-0.31915545,-0.1475956,"('nasty', 'nice')",-0.25870973,-0.06561077,-0.58035165,-0.432979,-0.9052094,-0.8860383,-0.5158566,-0.3830559,-0.1328007
6,-0.25309452,-0.11739443,"('distant', 'open')",-0.6839838,-0.73183876,0.08335775,0.114321746,-1.4550622,-1.5688082,-0.5771957,-0.5759299,-0.0012658
47,0.24292523,0.15124148,"('stupid', 'smart')",-0.19666111,-0.19216245,1.0384134,1.1120435,4.4978433,4.300159,1.3956301,1.3428204,0.0528097
28,0.21027836,0.36015728,"('disloyal', 'loyal')",-0.24258024,0.115181476,0.089356065,0.2276692,0.8336112,1.1022573,0.2226664,0.4513163,-0.2286499
37,-0.19194718,-0.34094253,"('fake', 'genuine')",0.33117953,0.1374585,-0.6551734,-0.7795458,0.0017519381,-0.11483141,-0.1285473,-0.2744653,0.145918
75,-0.18241802,-0.3084669,"('meek', 'impulsive')",-0.2302703,-0.28504577,-0.21577,-0.27206993,-0.44651195,-0.7886528,-0.2687426,-0.4135588,0.1448162
34,0.15023494,0.17160414,"('mean', 'honorable')",0.041771404,0.10138525,0.19564407,0.21283916,4.8610144,4.8328404,1.3121662,1.3296672,-0.017501
79,0.14882648,0.26641268,"('wavering', 'unwavering')",0.055709608,0.18549342,-0.3254544,-0.28205085,-0.56138635,-0.6310355,-0.1705762,-0.1152951,-0.0552811
20,0.13693246,0.017890206,"('rough', 'thoughtful')",-1.2875543,-1.2417045,-0.12924358,-0.14036459,0.039812952,0.16666123,-0.3100131,-0.2993794,-0.0106337
69,-0.11873103,-0.22344588,"('lazy', 'industrious')",0.5415186,0.5529702,1.2071979,1.358815,-0.9974989,-1.0194103,0.1581217,0.1672322,-0.0091105
57,0.108695015,0.109916806,"('unimaginative', 'imaginative')",-1.7640396,-1.621258,-0.6567812,-0.7023108,-2.8520083,-2.6706896,-1.2910335,-1.2210854,-0.0699481
82,-0.10533308,-0.30622175,"('poor', 'rich')",-0.42512745,-0.5491673,-0.049421825,-0.18390618,5.896825,5.7766824,1.3292356,1.1843468,0.1448888
53,-0.10197994,0.05799299,"('uncreative', 'creative')",-1.609139,-1.5686707,1.2200933,1.2453264,0.2708893,0.33787993,-0.0550341,0.0181321,-0.0731662
18,-0.06987477,0.16535687,"('disagreeable', 'welcoming')",-0.02407293,0.30699334,-0.17171921,-0.13351163,-0.8088219,-0.41650015,-0.2686222,-0.0194154,-0.2492068
88,0.055473655,0.4072708,"('low', 'eminent')",-0.08753769,0.3707188,-0.6142706,-0.5423331,-0.14065433,0.025683815,-0.1967472,0.0653351,-0.2620823
48,0.049652513,0.10655896,"('unintelligent', 'intelligent')",-1.0325525,-1.0054456,-0.8569344,-0.85525143,0.33394808,0.6494802,-0.3764716,-0.2761644,-0.1003072
0,-0.0407201,0.19577141,"('unsociable', 'sociable')",-1.2734768,-0.8678728,-0.10153042,0.019094922,-0.10065733,0.48459202,-0.3790962,-0.0421036,-0.3369926
3,-0.037214115,-0.15061621,"('repellent', 'pleasant')",-0.2922162,-0.2072941,-0.55944085,-0.611564,1.1376901,1.217601,0.0622047,0.0620317,0.000173
45,-0.026539313,-0.115704276,"('incompetent', 'competent')",0.006775189,-0.13481058,-0.56916827,-0.7845824,-0.041105084,0.21568537,-0.1575094,-0.204853,0.0473436
27,-0.008395039,-0.038163655,"('hardhearted', 'softhearted')",-0.44407403,-0.49556476,-0.53575903,-0.6141089,-0.02861569,-0.0055479594,-0.2542109,-0.2883464,0.0341355
86,0.002589669,-0.012532514,"('uninfluential', 'influential')",-0.95381016,-0.9478022,-0.19511317,-0.36605188,0.005848715,0.02303291,-0.2851212,-0.3258384,0.0407172
